Target Name,Target No.,preprocessed,Focus Text,Shortest Match Name,Shortest Match No.,Non-NASDAQ OTC Match Name,Non-NASDAQ OTC Match No.,Matched Name 1,Matched No. 1,Matched Score 1,Matched Name 2,Matched No. 2,Matched Score 2,Matched Name 3,Matched No. 3,Matched Score 3,Matched Name 4,Matched No. 4,Matched Score 4,Matched Name 5,Matched No. 5,Matched Score 5,Matched Name 6,Matched No. 6,Matched Score 6,Matched Name 7,Matched No. 7,Matched Score 7,Matched Name 8,Matched No. 8,Matched Score 8,Matched Name 9,Matched No. 9,Matched Score 9,Matched Name 10,Matched No. 10,Matched Score 10
LIDER-INVEST AO,17285,lider invest ao,lider,Lider Faktoring,120602.0,,,Solidere A,135048,99.64,Solidere B,190837,99.56,Lider Faktoring,120602,99.53,Liderfarm ASC,2549,99.5,Glider Development Warrants 02/90,158414,99.46,Aton-Lidery Rosta Ssha Bpifrfi,184511,99.44,Aton-Lidery Rosta Ssha Bpifrfi,226228,99.44,Tinkoff Indeks Liderov Ustoychiv Razvit,176741,99.37,Tinkoff Indeks Liderov Ustoychiv Razvit,254261,99.37,Glider Development Warrants 92 Expired 31/03/92,158415,99.35
LIEVRE POWER FINANCING CORPORATION,5199,lievre power financing corporation,lievre,,,,,IE,35464,99.11,VR Holdings,58535,99.11,V Group,132515,99.06,Attivita Immobiliere,14838,90.35000000000001,Believe,88154,90.33,Believe (Frankfurt),268394,90.33,ITT Immobiliere,19001,90.33,La Lieve SA,19383,90.33,Fourmi Immobiliere,17688,90.32000000000001,Baza Ateliere,32716,90.3
Lifemiles LTD,3929,lifemiles,lifemiles,,,,,Life,2550,99.62,Life,27875,99.62,Life,106808,99.62,Life,120584,99.62,Life (Non-NASDAQ OTC),237771,99.62,IFE,18616,99.5,EMI,46869,99.5,EMI Group,46871,99.5,EMI Group (VIRT-X),232018,99.5,EMI Group (Frankfurt),294561,99.5
Light Energia S.A.,4255,light energia,light,Light,2552.0,Red Light Holland (Non-NASDAQ OTC),248321.0,Daylight Energy,7115,99.79,Daylight Energy (Berlin),285659,99.79,Daylight Energy (XETRA),311343,99.79,Lightning Energy,9682,99.76,Starlight Energy,12547,99.76,Starlight Energy,132033,99.76,Lightning Energy (Non-NASDAQ OTC),237777,99.76,Light Media Holdings,130483,99.75,Light Wonder,134550,99.72,Light Wonder (Frankfurt),264334,99.72
Light Servicos de Eletricidade S.A.,4328,light servicos de eletricidade,light,Light,2552.0,Red Light Holland (Non-NASDAQ OTC),248321.0,Flight Centre Travel Group,80587,99.56,Flight Centre Travel Group (Berlin),270237,99.56,Inflight Services,65668,99.55,Lightspeed Discoveries,84321,99.54,Lightspeed (Non-NASDAQ OTC) Discoveries,246921,99.54,Lightspeed (Berlin) Discoveries,287572,99.54,Lightstone Real Estate Income Trust Inc,66165,99.54,Lightspeed Commerce,80664,99.53,Lightspeed Commerce (New York),251868,99.53,Lightspeed Commerce (Frankfurt),264338,99.53
"LIICA HOLDINGS, LLC",22648,liica,liica,,,,,ICA AB,42475,99.75,ICA AB,178994,99.75,ICA AB,178995,99.75,ICA (Non-NASDAQ OTC),237135,99.75,ICA (Empresas) (SEAQ International),241976,99.75,ICA (Frankfurt),271146,99.75,ICA (XETRA),312656,99.75,IC Group,8836,99.57000000000001,IC,35427,99.57000000000001,CA,59309,99.57000000000001
Lima Airport Partners S.R.L.,16820,lima airport partners s.r.l.,lima,Lima Gas,36546.0,,,Iclima Distributed Smart Energy ETF,187350,99.51,International Lima Resources,159048,99.48,Limas Indonesia Makmur,102263,99.48,Dalimam Aqrotex,1338,99.47,Shalimar Paints,104325,99.47,Climate Change Crisis Real Units,194202,99.47,Shalimar Productions,104326,99.46,Colima Resources,6651,99.45,Shalimar Wires Industries,104327,99.45,Shalimar Agencies,104324,99.44
Limited Liability Partnership Zhaikmunai,15065,liability partnership zhaikmunai,liability,Yingkou Port Liability 'A',13920.0,,,286 Lenox Partners Liability Units,127794,99.48,Quality and Reliability,95261,99.47,Reliability,131623,99.42,Reliability (Berlin),302811,99.42,Yingkou Port Liability 'A',13920,99.38,Yingkou Port (SSE Connect Equities) Liability 'A',216384,99.38,Ability,127820,99.36,Ability (Tel Aviv),216632,99.36,Ability (Stuttgart),276302,99.36,North American Liability Group,75378,99.36
LIN Television Corporation,21376,lin television corporation,lin,,,,,Lines Television Corporation,74366,99.96000000000001,Franklin Telecom Corporation,72794,99.78,Online Travel Corporation,49485,99.75,Frontline Corporation,100586,99.72,Saint Online Corporation,77125,99.72,Ashlin Development Corporation,70167,99.71,Overline Corporation,67129,99.7,Malin Corporation,94356,99.7,Malin Corporation (Non-NASDAQ OTC),247053,99.7,Lines Television 'A' (XETRA),306828,99.7
Linhares Geracao S.A.,4226,linhares geracao,linhares,,,,,Ares International,116928,99.4,Ares (Brussels),216416,99.4,AR,24258,99.22,ES Group (Holdings),118639,99.22,Areus International (XETRA),14717,88.49,Aries Investment Holdings,32362,88.49,Coinshares International,117883,87.66000000000001,Coinshares (Non-NASDAQ OTC) International,244769,87.66000000000001,Coinshares (Frankfurt) International,269218,87.66000000000001,Catalina Restaurant Group,70931,87.63000000000001
