Target Name,Target No.,preprocessed,Focus Text,Shortest Match Name,Shortest Match No.,Non-NASDAQ OTC Match Name,Non-NASDAQ OTC Match No.,Matched Name 1,Matched No. 1,Matched Score 1,Matched Name 2,Matched No. 2,Matched Score 2,Matched Name 3,Matched No. 3,Matched Score 3,Matched Name 4,Matched No. 4,Matched Score 4,Matched Name 5,Matched No. 5,Matched Score 5,Matched Name 6,Matched No. 6,Matched Score 6,Matched Name 7,Matched No. 7,Matched Score 7,Matched Name 8,Matched No. 8,Matched Score 8,Matched Name 9,Matched No. 9,Matched Score 9,Matched Name 10,Matched No. 10,Matched Score 10
BANCO COLPATRIA MULTIBANCA COLPATRIA S.A.,7283,colpatria multibanca colpatria,colpatria,Colpatria,6666.0,,,Seguros Vida Colpatria,12061,99.54,Cavcolpatria,6245,99.52,Seguros Colpatria,12060,99.47,Colpatria,6666,99.46,Patria,29234,99.33,Patria Bank,112667,99.33,Atria PLC,164972,99.29,Atria PLC,164973,99.29,COL,41718,99.18,LPA Group,126282,99.18
"Banco Compartamos, S.A., Institucion de Banca",15541,compartamos institucion de banca,compartamos,Compartamos Financiera,108754.0,,,Compartamos Financiera,108754,99.67,Compart (London),223235,99.36,Amos Group,116812,99.22,Amos Group (Stuttgart),276612,99.22,Art,24322,99.17,Art,32382,99.17,MPA,37221,99.17,Art,45018,99.17,MOS Holdings Inc,74987,99.17,Art Group Holdings,98697,99.17
BANCO CREDIBOM S.A.,17052,credibom,credibom,,,,,BOM,41493,99.55,BOM,45511,99.55,BOM Holdings,45512,99.55,CRE,108852,99.55,CRE (Non-NASDAQ OTC),235649,99.55,OM Holdings,3117,99.4,OM,43231,99.4,OM Group,60832,99.4,OM Holdings,85128,99.4,OM Holdings International,131092,99.4
BANCO CREDIT AGRICOLE BRASIL S.A.,4090,credit agricole brasil,credit,Credit General,1295.0,Credit Agricole (Non-NASDAQ OTC),244878.0,Credit Agricole Brie,16268,99.9,Credit Agricole Brie,294157,99.9,Credit Agricole An,165947,99.85,Credit Agricole Touraine,165946,99.83,Credit Agricole Ile de,165944,99.82000000000001,Credit Agricole,87432,99.81,Credit Agricole SA,165958,99.81,Credit Agricole (Mexico),217419,99.81,Credit Agricole (Swiss Stock Exchange),224234,99.81,Credit Agricole (Ireland),231887,99.81
BANCO CREDIT SUISSE (BRASIL) S.A.,4113,credit suisse,credit,Credit General,1295.0,Credit Agricole (Non-NASDAQ OTC),244878.0,Credit Suisse Group,115159,100.0,Credit Suisse Group,173188,100.0,Credit Suisse Group,178057,100.0,Credit Suisse Group (Non-NASDAQ OTC),241457,100.0,Credit Suisse Group (Non-NASDAQ OTC),244880,100.0,Credit Suisse Group (Frankfurt),269363,100.0,Credit Suisse Group (XETRA),285542,100.0,Credit Suisse R (Ireland),231889,99.93,Credit Suisse Group AG BDR,148911,99.87,Credit Suisse Cedear,148910,99.79
"BANCO CREDIT SUISSE (MEXICO), S.A.",15612,credit suisse,credit,Credit General,1295.0,Credit Agricole (Non-NASDAQ OTC),244878.0,Credit Suisse Group,115159,100.0,Credit Suisse Group,173188,100.0,Credit Suisse Group,178057,100.0,Credit Suisse Group (Non-NASDAQ OTC),241457,100.0,Credit Suisse Group (Non-NASDAQ OTC),244880,100.0,Credit Suisse Group (Frankfurt),269363,100.0,Credit Suisse Group (XETRA),285542,100.0,Credit Suisse R (Ireland),231889,99.93,Credit Suisse Group AG BDR,148911,99.87,Credit Suisse Cedear,148910,99.79
BANCO CSF S/A,4412,csf s/a,csf,CSF Group,46442.0,CSF Group (Non-NASDAQ OTC),235691.0,CSF Holdings B,64050,99.67,CSF Group,46442,99.6,CSF Group (Non-NASDAQ OTC),235691,99.6,CS Group,92112,99.44,CS,118004,99.44,CS Holdings,118006,99.44,CS Holdings (Tokyo),221467,99.44,CS Group (Frankfurt),269390,99.44,Csfbdirect,64051,99.35,Csfbdirect (Frankfurt),294182,99.35
Banco Davivienda S.A (Miami Branch),24425,davivienda,davivienda,Banco Davivienda Preference,138934.0,,,Vivien,124028,99.75,Banco Davivienda Preference,138934,99.65,Banco Davivienda Salvadoreno SA,45235,99.62,AVI,115381,99.46,AVI (Non-NASDAQ OTC),234482,99.46,AVI (Frankfurt),268137,99.46,AVI (XETRA),310079,99.46,Da Securities,25386,99.33,IE,35464,99.33,Da Group,46473,99.33
Banco de Bogota S.A. (New York Branch),25058,de bogota,de,Sanluis de,174158.0,De Longhi (Non-NASDAQ OTC),244994.0,Banco de Bogota,88031,100.0,Banco de Bogota,156361,100.0,Delota,82485,99.67,Delota (Non-NASDAQ OTC),245014,99.67,De Morgan Group,46545,99.67,De Tam,125500,99.67,Superbus de Bogota,12705,99.67,De Soto,64170,99.62,Banco de Loja SA,78716,99.62,De Rigo,166228,99.62
"Banco de Caja Espana de Inversiones, Salamanca",8113,de caja espana de inversiones salamanca,de,Sanluis de,174158.0,De Longhi (Non-NASDAQ OTC),244994.0,CIA General de Inversiones SICAV,15910,99.7,Grupo de Inversiones Suramericana,88745,99.64,Grupo de (Santiago) Inversiones Suramericana,212536,99.64,DWS Alraya de Inversiones,16742,99.62,Suramericana de Inversiones,161337,99.61,Empresa General de Inversiones,136445,99.61,Santander Madrilena de Inversiones Mobiliarias,21836,99.61,Santander Inversiones Inverjota,21835,99.6,Euromayor S A de Inversiones,1649,99.6,Pivca Promotora de Inversiones B,126688,99.59
Banco de Credito de Bolivia Sociedad Anonima,3943,de credito de bolivia sociedad anonima,de,Sanluis de,174158.0,De Longhi (Non-NASDAQ OTC),244994.0,Wembley Sociedade Anonima,153257,99.63,Banco de Credito E Inversion,88032,99.63,Banco de Credito del Peru,106345,99.56,Banco de Credito Balear,15004,99.55,Kinea Creditas FDO Deinvt Imobiliario Closed Fund,84127,99.53,CEB CIA Energetica de Brasilia Series A PN,139587,99.52,Credit Agricole de La Gironde,16243,99.51,Grupo de Moda Soma On,80606,99.51,Sede Fabrication des Boissons de Tusi,116131,99.51,CEB CIA Energetica de Brasilia On,148797,99.51
BANCO DE CREDITO SOCIAL COOPERATIVO SA,8136,de credito social cooperativo,de,Sanluis de,174158.0,De Longhi (Non-NASDAQ OTC),244994.0,Banco de Credito del Peru,106345,99.67,Banco de Credito Balear,15004,99.65,Banco de Credito E Inversion,88032,99.63,Eden Roc Mineral Corporation,236067,99.63,Detroit Diesel Corporation,64227,99.62,Brades Resource Corporation,5814,99.61,Delon Resources Corporation,7146,99.61,Deflecta-Shield Corporation,71802,99.61,Dental Corporation,118197,99.6,Decision IND Corporation,64178,99.6
"Banco de Investimento Imobiliario, S.A.",17044,de investimento imobiliario,de,Sanluis de,174158.0,De Longhi (Non-NASDAQ OTC),244994.0,Luggo Fundo de Investimento Imobiliario,149590,99.82000000000001,Socopa Fundo de Investimento Imobiliario,141497,99.81,XP Malls Fundo de Investimento Imobiliario,150300,99.78,JFL Living Fundo de Investimento Imobiliario,84019,99.76,Habitat II-Fundo de Investimento Imobiliario,149199,99.76,Quasar Agro - Fundo de Investimento Imobiliario,149844,99.74,VBI Reits FOF - Fundo de Investimento Imobiliario,150228,99.72,Fondo de Inversion Inmobiliario REIT,136622,99.7,FDO de Investimento Imobiliario Via PRQ Closed Fund,82996,99.69,Banco Alfa de Investimento On,148598,99.68
Banco de Investimentos Credit Suisse (Brasil),4103,de investimentos credit suisse,de,Sanluis de,174158.0,De Longhi (Non-NASDAQ OTC),244994.0,Banco MCL de Investimentos On RCPTS,150866,99.68,EVE Investments Deferred,151472,99.63,Argo Investments Rights DEF,150519,99.63,FDO de Investimento do NDT Closed Fund,140000,99.62,Group Investments Depositary Shares,149187,99.61,Delta Investments (London),46571,99.6,Deneb Investments,118194,99.6,Zeder Investments,124375,99.6,Zeder Investments (Frankfurt),276218,99.6,Investissement de Paris,18910,99.6
BANCO DE SERVICIOS FINANCIEROS S.A.,2805,de servicios financieros,de,Sanluis de,174158.0,De Longhi (Non-NASDAQ OTC),244994.0,Commerce de Participations Financieries,46242,99.63,Renta 4 Servicios de Inversion,95330,99.63,Renta 4 Servicios de (Frankfurt) Inversion,273972,99.63,Renta 4 Servicios de (XETRA) Inversion,315067,99.63,Designer Financial Trust Torps,71838,99.62,Edelweiss Financial Services,100264,99.62,Golden Isles Financial Holdings,79161,99.61,Condor de Servicios Saeca,46283,99.61,Wade Cook Financial,58550,99.6,Dental Services of America,53733,99.6
Banco del Desarrollo Economico Espanol SA,7977,del desarrollo economico espanol,del,Del Paint,64192.0,Luz del Sur (Non-NASDAQ OTC),247006.0,Delta Electronics,115176,99.53,Delta Electronics,115238,99.53,Delta Electronics (Non-NASDAQ OTC),235819,99.53,Delta Electronics (Non-NASDAQ OTC),235820,99.53,Delta Electronics (Non-NASDAQ OTC),245020,99.53,Delta Electronics (Frankfurt),269527,99.53,Delta Electronics (Thailand) NVDR,174918,99.52,Delta Electronics (Frankfurt) 144A,255636,99.52,Delta Electronics (XETRA) NVDR,317126,99.52,Deltron Electronics,46572,99.51
Banco di Brescia San Paolo CAB S.p.A.,12171,di brescia san paolo cab,di,Di Bujanovac,33887.0,Unione di Banche (Non-NASDAQ OTC) Italian,240595.0,Diamond Estates WN&San Paolo,82528,99.62,Diamond Estates WN&San Paolo (Non-NASDAQ OTC),245069,99.62,Diamond Estates WN&San Paolo (Frankfurt),262606,99.62,Banco di Sicilia Spa,165093,99.58,Direct Span Tele,46626,99.55,Radius Residential Care,113014,99.55,Dia Bras Exploration (XETRA),311404,99.55,Digital Avenue PDA B,33897,99.55,Dire Simas Plaza ETF,171731,99.55,Medical and Bio Labo (Non-NASDAQ OTC),238004,99.55
Banco di Napoli SpA,12109,di napoli spa,di,Di Bujanovac,33887.0,Unione di Banche (Non-NASDAQ OTC) Italian,240595.0,Dino Polska SA,106473,99.67,Dino Polska (Frankfurt),269615,99.67,Banco di Roma Spa,15011,99.67,Banco di Sicilia Spa,165093,99.67,Banco di Napoli 01/01/98,172971,99.65,Dial Page,64251,99.64,Banco di Sardegna Spa,165092,99.64,Cpdi Aplicata,33637,99.62,Median Polska,111597,99.62,Dinamo - SL AD,1409,99.62
Banco di San Giorgio S.p.A.,12216,di san giorgio,di,Di Bujanovac,33887.0,Unione di Banche (Non-NASDAQ OTC) Italian,240595.0,Di Giorgio,64239,99.83,Di An Controls,71849,99.64,San Diego Trust Bank,57308,99.61,Di Janj Tvornica,1404,99.6,Distriborg,16609,99.58,Dian Train,46612,99.58,Indian Oil,97178,99.58,Disa India,100124,99.58,Indian Oil (National India),221950,99.58,Dial Logic (Berlin),300562,99.58
Banco Emiliano Romagnolo SpA,12300,emiliano romagnolo spa,emiliano,Credito Emiliano,87728.0,Credito Emiliano (Non-NASDAQ OTC),244881.0,Credito Emiliano Spa,165970,99.57000000000001,Credito Emiliano,87728,99.42,Credito Emiliano (Non-NASDAQ OTC),244881,99.42,Credito Emiliano (Berlin),269364,99.42,Credito Emiliano 1/1/99,165969,99.4,Credito Emiliano 1/1/98,173189,99.4,EMI,46869,99.24,EMI Group,46871,99.24,EMI Group (VIRT-X),232018,99.24,EMI Group (Frankfurt),294561,99.24
Banco Falabella Colombia S.A.,7320,falabella colombia,falabella,Falabella Saci,88598.0,,,Falabella Saci,88598,99.75,Falabella Saci (BOG),212385,99.75,Falabella Falabe-OSA,215348,99.68,Falabella Rights,215349,99.65,Banco Falabella Peru,108173,99.62,Falabella Peru,109491,99.62,Saga Falabella,113240,99.56,Bell Group,739,99.36,Abel,14101,99.36,Fala,17428,99.36
