Target Name,Target No.,preprocessed,Focus Text,Shortest Match Name,Shortest Match No.,Non-NASDAQ OTC Match Name,Non-NASDAQ OTC Match No.,Matched Name 1,Matched No. 1,Matched Score 1,Matched Name 2,Matched No. 2,Matched Score 2,Matched Name 3,Matched No. 3,Matched Score 3,Matched Name 4,Matched No. 4,Matched Score 4,Matched Name 5,Matched No. 5,Matched Score 5,Matched Name 6,Matched No. 6,Matched Score 6,Matched Name 7,Matched No. 7,Matched Score 7,Matched Name 8,Matched No. 8,Matched Score 8,Matched Name 9,Matched No. 9,Matched Score 9,Matched Name 10,Matched No. 10,Matched Score 10
BOQ Equipment Finance Limited,3267,boq equipment,boq,,,,,China Boqi Environmental (Holding),99535,99.54,Boqii Holding Limited,156630,99.46,China Boqi Environmental (Non-NASDAQ OTC) Solutions,235285,99.43,China Boqi Environmental (Frankfurt) Solutions,277603,99.43,China Boqi Environmental (XETRA) Solutions,310825,99.43,Boqii Holding Unlisted,156632,99.4,Boqii Holding ADR 2:9,139533,99.35,Boqii Holding Limited Class B,156631,99.35,China Boqi Environmental Solutions Technology,25083,99.34,Jiangsu Boqian New Materials Stock 'A',89165,99.31
Borealis AG,2886,borealis,borealis,Borealis Exploration,5780.0,,,Real,21480,99.67,Real (XETRA),21481,99.67,Real Security,131585,99.67,Borealis Exploration,5780,99.57000000000001,Borealis Exploration,5781,99.57000000000001,Borealis Exploration,128466,99.57000000000001,Bor,32921,99.55,Ore Holdings,56552,99.55,Bor,78773,99.55,Rea Group,80360,99.55
BOSC International (BVI) Limited,25398,bosc,bosc,Groupe Philippe Bosc,18174.0,,,Bosch,24798,99.89,Bosch,97385,99.89,Bosch (National India),221283,99.89,Bosch (Frankfurt),293688,99.89,Bosch (XETRA),310407,99.89,BOS Securities,125222,99.86,OS,112545,99.67,SC Holdings,131767,99.67,Bosch Rexroth (India),24801,99.47,C Holdings,24873,99.4
BOSCI (BVI) Limited,10640,bosci,bosci,,,,,SCI,29968,99.75,SCI,95486,99.75,BOS Securities,125222,99.75,SCI,126931,99.75,CI Group,46079,99.57000000000001,CI Company SA,108653,99.57000000000001,CI Holdings,108655,99.57000000000001,OS,112545,99.57000000000001,CI Group,117805,99.57000000000001,SC Holdings,131767,99.57000000000001
Boubyan Sukuk Limited,15038,boubyan sukuk,boubyan,Boubyan Bank,106211.0,,,Boubyan Bank,106211,99.7,Boubyan Petrochemicals,106379,99.51,O-Bank,115989,99.14,Buyan,24868,79.76,Urban,31369,79.64,Urban AG,58323,79.64,Bayan Investment (DFM),231660,79.64,Ans,44917,79.58,Ans Group,44918,79.58,ANT,44920,79.45
Bow Centre Street Limited Partnership,5260,bow centre street partnership,bow,Bow Energy,5797.0,Bow Energy (Non-NASDAQ OTC),234901.0,Bowlin Travel Centers,128478,99.52,Bower Industries A,63076,99.51,Rainbow Rare Earths,126787,99.5,Bowlero Equity Warrants,193568,99.5,Rainbow Rare Earths (Non-NASDAQ OTC),248272,99.5,Rainbow Rare Earths (Stuttgart),273853,99.5,Bowood Energy Subscription Receipts,156652,99.5,Bowen Energy,870,99.49,Bowen Energy (Berlin),284848,99.49,Bow VY Energy Rights,156651,99.49
"BP AMI Leasing, Inc.",22363,bp ami leasing,bp,BP,124430.0,BP (Non-NASDAQ OTC),244273.0,BPM Minerals,81856,99.62,BP Plastics Holding,108353,99.61,BP Oil Espana,32940,99.59,BPI Energy Holdings,128484,99.58,BPI Energy Holdings (Berlin),299916,99.58,BP Oman,173055,99.57000000000001,BPC Holding,63083,99.56,BPL Engineering,24808,99.55,BPP Liquidating Trust,70640,99.55,BPW Acquisition,193579,99.55
BP Capital Markets America Inc,21823,bp capital markets america,bp,BP,124430.0,BP (Non-NASDAQ OTC),244273.0,NBP Financial Services,75157,99.54,Alfa-Kapital Meditsina Bpifrfi,174524,99.54,BPO Management Services,52781,99.53,BPO Management Services,70639,99.53,BPO Management Services (Berlin),299918,99.53,BPO Management Services (Berlin),299919,99.53,BP Oil Espana,32940,99.51,BP Midstream Partners,59271,99.51,BP Midstream Partners (Frankfurt),277202,99.51,BPG Class A,139535,99.49
"BPE Financiaciones, S.A.",8025,bpe financiaciones,bpe,BPE di Vicenza Convertible,91663.0,,,Bper Banca,87603,99.57000000000001,Bper Banca (Frankfurt),268596,99.57000000000001,Bper Banca (Vienna Stock Exchange),268597,99.57000000000001,BPE di Vicenza Convertible,91663,99.5,Bper Banca Nil Paid 18/07/14,268598,99.43,Bper Banca Save Prosper A Unsponsored ADR 1:2,184902,99.35,Group 7JUL Bpetrov,119152,99.27,BP International,52780,99.2,BP,124430,99.2,BP (Tokyo),221286,99.2
BPRL INTERNATIONAL SINGAPORE PTE. LTD.,17946,bprl singapore pte.,bprl,,,,,BP International,52780,99.19,BP,124430,99.19,BP (Tokyo),221286,99.19,BP (Swiss Stock Exchange),224005,99.19,BP (VIRT-X),231719,99.19,BP (Non-NASDAQ OTC),244273,99.19,BP (Frankfurt),268594,99.19,BP (XETRA),268595,99.19,BP (Paris-SBF),284851,99.19,RLI,134949,79.47
