Target Name,Target No.,Top Match Name,Top Match No.,Top Match Score,All Matched
ALCON FINANCE CORPORATION,24824,Alco,52065,90,"[('Alco', 90), ('Alcon', 90), ('INA', 90), ('NC&', 90), ('Alcon', 90), ('LC Corporation', 90), ('China Finance Holding Company', 86), ('Ding Sheng XIN Finance', 86), ('North Ryde Community Finance', 86), ('Minerva Finance and Investment', 86)]"
"ADAPTHEALTH, LLC",24826,Adapthealth,133616,100,"[('Adapthealth', 100), ('AP', 90), ('Da Securities', 90), ('Health', 90), ('ADA', 90), ('Health', 90), ('DAP', 90), ('Adapthealth Equity Warrant EXP 30 November 2024', 90), ('D&D', 86), ('T T', 86)]"
PHOENIX GUARANTOR INC.,24830,Phoenix Capital,239052,90,"[('Phoenix Capital', 90), ('Phoenix Capital', 90), ('ANT', 90), ('Phoenix Capital', 90), ('Phoenix Capital', 90), ('Eni', 90), ('Aran', 90), ('NIX Incorporated', 90), ('Phoenix Capital', 90), ('Phoenix Capital', 90)]"
KKR GROUP FINANCE CO. V LLC,24843,Group,54856,90,"[('Group', 90), ('Group', 90), ('Group', 90), ('INA', 90), ('A P Group Taken Over 25/10/92', 86), ('Ale Property Group Stapled Units', 86), ('APN European Retail Property Group', 86), ('ASG Group', 86), ('Australia New Agribusiness and Chemical Group', 86), ('Ausdoc Group', 86)]"
Wells Fargo Bank NA (San Francisco Branch),24844,O-Bank,115989,90,"[('O-Bank', 90), ('Adelaide Bank', 86), ('Advance Bank Australia', 86), ('AFB Bank ASC', 86), ('Azar-Turk Bank', 86), ('Bahrain International Bank', 86), ('Bank Azerbaijan', 86), ('Bank of Western Australia', 86), ('Barbados National Bank', 86), ('Barda Insaat San', 86)]"
CIBC BANK USA,24845,Security Bank,200310,90,"[('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('NK', 90), ('Security Bank', 90), ('Advance Bank Australia', 86)]"
"IAC FINANCECO 2, INC.",24846,INA,65640,90,"[('INA', 90), ('Eco 2', 90), ('IA', 90), ('NC&', 90), ('Australian Masters Corporate Bond Fund Number 2', 86), ('Australian Masters Yield Fund Number 2', 86), ('Holland Beton Groep 2 1/2% S', 86), ('MTC Mortgage Investment No 2', 86), ('Nijverdal Ten Cate 21/2% Stock', 86), ('Rood Testhouse 2 1/2% Saint', 86)]"
"IAC FINANCECO 3, INC.",24847,INA,65640,90,"[('INA', 90), ('IA', 90), ('NC&', 90), ('Australian Masters Corporate Bond Fund Number 3', 86), ('Australian Masters Yield Fund Number 3', 86), ('Baki TMP 3', 86), ('China Southern Ruihe 3 y Open Mixed Fund', 86), ('G-Distrifix Number 3 12/4/00', 86), ('Industrial Stars of Italy 3', 86), ('Trinkaus Private Equity M 3', 86)]"
"MMS USA FINANCING, INC.",24853,CIN,15946,90,"[('CIN', 90), ('Financing', 90), ('INA', 90), ('S&U', 90), ('NCI Inc', 90), ('Advanced Equity (XETRA) Financing', 86), ('Alon USA Partners Com Units', 86), ('MMS Infrastructure MMS Infrastructure', 86), ('Yule Financing and Leasing', 86), ('Bank International Settlements BIZ USA Tranche (Limited Data)', 86)]"
"FRESENIUS MEDICAL CARE US FINANCE III, INC.",24862,Medica,94430,90,"[('Medica', 90), ('Medica', 90), ('Fresenius', 90), ('Fresenius Medical Care', 90), ('Medica', 90), ('Fresenius Medical', 90), ('Fresenius Medical Care (Pet)', 87), ('Allco Finance Group', 86), ('Asaleo Care', 86), ('Australian Hospital Care', 86)]"
PEOPLES BANK,24864,Peoples Bank,56709,100,"[('Peoples Bank', 100), ('People', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Peoples Bank Corporation Indianapolis', 90), ('Peoples Bank and Trust Buford GA', 90), ('Peoples Bank Coldwater Ohio', 90), ('Peoples Bank Danville', 90), ('Peoples Bank-Ford City PA', 90)]"
KKR GROUP FINANCE CO. VI LLC,24865,Group,54856,90,"[('Group', 90), ('Group', 90), ('Group', 90), ('INA', 90), ('Adtrans Group', 86), ('Ale Property Group Stapled Units', 86), ('Allmine Group Limited', 86), ('Allmine Group Limited', 86), ('APA Sub Group', 86), ('APN European Retail Property Group', 86)]"
