Target Name,Target No.,Top Match Name,Top Match No.,Top Match Score,All Matched
"HORIZON PHARMA USA, INC.",24167,Horizon Securities,119495,90,"[('Horizon Securities', 90), ('Horizon Securities', 90), ('Horizon Securities', 90), ('PHA', 90), ('Horizon Properties Suspended 22/01/92', 86), ('Mayne Pharma', 86), ('Arura Pharma', 86), ('NSP Pharma', 86), ('Orbus Pharma', 86), ('Synx Pharma', 86)]"
"TI GROUP AUTOMOTIVE SYSTEMS, L.L.C.",24170,Group,54856,90,"[('Group', 90), ('E-System', 90), ('Group', 90), ('TI Automotive Systems (B)', 90), ('Group', 90), ('E-Systems', 90), ('Motive', 90), ('PLC Systems', 90), ('PLC Systems', 90), ('Stem', 90)]"
"BABCOCK & WILCOX ENTERPRISES, INC.",24172,Babcock and Wilcox Enterprises,135742,95,"[('Babcock and Wilcox Enterprises', 95), ('Enterprise', 90), ('Rise', 90), ('Enterprise', 90), ('Babcock and Brown', 86), ('Babcock and Brown Environmental Investments', 86), ('MAQ Enterprises', 86), ('Basaba Enterprises', 86), ('Candao Enterprises', 86), ('Devco Enterprises', 86)]"
UNIVAR USA INC.,24175,Univar,210907,90,"[('Univar', 90), ('AR', 90), ('Niva', 90), ('Univar', 90), ('Univar', 90), ('Univar', 90), ('Danske Invest USA', 86), ('Jyske Invest USA Aktier', 86), ('Nordea Invest USA', 86), ('Alon USA Partners Com Units', 86)]"
COTT HOLDINGS INC.,24178,Coutts Holdings,46374,93,"[('Coutts Holdings', 93), ('Cottco Holdings', 93), ('CT Holdings', 92), ('Holdings', 90), ('Kean and Scott Holdings', 90), ('Holdings', 90), ('LDI Corporation', 90), ('Holdings', 90), ('Holdings', 90), ('Corporation Holding', 90)]"
"INTEGRYS HOLDING, INC.",24184,LDI Corporation,66097,90,"[('LDI Corporation', 90), ('Integ', 90), ('EG', 90), ('Corporation Holding', 90), ('Integer Holdings', 88), ('Bernheim-Comofi Take Over by B C Holding', 86), ('Bulgarian Transport Holding', 86), ('China Finance Holding Company', 86), ('Constantia Industry Holding', 86), ('Focus Energia Holding Participacoes On', 86)]"
"NEP GROUP, INC.",24188,Group,54856,90,"[('Group', 90), ('Group', 90), ('Up', 90), ('Group', 90), ('EPC Group', 89), ('NEL Group', 89), ('Neo Group', 89), ('GNE Group', 89), ('LEP Group', 89), ('NEX Group', 89)]"
"CCO SAFARI II, LLC",24192,Safa,21754,90,"[('Safa', 90), ('Safa', 90), ('AR', 90), ('Safari', 90), ('Far', 90), ('FI Imobiliario Tourmalet II Sen B', 86), ('Perls II Trust Perpetual Exchequer Resettable SEC', 86), ('B Split II Cap Shares', 86), ('Canadian Resources Income Trust II Unit', 86), ('Connor Clark and Lunn Conservative Income Fund II Units', 86)]"
"NBL Texas, LLC",24196,XA,58727,90,"[('XA', 90), ('EXA', 90), ('NBL', 90), ('BL', 90), ('Gold Texas Resources Merger 28/11/89', 86), ('Texas Sidewinder Oil', 86), ('Texas Instruments Berlin', 86), ('Texas Instruments Berlin (XETRA)', 86), ('Texas Oil and Minerals', 86), ('Texas Petroleum', 86)]"
NantKwest Inc,24199,West,78284,90,"[('West', 90), ('ANT', 90), ('West', 90), ('West', 90), ('TK', 90), ('W-W Capital', 86), ('T T', 86), ('Esat', 77), ('WestLB AG', 72), ('Nbank Corporation', 72)]"
BBVA BANCOMER SA Texas Branch,24200,Bancomer SA,24561,90,"[('Bancomer SA', 90), ('BBVA Bancomer', 90), ('Security Banc', 90), ('BBVA Banco BHIF', 86), ('BBVA Capital Funding', 86), ('Texas Oil Gas', 86), ('Texas Petroleum', 86), ('Bancomer BCP', 86), ('Birch Branch', 86), ('South Texas Oil', 86)]"
"TERRAFORM GLOBAL OPERATING, LLC",24201,Terra Trust,147747,90,"[('Terra Trust', 90), ('Terra Trust', 90), ('Globa', 90), ('Global', 90), ('Global', 90), ('Terra Trust', 90), ('Opera Limited', 90), ('ADG Global Supply', 86), ('Bluestone Global', 86), ('European Investors Global Property Trust Dead', 86)]"
CONOCOPHILLIPS CANADA FUNDING COMPANY I,24202,Trust Company,4284,90,"[('Trust Company', 90), ('Conoco', 90), ('ConocoPhillips', 90), ('Arthur Yates and Company', 86), ('Ask Funding', 86), ('Bakixanov Company', 86), ('Burns Philp and Company', 86), ('Company On', 86), ('Contax Holding Company', 86), ('Faulding FH&Company', 86)]"
ARES FINANCE CO. II LLC,24205,AR,24258,90,"[('AR', 90), ('Re Capital', 90), ('INA', 90), ('Re Capital', 90), ('S&F Capital', 90), ('NC&', 90), ('Ares Capital', 90), ('China Finance Holding Company', 86), ('FI Imobiliario Tourmalet II Sen B', 86), ('North Ryde Community Finance', 86)]"
WILLSCOT CORPORATION,24207,Will,114885,90,"[('Will', 90), ('Wills', 90), ('LS', 90), ('WI', 90), ('Willscot Mobile Mini Holdings A', 90), ('Willscot Equity Warrants EXP 29 November 2022', 90), ('Willscot Mobile (Pet) Mini Holdings A', 90), ('Willscot Mobile (Stuttgart) Mini Holdings A', 90), ('W-W Capital', 86), ('T T', 86)]"
HESS INFRASTRUCTURE PARTNERS LP,24212,Hess,133099,90,"[('Hess', 90), ('Artner', 90), ('Capital Partners', 90), ('Infra', 90), ('Hess', 90), ('Contango Capital Partners', 86), ('Credit Suisse PL100 Emerging Markets Infrastructure Development Trust', 86), ('Eyecare Partners', 86), ('Raw Capital Partners', 86), ('Timbercorp Primary Infrastructure Fund Floating Rate Fund', 86)]"
"CARE CAPITAL PROPERTIES, LP",24216,Care Capital Properties,59353,95,"[('Care Capital Properties', 95), ('Car', 90), ('RTI', 90), ('Roper', 90), ('Capital Properties', 90), ('Capital Properties', 90), ('Asaleo Care', 86), ('Child Care Centres Australia', 86), ('Fairplay Residential Properties', 86), ('Horizon Properties Suspended 22/01/92', 86)]"
"ALBERTSONS COMPANIES, INC.",24219,Albertsons Companies,192539,100,"[('Albertsons Companies', 100), ('Albert', 90), ('MPA', 90), ('Albert', 90), ('ANI', 90), ('Albertsons', 90), ('Albertsons Companies (Frankfurt)', 90), ('New Court Canadian Smaller Companies Fund', 86), ('J-Companies', 86), ('Baillie Gifford Japan Smaller Companies Fund Dead See 698903', 86)]"
BERRY PLASTICS ESCROW CORPORATION,24222,ICS,35449,90,"[('ICS', 90), ('ICS', 90), ('PLA', 90), ('Berry Plastics Corporation', 90), ('Berry Plastics Corporation', 90), ('STI', 90), ('Asti', 90), ('S E', 90), ('Berry', 90), ('At Plastics', 86)]"
"AMERICAN ASSETS TRUST, L.P.",24229,American Assets Trust,133685,100,"[('American Assets Trust', 100), ('AM', 90), ('IC', 90), ('ICA AB', 90), ('Asset Capital', 90), ('Asset Capital', 90), ('American Capital', 90), ('CA', 90), ('Algeria American Assets Growth No Par Value (SICAV)', 90), ('AME', 90)]"
Neptune Finco Corp.,24230,Neptune,121271,90,"[('Neptune', 90), ('Neptun', 90), ('Neptune', 90), ('R R Securities', 86), ('T T', 86), ('G Neptune', 86), ('F&F', 86), ('Neptune Marine Services Fully Paid Deferred', 86), ('Neptune Marine Services Ordinary Fully Paid Deferred', 86), ('Neptune Orient Lines Sponsored ADR 1:4', 86)]"
BLUE CUBE SPINCO INC.,24232,Blue Capital,832,90,"[('Blue Capital', 90), ('SP', 90), ('Spin', 90), ('UBE', 90), ('BL', 90), ('NC&', 90), ('SP', 90), ('Blue Ensign Technologies', 86), ('Blue Sky Alternative Investment', 86), ('Blue Hill Capital', 86)]"
GREEN BANK NATIONL ASSOCIATION,24235,Security Bank,200310,90,"[('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Gree', 90), ('Security Bank', 90), ('Security Bank', 90), ('Adelaide Bank', 86)]"
"TOYOTA INDUSTRIES COMMERCIAL FINANCE, INC.",24241,Capital Industries,63282,90,"[('Capital Industries', 90), ('Capital Industries', 90), ('Capital Industries', 90), ('Toyota Industries', 90), ('A R C Industries', 86), ('Airship Industries', 86), ('Allco Finance Group', 86), ('AMI Toyota', 86), ('Avatar Industries', 86), ('Bond Zipper Industries', 86)]"
"TBK BANK, SSB",24245,Security Bank,200310,90,"[('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('K&S', 90), ('Security Bank', 90), ('Security Bank', 90), ('TBK', 90), ('NK', 90)]"
ATHENE GLOBAL FUNDING,24247,Globa,73026,90,"[('Globa', 90), ('Global', 90), ('Global', 90), ('L&F', 90), ('Antipodes Global Investment Company', 86), ('Ask Funding', 86), ('European Investors Global Property Trust Dead', 86), ('Evans and Partners Global Distruption Fund', 86), ('Global Doctor', 86), ('Global Trust D11', 86)]"
"McGraw-Hill Education, Inc.",24249,Ion,73918,90,"[('Ion', 90), ('Capital Hill', 90), ('Duc', 90), ('ATI', 90), ('Ion', 90), ('ATI', 90), ('MCG Capital', 90), ('Hill 50', 86), ('Hill Minerals', 86), ('Aston Hill Global Convertible Bond Fund', 86)]"
"Match Group, Inc.",24251,Match Group,133214,100,"[('Match Group', 100), ('Match Group BDR', 95), ('Match Group (BRN)', 95), ('Match Group (BRN)', 95), ('Match Group (Pet)', 95), ('March Group', 91), ('Group', 90), ('Group', 90), ('Up', 90), ('At Trust', 90)]"
"ENTERGY LOUISIANA, LLC",24253,Entergy Louisiana,64557,100,"[('Entergy Louisiana', 100), ('ENT', 90), ('UIS', 90), ('ERG', 90), ('ERG', 90), ('Louis Capital', 90), ('ERG', 90), ('Louis Capital', 90), ('Entergy', 90), ('Entergy Louisiana 144A Cumulative Preferred Membership', 90)]"
FIRST FOUNDATION BANK,24254,First Foundation,134199,95,"[('First Foundation', 95), ('First', 90), ('Security Bank', 90), ('Firs', 90), ('First', 90), ('First', 90), ('First', 90), ('Security Bank', 90), ('Security Bank', 90), ('ATI', 90)]"
FIRST TEXOMA NATIONAL BANK,24256,First National Bank,72626,95,"[('First National Bank', 95), ('National', 90), ('National-Bank', 90), ('First', 90), ('Security Bank', 90), ('Firs', 90), ('National', 90), ('First', 90), ('NAL Bank', 90), ('National', 90)]"
PSPC Escrow II Corp,24257,SP,122942,90,"[('SP', 90), ('CR Capital', 90), ('SP', 90), ('FI Imobiliario Tourmalet II Sen B', 86), ('Perls II Trust Perpetual Exchequer Resettable SEC', 86), ('B Split II Cap Shares', 86), ('Canadian Resources Income Trust II Unit', 86), ('Connor Clark and Lunn Conservative Income Fund II Units', 86), ('Connor Clark and Lunn Global Financials Fund II', 86), ('Energy Split II Capital Yield Shares', 86)]"
Transcanada Power Marketing Ltd,24259,Capital Power,156967,90,"[('Capital Power', 90), ('Marketing', 90), ('Scana', 90), ('Capital Power', 90), ('Capital Power', 90), ('Scana', 90), ('Capital Power', 90), ('Scana', 90), ('Transcanada', 90), ('Byte Power Group', 86)]"
"Allegheny Ludlum, LLC",24260,All Corporation,24093,90,"[('All Corporation', 90), ('DL', 90), ('EG', 90), ('D&D', 86), ('Allegheny Valley Bancorp', 86), ('Allegheny and Western Energy', 86), ('Allegheny West RY Cap 6 Guaranteed', 86), ('Allegheny International Preferred $11.25', 86), ('Allegheny International Preferred $2.19', 86), ('Allegheny Energy (Frankfurt)', 86)]"
"KRCX NORTH HOLDINGS, LLC",24261,North,28907,90,"[('North', 90), ('North', 90), ('Holdings', 90), ('Holdings', 90), ('LDI Corporation', 90), ('Holdings', 90), ('Holdings', 90), ('Corporation Holding', 90), ('Holdings', 90), ('3Q Holdings', 86)]"
"AEP TRANSMISSION COMPANY, LLC",24262,Ion,73918,90,"[('Ion', 90), ('Trust Company', 90), ('MIS', 90), ('MPA', 90), ('Ans', 90), ('NSM', 90), ('Ion', 90), ('ISS', 90), ('Smis Corporation', 90), ('NSM', 90)]"
GE CAPITAL TREASURY SERVICES (U.S.) LLC,24263,Security Service,50414,90,"[('Security Service', 90), ('Ausnet Services', 86), ('Belira U Stecaju', 86), ('Elekeiroz S A', 86), (""Foster's Group"", 86), (""Gibson's"", 86), ('Hobsons Bay Community Financial Services', 86), ('Mcleod M S', 86), ('Mooroolbark and District Financial Services', 86), ('Mount Evelyn and DTS Financial Services', 86)]"
"Solvay Finance (America), LLC",24265,ICA AB,178995,90,"[('ICA AB', 90), ('AME', 90), ('INA', 90), ('Solvay', 90), ('Sol', 90), ('Solvay', 90), ('Solvay', 90), ('ICA AB', 90), ('ICA AB', 90), ('AME', 90)]"
"ALBERTSONS COMPANIES, LLC",24266,Albertsons Companies,192539,100,"[('Albertsons Companies', 100), ('Albert', 90), ('MPA', 90), ('Albert', 90), ('ANI', 90), ('Albertsons', 90), ('Albertsons Companies (Frankfurt)', 90), ('New Court Canadian Smaller Companies Fund', 86), ('J-Companies', 86), ('Baillie Gifford Japan Smaller Companies Fund Dead See 698903', 86)]"
"SEQUENTIAL BRANDS GROUP, INC.",24267,Sequential Brands Group,57436,100,"[('Sequential Brands Group', 100), ('ENT', 90), ('Group', 90), ('NDS', 90), ('Group', 90), ('Group', 90), ('Brand', 90), ('Rand Capital', 90), ('NDS Group PLC', 90), ('NDS Group PLC', 90)]"
