Target Name,Target No.,preprocessed,Focus Text,Shortest Match Name,Shortest Match No.,Non-NASDAQ OTC Match Name,Non-NASDAQ OTC Match No.,Matched Name 1,Matched No. 1,Matched Score 1,Matched Name 2,Matched No. 2,Matched Score 2,Matched Name 3,Matched No. 3,Matched Score 3,Matched Name 4,Matched No. 4,Matched Score 4,Matched Name 5,Matched No. 5,Matched Score 5,Matched Name 6,Matched No. 6,Matched Score 6,Matched Name 7,Matched No. 7,Matched Score 7,Matched Name 8,Matched No. 8,Matched Score 8,Matched Name 9,Matched No. 9,Matched Score 9,Matched Name 10,Matched No. 10,Matched Score 10
HARVEST INTERNATIONAL COMPANY,7073,harvest,harvest,Harvest,18310.0,Harvest Gold (Non-NASDAQ OTC),246084.0,Harvest,18310,100.0,Orgharvest,131142,99.82000000000001,Appharvest,135587,99.82000000000001,Appharvest (Pet),251024,99.82000000000001,Appharvest (Frankfurt),261290,99.82000000000001,MJ Harvest,130759,99.82000000000001,Sea Harvest,39014,99.78,Harvest Gold,83588,99.74,Ever Harvest Group Holdings,100428,99.74,Ever Harvest International Group,129362,99.74
HASAUD STEEL LIMITED,12008,hasaud steel,hasaud,,,,,ASA Group Holdings,32393,99.4,ASA International,52399,99.4,ASA Holdings,70152,99.4,ASA International Group,125061,99.4,ASA Group Holdings (Berlin),284365,99.4,ASA Holdings (Frankfurt),293297,99.4,ASA International (Berlin),299645,99.4,AS Company,91243,99.29,Audi,14845,85.52,Audi (XETRA),14846,85.52
HASTOE CAPITAL PLC,9519,hastoe capital,hastoe,,,,,STO,123037,99.35,AS Company,91243,99.25,To Holdings,114306,99.25,T Bank,22692,99.13,O-Bank,115989,99.13,Stone Group Holdings,30557,88.53,Stone International,50828,88.53,Stone Group Holdings (Frankfurt),282105,88.53,Stone Group Holdings (XETRA),315783,88.53,Toei,107250,85.58
HASTOE HOUSING ASSOCIATION LIMITED,9520,hastoe housing association,hastoe,,,,,STO,123037,99.21,AS Company,91243,99.14,To Holdings,114306,99.14,T Bank,22692,99.07,O-Bank,115989,99.07,Stone Group Holdings,30557,88.37,Stone International,50828,88.37,Stone Group Holdings (Frankfurt),282105,88.37,Stone Group Holdings (XETRA),315783,88.37,Toei,107250,85.41
HAT HOLDINGS I LLC,24871,hat i,hat,Hat Pin,47718.0,Yellow Hat (Non-NASDAQ OTC),249997.0,Hat Pin,47718,99.83,Hat Pin (Berlin),301284,99.83,Khatau Exim,101984,99.62,Nishat Mills,112242,99.59,Nishat Mills,173954,99.59,At-Group,24421,99.57000000000001,At Trust,45099,99.57000000000001,Whatlings,51659,99.57000000000001,Hatehof 5,26573,99.57000000000001,Hat World,65355,99.57000000000001
HAVEN FUNDING (32) PLC,9021,haven funding,haven,Haven Bancorp,73298.0,,,Dream Haven Bedding,1451,99.62,Fairhaven Savings,64682,99.6,Newhaven Media,10507,99.59,Hillhaven Nevada,65444,99.55,Haven Bancorp,73298,99.54,Haven Bancorp (Berlin),301287,99.54,Westhaven Gold,87157,99.52,Westhaven Gold (Non-NASDAQ OTC),249862,99.52,Westhaven Gold (Frankfurt),267108,99.52,Biohaven Pharmaceutical Holding,133476,99.5
HAVEN FUNDING PLC,9019,haven funding,haven,Haven Bancorp,73298.0,,,Dream Haven Bedding,1451,99.62,Fairhaven Savings,64682,99.6,Newhaven Media,10507,99.59,Hillhaven Nevada,65444,99.55,Haven Bancorp,73298,99.54,Haven Bancorp (Berlin),301287,99.54,Westhaven Gold,87157,99.52,Westhaven Gold (Non-NASDAQ OTC),249862,99.52,Westhaven Gold (Frankfurt),267108,99.52,Biohaven Pharmaceutical Holding,133476,99.5
Haven Trust Bank Florida,22644,haven florida,haven,Haven Bancorp,73298.0,,,Haven Bancorp,73298,99.62,Haven Bancorp (Berlin),301287,99.62,Newhaven Media,10507,99.59,Westhaven Gold,87157,99.59,Westhaven Gold (Non-NASDAQ OTC),249862,99.59,Westhaven Gold (Frankfurt),267108,99.59,Whitehaven Coal,80879,99.57000000000001,Whitehaven Coal (Non-NASDAQ OTC),249884,99.57000000000001,Whitehaven Coal (Frankfurt),275755,99.57000000000001,Whitehaven Coal (XETRA),316724,99.57000000000001
"HAWAIIAN BRAND INTELLECTUAL PROPERTY, LTD.",15046,hawaiian brand intellectual property,hawaiian,Hawaiian Philippine,73303.0,,,Hawaiian Natural Water Company,73306,99.59,Hawaiian Electric Preference,187160,99.59,Hawaiian Electric Preference,187161,99.59,Hawaiian Electric 5 Preference,187156,99.58,Hawaiian Electric 5 Preference,187157,99.58,Hawaiian Electric Company Incorporated,65363,99.57000000000001,Hawaiian National Water Unit,205975,99.56,Hawaiian Western Steel Limited,73304,99.55,Hawaiian Electric 4.75 Preference,140372,99.55,Hawaiian Electric 5.00 Preference,187158,99.55
"HBC Co.,Ltd.",13655,hbc co.ltd.,hbc,Coca-Cola HBC,124513.0,Coca-Cola HBC (Non-NASDAQ OTC),244759.0,Coca-Cola HBC,124513,99.42,Coca Cola HBC AG,182645,99.42,Coca-Cola HBC (Non-NASDAQ OTC),244759,99.42,Coca Cola HBC (Athens),269200,99.42,Coca Cola HBC (Frankfurt),269201,99.42,Coca-Cola HBC (XETRA),285383,99.42,Coca-Cola HBC (SEAQ International),285384,99.42,Coca Cola HBC ADR 1:1,185352,99.38,Coca Cola HBC ADR (Frankfurt) 1:1,255508,99.38,Raghbco Engineering Consolidated Reconstruction,21434,99.31
