Target Name,Target No.,Top Match Name,Top Match No.,Top Match Score,All Matched
"WELLCARE HEALTH PLANS, INC.",24947,Wellcare Health Plans,61795,100,"[('Wellcare Health Plans', 100), ('Wellcare Health Plans (XETRA)', 95), ('Plan', 90), ('Car', 90), ('PLA', 90), ('Ans', 90), ('Health', 90), ('Health', 90), ('Well', 90), ('E&H', 90)]"
"OPEN TEXT HOLDINGS, INC.",24949,Holdings,206120,90,"[('Holdings', 90), ('Holdings', 90), ('LDI Corporation', 90), ('Holdings', 90), ('Holdings', 90), ('Corporation Holding', 90), ('Holdings', 90), ('3Q Holdings', 86), ('Action Holdings (Merg 21/07/93 SEE314292)', 86), ('Alinta Infrastructure Holdings Stapled Securities', 86)]"
UNITI GROUP LP,24951,Uniti Group,135218,95,"[('Uniti Group', 95), ('Uniti Group', 95), ('Group', 90), ('IT', 90), ('Group', 90), ('Unit', 90), ('Group', 90), ('Unit', 90), ('ITI', 90), ('Uniti', 90)]"
"NUTRITION & BIOSCIENCES, INC.",24952,Ion,73918,90,"[('Ion', 90), ('SCI', 90), ('ITI', 90), ('Ion', 90), ('AB Science', 90), ('SCI', 90), ('ITI', 90), ('SCI', 90), ('YM Biosciences', 86), ('TCM Biosciences', 86)]"
CARRIER GLOBAL CORPORATION,24954,Carrier Global,133116,100,"[('Carrier Global', 100), ('Carrier Global Corporation BDR', 95), ('Carrier Global (MIC)', 95), ('Global Carriers', 92), ('GL', 90), ('AR', 90), ('Car', 90), ('GL', 90), ('IE', 90), ('Carrier', 90)]"
KKR GROUP FINANCE CO. VII LLC,24956,Group,54856,90,"[('Group', 90), ('Group', 90), ('Group', 90), ('INA', 90), ('Adtrans Group', 86), ('Ale Property Group Stapled Units', 86), ('Alliance Group Capital', 86), ('Allmine Group Limited', 86), ('Allmine Group Limited', 86), ('Ambition Group', 86)]"
OTIS WORLDWIDE CORPORATION,24958,Otis Worldwide,133134,100,"[('Otis Worldwide', 100), ('Otis Worldwide Corporation BDR', 95), ('Otis Worldwide (MIC)', 95), ('World', 90), ('DWI', 90), ('TIS', 90), ('World', 90), ('World', 90), ('S&W', 90), ('WI', 90)]"
THE GILLETTE COMPANY LLC,24973,ETT,100414,90,"[('ETT', 90), ('Trust Company', 90), ('ETT', 90), ('MPA', 90), ('Gillette', 90), ('ETT', 90), ('Antipodes Global Investment Company', 86), ('Arab International Insurance Company', 86), ('Barbados Shipping and Trading Company Limited', 86), ('Bulgarian Telecommunications Company', 86)]"
DIAMOND FOREIGN ASSET COMPANY,24975,Diamond,1405,90,"[('Diamond', 90), ('Trust Company', 90), ('Asset Capital', 90), ('Asset Capital', 90), ('Asset Capital', 90), ('Bakixanov Company', 86), ('Company On', 86), ('Faulding FH&Company', 86), ('Kimberley Diamond', 86), ('King Island Company', 86)]"
"PENINSULA PACIFIC ENTERTAINMENT, LLC",24976,Pacific,37846,90,"[('Pacific', 90), ('Pacific', 90), ('Accor Asia Pacific', 86), ('Asia Pacific Digital', 86), ('Asia Pacific Special', 86), ('Asian Pacific', 86), ('Australian Pacific Technology Dead-Merger 600818', 86), ('Barron Entertainment', 86), ('City Pacific', 86), ('Green Pacific Energy', 86)]"
UB LEASING CORPORATION,24977,Security Leasing Corporation,113453,95,"[('Security Leasing Corporation', 95), ('Security Leasing Corporation', 95), ('ASI', 90), ('BH Leasing', 90), ('American Leasing On 1000', 86), ('Commercial Leasing B (Suspended - 24/03/93)', 86), ('Intercan Leasing', 86), ('Leasing Bolivar', 86), ('Bisa Leasing S A', 86), ('Piraeus Leasing', 86)]"
DRAFTKINGS INC.,24982,Draftkings A,235931,95,"[('Draftkings A', 95), ('Draftkings BDR', 95), ('Draftkings A', 95), ('AFT', 90), ('King', 90), ('Draft', 90), ('King', 90), ('TK', 90), ('FT Capital Limited', 90), ('Draftkings Inc Class B', 90)]"
Eaglemark Savings Bank,24985,Eagle Trust,46752,90,"[('Eagle Trust', 90), ('Security Bank', 90), ('Ark', 90), ('Eagle Trust', 90), ('Eagle Trust', 90), ('Security Bank', 90), ('Security Bank', 90), ('Savin', 90), ('Security Bank', 90), ('Security Bank', 90)]"
"GE CAPITAL FUNDING, LLC",24987,E&E Capital Funding,157800,90,"[('E&E Capital Funding', 90), ('A&E Capital Funding Single Voting', 86), ('GE Frankona Rueck', 86), ('Funding Electric Vehicles', 86), ('GE Capital Transportation Financial Services', 86), ('D&D', 86), ('Aegis Consumer Funding Group', 86), ('Four Crystal Funding', 86), ('Muni Funding Company of America 144A', 86), ('United Development Funding IV Common Shares of Beneficial Interest', 86)]"
"Rayonier, L.P.",24988,Rayonier,134917,100,"[('Rayonier', 100), ('IE', 90), ('Rayonier Timberland Limited Partnership', 90), ('Capital A', 90), ('Ray', 90), ('Ray', 90), ('Rayonier Advanced Materials', 90), ('Rayonier Timberlands', 90), ('Rayonier (Pet)', 90), ('Rayonier (Frankfurt)', 90)]"
"AVANTOR FUNDING, INC.",24990,AVA,14892,90,"[('AVA', 90), ('Avantor', 90), ('ANT', 90), ('Avant', 90), ('Avant', 90), ('Avantor', 90), ('A&E Capital Funding Single Voting', 86), ('Funding Electric Vehicles', 86), ('D&D', 86), ('Aegis Consumer Funding Group', 86)]"
"ECLIPSE BANK, INC.",25002,Eclipse,72098,90,"[('Eclipse', 90), ('Security Bank', 90), ('IPS', 90), ('Security Bank', 90), ('Security Bank', 90), ('PSE', 90), ('Eclipse', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90)]"
"PICASSO FINANCE SUB, INC.",25004,Pica,29306,90,"[('Pica', 90), ('ICA AB', 90), ('INA', 90), ('CAS', 90), ('ICA AB', 90), ('ICA AB', 90), ('China Finance Holding Company', 86), ('Atlantis Communications Sub Voting Shares', 86), ('Cable Satisfaction International Sub Voting Shares', 86), (""Canadian Sub-Surface Energy Services 'A'"", 86)]"
THE EAST OHIO GAS COMPANY,25005,Trust Company,4284,90,"[('Trust Company', 90), ('AS Company', 90), ('Apollo Gas', 86), ('CH4 Gas', 86), ('Company On', 86), ('East West Energy', 86), ('Eastern Star Gas', 86), ('Moby Oil and Gas', 86), ('Prudential Investment Company of Australia', 86), ('Roc Oil Company', 86)]"
UPJOHN INC.,25012,Upjohn,68973,100,"[('Upjohn', 100), ('Up', 90), ('J Trust', 90), ('Pharmacia and Upjohn Preferred', 90), ('Pharmacia and Upjohn SDR (SEAQ International)', 90), ('Pharmacia and Upjohn', 90), ('Upjohn Inc Placeholder', 90), ('Upjohn (Munich)', 90), ('Pharmacia and Upjohn (Frankfurt)', 90), ('Dujohn Laboratories', 75)]"
IAC/INTERACTIVECORP.,25013,Ecorp,1512,90,"[('Ecorp', 90), ('Inter', 90), ('RAC', 90), ('Active', 90), ('Acti', 90), ('Active', 90), ('CTI', 90), ('CTI', 90), (""Interactivecorp 'B'"", 89), ('IAC Interactive', 88)]"
PIONEER ENERGY SERVICES CORP.,25014,Pioneer Energy Services,56791,95,"[('Pioneer Energy Services', 95), ('Energy', 90), ('Pion', 90), ('Security Service', 90), ('Energy', 90), ('Pioneer', 90), ('Energy', 90), ('Ioneer', 90), ('Pioneer', 90), ('Pioneer', 90)]"
nCino Inc,25018,Ncino,134691,100,"[('Ncino', 100), ('CIN', 90), ('Encino States Bank California', 90), ('NC&', 90), ('NCI Inc', 90), ('Ncino (Mexico)', 90), ('Ncino (Stuttgart)', 90), ('Nino', 89), ('Agrochem P Trencin', 80), ('Amadeu Gaudencio', 80)]"
