Target Name,Target No.,preprocessed,Focus Text,Shortest Match Name,Shortest Match No.,Non-NASDAQ OTC Match Name,Non-NASDAQ OTC Match No.,Matched Name 1,Matched No. 1,Matched Score 1,Matched Name 2,Matched No. 2,Matched Score 2,Matched Name 3,Matched No. 3,Matched Score 3,Matched Name 4,Matched No. 4,Matched Score 4,Matched Name 5,Matched No. 5,Matched Score 5,Matched Name 6,Matched No. 6,Matched Score 6,Matched Name 7,Matched No. 7,Matched Score 7,Matched Name 8,Matched No. 8,Matched Score 8,Matched Name 9,Matched No. 9,Matched Score 9,Matched Name 10,Matched No. 10,Matched Score 10
National RMBS Trust 2006-1,3369,national rmbs 2006 1,national,National,222336.0,National Express (Non-NASDAQ OTC),247436.0,National R V Holdings,56224,99.69,National 1,2956,99.67,National Cars (Natco),20391,99.67,National Arts Group Holdings,102914,99.67,National Cars (Natco),159821,99.67,National Re Holdings,66802,99.65,National Tubes,84870,99.65,National Power 100P Paid,232531,99.64,National Terminals,56227,99.63,National Sorbents 'A',75115,99.63
National RMBS Trust 2006-3,3396,national rmbs 2006 3,national,National,222336.0,National Express (Non-NASDAQ OTC),247436.0,National R V Holdings,56224,99.69,National Cars (Natco),20391,99.67,National Arts Group Holdings,102914,99.67,National Cars (Natco),159821,99.67,National Re Holdings,66802,99.65,National Tubes,84870,99.65,National Power 100P Paid,232531,99.64,National Terminals,56227,99.63,National Sorbents 'A',75115,99.63,National Gold Warrants 4/6/2003,207968,99.63
Nationale-Nederlanden Bank N.V.,16382,nationale nederlanden n.v.,nationale,Filature Nationale,17518.0,Banque Nationale de (Non-NASDAQ OTC) Belgique,234571.0,Nationale Nederlands (Paris-SBF),222335,99.83,Nationale Nederlands Certificate (Dusseldorf),169395,99.69,Dipl Internationale Nederlande Fust AG,178177,99.69,Dipl Internationale Nederlande Fust AG,178178,99.69,Internationale Nederlande C Olivetti and C Spa,18762,99.61,Internationale Nederlande C Olivetti and C Spa,168165,99.61,Internationale Nederlande C Olivetti and C Spa,168166,99.61,Internationale Nederlande C Olivetti and C Spa,168167,99.61,STE Nationale de Siderurgie,113877,99.57000000000001,Banque Nationale de Paris Lead ETC,139481,99.57000000000001
Nationale-Nederlanden Levensverzekering Maatsc,16294,nationale nederlanden levensverzekering maatsc,nationale,Filature Nationale,17518.0,Banque Nationale de (Non-NASDAQ OTC) Belgique,234571.0,Nationale Nederlands Certificate (Dusseldorf),169395,99.64,Nationale Nederlands (Paris-SBF),222335,99.61,Internationale Nederlande C Olivetti and C Spa,18762,99.61,Internationale Nederlande C Olivetti and C Spa,168165,99.61,Internationale Nederlande C Olivetti and C Spa,168166,99.61,Internationale Nederlande C Olivetti and C Spa,168167,99.61,Dipl Internationale Nederlande Fust AG,178177,99.57000000000001,Dipl Internationale Nederlande Fust AG,178178,99.57000000000001,LHA Internationale Lebensmittel Handelsagentur (XETRA) Krause,19514,99.51,LHA Internationale Lebensmittel Handelsagentur Krause,19515,99.51
NationsBank Capital Trust III,21364,nationsbank capital iii,nationsbank,Nationsbank NAS Atlanta Preferred SER H 8.5%,146056.0,,,Nationsbank NAS Atlanta Preferred SER H 8.5%,146056,99.48,Nations Trust Bank,121224,99.47,Nationsbank NAS Atlanta Preferred 93 AA 8.75%,207975,99.47,Nation Group (Thailand),121209,99.41,Ion,2291,99.23,ATI,62707,99.23,Ion,73918,99.23,ATI,133754,99.23,ATI (Frankfurt),261431,99.23,ATI (XETRA),261432,99.23
NATIONWIDE BANK,24412,nationwide,nationwide,Nationwide Capital,207980.0,Nationwide Accident Repair (Non-NASDAQ OTC) Services,238739.0,Nation Group (Thailand),121209,99.75,Nationwide Express Holdings,28625,99.71,Nationwide Leisure,49426,99.71,Nationwide Capital,75138,99.71,Nationwide Capital,207980,99.71,Nationwide Building,49217,99.69,Nationwide Delivery,56230,99.69,Nationwide Staffing,66808,99.69,Nationwide Cellular (Berlin),222341,99.69,S Kumars Nationwide,29775,99.69
NATIONWIDE MUTUAL INSURANCE COMPANY,21294,nationwide mutual insurance,nationwide,Nationwide Capital,207980.0,Nationwide Accident Repair (Non-NASDAQ OTC) Services,238739.0,Nationwide Life Insurance Company,67007,99.85,Nationwide Leisure,49426,99.76,Nationwide Legal Services,66807,99.69,Nationwide Utilities,130875,99.68,Nationwide Utilities (Berlin),288073,99.68,Nationwide Utilities (XETRA),307246,99.68,Nationwide Cellular Service,67005,99.67,Nationwide Building Society,124789,99.67,Nationwide Building,49217,99.65,Nationwide Staffing,66808,99.65
NAV CANADA,5008,nav canada,nav,Nav Chrome,28635.0,,,Nava Finance and Securities,43136,99.78,Nava Banka DD,10387,99.7,Navanakorn,121236,99.6,Navanakorn (Munich),288079,99.6,Navana CNG,84876,99.6,Inav iShares MSCI Canada,167991,99.59,Inav UBS-ETF MSCI Canada,168077,99.59,Navion Capital,84880,99.58,Navigant International,75148,99.56,Synavant,77375,99.56
"NBCUniversal Enterprise, Inc",23560,nbcuniversal enterprise,nbcuniversal,,,,,Banco Universal SA,24559,99.56,Bank Universal,24601,99.56,Universal,40392,99.56,Universal Trust Bank,40398,99.56,Universal Holdings Inc,77895,99.56,Universal,123885,99.56,Universal,135221,99.56,Bank Universal,221190,99.56,Bank Universal,221191,99.56,Universal (Frankfurt),266802,99.56
"NBCUniversal Media, LLC",22009,nbcuniversal media,nbcuniversal,,,,,Banco Universal SA,24559,99.67,Bank Universal,24601,99.67,Universal,40392,99.67,Universal Trust Bank,40398,99.67,Universal Holdings Inc,77895,99.67,Universal,123885,99.67,Universal,135221,99.67,Bank Universal,221190,99.67,Bank Universal,221191,99.67,Universal (Frankfurt),266802,99.67
