Target Name,Target No.,Top Match Name,Top Match No.,Top Match Score,All Matched
New Century Bank,20348,New Century Bank,56287,100,"[('New Century Bank', 100), ('Century Bank', 95), ('ENT', 90), ('Security Bank', 90), ('Century', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90)]"
"New York & Company, Inc.",20349,New York Times Company 'B',198573,95,"[(""New York Times Company 'B'"", 95), ('Trust Company', 90), ('MPA', 90), ('Nomad Royalty (New York) Company', 87), ('Antipodes Global Investment Company', 86), ('Arab International Insurance Company', 86), ('Australia New Agribusiness and Chemical Group', 86), ('Australian Coachlines Holdings (New Europe)', 86), ('Barbados Shipping and Trading Company Limited', 86), ('Bulgarian Telecommunications Company', 86)]"
O'Charley's Inc.,20360,O Charleys,60810,95,"[('O Charleys', 95), ('AR', 90), ('Harley', 90), ('Charle', 90), ('Banco BTG Pactual S A', 86), ('Banco Estado Pernambuco S/A', 86), ('Euromayor S A de Inversiones', 86), (""Johnson's Well Rights Applications"", 86), ('Montagu S Anchor (Australian)', 86), ('Park-Hotel S Peterburg', 86)]"
Oncothyreon Inc.,20374,Oncothyreon,215853,100,"[('Oncothyreon', 100), ('EON Capital', 90), ('Re Capital', 90), ('Re Capital', 90), ('NC&', 90), ('Oncothyreon (XETRA)', 90), ('R R Securities', 86), ('T T', 86), ('Rexon', 80), ('North', 72)]"
"Orexigen Therapeutics, Inc.",20381,Orexigen Therapeutics,56553,100,"[('Orexigen Therapeutics', 100), ('Orexigen Therapeutics (XETRA)', 95), ('ICS', 90), ('ICS', 90), ('Orex', 90), ('UTI', 90), ('Utics', 90), ('Hera', 90), ('UTI', 90), ('Orexigen Therapeutics (Frankfurt)', 90)]"
P. H. Glatfelter Company,20391,Trust Company,4284,90,"[('Trust Company', 90), ('MPA', 90), ('Lat', 90), ('Glatfelter', 90), ('Arab International Insurance Company', 86), ('Barbados Shipping and Trading Company Limited', 86), ('Bulgarian Telecommunications Company', 86), ('Company On', 86), ('Die Erste P', 86), ('E P T', 86)]"
"PICO Holdings, Inc.",20392,Pifco Holdings PLC,183359,96,"[('Pifco Holdings PLC', 96), ('Pifco Holdings PLC', 96), ('Zico Holdings', 92), ('Nico Holdings', 92), ('Zico Holdings', 92), ('IC', 90), ('Holdings', 90), ('Holdings', 90), ('Pico', 90), ('ICO', 90)]"
Pain Therapeutics Inc,20401,Gain Therapeutics,136691,94,"[('Gain Therapeutics', 94), ('Rain Therapeutics', 94), ('Point Therapeutics', 91), ('Aion Therapeutic', 91), ('AN2 Therapeutics', 91), ('Point Therapeutics', 91), ('ICS', 90), ('ICS', 90), ('UTI', 90), ('Utics', 90)]"
"PHH LIQUIDATION TRUST, INC.",20402,Ion,73918,90,"[('Ion', 90), ('PHH', 90), ('Da Securities', 90), ('At Trust', 90), ('ATI', 90), ('Ion', 90), ('PH Capital', 90), ('Liquid', 90), ('ATI', 90), ('PHH', 90)]"
"Par Pharmaceutical Companies, Inc.",20406,Par Pharmaceutical Companies,60913,100,"[('Par Pharmaceutical Companies', 100), ('Par Pharmaceutical Companies (Frankfurt)', 95), ('Par Pharmaceutical Companies (XETRA)', 95), ('Ical', 90), ('ACM Middenstands East Opportunities No Par Value Class A (SICAV)', 86), (""Alliance Atlantis Communications 'B' Non Voting Shares No Par Value"", 86), ('China Opportunities Fund Units No Par Value', 86), (""Hunan China Sun Pharmaceutical Machinery 'A'"", 86), ('Madison Companies', 86), (""Shanghai Industrial Pharmaceutical Investment 'A'"", 86)]"
Parametric Technology Corporation,20408,Parametric Technology (EASDAQ),296421,95,"[('Parametric Technology (EASDAQ)', 95), ('Tec', 90), ('AME', 90), ('AME', 90), ('Australian Pacific Technology Dead-Merger 600818', 86), ('Barrack Technology (Suspended 02/09/91)', 86), ('China Puda High-Technology Holdings', 86), ('WMX Technology', 86), ('Advanced Fiber Technology Income Fund', 86), ('Advanced Gravis Computer Technology', 86)]"
Perrigo Company,20425,Trust Company,4284,90,"[('Trust Company', 90), ('MPA', 90), ('OM', 90), ('IGO', 90), ('IGO', 90), ('IGO', 90), ('Go', 90), ('PA', 90), ('Perrigo', 90), ('Antipodes Global Investment Company', 86)]"
"PhotoMedex, Inc.",20429,OM,43231,90,"[('OM', 90), ('Medex', 90), ('PH Capital', 90), ('Medex', 90), ('Photomedex (XETRA)', 90), ('D&D', 86), ('T T', 86), ('Photomyne', 74), ('Redex', 72), ('Tomen', 72)]"
"Piedmont Office Realty Trust, Inc.",20430,Piedmont Office Realty Trust,208738,100,"[('Piedmont Office Realty Trust', 100), (""Piedmont Office Realty Trust 'A'"", 95), ('Real Security', 90), ('Real Security', 90), ('Piedmont Office Realty (Frankfurt) Trust', 90), ('Record Realty', 86), ('Westpac Office Trust', 86), ('Brookfield Canada Office Properties', 86), ('China Stationery and Office Supply', 86), ('Epping Realty', 86)]"
Polo Ralph Lauren Corp.,20435,AUR,348,90,"[('AUR', 90), ('Polo', 90), (""Polo Ralph Lauren Corporation 'B'"", 89), ('Polo Petroleum', 86), ('Save-Aeroporto di Venezia Marco Polo', 86), ('Polo Resources (Depository Interest)', 86), ('Polo FII Recebiveis Imobiliarios I', 86), ('Polo Hotels', 86), ('Polo Queen Industrial and Fintech', 86), ('R R Securities', 86)]"
PolyOne Corporation,20436,One,112488,90,"[('One', 90), ('One', 90), ('LY Corporation', 90), ('Polyone (XETRA)', 90), ('Polyron', 86), ('Onet', 77), ('Polygone International', 77), ('Polynt', 77), ('Polyolefins', 77), ('Prestige HM-Polycon', 77)]"
"HC2 HOLDINGS, INC.",20445,HKC Holdings,26701,92,"[('HKC Holdings', 92), ('HPC Holdings', 92), ('PHC Holdings', 92), ('HCS Holdings', 92), ('HDC Holdings', 92), ('MHC Holdings', 92), ('C Holdings', 91), ('Holdings', 90), ('Holdings', 90), ('LDI Corporation', 90)]"
"Psychiatric Solutions, Inc.",20450,Psychiatric Solutions,61075,100,"[('Psychiatric Solutions', 100), ('Psychiatric Solutions (XETRA)', 95), ('Ion', 90), ('C&S', 90), ('Atric', 90), ('HIA', 90), ('Ion', 90), ('UTI', 90), ('Sol', 90), ('UTI', 90)]"
"PUGET ENERGY, INC.",20451,Puget Energy,61076,100,"[('Puget Energy', 100), ('Energy', 90), ('ERG', 90), ('Energy', 90), ('Energy', 90), ('ERG', 90), ('ERG', 90), ('RG Securities', 90), ('Puget Energy (Berlin)', 90), ('Advanced Energy Systems', 86)]"
Quantum Corporation,20457,Quantum,209103,100,"[('Quantum', 100), ('Quantum', 100), ('Quantum', 100), ('Quantum', 100), ('Quantum Health Group', 90), ('Canadian Quantum Energy', 90), ('Smartquantum', 90), ('Quantum Property Group', 90), ('ANT', 90), ('NBA Quantum', 90)]"
"Quest Software, Inc.",20458,Quest Software,61094,100,"[('Quest Software', 100), ('Quest', 90), ('AB Soft', 90), ('AR', 90), ('Re Capital', 90), ('Re Capital', 90), ('Quest', 90), ('T&S', 90), ('WA', 90), ('TWA', 90)]"
Ramco-Gershenson Properties Trust,20472,Ramco-Gershenson Properties Preferred B,199777,95,"[('Ramco-Gershenson Properties Preferred B', 95), ('Roper', 90), ('Capital Properties', 90), ('Amco Corporation PLC', 90), ('Ramco-Gershenson Properties Trust 7.95% Preferred Convertible Series C', 90), ('Capital Properties', 90), ('D J Properties', 86), ('Inn Properties', 86), ('Kurts Properties', 86), ('State Properties', 86)]"
"Rentech, Inc.",20482,Rentech,57148,100,"[('Rentech', 100), ('Entech', 92), ('ENT', 90), ('Tec', 90), ('Rentech Warrant 144A', 90), ('Re Capital', 90), ('Re Capital', 90), ('Rentech Nitrogen Partners', 90), ('China Grentech ADR 1:25', 90), ('China Grentech', 90)]"
"Res-Care, Inc.",20488,AR,24258,90,"[('AR', 90), ('Car', 90), ('CA', 90), ('Re Capital', 90), ('Re Capital', 90), ('Capital A', 90), ('Australian Hospital Care', 86), ('Child Care Centres Australia', 86), ('Hutchisons Child Care Services', 86), ('Millstern Health Care', 86)]"
Rex Energy Corporation,20489,Rex Energy,57173,100,"[('Rex Energy', 100), ('Aurex Energy', 91), ('RSX Energy', 90), ('Energy', 90), ('ERG', 90), ('Energy', 90), ('Re Capital', 90), ('Re Capital', 90), ('Energy', 90), ('ERG', 90)]"
"Rockville Financial, Inc.",20495,Financial Trust Corporation,195613,90,"[('Financial Trust Corporation', 90), ('Financial Trust Corporation', 90), ('Financial Trust Corporation', 90), ('INA', 90), ('Financial Trust Corporation', 90), ('CKV', 90), ('Financial Trust Corporation', 90), ('Financial Trust Corporation', 90), ('NCI Inc', 90), ('Compagnie Financial Werister AFV1', 86)]"
RURAL/METRO CORPORATION,20501,Rural / Metro,61202,95,"[('Rural / Metro', 95), ('Metro AG', 90), ('Metro AG', 90), ('Metro AG', 90), ('Metro AG', 90), ('Australian Rural Group', 86), ('GPT Metro Office Units', 86), ('Guangzhou Rural Commercial Bank Company Limited', 86), ('Surrey Metro Savings Credit Union Non Voting Share', 86), ('Metro Company Book Keeping', 86)]"
SCBT Financial Corporation,20505,CBT Financial,53022,96,"[('CBT Financial', 96), ('CB Financial', 92), ('CB Capital', 90), ('Financial Trust Corporation', 90), ('Financial Trust Corporation', 90), ('CBT', 90), ('Financial Trust Corporation', 90), ('INA', 90), ('Financial Trust Corporation', 90), ('Financial Trust Corporation', 90)]"
