Target Name,Target No.,preprocessed,Focus Text,Shortest Match Name,Shortest Match No.,Non-NASDAQ OTC Match Name,Non-NASDAQ OTC Match No.,Matched Name 1,Matched No. 1,Matched Score 1,Matched Name 2,Matched No. 2,Matched Score 2,Matched Name 3,Matched No. 3,Matched Score 3,Matched Name 4,Matched No. 4,Matched Score 4,Matched Name 5,Matched No. 5,Matched Score 5,Matched Name 6,Matched No. 6,Matched Score 6,Matched Name 7,Matched No. 7,Matched Score 7,Matched Name 8,Matched No. 8,Matched Score 8,Matched Name 9,Matched No. 9,Matched Score 9,Matched Name 10,Matched No. 10,Matched Score 10
"COFCO Commercial Property Investment CO., Ltd",6960,cofco commercial property,cofco,Cofco Biotechnology 'A',88419.0,,,Cofco Joycome Foods,97513,99.55,Cofco Joycome Foods (HKSE Connect Equity),217357,99.55,Cofco Joycome Foods (SZS),217358,99.55,Cofco Joycome Foods (Frankfurt),269207,99.55,Cofco Capital Holdings 'A',88420,99.52,Cofco Capital (SEC) Holdings 'A',212238,99.52,Cofco Biotechnology 'A',88419,99.5,Cofco Biotechnology (SEC) 'A',212237,99.5,Cofco Engineering and Technology 'A',88421,99.43,Cofco Sugar Holding 'A',88422,99.38
"COFEED.CO.,LTD",14499,cofeed.co.ltd,cofeed.co.ltd,,,,,LT Group,106815,99.27,TD Holdings,138486,99.27,TD Holdings (Frankfurt),266463,99.27,T Bank,22692,99.14,C Holdings,24873,99.14,O-Bank,115989,99.14,F Investment Trust Group,125685,99.14,Seedco International,86041,82.7,Seedco (Zimbabwe) International,230472,82.7,Sedco,68047,79.64
"Coffeyville Resources, LLC",22269,coffeyville resources,coffeyville,,,,,Coffey International,1191,99.44,Coffey International (Berlin),285390,99.44,C Holdings,24873,99.09,O-Bank,115989,99.09,F Investment Trust Group,125685,99.09,V Group,132515,99.09,Deville,16546,85.57000000000001,Cofle,91985,79.58,Cofle (Frankfurt),269211,79.58,Fervi,92695,79.51
Cofidis S.A.,8393,cofidis,cofidis,,,,,Fidis,25963,99.83,Cofi,16045,99.73,Idis Holdings,119676,99.73,DIS,16605,99.6,IDI,140426,99.6,IDI (Munich),271170,99.6,ID Holdings,110369,99.44,C Holdings,24873,99.25,O-Bank,115989,99.25,F Investment Trust Group,125685,99.25
COFINOGA FUNDING ONE LP,9177,cofinoga funding one lp,cofinoga,,,,,Cofi,16045,99.3,OG International,75533,99.16,GA Holdings,100637,99.16,GA Holdings (Berlin),286512,99.16,C Holdings,24873,99.08,O-Bank,115989,99.08,F Investment Trust Group,125685,99.08,Tabacofina,4107,85.5,Tabacofina,170761,85.5,Cofina,91984,82.58
"Cofiroute, S.A",8406,cofiroute,cofiroute,,,,,Cofi,16045,99.62,IRO,42575,99.5,IRO (London),227941,99.5,T Bank,22692,99.2,C Holdings,24873,99.2,O-Bank,115989,99.2,F Investment Trust Group,125685,99.2,ROUTE4,50214,90.76,ROUTE1,85896,90.76,ROUTE1 (Non-NASDAQ OTC),248472,90.76
Cole Taylor Bank,22202,cole taylor,cole,Cole,71312.0,,,Cole National,63713,99.67,Cole National Group,63715,99.67,Coles Myer (London),215180,99.67,Coles Myer (New Zealand),227440,99.67,Coles Myer (SEAQ International),294025,99.67,Colep Portugal,16062,99.64,Colep Portugal (Frankfurt),294023,99.64,Colep Portugal (XETRA),311082,99.64,Coletica,16063,99.63,Colep Volcano,33439,99.58
Colfax Corporation,20812,colfax corporation,colfax,Colfax Units,194281.0,,,Colfax Units,194281,99.53,Colfax (XETRA),305259,99.5,COL,41718,99.29,X,13869,99.11,C Holdings,24873,99.11,O-Bank,115989,99.11,F Investment Trust Group,125685,99.11,Colefax Group,125385,82.65,Colefax Group (Berlin),285394,82.65,Banca Agricola,32651,79.58
Cologneo I GmbH & Co. KG,7805,cologneo i gmbh & kg,cologneo,,,,,Log (XETRA),19602,99.26,Neo Group,37395,99.26,COL,41718,99.26,GNE Group,47451,99.26,Neo Finance,94717,99.26,GN Group (Depository Interest),47450,99.18,OG International,75533,99.18,C Holdings,24873,99.1,O-Bank,115989,99.1,Nefo,10413,85.39
Cologneo III GmbH & Co KG,7812,cologneo iii gmbh & co kg,cologneo,,,,,Log (XETRA),19602,99.21,Neo Group,37395,99.21,COL,41718,99.21,GNE Group,47451,99.21,Neo Finance,94717,99.21,GN Group (Depository Interest),47450,99.15,OG International,75533,99.15,C Holdings,24873,99.08,O-Bank,115989,99.08,Nefo,10413,85.35
