Target Name,Target No.,Top Match Name,Top Match No.,Top Match Score,All Matched
VIST Bank,22728,T Bank,22692,90,"[('T Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('VIS', 90), ('IST Limited', 90), ('Security Bank', 90)]"
Novartis Capital Corporation,22729,Novartis,173978,100,"[('Novartis', 100), (""Novartis 'R'"", 95), (""Novartis 'B'"", 95), ('Nova', 90), ('AR', 90), ('Art', 90), ('Nova', 90), ('Art', 90), ('Novartis PAK', 90), ('Novartis B (Ciba and Sandoz B)', 90)]"
Kookmin Bank,22730,Kookmin Bank,36217,100,"[('Kookmin Bank', 100), ('Kookmin Bank (1PB)', 95), ('Kookmin Bank (2PB)', 95), ('Kookmin Bank (3PB)', 95), ('Kookmin Bank (4PB)', 95), ('Kookmin Bank (5PB)', 95), ('Kookmin Bank ADR', 95), ('Security Bank', 90), ('KM', 90), ('Security Bank', 90)]"
Town Community Bank and Trust,22731,Community Bank and Trust,71387,95,"[('Community Bank and Trust', 95), ('Security Bank', 90), ('Unit', 90), ('Community Bank', 90), ('Security Bank', 90), ('Unit', 90), ('Security Bank', 90), ('Community Capital', 90), ('Community Bank', 90), ('Security Bank', 90)]"
PROVIDENCE BANK,22732,Security Bank,200310,90,"[('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('NC&', 90), ('NK', 90), ('Security Bank', 90)]"
"CITIZENS FIRST BANK, INC.",22733,Citizens First,59459,95,"[('Citizens First', 95), ('First Citizens', 95), ('CIT', 90), ('T Bank', 90), ('First', 90), ('Security Bank', 90), ('Firs', 90), ('First', 90), ('Citizens', 90), ('First', 90)]"
ATLANTIC UNION BANK,22734,Security Capital Atlantic,200279,90,"[('Security Capital Atlantic', 90), ('Ion', 90), ('Union', 90), ('Security Bank', 90), ('Union', 90), ('Unio', 90), ('Union Bank Limited', 90), ('ANT', 90), ('Union', 90), ('Security Bank', 90)]"
Munich Re Group,22735,Group,54856,90,"[('Group', 90), ('NIC', 90), ('Group', 90), ('Up', 90), ('IC', 90), ('Group', 90), ('NIC', 90), ('Re Capital', 90), ('Re Capital', 90), ('H&R', 90)]"
Toyota Financial Savings Bank,22737,Financial Trust Corporation,195613,90,"[('Financial Trust Corporation', 90), ('Security Bank', 90), ('Financial Trust Corporation', 90), ('Security Bank', 90), ('Security Bank', 90), ('Financial Trust Corporation', 90), ('Savin', 90), ('Financial Trust Corporation', 90), ('Security Bank', 90), ('Security Bank', 90)]"
St Charles Bank & Trust Company,22738,Trust Company,4284,90,"[('Trust Company', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Charle', 90), ('Security Bank', 90)]"
Peoples Bank NA,22739,Peoples Bank,56709,95,"[('Peoples Bank', 95), ('People', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('People', 90)]"
NEWBRIDGE BANK,22740,Security Bank,200310,90,"[('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Bridge Securities', 90), ('Security Bank', 90), ('NK', 90), ('GE Capital Bank', 90)]"
ASSET FUNDING COMPANY IV LIMITED,22741,Trust Company,4284,90,"[('Trust Company', 90), ('MPA', 90), ('Asset Capital', 90), ('Asset Capital', 90), ('SSE', 90), ('Asset Capital', 90), ('Arab International Insurance Company', 86), ('Ask Funding', 86), ('Barbados Shipping and Trading Company Limited', 86), ('Bulgarian Telecommunications Company', 86)]"
AZITHROMYCIN ROYALTY SUB LLC,22742,CIN,15946,90,"[('CIN', 90), ('APA Sub Group', 86), ('Atlantis Communications Sub Voting Shares', 86), ('Cable Satisfaction International Sub Voting Shares', 86), (""Canadian Sub-Surface Energy Services 'A'"", 86), ('Drug Royalty', 86), (""Fireworks Entertainment 'B' Sub Voting"", 86), ('Fundy Communications Sub Voting Shares', 86), ('Harvest Health and Recreation Sub VOT', 86), ('Lakewood Energy Royalty Unit Expired 31/08/93', 86)]"
"Appalachian NPI, LLC",22743,ACH,14133,90,"[('ACH', 90), ('AP', 90), ('Hi', 90), ('HIA', 90), ('ALA', 90), ('Lac', 90), ('PA', 90), ('IA', 90), ('Appalachian Life Insurance', 86), ('Appalachian Oil and Gas', 86)]"
PACIFIC WESTERN BANK,22744,Western Pacific Trust,87151,95,"[('Western Pacific Trust', 95), ('Pacific West Bank', 92), ('Pacific', 90), ('Security Bank', 90), ('West', 90), ('Pacific', 90), ('Tern', 90), ('Security Bank', 90), ('Security Bank', 90), ('West', 90)]"
Princeville State Bank,22745,Security Bank,200310,90,"[('Security Bank', 90), ('Stat', 90), ('Security Bank', 90), ('State Bank', 90), ('Security Bank', 90), ('State Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90)]"
"TD Bank USA, National Association",22746,National,222336,90,"[('National', 90), ('Security Bank', 90), ('National', 90), ('National', 90), ('Security Bank', 90), ('Security Bank', 90), ('National', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90)]"
Summit Bank & Trust,22747,Summit Bank,113943,100,"[('Summit Bank', 100), ('MMI', 90), ('T Bank', 90), ('Security Bank', 90), ('IT', 90), ('Summit Securities Incorporated', 90), ('Security Bank', 90), ('Security Bank', 90), ('Summit Bank Georgia', 90), ('Security Bank', 90)]"
Metlife Bank National Association,22748,National,222336,90,"[('National', 90), ('National', 90), ('National', 90), ('National', 90), ('Metlife', 90), ('National', 90), ('Adelaide Bank', 86), ('Advance Bank Australia', 86), ('AFB Bank ASC', 86), ('Azar-Turk Bank', 86)]"
Benchmark Bank,22750,HMA,2114,90,"[('HMA', 90), ('AR', 90), ('Security Bank', 90), ('Ark', 90), ('Security Bank', 90), ('Security Bank', 90), ('NCH', 90), ('Be', 90), ('Security Bank', 90), ('Security Bank', 90)]"
Popular Bank (New York Branch),22751,Popular Bank,21212,90,"[('Popular Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Popular', 90), ('Security Bank', 90)]"
The Bryn Mawr Trust Company,22752,Trust Company,4284,90,"[('Trust Company', 90), ('MPA', 90), ('Antipodes Global Investment Company', 86), ('Arab International Insurance Company', 86), ('Barbados Shipping and Trading Company Limited', 86), ('Bulgarian Telecommunications Company', 86), ('Company On', 86), ('Prudential Investment Company of Australia', 86), ('Sigma Company', 86), ('Aerospace Zhonghui Group Company Limited', 86)]"
Xenith Bank,22753,Security Bank,200310,90,"[('Security Bank', 90), ('IT', 90), ('Security Bank', 90), ('Security Bank', 90), ('Xenith Bankshares', 90), ('Xenith Bankshares', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Eni', 90)]"
American State Bank,22754,Security Bank,200310,90,"[('Security Bank', 90), ('Stat', 90), ('ICA AB', 90), ('Security Bank', 90), ('State Bank', 90), ('American Capital', 90), ('Security Bank', 90), ('AME', 90), ('American Capital', 90), ('American Capital', 90)]"
InBank,22755,Finbank,42135,92,"[('Finbank', 92), ('Nbank Corporation', 91), ('Zaminbank ASC', 90), ('Security Bank', 90), ('Sobinbank', 90), ('Ukrinbank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Mountainbank Financial', 90), ('Security Bank', 90)]"
First Western Bank,22756,First Western Bank,79098,100,"[('First Western Bank', 100), ('First', 90), ('Security Bank', 90), ('Firs', 90), ('West', 90), ('First', 90), ('Tern', 90), ('First', 90), ('First', 90), ('Security Bank', 90)]"
GSI Group Corporation,22757,GSI Group,215476,100,"[('GSI Group', 100), ('Group', 90), ('Group', 90), ('Up', 90), ('Group', 90), ('GSI Group (Frankfurt)', 90), ('GSI Group (XETRA)', 90), ('SDI Group', 89), ('SFI Group', 89), ('GFI Group', 89)]"
"POST OAK BANK, N.A.",22759,Security Bank,200310,90,"[('Security Bank', 90), ('Oak Capital', 90), ('Security Bank', 90), ('Security Bank', 90), ('Post', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Oak Capital', 90)]"
The Bank of Castile,22760,Security Bank,200310,90,"[('Security Bank', 90), ('Stil', 90), ('Stil', 90), ('Security Bank', 90), ('Security Bank', 90), ('STI', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Cast', 90)]"
LEGACYTEXAS BANK,22761,GA Capital,8102,90,"[('GA Capital', 90), ('Security Bank', 90), ('Security Bank', 90), ('XA', 90), ('Security Bank', 90), ('EXA', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90)]"
MAHOPAC BANK,22762,Security Bank,200310,90,"[('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('PA', 90), ('NK', 90), ('Security Bank', 90)]"
Tompkins Trust Company,22763,Trust Company,4284,90,"[('Trust Company', 90), ('MPA', 90), ('OM', 90), ('PA', 90), ('NS', 90), ('Antipodes Global Investment Company', 86), ('Arab International Insurance Company', 86), ('Arthur Yates and Company', 86), ('Barbados Shipping and Trading Company Limited', 86), ('Bulgarian Telecommunications Company', 86)]"
"HORIZON BANK, NATIONAL ASSOCIATION",22764,National,222336,90,"[('National', 90), ('Horizon Securities', 90), ('National', 90), ('National', 90), ('Horizon Securities', 90), ('National', 90), ('Horizon Securities', 90), ('National', 90), ('Adelaide Bank', 86), ('Advance Bank Australia', 86)]"
"CIT Bank, National Association",22767,National,222336,90,"[('National', 90), ('T Bank', 90), ('Security Bank', 90), ('National', 90), ('National', 90), ('Security Bank', 90), ('Security Bank', 90), ('National', 90), ('Security Bank', 90), ('Security Bank', 90)]"
Southside Bank,22768,Bank Southside,128288,95,"[('Bank Southside', 95), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('NK', 90), ('Security Bank', 90)]"
Metro Bank,22769,Metro Bank,126350,100,"[('Metro Bank', 100), ('Metrobank', 95), ('Security Bank', 90), ('Metro Bank Financial Services', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Metro AG', 90), ('Security Bank', 90), ('Security Bank', 90)]"
"Bridgepoint Education, Inc.",22770,Bridgepoint Education (XETRA),304877,95,"[('Bridgepoint Education (XETRA)', 95), ('Ion', 90), ('Duc', 90), ('ATI', 90), ('Ion', 90), ('Bridge Securities', 90), ('Capital Point', 90), ('ATI', 90), ('Chess Depository Interest Education', 86), ('ITI Education', 86)]"
The Park National Bank,22771,Ion,73918,90,"[('Ion', 90), ('National', 90), ('National-Bank', 90), ('Security Bank', 90), ('National', 90), ('Ark', 90), ('NAL Bank', 90), ('ONA', 90), ('National', 90), ('Security Bank', 90)]"
Somerset Trust Company,22772,Trust Company,4284,90,"[('Trust Company', 90), ('MPA', 90), ('OM', 90), ('PA', 90), ('RS', 90), ('Antipodes Global Investment Company', 86), ('Arab International Insurance Company', 86), ('Arthur Yates and Company', 86), ('Barbados Shipping and Trading Company Limited', 86), ('Bulgarian Telecommunications Company', 86)]"
