Target Name,Target No.,preprocessed,Focus Text,Shortest Match Name,Shortest Match No.,Non-NASDAQ OTC Match Name,Non-NASDAQ OTC Match No.,Matched Name 1,Matched No. 1,Matched Score 1,Matched Name 2,Matched No. 2,Matched Score 2,Matched Name 3,Matched No. 3,Matched Score 3,Matched Name 4,Matched No. 4,Matched Score 4,Matched Name 5,Matched No. 5,Matched Score 5,Matched Name 6,Matched No. 6,Matched Score 6,Matched Name 7,Matched No. 7,Matched Score 7,Matched Name 8,Matched No. 8,Matched Score 8,Matched Name 9,Matched No. 9,Matched Score 9,Matched Name 10,Matched No. 10,Matched Score 10
Versartis Inc,23859,versartis,versartis,,,,,Versar,58435,99.8,Versar (Frankfurt),282779,99.8,Versar (XETRA),308979,99.8,Artis Finance,14754,99.71,Art,24322,99.5,Art,32382,99.5,Art,45018,99.5,RTI,57258,99.5,RSA Security,76589,99.5,Art Group Holdings,98697,99.5
VFH PARENT LLC,24441,vfh parent,vfh,,,,,VF (Swiss Stock Exchange),226034,99.33,F Investment Trust Group,125685,99.18,V Group,132515,99.18,NVF,67002,79.51,NVF,198800,79.51,CVF (Berlin),300453,79.51,VSF Projects,105760,66.97,FHB Share (XETRA),311908,66.96,KFH Capital REIT,110939,66.95,Fehr (Frank) and Company,47100,66.89
Via Brasil MT 246 Concessionaria de Rodovias S,4563,via brasil mt 246 concessionaria de rodovias s,via,Alba-Via,143.0,Via Varejo (Non-NASDAQ OTC),240724.0,Ecorodovias Concessoes E Servicos SA,1511,99.51,Brasil Ferrovias PN,142982,99.49,Brasil Ferrovias On,150894,99.49,Brasil Ferrovias,150893,99.48,Via Rail Canada,13544,99.46,Elvia Insurances P Conversion Into 779121,178346,99.46,Companhia Cocs Rodoviarias On,80500,99.45,Viavi Solutions When Issued,211091,99.44,Avianca Holdings Spon American Depositary Receipts 1:8,202973,99.44,Avianca Holdings Spon (Berlin) American Depositary Receipts 1:8,290641,99.44
VIACOM 18 MEDIA PRIVATE LIMITED,11705,viacom 18 media private,viacom,Viacom 'B',61727.0,,,Viacom Cedear,153212,99.61,Viacom Certificate 'B' (Brussels),171194,99.58,Viacom Rights,201710,99.56,Viacom BDR,153211,99.55,Viacom 'B' When Issued,201707,99.53,Dyviacom Intrabumi,25658,99.49,Dyviacom Intrabumi (Berlin),285830,99.49,Viacom Contingent Value Rights,201708,99.49,Viacom Warrants B 1997,201711,99.49,Viacom Warrants B 1999,201712,99.49
Vianorte S.A.,4215,vianorte,vianorte,,,,,Banco Norte,32884,99.77,Vian,51439,99.67,RTE,67852,99.55,Via Holdings,114753,99.55,Ort (Non-NASDAQ OTC),238861,99.55,RT Group,50230,99.4,IA,119645,99.4,RT Group (VIRT-X),232760,99.4,T Bank,22692,99.22,O-Bank,115989,99.22
ViaPaulista S.A.,4427,viapaulista,viapaulista,,,,,Ista Investment,145278,99.53,APA Holdings,244,99.43,IST Group,35820,99.43,STA Group,43876,99.43,APA Group,80343,99.43,IST Limited,101603,99.43,Via Holdings,114753,99.43,LIS,120639,99.43,APA,133366,99.43,APA (Mexico),216763,99.43
Vias Chile S.A.,5802,vias chile,vias,Aero Vias de Mexico American Depository Share (SEAQ International),142260.0,,,Viaspace,132562,99.67,Viaspace (Berlin),290095,99.67,Viaspace (XETRA),308988,99.67,Viasys Healthcare,69143,99.59,Viasys Healthcare,201715,99.59,Viasys Healthcare (Berlin),303619,99.59,Brivias Vilnis,15489,99.58,Brivias Vilnis (Stuttgart),284884,99.58,Viasystems Group,61728,99.5,Viasat,135262,99.5
"VIASYSTEMS, INC.",21402,viasystems,viasystems,Viasystems Group,61728.0,,,Viasystems Group,61728,100.0,Viasystems Group,211089,100.0,Viasystems Group,243179,100.0,Viasystems Group (Frankfurt),282790,100.0,Viasystems Group (Frankfurt),299204,100.0,Viasystems Group (XETRA),308989,100.0,Viasystems Group (XETRA),309419,100.0,Systems International Group,50936,99.82000000000001,Systems,80031,99.82000000000001,Systems Holdings,114020,99.82000000000001
VICAL INCORPORATED,19300,vical,vical,Vical (XETRA),308990.0,,,Vical (XETRA),308990,100.0,Ical,2166,99.89,ICA AB,42475,99.75,Cal Bank,91722,99.75,ICA AB,178994,99.75,ICA AB,178995,99.75,ICA (Non-NASDAQ OTC),237135,99.75,ICA (Empresas) (SEAQ International),241976,99.75,ICA (Frankfurt),271146,99.75,ICA (XETRA),312656,99.75
VICTORIA POWER NETWORKS (FINANCE) PTY LTD,3636,victoria power networks pty,victoria,Victoria,13551.0,Victoria (Non-NASDAQ OTC),249709.0,Victoria Properties,161890,99.65,Victoria Park PRF,181419,99.64,Victoria Park A,44379,99.62,Victoria Park B,181418,99.62,Victoria Park A (Frankfurt),282793,99.62,Victoria Enterprises,105660,99.6,Victoria Carpets 'A',183690,99.6,Victoria Holdings R Junge,223079,99.6,Victoria Diego Resources,13552,99.59,Victoria S Secret,135264,99.59
VICTORIA POWER NETWORKS PTY LTD,3397,victoria power networks pty,victoria,Victoria,13551.0,Victoria (Non-NASDAQ OTC),249709.0,Victoria Properties,161890,99.65,Victoria Park PRF,181419,99.64,Victoria Park A,44379,99.62,Victoria Park B,181418,99.62,Victoria Park A (Frankfurt),282793,99.62,Victoria Enterprises,105660,99.6,Victoria Carpets 'A',183690,99.6,Victoria Holdings R Junge,223079,99.6,Victoria Diego Resources,13552,99.59,Victoria S Secret,135264,99.59
VidaCaixa S.A.,8008,vidacaixa,vidacaixa,,,,,Vida,13559,99.62,Cai (1000),33062,99.5,Cai International,59317,99.5,Cai International,193702,99.5,Cai International (Berlin),284963,99.5,Da Securities,25386,99.36,IX,27142,99.36,Da Group,46473,99.36,XA,58727,99.36,CA,59309,99.36
Vier Gas Transport GmbH,7707,vier gas transport gmbh,vier,,,,,Riviera AD Kotor,95360,99.51,Riviera Resources,57198,99.5,Riviera Participations 'B',43560,99.49,Riviera Participations R,180462,99.47,Riviera Tool,131684,99.46,Menvier-Swain,48938,99.44,Olivier Management,56486,99.44,Naviera Fluvial Colombia,10389,99.43,Olivier Guille Limited Data,20734,99.43,American Riviera Bancorp,128057,99.43
