Target Name,Target No.,preprocessed,Focus Text,Shortest Match Name,Shortest Match No.,Non-NASDAQ OTC Match Name,Non-NASDAQ OTC Match No.,Matched Name 1,Matched No. 1,Matched Score 1,Matched Name 2,Matched No. 2,Matched Score 2,Matched Name 3,Matched No. 3,Matched Score 3,Matched Name 4,Matched No. 4,Matched Score 4,Matched Name 5,Matched No. 5,Matched Score 5,Matched Name 6,Matched No. 6,Matched Score 6,Matched Name 7,Matched No. 7,Matched Score 7,Matched Name 8,Matched No. 8,Matched Score 8,Matched Name 9,Matched No. 9,Matched Score 9,Matched Name 10,Matched No. 10,Matched Score 10
Barcas S.A. - Transportes Maritimos,4311,barcas  transportes maritimos,barcas,,,,,Arc Group,52363,99.19,Arc International (Non-NASDAQ OTC),52364,99.19,Arc Finance,98656,99.19,CAS,117547,99.19,Arc International,231567,99.19,Arc International (VIRT-X),231568,99.19,Arc International (Frankfurt),276713,99.19,Arc International (XETRA),309856,99.19,AR,24258,99.13,RC Group,50039,99.13
BARCODE 121 HOLDING AS,16602,barcode 121 holding as,barcode,,,,,Barco (New Europe),165132,99.37,Barco (Frankfurt),293488,99.37,Arco Limited,44980,99.31,RCO Holdings,50042,99.24,Arc Group,52363,99.24,Arc International (Non-NASDAQ OTC),52364,99.24,Arc Finance,98656,99.24,Arc International,231567,99.24,Arc International (VIRT-X),231568,99.24,Arc International (Frankfurt),276713,99.24
BARMER POWER TRANSMISSION SERVICE LIMITED,11848,barmer power transmission service,barmer,,,,,Arm Holdings,45002,99.17,Arm Holdings (Swiss Stock Exchange),227132,99.17,Arm Holdings (VIRT-X),231575,99.17,Arm Holdings (Non-NASDAQ OTC),234333,99.17,Arm Holdings (Frankfurt),276745,99.17,Arm Holdings (XETRA),284340,99.17,AR,24258,99.11,RM,126826,99.11,RM Group Holdings (Temp),170105,99.11,RM (Stuttgart),274035,99.11
BARMINCO FINANCE PTY LIMITED,3433,barminco pty,barminco,,,,,Minco,49051,99.59,Minco (Berlin),287908,99.59,Arm Holdings,45002,99.4,NCO Group,75161,99.4,Arm Holdings (Swiss Stock Exchange),227132,99.4,Arm Holdings (VIRT-X),231575,99.4,Arm Holdings (Non-NASDAQ OTC),234333,99.4,Arm Holdings (Frankfurt),276745,99.4,Arm Holdings (XETRA),284340,99.4,NCO Group (Berlin),302215,99.4
Basell Finance Company BV,16119,basell bv,basell,Basell AF,15073.0,,,Basell AF,15073,99.78,Base Group,45290,99.62,Base,108204,99.62,Base,108205,99.62,Base (Non-NASDAQ OTC),244046,99.62,Base Group (Berlin),299789,99.62,Bas,117197,99.5,ASE (London),234358,99.5,Lyondellbasell (Mexico) Industries A,218244,99.39,Lyondellbasell (BRN) Industries A,225049,99.39
BAT Capital Corp,8986,bat capital corp,bat,BAT Indonesia,24621.0,,,Batical Sicomi,15084,99.6,Bath National,70404,99.55,Bata Pakistan,108210,99.55,Battalion Oil (American),135782,99.55,Battistela PN,150758,99.55,Battalion Oil (Frankfurt),261593,99.55,BAT Bascov,32702,99.54,BAT Industrial (Paris-SBF),15082,99.53,Batavia Prosperindo Finance,99017,99.51,Braincubator (XETRA),165420,99.5
BAT International Finance PLC,9037,bat,bat,BAT Indonesia,24621.0,,,Bata,5522,99.86,At-Group,24421,99.8,At Trust,45099,99.8,Ebata,25691,99.75,Batam,41395,99.75,Labatt (John),9534,99.67,Abatix,51924,99.67,Monbat,84761,99.67,Monbat,287971,99.67,Monbat (XETRA),287972,99.67
BAUSPARKASSE DER OSTERREICHISCHEN SPARKASSEN A,2860,bausparkasse der osterreichischen sparkassen a,bausparkasse,Bausparkasse Mainz,15094.0,,,Bausparkasse Mainz,15094,99.47,Bausparkasse Mainz (XETRA),15095,99.47,Leonberger Bausparkasse,19494,99.43,Sparkasse Bank,86289,99.33,Spark Finance,39458,99.2,Arka,32367,99.16,Spar Group,115285,99.16,Spar Group,138354,99.16,Spar Group (Non-NASDAQ OTC),248955,99.16,Spar Group (Berlin),266211,99.16
Bausparkasse der Volksbanken und Raiffeisenban,7634,bausparkasse der volksbanken und raiffeisenban,bausparkasse,Bausparkasse Mainz,15094.0,,,Bausparkasse Mainz,15094,99.5,Bausparkasse Mainz (XETRA),15095,99.5,Leonberger Bausparkasse,19494,99.35,Sparkasse Bank,86289,99.33,Spark Finance,39458,99.2,Arka,32367,99.16,Spar Group,115285,99.16,Spar Group,138354,99.16,Spar Group (Non-NASDAQ OTC),248955,99.16,Spar Group (Berlin),266211,99.16
Bay Adelaide East LP,5410,bay adelaide east lp,bay,Bay Networks,62867.0,Cyber Bay (Non-NASDAQ OTC),235715.0,Bayside Capital,5537,99.57000000000001,Bay State Gas,62869,99.55,Bay Area Gold Group,99024,99.55,Bay Area Gold Group (Temp),165149,99.55,Bay Area Gold Group (Non-NASDAQ OTC),234591,99.55,Bay Area Gold Group (Berlin),284640,99.55,Bay Ridge Bancorp,62868,99.54,Bay Liners,24627,99.53,Bombay Talkies,99239,99.53,Bombay Palace Restaurants,70617,99.53
