Target Name,Target No.,preprocessed,Focus Text,Shortest Match Name,Shortest Match No.,Non-NASDAQ OTC Match Name,Non-NASDAQ OTC Match No.,Matched Name 1,Matched No. 1,Matched Score 1,Matched Name 2,Matched No. 2,Matched Score 2,Matched Name 3,Matched No. 3,Matched Score 3,Matched Name 4,Matched No. 4,Matched Score 4,Matched Name 5,Matched No. 5,Matched Score 5,Matched Name 6,Matched No. 6,Matched Score 6,Matched Name 7,Matched No. 7,Matched Score 7,Matched Name 8,Matched No. 8,Matched Score 8,Matched Name 9,Matched No. 9,Matched Score 9,Matched Name 10,Matched No. 10,Matched Score 10
GOLDEN LEGACY PTE. LTD.,17917,golden legacy pte.,golden,Golden Crest,100856.0,Golden Share (Non-NASDAQ OTC),236757.0,Golden Leaf (Stuttgart) Holdings,279051,99.69,Golden Gate Partners,54760,99.68,Golden Eagle,8321,99.67,Golden Eagle Group,205711,99.67,Golden State (Frankfurt),295014,99.67,Golden Eagle International (Berlin),301176,99.67,Golden State (XETRA),306156,99.67,Golden Flower Part,100858,99.67,Golden Gate Petroleum (Berlin),286653,99.67,Golden Health Holdings,73086,99.65
Goldfarb Incorporacoes Construcoes S.A.,4294,goldfarb incorporacoes construcoes,goldfarb,Goldfarb 'A',158472.0,,,Goldfarb Preferred Convertible 8% Expired 30/09/93,158473,99.45,Goldfarb 'A',158472,99.43,Gold-Finance Holdings,26315,99.21,Gold-Finance Holdings (Temp),167096,99.21,ARB Holdings,32341,99.16,LDF,55648,99.16,ARB,80398,99.16,Far,82967,99.16,ARB,107880,99.16,ARB (Non-NASDAQ OTC),243729,99.16
GOLDMAN SACHS (INDIA) FINANCE PRIVATE LIMITED,11606,goldman sachs private,goldman,Goldman H,47466.0,Invesco Goldman Sachs Equity FTR Index (Non-NASDAQ OTC) World Ucits ETF,242159.0,Goldman Sachs Group BDR,149185,99.79,Goldman Sachs Group,132934,99.76,Goldman Sachs Group (BOG),212517,99.76,Goldman Sachs Group (Mexico),217785,99.76,Goldman Sachs Group (MIC),224639,99.76,Goldman Sachs Group (Swiss Stock Exchange),224640,99.76,Goldman Sachs Group (Lima),236762,99.76,Goldman Sachs Group (Lima),251559,99.76,Goldman Sachs Group (London),251560,99.76,Goldman Sachs Group (Frankfurt),263463,99.76
Goldschmiedgasse 1 Besitzgesellschaft m.b.H. W,2876,goldschmiedgasse 1 besitzgesellschaft m.b.h. w,goldschmiedgasse,,,,,Gold-Finance Holdings,26315,99.16,Gold-Finance Holdings (Temp),167096,99.16,MIE Bank,28300,99.12,MIE Holdings,102648,99.12,DGA,109081,99.12,MIE,111719,99.12,SSE,124455,99.12,DSC Securities,125586,99.12,DSC Investment,139795,99.12,SSE (BRN),225790,99.12
GOLDWIND NEW ENERGY (HK) INVESTMENT LIMITED,10552,goldwind new energy,goldwind,Xinjiang Goldwind Science and Technology 'A',90635.0,Xinjiang Goldwind Science and Technology (Non-NASDAQ OTC) 'H',250851.0,Goldwin,106569,99.54,Xinjiang Goldwind Science and Technology 'A',90635,99.51,Xinjiang Goldwind Science and Technology 'H',164329,99.51,Xinjiang Goldwind (SEC) Science and Technology 'A',214331,99.51,Xinjiang Goldwind Science and Technology (HKSE Connect Equity) 'H',220875,99.51,Xinjiang Goldwind Science and Technology (SZS) 'H',220876,99.51,Xinjiang Goldwind Science and Technology (Non-NASDAQ OTC) 'H',250851,99.51,Xinjiang Goldwind Science and Technology (Frankfurt) 'H',260590,99.51,Xinjiang Goldwind Science and Technology (XETRA) 'H',292819,99.51,Xinjiang Goldwind Science Technology ADR 1:10,192153,99.5
GORAKHPUR INFRASTRUCTURE COMPANY PRIVATE LIMIT,11748,gorakhpur infrastructure private limit,gorakhpur,,,,,Go,93002,99.1,KH Group Holdings,101977,99.1,AK Holdings,116653,99.1,RA International Group,126784,99.1,HP,133078,99.1,HP (Mexico),217922,99.1,HP (MIC),224762,99.1,HP (Swiss Stock Exchange),224763,99.1,HP (Lima),237085,99.1,HP (Santiago),251630,99.1
GOSUDARSTVENNAYA TRANSPORTNAYA LIZINGOVAYA KOM,17271,gosudarstvennaya transportnaya lizingovaya kom,gosudarstvennaya,,,,,Investment Dar,27071,99.12,UDA Holdings,31247,99.12,STV Group,127106,99.12,TVE Holdings,170971,99.12,STV Group (Frankfurt),274823,99.12,AR,24258,99.08,Da Securities,25386,99.08,Da Group,46473,99.08,NN Group,87517,99.08,Go,93002,99.08
"GOVCO, LLC",22424,govco,govco,,,,,Go,93002,99.57000000000001,VC,123958,99.57000000000001,C Holdings,24873,99.33,O-Bank,115989,99.33,V Group,132515,99.33,Guoco Group,97665,80.0,Guoco Group (Non-NASDAQ OTC),246028,80.0,Guoco Group (Frankfurt),270825,80.0,Guoco Group (Frankfurt),279172,80.0,Guoco Group (XETRA),312413,80.0
GP WIND (JANGI) PRIVATE LIMITED,11603,gp wind private,gp,,,,,GPS Industries,54782,99.62,GPS Industries (Frankfurt),279080,99.62,GPS Industries (XETRA),306171,99.62,GPH Ispat,83441,99.58,GPV Industri 'A',158496,99.58,GPM Vindexus PDA,178750,99.58,GPI Invest,42313,99.56,GPD Drina Gorazde,83440,99.56,SGP Zidgrad,95534,99.54,GPO Finance Banorte,106184,99.54
GPAT Compania Financiera S.A.,2793,gpat compania financiera,gpat,,,,,GPA Group (Irish),26357,99.22,GPA Group (London),182885,99.22,At-Group,24421,99.15,At Trust,45099,99.15,PA,112578,99.15,PA (Berlin),302467,99.15,T Bank,22692,99.08,Bull Regpt (Swiss Stock Exchange),227302,85.32000000000001,ATF Bank,14817,79.42,ATN,14830,79.42
