Target Name,Target No.,Top Match Name,Top Match No.,Top Match Score,All Matched
Principal Bank,23385,IPA,9167,90,"[('IPA', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('CIP', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('PA', 90)]"
"TH Merger Company, LLC",23386,Merger Company,36859,95,"[('Merger Company', 95), ('Trust Company', 90), ('ERG', 90), ('MPA', 90), ('ERG', 90), ('ERG', 90), ('Antipodes Global Investment Company', 86), ('Arab International Insurance Company', 86), ('Australian Pacific Technology Dead-Merger 600818', 86), ('Barbados Shipping and Trading Company Limited', 86)]"
TCP Capital Corp,23387,Otcpharm,37818,90,"[('Otcpharm', 90), ('TCP Reliable', 90), ('Itcp PRDV REIT', 90), ('Blackrock TCP Capital', 90), ('Itcp PRDV REIT (Warsaw)', 90), ('Blackrock TCP (Frankfurt) Capital', 90), ('Tcpi (Frankfurt)', 90), ('Inverfiatc', 72), ('Cannon NTC', 72), ('Azur TC', 72)]"
ALERIS CORPORATION,23388,Aleris International,62145,90,"[('Aleris International', 90), ('Capital A', 90), ('Alerislife', 90), ('Alerislife (Frankfurt)', 90), ('Aleris International (Berlin)', 90), ('Aleris International (Berlin)', 90), ('Aleritas Capital', 86), ('R R Securities', 86), ('Alaris', 83), ('Aeeris', 83)]"
NSTAR LLC,23390,Nstar,60792,100,"[('Nstar', 100), ('Instar', 91), ('Enstar', 91), ('Canstar Sports', 90), ('Canstar Ventures', 90), (""Changchun Goldenstar 'A'"", 90), ('Greenstar Agricultural', 90), ('Instar Energy', 90), ('Mountainstar Gold', 90), ('Winstar Resources', 90)]"
"Midstates Petroleum Company, Inc.",23391,Midstates Petroleum,207734,95,"[('Midstates Petroleum', 95), ('Trust Company', 90), ('Stat', 90), ('Petrol', 90), ('Petrol', 90), ('African Petroleum', 86), ('Arrow Petroleum', 86), ('Bakixanov Company', 86), ('Command Petroleum', 86), ('Company On', 86)]"
Triangle USA Petroleum Corporation,23398,Pet,67285,90,"[('Pet', 90), ('Petrol', 90), ('Petrol', 90), ('Angle', 90), ('FDO International Petroleum Com CI', 86), ('Kina Petroleum', 86), ('Kina Petroleum', 86), ('Mincorp Petroleum Suspended 02.05.90', 86), ('Nido Petroleum', 86), ('Roma Petroleum', 86)]"
ABB FINANCE (USA) INC.,23400,ABB AG,177111,90,"[('ABB AG', 90), ('ABB AG', 90), ('INA', 90), ('B F', 90), ('NC&', 90), ('ABB AG', 90), ('ABB AG', 90), ('ABB AG', 90), ('ABB AG', 90), ('ABB AG', 90)]"
Mead Products LLC,23401,Duc,16718,90,"[('Duc', 90), ('Mead', 90), ('UC Corporation', 90), ('CTS', 90), ('TS', 90), ('CTS', 90), ('Capital Product', 90), ('UC Corporation', 90), ('Metal Products', 89), ('Metal Products', 89)]"
Western Asset Mortgage Capital Corp,23403,Western Asset Mortgage Capital,138809,100,"[('Western Asset Mortgage Capital', 100), ('West', 90), ('Asset Capital', 90), ('Tern', 90), ('Asset Capital', 90), ('West', 90), ('West', 90), ('Mortgage', 90), ('Tern', 90), ('Asset Capital', 90)]"
LIBERTY UTILITIES CO.,23405,Liberty,66143,90,"[('Liberty', 90), ('Liberty', 90), ('Liberty', 90), ('Liberty', 90), ('UTI', 90), ('TIL', 90), ('UTI', 90), (""Canadian Financials and Utilities Split 'A'"", 86), ('Canadian Utilities and Telecom Income', 86), ('Canadian Liberty Development', 86)]"
PACIFIC PREMIER BANK,23406,Pacific,37846,90,"[('Pacific', 90), ('Security Bank', 90), ('Remi Securities', 90), ('Mier', 90), ('Pacific', 90), ('EMI', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90)]"
Glacier Bank,23407,GL,34874,90,"[('GL', 90), ('Lacie', 90), ('Security Bank', 90), ('GL', 90), ('IE', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90)]"
Athlon Holdings LP,23411,Holdings,206120,90,"[('Holdings', 90), ('Holdings', 90), ('LDI Corporation', 90), ('Holdings', 90), ('Holdings', 90), ('Corporation Holding', 90), ('Holdings', 90), ('Athlon Holding', 88), ('3Q Holdings', 86), ('Action Holdings (Merg 21/07/93 SEE314292)', 86)]"
"SANDRIDGE OFFSHORE, LLC",23413,DRI,53853,90,"[('DRI', 90), ('SSP Offshore', 86), ('China National Offshore Oil', 86), ('Glo Offshore', 86), ('S E S', 86), ('D&D', 86), ('Offshore Rig Services (Non-NASDAQ OTC)', 86), ('Pacc Offshore Services Holding', 86), ('Prospector Offshore Drilling', 86), ('REM Offshore', 86)]"
PEAPACK-GLADSTONE BANK,23417,One,112488,90,"[('One', 90), ('Security Bank', 90), ('DST', 90), ('Gladstone Capital', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('One Bank', 90), ('Security Bank', 90)]"
Boral USA,23418,Bor,78773,90,"[('Bor', 90), ('Bor', 90), ('Boral', 90), ('Danske Invest USA', 86), ('Jyske Invest USA Aktier', 86), ('Nordea Invest USA', 86), ('Schott Boral DD Pula', 86), ('Alon USA Partners Com Units', 86), ('Bank International Settlements BIZ USA Tranche (Limited Data)', 86), ('AAA Century Group USA', 86)]"
CorpBanca New York,23419,NCA,66818,90,"[('NCA', 90), ('Security Banc', 90), ('Corpbanca', 90), ('Australia New Agribusiness and Chemical Group', 86), ('Australian Coachlines Holdings (New Europe)', 86), ('Gibralta New', 86), ('State Bank of New South Wales', 86), ('York Group', 86), ('York Motor', 86), ('Biotechna Environmental Technology New', 86)]"
"ROAD INFRASTRUCTURE INVESTMENT HOLDINGS, INC.",23420,Investment Trust Corporation,48177,90,"[('Investment Trust Corporation', 90), ('Trust Invest', 90), ('E-Invest', 90), ('Investment Trust Corporation', 90), ('Investment Trust Corporation', 90), ('Holdings', 90), ('Investment Trust Corporation', 90), ('Holdings', 90), ('Holdings', 90), ('NT Holding', 90)]"
Springfield First Community Bank,23421,First,186249,90,"[('First', 90), ('Security Bank', 90), ('Firs', 90), ('Unit', 90), ('First', 90), ('Ring', 90), ('Community Bank', 90), ('First', 90), ('First Community Bank', 90), ('First', 90)]"
Engility Holdings Inc,23429,Engility Holdings,59819,100,"[('Engility Holdings', 100), ('Holdings', 90), ('Holdings', 90), ('LDI Corporation', 90), ('Holdings', 90), ('Holdings', 90), ('Ty Holdings', 90), ('Engil', 90), ('Corporation Holding', 90), ('Holdings', 90)]"
PRINCIPAL LIFE GLOBAL FUNDING II,23431,Life,120584,90,"[('Life', 90), ('Life', 90), ('Globa', 90), ('Global', 90), ('Life', 90), ('Global', 90), ('Principal Capital', 90), ('Life', 90), ('ADG Global Supply', 86), ('Ask Funding', 86)]"
"Boyd Acquisition Sub, LLC",23442,Ion,73918,90,"[('Ion', 90), ('UIS', 90), ('ITI', 90), ('Ion', 90), ('Sit', 90), ('ITI', 90), ('L&L Acquisition', 87), ('APA Sub Group', 86), ('Atlantis Communications Sub Voting Shares', 86), ('Cable Satisfaction International Sub Voting Shares', 86)]"
Eloqua Inc,23443,Eloqua,59780,100,"[('Eloqua', 100), ('El Corporation', 90), ('Capital A', 90), ('Q Capital', 90), ('Elosua', 83), ('Elosua (1000) Delisted 26/08/93', 75), ('Algoquant Fintech', 75), ('Evoqua Water Technologies', 75), ('Evoqua Water Technologies (Mexico)', 75), ('Evoqua Water Technologies (Frankfurt)', 75)]"
EP ENERGY LLC,23444,Epic Energy Limited,100372,90,"[('Epic Energy Limited', 90), ('Energy', 90), ('ERG', 90), ('EP Energy Class A', 90), ('Energy', 90), ('Energy', 90), ('Step Energy Services', 90), ('ERG', 90), ('Deep Energy Resources', 90), ('Epic Energy Limited', 90)]"
