Target Name,Target No.,Top Match Name,Top Match No.,Top Match Score,All Matched
Ricoh USA Inc,20144,IC,110344,90,"[('IC', 90), ('ICO', 90), ('Ricoh', 90), ('IC', 90), ('Danske Invest USA', 86), ('Jyske Invest USA Aktier', 86), ('Nordea Invest USA', 86), ('Alon USA Partners Com Units', 86), ('Bank International Settlements BIZ USA Tranche (Limited Data)', 86), ('AAA Century Group USA', 86)]"
"ION MEDIA NETWORKS, INC.",20145,Ion Media Networks,55405,100,"[('Ion Media Networks', 100), ('Ion Media Networks (Berlin)', 95), ('Ion', 90), ('Media Capital', 90), ('On Media', 90), ('Media Capital', 90), ('Network Security', 90), ('Ion', 90), ('Media Capital', 90), ('Media Capital', 90)]"
"ITC^DeltaCom, Inc.",20148,ITC Deltacom,60294,100,"[('ITC Deltacom', 100), ('Delta Corporation', 90), ('El Corporation', 90), ('ITC', 90), ('TAC', 90), ('IT', 90), ('OM', 90), ('Delta Corporation', 90), ('ITC', 90), ('ITC', 90)]"
"Iconix Brand Group, Inc.",20150,Iconix Brand Group,60181,100,"[('Iconix Brand Group', 100), ('Iconix Brand Group (XETRA)', 95), ('Group', 90), ('Group', 90), ('Group', 90), ('ICO', 90), ('Brand', 90), ('Onix Capital', 90), ('NIX Incorporated', 90), ('Icon', 90)]"
"IMMUCOR, INC.",20152,Immucor,60193,100,"[('Immucor', 100), ('UCO SA', 90), ('UCO SA', 90), ('Capital M', 90), ('UC Corporation', 90), ('IM', 90), ('UCO SA', 90), ('UC Corporation', 90), ('Immucor (Frankfurt)', 90), ('Immucor (XETRA)', 90)]"
Impax Laboratories Inc,20154,Impax Laboratories (XETRA),306447,95,"[('Impax Laboratories (XETRA)', 95), ('Ipca Laboratories', 91), ('Bor', 90), ('MPA', 90), ('IMP', 90), ('Bor', 90), ('Shilpax Laboratories', 89), ('ZIM Laboratories', 88), ('Croslands Research Laboratories', 86), ('Jardine Fleming Laboratories', 86)]"
Indiana Michigan Power Company,20157,Indiana Michigan Power,196791,95,"[('Indiana Michigan Power', 95), ('Trust Company', 90), ('Diana', 90), ('India Securities', 90), ('Capital Power', 90), ('Capital Power', 90), ('Capital Power', 90), ('Capital Power', 90), ('Bakixanov Company', 86), ('Byte Power Group', 86)]"
"Inhibitex, Inc.",20162,Inhibitex,60218,100,"[('Inhibitex', 100), ('IBI', 90), ('Hi', 90), ('IT', 90), ('BIT Capital', 90), ('Itex', 90), ('Inhibitex (Frankfurt)', 90), ('Inhibitex (XETRA)', 90), ('T T', 86), ('Xhibit', 75)]"
Internap Network Services Corporation,20174,Internap Network Services (XETRA),306532,95,"[('Internap Network Services (XETRA)', 95), ('Terna', 90), ('Inter', 90), ('Security Service', 90), ('Tern', 90), ('Internap', 90), ('Network Security', 90), ('Tern', 90), ('Integrated Network Services', 88), ('International Network Services', 87)]"
INTERACTIVE DATA CORPORATION,20176,Interactive Data,60239,100,"[('Interactive Data', 100), ('Interactive Data (XETRA)', 95), ('Da Securities', 90), ('Inter', 90), ('RAC', 90), ('Active', 90), ('Acti', 90), ('E&D', 90), ('Ta', 90), ('E-Data', 90)]"
"Interline Brands, Inc.",20178,Interline Brands,60244,100,"[('Interline Brands', 100), ('Inter', 90), ('Line', 90), ('NDS', 90), ('DS', 90), ('Internet Brands', 90), ('Brand', 90), ('RLI', 90), ('Rand Capital', 90), ('Interline Brands (Berlin)', 90)]"
"INTERNATIONAL WIRE GROUP HOLDINGS, INC.",20182,International Wire Group Holdings,55389,100,"[('International Wire Group Holdings', 100), ('International Group Holdings', 95), ('H&H International Holdings', 91), ('National', 90), ('Group', 90), ('Terna', 90), ('Inter', 90), ('National', 90), ('Group', 90), ('National', 90)]"
Iron Mountain Incorporated,20186,Iron Mountain,133324,100,"[('Iron Mountain', 100), ('Iron Mountain BDR', 95), ('Iron Mountain (BRN)', 95), ('Iron Mountain (Pet)', 95), ('IRO', 90), ('Mo', 90), ('Iron Mountain Delaware', 90), ('AI', 90), ('Ta', 90), ('Iron Mountain Chess/Crest Depository Interest', 90)]"
