Target Name,Target No.,Top Match Name,Top Match No.,Top Match Score,All Matched
"Caesars Entertainment Operating Company, Inc.",21137,Trust Company,4284,90,"[('Trust Company', 90), ('Caesars Entertainment', 90), ('Caesars Entertainment', 90), ('Caesars Entertainment', 90), ('Caesars Entertainment', 90), ('Opera Limited', 90), ('Arthur Yates and Company', 86), ('Bakixanov Company', 86), ('Barron Entertainment', 86), ('Burns Philp and Company', 86)]"
"Fairfield Communities, Inc.",21138,Fairfield Communities,64679,100,"[('Fairfield Communities', 100), ('Unit', 90), ('Unit', 90), ('ITI', 90), ('Uniti', 90), ('ITI', 90), ('IEL', 90), ('Parkbridge Lifestyle Communities', 86), ('D&D', 86), ('Uniprop Manufactured Housing Communities Unit L P II', 86)]"
Verizon Delaware Inc.,21139,Verizon Delaware,69114,100,"[('Verizon Delaware', 100), ('AWA', 90), ('El Corporation', 90), ('AR', 90), ('Re Capital', 90), ('Re Capital', 90), ('WA', 90), ('Aware', 90), ('Security Capital Delaware', 90), ('D&D', 86)]"
Foodbrands America Inc,21140,Foodbrands American,64909,97,"[('Foodbrands American', 97), ('NDS', 90), ('ICA AB', 90), ('AME', 90), ('Brand', 90), ('Rand Capital', 90), ('ICA AB', 90), ('ICA AB', 90), ('AME', 90), ('Sul America Nacional Seguros On', 86)]"
Drum Financial Corp,21141,Drum Financial,64353,100,"[('Drum Financial', 100), ('Financial Trust Corporation', 90), ('Financial Trust Corporation', 90), ('Financial Trust Corporation', 90), ('INA', 90), ('Financial Trust Corporation', 90), ('CIA', 90), ('Financial Trust Corporation', 90), ('NC&', 90), ('Financial Trust Corporation', 90)]"
United Waterworks Inc.,21142,Unite Capital,13363,90,"[('Unite Capital', 90), ('United', 90), ('Unit', 90), ('Unit', 90), ('United', 90), ('United', 90), ('WAT', 90), ('RKS AB', 90), ('United Energy Loan Stapled', 86), ('United States Residential Fund Stapled Units', 86)]"
Gibraltar Financial Corporation,21143,Gibraltar Financial,72998,100,"[('Gibraltar Financial', 100), ('Financial Trust Corporation', 90), ('Gibralta', 90), ('Financial Trust Corporation', 90), ('Financial Trust Corporation', 90), ('INA', 90), ('Financial Trust Corporation', 90), ('CIA', 90), ('Alta', 90), ('Financial Trust Corporation', 90)]"
The Gillette Company,21144,ETT,100414,90,"[('ETT', 90), ('Trust Company', 90), ('ETT', 90), ('MPA', 90), ('Gillette', 90), ('ETT', 90), ('Antipodes Global Investment Company', 86), ('Arab International Insurance Company', 86), ('Barbados Shipping and Trading Company Limited', 86), ('Bulgarian Telecommunications Company', 86)]"
Global Marine Inc.,21145,Global Marine,73042,100,"[('Global Marine', 100), ('Global Marine', 100), ('Emarine Global', 91), ('GL', 90), ('AR', 90), ('GL', 90), ('Global Marine Energy', 90), ('Globa', 90), ('Global', 90), ('Global', 90)]"
"Texas Eastern Transmission, LP",21146,Tern,127180,90,"[('Tern', 90), ('Texas Eastern', 90), ('Smis Corporation', 90), ('Tern', 90), ('Eastern', 90), ('Texas Eastern', 90), ('Texas Eastern Transmission Limited Partnership', 90), ('Eastern Aluminium', 86), ('Eastern Copper', 86), ('Eastern Star Gas', 86)]"
American Stores Company LLC,21147,Trust Company,4284,90,"[('Trust Company', 90), ('MPA', 90), ('ICA AB', 90), ('American Capital', 90), ('AME', 90), ('American Capital', 90), ('American Capital', 90), ('American Stores', 90), ('American Capital', 90), ('STO', 90)]"
"Nabisco, Inc.",21149,Nabisco,66734,100,"[('Nabisco', 100), ('Nabisco Brands (Toronto)', 90), ('BIS', 90), ('Nabisco Group Holdings', 90), ('Nabisco Holdings A', 90), ('Isco', 90), ('Capital A', 90), ('ISC', 90), ('Nabisco Brands Preferred $3.5', 90), ('Nabisco Group Holdings Trust II Trust Originated Preferred Securities 9.50%', 90)]"
National Australia Bank Ltd,21150,National Australia Bank,80278,100,"[('National Australia Bank', 100), ('National Australia Bank Deferred', 95), ('National Australia Bank Preferred', 95), ('National Australia Bank Securities Stapled', 95), ('National Australia Bank 2:1', 95), ('National Australia Bank Excaps', 95), ('National Australia (ZRH) Bank', 95), ('National Australia Bank (Frankfurt)', 95), ('National Australia Bank (XETRA)', 95), ('Ion', 90)]"
"FLORIDA GAS TRANSMISSION COMPANY, LLC",21151,Trust Company,4284,90,"[('Trust Company', 90), ('Florida Capital', 90), ('Smis Corporation', 90), ('Abilene Oil and Gas', 86), ('Apollo Gas', 86), ('Aurora Oil and Gas', 86), ('Australian Gas Light', 86), ('Bakixanov Company', 86), ('CH4 Gas', 86), ('Company On', 86)]"
