Target Name,Target No.,preprocessed,Focus Text,Shortest Match Name,Shortest Match No.,Non-NASDAQ OTC Match Name,Non-NASDAQ OTC Match No.,Matched Name 1,Matched No. 1,Matched Score 1,Matched Name 2,Matched No. 2,Matched Score 2,Matched Name 3,Matched No. 3,Matched Score 3,Matched Name 4,Matched No. 4,Matched Score 4,Matched Name 5,Matched No. 5,Matched Score 5,Matched Name 6,Matched No. 6,Matched Score 6,Matched Name 7,Matched No. 7,Matched Score 7,Matched Name 8,Matched No. 8,Matched Score 8,Matched Name 9,Matched No. 9,Matched Score 9,Matched Name 10,Matched No. 10,Matched Score 10
KDB ASIA LIMITED,10386,kdb asia,kdb,KDB Capital,36061.0,,,KDB Tifa Finance,101937,99.75,KDB Capital,36061,99.74,KDB Pioneer Sri ETF,179288,99.44,KD,94021,99.4,DB,118165,99.4,KD Group,145403,99.4,K Group Holdings,101827,99.22,AKD,14338,79.56,OKD (Stuttgart),20721,79.56,CKD,106417,79.56
"KDB Life Insurance Co., Ltd.",14297,kdb life insurance,kdb,KDB Capital,36061.0,,,KDB Tifa Finance,101937,99.54,KDB Pioneer Sri ETF,179288,99.54,KDB Capital,36061,99.41,KD,94021,99.2,DB,118165,99.2,KD Group,145403,99.2,K Group Holdings,101827,99.11,UBS (IRL) ETF - (London) MSCI USA Ucits East A-UKD,243038,79.55,UBS (IRL) ETF - (Berlin) MSCI USA Ucits East A-UKD,292540,79.55,AKD,14338,79.39
KEB HANA BANK,17817,keb hana,keb,KEB Leasing,36064.0,,,KEB Leasing,36064,99.63,Kebni,120161,99.62,Kebni (Frankfurt),271660,99.62,Keba Oil and Gas,65934,99.58,Folkebolagen AB,42156,99.5,Folkebolagen AB,178541,99.5,Jokebook Net,74050,99.5,Keboda Technology 'A',89345,99.48,Keboda Technology (SSE Connect Equities) 'A',213084,99.48,Takebishi,114097,99.47
KEB HANA BANK,3663,keb hana,keb,KEB Leasing,36064.0,,,KEB Leasing,36064,99.63,Kebni,120161,99.62,Kebni (Frankfurt),271660,99.62,Keba Oil and Gas,65934,99.58,Folkebolagen AB,42156,99.5,Folkebolagen AB,178541,99.5,Jokebook Net,74050,99.5,Keboda Technology 'A',89345,99.48,Keboda Technology (SSE Connect Equities) 'A',213084,99.48,Takebishi,114097,99.47
"KEB HANA BANK USA, NATIONAL ASSOCIATION",24901,keb hana usa national association,keb,KEB Leasing,36064.0,,,Rockeby Biomedical Options,152634,99.47,Keba Oil and Gas,65934,99.45,KEB Leasing,36064,99.41,Rockeby Biomedical Restricted O,152635,99.41,Akebono Brake Industry,107609,99.4,Akebono Brake Industry (Non-NASDAQ OTC),243534,99.4,Jyske Bank A S Silkeborg Unsponsored ADR 5:1,188625,99.39,Akebia Therapeutics,135468,99.38,Akebia Therapeutics (BRN),223721,99.38,Akebia Therapeutics (Berlin),261039,99.38
Keen Bond Investment Limited,25299,keen bond,keen,Keen High Technologies,42680.0,,,Keen Ocean International Holdings,101944,99.74,Tamkeen Holding,30813,99.58,Keene,197306,99.57000000000001,Keene,197307,99.57000000000001,Skeena Resources,86181,99.48,Skeena Resources (New York),252347,99.48,Skeena Resources (Frankfurt),266119,99.48,Skeena Resources (XETRA),315585,99.48,Okanagan Skeena Group A Sub Voting,160106,99.43,Okanagan Skeena Group B Multi-Voting,160107,99.41
Kern River Funding Corporation,21404,kern river funding corporation,kern,Kern,2420.0,,,Kern Property Fund Units,2421,99.56,Kernel Group Holdings Units,188665,99.48,Kernow Resources and Developments,9407,99.48,Kernow Resources and Development,159266,99.48,Kernow Resources and Developments (Berlin),287382,99.48,Kernex Microsystems (India),101961,99.45,Kernel Holding,110930,99.45,Kernel Holding (UKE),230189,99.45,Kernel Holding (Non-NASDAQ OTC),237571,99.45,Kernel Holding (Non-NASDAQ OTC),246671,99.45
KESAS SDN. BHD.,15802,kesas sdn. bhd.,kesas,,,,,SAS,113372,99.33,SAS,122380,99.33,SAS (Copenhagen),213532,99.33,SAS (Oslo),225649,99.33,SAS (Non-NASDAQ OTC),239626,99.33,SAS (Non-NASDAQ OTC),248592,99.33,SAS (Frankfurt),274220,99.33,SAS (Munich),296943,99.33,SAS (XETRA),315298,99.33,AS Company,91243,99.24
"KEUKDONG H-PHARM CO., LTD.",14448,keukdong h pharm,keukdong,,,,,Don,25606,99.32,Don Group,33963,99.32,ONG Holdings,75588,99.32,Don Group,178199,99.32,Company Don (Non-NASDAQ OTC),235461,99.32,Company On,1218,99.22,KD,94021,99.22,KD Group,145403,99.22,KE Holdings Inc,159254,99.22,KE Holdings,163280,99.22
KEXIM ASIA LIMITED,10388,kexim asia,kexim,,,,,IM,119718,99.33,KE Holdings Inc,159254,99.33,KE Holdings,163280,99.33,X,13869,99.18,K Group Holdings,101827,99.18,MK Exim India,102714,79.9,E-XIM IT,109203,79.87,Hexima (Non-NASDAQ OTC),54991,79.82000000000001,Hexima,83642,79.82000000000001,Hexima,215504,79.82000000000001
