Target Name,Target No.,preprocessed,Focus Text,Shortest Match Name,Shortest Match No.,Non-NASDAQ OTC Match Name,Non-NASDAQ OTC Match No.,Matched Name 1,Matched No. 1,Matched Score 1,Matched Name 2,Matched No. 2,Matched Score 2,Matched Name 3,Matched No. 3,Matched Score 3,Matched Name 4,Matched No. 4,Matched Score 4,Matched Name 5,Matched No. 5,Matched Score 5,Matched Name 6,Matched No. 6,Matched Score 6,Matched Name 7,Matched No. 7,Matched Score 7,Matched Name 8,Matched No. 8,Matched Score 8,Matched Name 9,Matched No. 9,Matched Score 9,Matched Name 10,Matched No. 10,Matched Score 10
WHITECAP ENERGY INC.,5189,whitecap energy,whitecap,Whitecap Resources,80878.0,Whitecap Resources (Non-NASDAQ OTC),249883.0,Whitecap Resources,80878,99.67,Whitecap Resources (Non-NASDAQ OTC),249883,99.67,Whitecap Resources (Frankfurt),267127,99.67,Whitecap Resources (XETRA),316723,99.67,Hitec,35266,99.5,White Group,44440,99.5,Whitecap Resources Subscription Rights,162040,99.49,Whitecap Resources Subscription Receipts,162033,99.44,Whitecap Resources Subscription Receipts,162034,99.44,Whitecap Resources Subscription Receipts,162035,99.44
WHITNEY CLO I LTD,14780,whitney clo i,whitney,Whitney Holding,61816.0,,,Whitney Holding,61816,99.71,Whitney Holding (Berlin),290256,99.71,Whitney Holding (XETRA),309124,99.71,Whitney American,78339,99.62,Hancock Whitney,134324,99.5,Hancock Whitney (Frankfurt),263600,99.5,Hit,18433,99.38,Hi,26603,99.27,IT,27121,99.27,IT Group,55439,99.27
WIENER STAEDTISCHE VERSICHERUNG AG Vienna Insu,2906,wiener staedtische versicherung vienna insu,wiener,Wiener Hotel,4546.0,,,Wiener Staedtische Allge Meine Versicherung,171362,99.72,Wiener Stadtische Allgemeine Versicherung,171361,99.71,Wiener Stadtische (Frankfurt) Allgemeine Versicherung,299226,99.71,Wiener Enterprises,80236,99.49,Wiener Privatbank Immobilien Invest,96705,99.46,Wienerberger Immobilien,4548,99.42,Wiener Lokalbahnen,4547,99.39,Wienerwald Holding AG,69343,99.39,Wienerberger Baustofindusti ADR 5:1,192015,99.38,Wienerberger (Munich) Baustofindusti ADR 5:1,260427,99.38
Wiik & Hoeglund Public Company Limited,18066,wiik & hoeglund public,wiik,Wiik,124122.0,,,Wiik NVDR,176959,99.45,Twiik Fully Paid 22/06/22,225953,99.38,Wiik,124122,99.31,Twiik,123755,99.3,Twiik (Frankfurt),275371,99.3,WI,124115,99.17,K Group Holdings,101827,99.09,Thitikorn Public Company Limited,181136,74.88,Wimi Hologram Cloud Unlisted,243211,74.81,Wimi Hologram Cloud Inc,162049,74.74
"WILLCOM,Inc",13534,willcominc,willcominc,,,,,Comi Company,33488,99.57000000000001,Will,114885,99.57000000000001,Will Group,114886,99.57000000000001,OMI,67064,99.46,OMI,173992,99.46,OMI (Frankfurt),296309,99.46,OMI (XETRA),307543,99.46,OMI Holdings (XETRA),314321,99.46,OM Holdings,3117,99.33,OM,43231,99.33
"Willis North America, Inc.",21515,willis north america,willis,Linton Willis,2560.0,,,Willisham Group,51702,99.62,Willis Corroon,51701,99.59,Willis Lease Finance,138825,99.56,Willis Lease (Frankfurt) Finance,267142,99.56,Willis Towers Watson,133227,99.55,Willis Towers (Pet) Watson,252632,99.55,Willis Towers (Frankfurt) Watson,267143,99.55,Willis Towers Watson BDR,150278,99.55,Willis Corroon Sponsored ADR,201968,99.54,Williston Wildcatters Oil,13801,99.53
WILLOW CAYMAN I LTD.,14812,willow cayman i,willow,Willow Resources,13802.0,Willow Biosciences (Non-NASDAQ OTC),249894.0,Willows Francis,51704,99.67,Willowglen Music,114888,99.58,Willow Financial Bancorp,78353,99.56,Willow Financial Bancorp (Berlin),303751,99.56,Willowtree Advisor,78354,99.55,Willow Biosciences,87185,99.55,Willow Biosciences (Non-NASDAQ OTC),249894,99.55,Willow Biosciences (Frankfurt),267144,99.55,Willow Resources,13802,99.52,Willow Resources Warrants 08/02/96,162047,99.49
WILLOW NO. 2 (CAYMAN) LIMITED,14885,willow no. 2,willow,Willow Resources,13802.0,Willow Biosciences (Non-NASDAQ OTC),249894.0,Willows Francis,51704,99.59,Willow Resources,13802,99.57000000000001,Willowglen Music,114888,99.57000000000001,Willowtree Advisor,78354,99.53,Willow Biosciences,87185,99.53,Willow Biosciences (Non-NASDAQ OTC),249894,99.53,Willow Biosciences (Frankfurt),267144,99.53,Silverwillow Energy,12257,99.52,Silverwillow Energy (Non-NASDAQ OTC),239798,99.52,Silverwillow Energy (Berlin),289270,99.52
WILLSCOT CORPORATION,24207,willscot corporation,willscot,Willscot Mobile Mini Holdings A,135309.0,,,Willscot Mobile Mini Holdings A,135309,99.57000000000001,Willscot Mobile (Pet) Mini Holdings A,252633,99.57000000000001,Willscot Mobile (Stuttgart) Mini Holdings A,267145,99.57000000000001,Willscot Equity Warrants EXP 29 November 2022,211383,99.43,Wills,114890,99.4,Wills Group,183729,99.4,Will,114885,99.33,Will Group,114886,99.33,SCO Group,57360,99.26,SCO Group (Frankfurt),296981,99.26
Wind Acquisition Finance S.A.,15163,wind acquisition,wind,PNE Wind,169834.0,Shear Wind (Non-NASDAQ OTC),239740.0,Tailwind Acquisition A,138458,99.84,Tailwind International Acquisition A,138459,99.84,Tailwind Acquisition Units,191188,99.76,Delwinds INS Acquisition Units,185608,99.7,Tailwind Two Acquisition Units,200976,99.7,Delwinds Insurance Acquisition A,136309,99.67,Wind Baron,69363,99.62,Tailwind International Acquisition Redeemable Units,191190,99.6,Trade Wind Communications,13175,99.59,Trade Wind Communications,58114,99.59
