Target Name,Target No.,preprocessed,Focus Text,Shortest Match Name,Shortest Match No.,Non-NASDAQ OTC Match Name,Non-NASDAQ OTC Match No.,Matched Name 1,Matched No. 1,Matched Score 1,Matched Name 2,Matched No. 2,Matched Score 2,Matched Name 3,Matched No. 3,Matched Score 3,Matched Name 4,Matched No. 4,Matched Score 4,Matched Name 5,Matched No. 5,Matched Score 5,Matched Name 6,Matched No. 6,Matched Score 6,Matched Name 7,Matched No. 7,Matched Score 7,Matched Name 8,Matched No. 8,Matched Score 8,Matched Name 9,Matched No. 9,Matched Score 9,Matched Name 10,Matched No. 10,Matched Score 10
Ceran - Companhia Energetica Rio das Antas,4434,ceran  companhia energetica rio das antas,ceran,,,,,Era Group,46948,99.14,CER Group (Berlin),300136,99.14,CE Holdings,108530,99.09,RA International Group,126784,99.09,C Holdings,24873,99.05,Viro Tvornica Secera,96607,88.47,Fadip Concern,34483,88.41,STX Pan Ocean (XETRA),315815,88.41,Fabrika Secera,82949,88.4,Transocean Holdings,114491,88.38
Cerigo Capital Limited,10986,cerigo capital,cerigo,,,,,IGO,55162,99.35,IGO,73572,99.35,IGO,80627,99.35,ERI Holdings,109402,99.35,IGO (Non-NASDAQ OTC),246303,99.35,IGO (Frankfurt),271186,99.35,IGO (Frankfurt),279424,99.35,IGO (Frankfurt),295263,99.35,CER Group (Berlin),300136,99.35,IGO (XETRA),306426,99.35
CES TREASURY PTE. LTD.,17973,ces treasury pte.,ces,CES International,53090.0,CES Energy Solutions (Non-NASDAQ OTC),244544.0,CS Resources,6965,99.62,Crest Resources,82373,99.62,Crest Resources (Non-NASDAQ OTC),244886,99.62,Crest Resources (Frankfurt),262449,99.62,CUE Resources,6987,99.6,International CHS Resources,9037,99.6,CEC Resources,70963,99.6,International CHS Resources (Non-NASDAQ OTC),237300,99.6,CUE Resources (Berlin),285583,99.6,ESP Resources (Berlin),286027,99.6
CETIN a.s.,7417,cetin a.s.,cetin,,,,,CET (ex-IGF),15808,99.46,CET,33233,99.46,ETI International,54157,99.46,Boksiti AD Cetinje,91637,99.36,Trgocet AD Cetinje,96409,99.36,C-Promet AD Cetinje,91702,99.34,CE Holdings,108530,99.33,TI Group,183594,99.33,TI Group,201171,99.33,Kartonaza AD Cetinje,94015,99.33
CETIN Finance B.V.,16426,cetin b.v.,cetin,,,,,CET (ex-IGF),15808,99.46,CET,33233,99.46,ETI International,54157,99.46,Boksiti AD Cetinje,91637,99.36,Trgocet AD Cetinje,96409,99.36,C-Promet AD Cetinje,91702,99.34,CE Holdings,108530,99.33,TI Group,183594,99.33,TI Group,201171,99.33,Kartonaza AD Cetinje,94015,99.33
Cetrel S.A.,4327,cetrel,cetrel,,,,,CET (ex-IGF),15808,99.67,CET,33233,99.67,Tre,68799,99.67,Tre Holdings,114500,99.67,CE Holdings,108530,99.5,El Company,109292,99.5,El Company,227555,99.5,T Bank,22692,99.29,C Holdings,24873,99.29,Relx,21521,85.74
"CF Credit Services, S.A. de C.V., SOFOM, ER",15669,cf credit services de c.v. sofom er,cf,Global CF,144766.0,CF Energy (Non-NASDAQ OTC),244547.0,Credit Commercial de France CCF (Frankfurt),294152,99.52,Uscf Dividend Income Fund,191621,99.47,CFL Capital Financial Services,25023,99.46,CFN Enterprises,128690,99.44,Coril Renta Prime Soles 5 CF,108825,99.44,Swiss Francs Retail Properties Fund CF,116140,99.44,Coril Renta Prime Soles FI CF,174858,99.44,FII Tourmalet V Ed Cidade Nova CF,149087,99.44,CNCSF Centr 1 CF,143387,99.43,CNCSF Centr 3 CF,143388,99.43
"CF INDUSTRIES SALES, LLC",24516,cf industries sales,cf,Global CF,144766.0,CF Energy (Non-NASDAQ OTC),244547.0,CF Industries Holdings,133240,99.81,CF Industries Holdings,193927,99.81,CF Industries Holdings (Mexico),217066,99.81,CF Industries Holdings (BRN),224099,99.81,CF Industries Holdings (MIC),224100,99.81,CF Industries Holdings (Frankfurt),262098,99.81,CF Industries Holdings (XETRA),305072,99.81,ACF Industries,62002,99.79,CFI Industries,71052,99.79,CFN Enterprises,128690,99.59
"CF Industries,Inc.",23043,cf industriesinc.,cf,Global CF,144766.0,CF Energy (Non-NASDAQ OTC),244547.0,CF Industries Holdings,133240,99.87,CF Industries Holdings,193927,99.87,CF Industries Holdings (Mexico),217066,99.87,CF Industries Holdings (BRN),224099,99.87,CF Industries Holdings (MIC),224100,99.87,CF Industries Holdings (Frankfurt),262098,99.87,CF Industries Holdings (XETRA),305072,99.87,ACF Industries,62002,99.84,CFI Industries,71052,99.84,CFC Insurance Holdings,108582,99.6
CFG Services Company Limited,18154,cfg services,cfg,Tour CFG,58105.0,,,Tour CFG,58105,99.3,C Holdings,24873,99.15,F Investment Trust Group,125685,99.15,Gravis CF,144830,79.68,Tsertum Invest CF,44219,79.61,Feniks CF,144479,79.58,Sihma-Rezerv CF,43760,79.57000000000001,KUA HRI CF,42806,79.56,MDM Sobraniye CF,145783,79.56,Malmros Rederi CF,179633,79.54
