Target Name,Target No.,preprocessed,Focus Text,Shortest Match Name,Shortest Match No.,Non-NASDAQ OTC Match Name,Non-NASDAQ OTC Match No.,Matched Name 1,Matched No. 1,Matched Score 1,Matched Name 2,Matched No. 2,Matched Score 2,Matched Name 3,Matched No. 3,Matched Score 3,Matched Name 4,Matched No. 4,Matched Score 4,Matched Name 5,Matched No. 5,Matched Score 5,Matched Name 6,Matched No. 6,Matched Score 6,Matched Name 7,Matched No. 7,Matched Score 7,Matched Name 8,Matched No. 8,Matched Score 8,Matched Name 9,Matched No. 9,Matched Score 9,Matched Name 10,Matched No. 10,Matched Score 10
"CHENIERE CORPUS CHRISTI HOLDINGS, LLC",24154,cheniere corpus christi,cheniere,Cheniere Energy,133117.0,,,Cheniere Subordinated Units,203844,99.56,Cheniere Energy Partners,59419,99.55,Cheniere Energy Partners,133241,99.55,Cheniere Energy Partners,203842,99.55,Cheniere Energy Partners (Frankfurt),277571,99.55,Cheniere Energy Partners (Frankfurt),277572,99.55,Cheniere Energy Partners (XETRA),305089,99.55,Cheniere Energy,133117,99.53,Cheniere Energy (Mexico),217085,99.53,Cheniere Energy (BRN),224115,99.53
Cheshire Building Society,8973,cheshire building society,cheshire,Cheshire Wholefoods,46025.0,,,Cheshire Wholefoods,46025,99.55,Shire,50501,99.33,Shire,183483,99.33,Shire (VIRT-X),232841,99.33,Shire (Non-NASDAQ OTC),239759,99.33,Shire (Frankfurt),281773,99.33,Shire (Milan),289233,99.33,Shire (XETRA),289234,99.33,SHI,131838,99.21,Hi,26603,99.15
"Chester Downs & Marina, LLC.",22820,chester downs & marina llc.,chester,Chester Investment,33280.0,,,Manchester Ship Canal,48780,99.58,Dorchester Minerals,134084,99.57000000000001,Dorchester Minerals (Frankfurt),278231,99.57000000000001,Chester Water,46026,99.55,Rochester Medical,61168,99.55,Rochester Medical (Berlin),288975,99.55,Chester Mining,128715,99.54,Chester County Bancshares,63522,99.54,Chesterfield Financial,71099,99.53,Winchester Holdings Convertible (Luxembourg),148267,99.53
"China CICC Fortune Securities Co., Ltd.",6383,china cicc fortune,china,China Ecotek,117724.0,China Everbright (Non-NASDAQ OTC),244616.0,China Fortune Investment (Holding),25076,99.84,China Fortune Holdings,99573,99.84,China Fortune Holdings (Temp),165646,99.84,China Fortune (Frankfurt) Holdings,268987,99.84,China Fortune Group (Berlin),300189,99.84,China Fortune Holdings (XETRA),310852,99.84,China Fortune INV (Stuttgart),277631,99.74,Sky Chinafortune Holdings Group,104628,99.71,Sky Chinafortune (Berlin) Holdings Group,289309,99.71,China Score,128761,99.69
China Composites Group Corporation Ltd.,6739,china composites corporation,china,China Ecotek,117724.0,China Everbright (Non-NASDAQ OTC),244616.0,China Telecom Corporation (SEAQ International),221377,99.79,China Magnesium Corporation,1115,99.76,Chinalco Mining Corporation International,25120,99.76,Chinalco Mining Corporation (Non-NASDAQ OTC) International,235351,99.76,Chinalco Mining Corporation (Berlin) International,285280,99.76,China Convergent Corporation,165628,99.75,China Communications Services Corporation,157196,99.75,China Nonferrous Mining Corporation,97465,99.7,China for-General Corporation,143275,99.7,China Nonferrous (SZS) Mining Corporation,217206,99.7
CHINA DING YI FENG HOLDINGS LIMITED,10070,china ding yi feng,china,China Ecotek,117724.0,China Everbright (Non-NASDAQ OTC),244616.0,China Dongxiang (Group),99552,99.73,China Mining International,117737,99.73,China Dongsheng International,128733,99.73,China Dongxiang (HKSE Connect Equity),217119,99.73,China Dongxiang (SZS),217120,99.73,China Dongxiang Group (Non-NASDAQ OTC),244611,99.73,China Dongxiang (Frankfurt) (Group),268974,99.73,China Dongxiang (XETRA) (Group),310837,99.73,China Lodging Group Limited,6465,99.71,China Ginseng Holdings,53176,99.71
China Goldjoy Group Ltd,10432,china goldjoy,china,China Ecotek,117724.0,China Everbright (Non-NASDAQ OTC),244616.0,China Gold,53178,99.87,China Goldcorp,82184,99.81,China Gas Hold (Frankfurt),268989,99.74,China JXY Group,1114,99.73,China Longyi Group International Holdings,53144,99.72,China Fordoo Holdings,99571,99.72,China Fordoo Holdings (Temp),165644,99.72,China Longyi Group (Berlin) International Holdings,285193,99.72,China Coal,6458,99.7,China Food Company,46046,99.7
China Insurance International Holdings (BVI) L,10393,china insurance l,china,China Ecotek,117724.0,China Everbright (Non-NASDAQ OTC),244616.0,China Reinsurance (Frankfurt) (Group),269036,99.88,China Reinsurance (Group) 'H',99647,99.84,China Reinsurance (HKSE Connect Equity) (Group) 'H',217219,99.82000000000001,China Reinsurance (SZS) (Group) 'H',217220,99.82000000000001,China Assurance Finance Group,25080,99.81,China Life Insurance,41672,99.81,South China Insurance Company,43848,99.79,China Life Insurance 'A',87357,99.78,China Life Insurance BDR,148817,99.78,China Life Insurance 'A',157210,99.78
CHINA JINJIANG ENVIRONMENT HOLDING COMPANY LIM,6998,china jinjiang environment holding lim,china,China Ecotek,117724.0,China Everbright (Non-NASDAQ OTC),244616.0,China Boqi Environmental (Non-NASDAQ OTC) Solutions,235285,99.67,China Boqi Environmental (Frankfurt) Solutions,277603,99.67,China Boqi Environmental (XETRA) Solutions,310825,99.67,China Digital Television Holding,6459,99.66,China Boqi Environmental (Holding),99535,99.65,China Environmental Technology Holdings,99562,99.65,China Environmental Technology Holdings (Temp),165637,99.65,China Environmental Technology Holdings (Berlin),285216,99.65,China Printing and Dyeing Holding,33292,99.65,China Conch Environment Protection Holdings,97437,99.64
China National Foreign Trade Financial & Leasi,6919,china national foreign trade financial & leasi,china,China Ecotek,117724.0,China Everbright (Non-NASDAQ OTC),244616.0,China Ever Grand Financial Leasing Group,99563,99.68,China Ever Grand Financial Leasing Group (Temp),165638,99.68,China ERG Financial Leasing (XETRA) Group,310844,99.66,China National Material Company Limited Class C,157217,99.62,China Financial Leasing Group,99567,99.61,China Fortune Financial Group,99572,99.61,China Tonghai International Financial,99683,99.61,China Financial Leasing Group (Temp),165640,99.61,China Fortune Financial Group (Temp),165645,99.61,China Tonghai (Berlin) International Financial,269061,99.61
