Target Name,Target No.,Top Match Name,Top Match No.,Top Match Score,All Matched
"Advanced Analogic Technologies, Incorporated",19182,Advanced Analogic Technologies,58900,100,"[('Advanced Analogic Technologies', 100), ('Advanced Analogic (Frankfurt) Technologies', 95), ('Advanced Analogic (XETRA) Technologies', 95), ('Analogic', 90), ('Advanced', 90), ('Advanced Analog Technology', 89), ('GT Advanced Technologies', 88), ('GT Advanced Technologies', 88), ('Alpha Technologies', 86), ('CDS Technologies', 86)]"
Solutia Inc.,19183,Solutia,61341,100,"[('Solutia', 100), ('UTI', 90), ('Sol', 90), ('Solutiance K (Stuttgart)', 90), ('Solutiance K (XETRA)', 90), ('Capital A', 90), ('IA', 90), ('UTI', 90), ('Solutiance E', 90), ('Solutia Warrants 31/12/2013', 90)]"
"Axcelis Technologies, Inc.",19186,Axcelis Technologies,133781,100,"[('Axcelis Technologies', 100), ('Axcelis Technologies (Mexico)', 95), ('Axcelis Technologies (XETRA)', 95), ('Cel', 90), ('Tec', 90), ('Elis', 90), ('S&T Corporation', 90), ('Cel', 90), ('LIS', 90), ('Axcelis Technologies (Frankfurt)', 90)]"
Pernix Therapeutics Holdings Inc,19188,Pernix Therapeutics Holdings,56722,100,"[('Pernix Therapeutics Holdings', 100), ('Pernix Therapeutics Holdings (Frankfurt)', 95), ('Pernix Therapeutics Holdings (XETRA)', 95), ('Holdings', 90), ('Holdings', 90), ('Holdings', 90), ('Utics', 90), ('Hera', 90), ('Holdings', 90), ('CS Holdings', 90)]"
"Cenveo, Inc.",19194,Cenveo,53082,100,"[('Cenveo', 100), ('Cenveo Enterprises', 90), ('NVE', 90), ('Cenveo (Berlin)', 90), ('Ceninve', 77), ('Kenvelo', 77), ('Veos', 77), ('Cenvest Inc', 77), ('Veon', 77), ('Bioenvelop Technologies', 75)]"
"Dynex Capital, Inc.",19203,Dynex Capital,134098,100,"[('Dynex Capital', 100), (""Dynex Petroleum 'A' Convertible"", 90), ('Dynex Power', 90), ('X', 90), ('Hydrodynex', 90), ('Dynex Energy', 90), ('DY', 90), (""Dynex Petroleum Class 'B'"", 90), ('Dynex Cap Preference Series C', 90), (""Dynex Capital Preferred Series 'A'"", 90)]"
Gaylord Entertainment Company,19209,Gaylord Entertainment,72905,95,"[('Gaylord Entertainment', 95), ('Trust Company', 90), ('Gaylord', 90), (""Gaylord Entertainment 'A'"", 90), ('Bakixanov Company', 86), ('Company On', 86), ('Faulding FH&Company', 86), ('King Island Company', 86), ('Media Entertainment', 86), ('MTM Entertainment Trust', 86)]"
CommonWealth REIT,19212,Commonwealth REIT (XETRA),305284,95,"[('Commonwealth REIT (XETRA)', 95), ('H&R', 90), ('Common', 90), ('Equity Commonwealth REIT 6 1/2 Cumulative Conversion Preference Series D', 90), ('Agricultural Land Opportunity Fund MEL Invest REIT', 86), ('Australian Industrial REIT', 86), ('Commonwealth Diversified Share Fund', 86), ('Commonwealth Industrial Gases', 86), ('Commonwealth Mining Investments', 86), ('Generation Healthcare REIT', 86)]"
"MATSON ALASKA, INC.",19213,Alaska,14383,90,"[('Alaska', 90), ('Aska', 90), ('At Trust', 90), ('ATS', 90), ('Ask', 90), ('ALA', 90), ('Aska', 90), ('SK Securities', 90), ('SK Securities', 90), ('TS', 90)]"
Valeant Pharmaceuticals International,19217,Valeant Pharmaceuticals International,61699,100,"[('Valeant Pharmaceuticals International', 100), ('Valeant Pharmaceuticals (XETRA) International', 95), ('National', 90), ('Terna', 90), ('Inter', 90), ('National', 90), ('National', 90), ('National', 90), ('International', 90), ('National', 90)]"
