Target Name,Target No.,Top Match Name,Top Match No.,Top Match Score,All Matched
SLM Student Loan Trust 2004-3,21963,ENT,1607,90,"[('ENT', 90), ('Student Loan', 90), ('SLM', 90), ('T&L', 90), ('Ude', 90), ('SLM', 90), ('3 Baki Matbaasi', 86), ('Astara CAY-3', 86), ('Australian Masters Corporate Bond Fund Number 3', 86), ('Australian Masters Yield Fund Number 3', 86)]"
"Park-Ohio Industries, Inc.",21964,Park-Ohio Industries Inc,75788,100,"[('Park-Ohio Industries Inc', 100), ('Capital Industries', 90), ('Ark', 90), ('OHI', 90), ('Capital Industries', 90), ('UST', 90), ('Capital Industries', 90), ('UST', 90), ('Capital Park', 90), ('Dust', 90)]"
Wilmington Trust Company,21965,Trust Company,4284,90,"[('Trust Company', 90), ('MPA', 90), ('Wilmington', 90), ('Wilmington', 90), ('Antipodes Global Investment Company', 86), ('Arab International Insurance Company', 86), ('Barbados Shipping and Trading Company Limited', 86), ('Bulgarian Telecommunications Company', 86), ('China Finance Holding Company', 86), ('Company On', 86)]"
Regal Cinemas Corporation,21966,Regal Cinemas,76424,100,"[('Regal Cinemas', 100), ('GA Capital', 90), ('CIN', 90), ('MAS', 90), ('Re Capital', 90), ('Re Capital', 90), ('Regal', 90), ('Regal', 90), ('MAS', 90), ('EG', 90)]"
"Capital One, F.S.B.",21967,One,112488,90,"[('One', 90), ('One', 90), (""American Plast 'B'"", 86), ('B Monospool Paper', 86), ('B Z Dolna Mitroploia', 86), ('Banco BTG Pactual S A', 86), ('Banco Estado Pernambuco S/A', 86), (""Banco Santander Rio 'B'"", 86), ('Band C F INV On', 86), ('Bernheim-Comofi Take Over by B C Holding', 86)]"
ANZ Capital Trust III,21968,Capital A,108466,90,"[('Capital A', 90), ('Berlin III AS', 86), ('Income Streams III Equity Dividend', 86), ('Penfold Capital Acquisition III', 86), ('R Split III Class A', 86), ('Leopold III-Laan', 86), ('IPF III Spor VSZ IF', 86), ('ANZ Bank New Zealand Limited', 86), ('American Tax Credit Properties Units Limited Partnership III', 86), ('United Development Funding III Unit', 86)]"
ALION SCIENCE AND TECHNOLOGY CORPORATION,21969,Lion,106810,90,"[('Lion', 90), ('E and Technology', 90), ('Applied Science and Technology', 90), ('Lion', 90), ('AB Science', 90), ('Lion', 90), ('E and Corporation', 90), ('Clean Science and Technology', 89), ('Adsteam and Marine', 86), ('Aurora Oil and Gas', 86)]"
"Republic Engineered Products, Inc.",21970,Engin,1601,90,"[('Engin', 90), ('Public', 90), ('Republic', 90), ('Republic', 90), ('Capital Product', 90), ('Stirling Products', 86), (""Arbec Forest Products Subordinate Voting Shares 'A'"", 86), ('Encore Products', 86), ('Equitec Products', 86), ('Fytokem Products', 86)]"
CALIFORNIA PACIFIC BANK,21971,Pacific Union Bank California,75715,95,"[('Pacific Union Bank California', 95), ('Pacific Liberty Bank California', 95), ('Pacific', 90), ('Security Bank', 90), ('Pacific', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Ific Bank', 90)]"
Deutsche Bank Capital Funding Trust VI,21972,Security Bank,200310,90,"[('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Deutsche Bank', 90), ('Deutsche Capital', 90), ('Security Bank', 90), ('Deutsche Bank Capital Funding Trust VIII 6.375% Trust Preferred Security', 90)]"
"Innophos Investments Holdings, Inc.",21973,Investment Trust Corporation,48177,90,"[('Investment Trust Corporation', 90), ('Trust Invest', 90), ('Investment Trust Corporation', 90), ('Investment Trust Corporation', 90), ('Capital Investments', 90), ('Holdings', 90), ('Investment Trust Corporation', 90), ('Holdings', 90), ('Capital Investments', 90), ('Holdings', 90)]"
"RBS Global, Inc.",21974,BSS Global,15508,90,"[('BSS Global', 90), ('GL', 90), ('BS', 90), ('GL', 90), ('Globa', 90), ('Global', 90), ('Global', 90), ('RLS Global', 90), ('RBR Global', 90), ('Access MFS Global Equity', 86)]"
"FPL Energy National Wind Portfolio, LLC",21975,National,222336,90,"[('National', 90), ('Energy', 90), ('National', 90), ('National', 90), ('Energy', 90), ('National', 90), ('Energy', 90), ('Folio', 90), ('National', 90), ('Acer Energy', 86)]"
"R.J. Reynolds Tobacco Holdings, Inc.",21976,Reynolds,21566,90,"[('Reynolds', 90), ('Holdings', 90), ('Holdings', 90), ('Holdings', 90), ('Toba', 90), ('Holdings', 90), ('Corporation Holding', 90), ('Holdings', 90), ('3Q Holdings', 86), ('A R C Industries', 86)]"
Deutsche Bank Trust Company Americas,21977,Trust Company,4284,90,"[('Trust Company', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Deutsche Bank', 90), ('Deutsche Capital', 90), ('Security Bank', 90)]"
AIG-FP Capital Funding Corp.,21978,Ask Funding,318,86,"[('Ask Funding', 86), ('Criterion Dow Jones AIG Commodity Index Fund Units', 86), ('FP Resources', 86), ('BBVA Capital Funding', 86), ('D&D', 86), ('FP Holdings', 86), ('FP Group', 86), ('Muni Funding Company of America 144A', 86), ('United Development Funding IV Common Shares of Beneficial Interest', 86), ('United Development Funding III Unit', 86)]"
DZ BANK CAPITAL FUNDING TRUST I,21979,Security Bank,200310,90,"[('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('DZ Bank', 90), ('Security Bank', 90), ('Ask Funding', 86)]"
"Gulf South Pipeline Company, LP",21980,Trust Company,4284,90,"[('Trust Company', 90), ('Line', 90), ('Gulf', 90), ('Bakixanov Company', 86), ('Company On', 86), ('Faulding FH&Company', 86), ('Gulf Foods', 86), ('Gulf Manganese', 86), ('Gulf Monetary Group', 86), ('King Island Company', 86)]"
"FPL Energy National Wind, LLC",21981,Ion,73918,90,"[('Ion', 90), ('National', 90), ('Energy', 90), ('National', 90), ('ERG', 90), ('ONA', 90), ('National', 90), ('Win', 90), ('ATI', 90), ('Energy', 90)]"
"BMW US Capital, LLC",21982,Capital M,59340,90,"[('Capital M', 90), ('BMW', 90), ('Gregem Bond US Dollar Rise Cap', 86), ('BMW (London)', 86), ('W-W Capital', 86), ('BMW (XETRA)', 86), ('BMW Industries', 86), ('Productive Business Solution US Dollar', 86), ('US Dollar Partners', 86), ('Sprott Physical (Toronto) Silver Trust US Dollar', 86)]"
Eurohypo Capital Funding Trust II,21983,Eurohypo,17331,90,"[('Eurohypo', 90), ('Eurohypo', 90), ('Eurohypo', 90), ('Euro', 90), ('Ask Funding', 86), ('FI Imobiliario Tourmalet II Sen B', 86), ('Perls II Trust Perpetual Exchequer Resettable SEC', 86), ('Berkeley Capital II', 86), ('Canadian Resources Income Trust II Unit', 86), ('Connor Clark and Lunn Conservative Income Fund II Units', 86)]"
