Target Name,Target No.,Top Match Name,Top Match No.,Top Match Score,All Matched
MDC Partners Inc.,23858,MDC Partners 'A',215707,95,"[(""MDC Partners 'A'"", 95), ('AR', 90), ('Art', 90), ('DC', 90), ('Art', 90), ('Art', 90), ('Artner', 90), ('Capital Partners', 90), ('PA', 90), ('RS', 90)]"
Versartis Inc,23859,AR,24258,90,"[('AR', 90), ('Art', 90), ('Art', 90), ('Art', 90), ('RTI', 90), ('Versar', 90), ('RSA Security', 90), ('TIS', 90), ('RS', 90), ('Art', 90)]"
"GEO CORRECTIONS HOLDINGS, INC.",23860,Ion,73918,90,"[('Ion', 90), ('Holdings', 90), ('Holdings', 90), ('LDI Corporation', 90), ('Holdings', 90), ('Ion', 90), ('Geo', 90), ('Holdings', 90), ('CTI', 90), ('Corporation Holding', 90)]"
"JONES ENERGY HOLDINGS, LLC",23864,Energy,79025,90,"[('Energy', 90), ('One', 90), ('ERG', 90), ('Holdings', 90), ('Holdings', 90), ('Jones Energy', 90), ('Energy', 90), ('LDI Corporation', 90), ('Holdings', 90), ('Energy', 90)]"
LONESTAR RESOURCES AMERICA INC.,23865,Lonestar Resources,215656,95,"[('Lonestar Resources', 95), ('Star', 90), ('Star', 90), ('Source Capital', 90), ('Acacia Resources', 86), ('Adamus Resources', 86), ('AIC Resources', 86), ('Alcyone Resources', 86), ('Anchor Resources', 86), ('Andean Resources', 86)]"
"CAESARS GROWTH PROPERTIES HOLDINGS, LLC",23866,Holdings,206120,90,"[('Holdings', 90), ('Holdings', 90), ('Roper', 90), ('Holdings', 90), ('IES Holding Limited', 90), ('Holdings', 90), ('Capital Properties', 90), ('IES Holdings', 90), ('Capital Properties', 90), ('Corporation Holding', 90)]"
"COGENT COMMUNICATIONS FINANCE, INC.",23868,Capital Communication,15640,90,"[('Capital Communication', 90), ('Cogent', 90), ('Unica', 90), ('Munic', 90), ('Allco Finance Group', 86), ('Beneficial Finance', 86), ('Dominant Finance Inc', 86), ('Hyundai Finance', 86), ('Intermills (Finance)', 86), ('Macquarie Communications Infrastructure Group', 86)]"
"BEX PORTFOLIO, LLC",23879,Be,70427,90,"[('Be', 90), (': be AG', 90), ('Port', 90), ('Folio', 90), ('HB Portfolio', 88), ('Fiducian Portfolio Services', 86), ('Bancshares Portfolio Instalment', 86), ('Egypt Group Portfolio Management', 86), ('GSC Portfolio (XETRA)', 86), ('Kairos Portfolio (XETRA)', 86)]"
RELIANCE STANDARD LIFE GLOBAL FUNDING II,23887,Andar,5102,90,"[('Andar', 90), ('Reliance Capital', 90), ('Standa', 90), ('Standard Capital', 90), ('Standard Capital', 90), ('Standard Capital', 90), ('Standard Capital', 90), ('Globa', 90), ('Global', 90), ('Reliance Capital', 90)]"
SUNCOKE ENERGY PARTNERS FINANCE CORP.,23888,Energy,79025,90,"[('Energy', 90), ('Energy', 90), ('Energy', 90), ('Artner', 90), ('Capital Partners', 90), ('Suncoke Energy', 90), ('Energy Partners', 90), ('Acer Energy', 86), ('Adelaide Energy', 86), ('Adelphi Energy', 86)]"
WASHINGTON PRIME GROUP INC.,23891,Washington Prime Group,58565,100,"[('Washington Prime Group', 100), ('Prime Capital Corporation', 90), ('Group', 90), ('Group', 90), ('Group', 90), ('Washington Corporation', 90), ('Prime Capital Corporation', 90), ('Prim', 90), ('Rim', 90), ('Prime Capital Corporation', 90)]"
Zafgen Inc,23893,Capital A,108466,90,"[('Capital A', 90), ('G Capital', 90), ('G Capital', 90), ('F&F', 86), ('Agen', 80), ('Senzagen (Berlin)', 78), ('Genf', 77), ('Genx', 77), ('Geon', 77), ('Penza Generating Company', 75)]"
"FirstEnergy Transmission, LLC",23895,Ion,73918,90,"[('Ion', 90), ('Energy', 90), ('Tenergy', 90), ('MIS', 90), ('First', 90), ('Firs', 90), ('Ten', 90), ('ERG', 90), ('First', 90), ('Ans', 90)]"
