Target Name,Target No.,preprocessed,Focus Text,Shortest Match Name,Shortest Match No.,Non-NASDAQ OTC Match Name,Non-NASDAQ OTC Match No.,Matched Name 1,Matched No. 1,Matched Score 1,Matched Name 2,Matched No. 2,Matched Score 2,Matched Name 3,Matched No. 3,Matched Score 3,Matched Name 4,Matched No. 4,Matched Score 4,Matched Name 5,Matched No. 5,Matched Score 5,Matched Name 6,Matched No. 6,Matched Score 6,Matched Name 7,Matched No. 7,Matched Score 7,Matched Name 8,Matched No. 8,Matched Score 8,Matched Name 9,Matched No. 9,Matched Score 9,Matched Name 10,Matched No. 10,Matched Score 10
SPIRIT IP CAYMAN LTD.,15044,spirit ip cayman,spirit,Spirit,12486.0,Canadian Spirit Resources (Non-NASDAQ OTC),244508.0,Spirit Gaming Group,77089,99.69,Spirits Cap,131991,99.67,Spirit On Media Group,22444,99.65,Spirit On Media Group (XETRA),315710,99.65,Spirits Time International,131992,99.64,Spirit Pub Company,50711,99.62,Spirit Pub Company (Frankfurt),282021,99.62,Spirit Aerosystems (BRN) A,225780,99.61,Spirit Aerosystems (Pet) A,252369,99.61,Banco Espirito Santo (Non-NASDAQ OTC),128278,99.6
Spoldzielczy Bank Rozwoju,16986,spoldzielczy rozwoju,spoldzielczy,,,,,IEL,101333,99.26,ZI,13986,99.18,IE,35464,99.18,SP,39448,99.18,LD Holdings,55647,99.18,SP Group,96058,99.18,El Company,109292,99.18,SP,122942,99.18,ZI,162159,99.18,DZ Bank,166445,99.18
SPP Livfrskring AB,17604,spp livfrskring,spp,,,,,SPPS,22453,99.42,RSKHB-I Mosbirz- RSPP Vekust Razv POL,176164,99.27,SP,39448,99.24,SP Group,96058,99.24,PP (Persero),103541,99.24,SP,122942,99.24,SP Group (Frankfurt),274684,99.24,Zagorskaya PSPP,80263,99.2,PP Mokrin,38293,66.91,Spring Bank,39494,66.9
SPP Pension & Forsakring AB (publ),17664,spp pension & forsakring,spp,,,,,RSKHB-I Mosbirz- RSPP Vekust Razv POL,176164,99.3,SPPS,22453,99.29,Zagorskaya PSPP,80263,99.21,SP,39448,99.15,SP Group,96058,99.15,PP (Persero),103541,99.15,SP,122942,99.15,SP Group (Frankfurt),274684,99.15,Nippon Piston Ring,112217,66.9,XPS Pensions Group,127670,66.89
Springfield First Community Bank,23421,springfield first community,springfield,Springfield,77111.0,,,Springfield Resources,12501,99.67,Springfield Properties,127085,99.61,Springfield (Frankfurt) Properties,274725,99.61,Springfield,77111,99.58,Spring Bank,39494,99.36,Spring Group,50726,99.36,Field Group,47129,99.31,Ring,50155,99.26,PRI Group,49854,99.2,GFI Group,54640,99.2
SPRINGLEAF FINANCE CORPORATION,20988,springleaf corporation,springleaf,,,,,Spring Bank,39494,99.43,Spring Group,50726,99.43,Leaf Group,42847,99.31,Ring,50155,99.31,Leaf Group,237720,99.31,Leaf Group (Stuttgart),279921,99.31,PRI Group,49854,99.24,LEA Bank,111255,99.24,GL,17995,99.17,GL,34874,99.17
"SPRINGLEAF HOLDINGS, INC.",23730,springleaf,springleaf,,,,,Spring Bank,39494,99.75,Spring Group,50726,99.75,Leaf Group,42847,99.57000000000001,Ring,50155,99.57000000000001,Leaf Group,237720,99.57000000000001,Leaf Group (Stuttgart),279921,99.57000000000001,PRI Group,49854,99.46,LEA Bank,111255,99.46,GL,17995,99.33,GL,34874,99.33
Spy Hill Power L.P,5177,spy hill power l.p,spy,SPY,57691.0,,,Aspy Global Services,14782,99.47,Aspy Global Services,284386,99.47,SPY Depot International,77114,99.44,Spyker (Non-NASDAQ OTC),57693,99.42,Spyker (Frankfurt),282040,99.42,Spyker,289430,99.42,Spyglass Resources (Non-NASDAQ OTC),132004,99.39,Spyglass Resources,216148,99.39,Spyglass Resources (Frankfurt),282039,99.39,LS 5X Long SPY ETP,163342,99.39
SQ REVITA I LIMITED,10014,sq revita i,sq,Goldman Sachs Trust FN SQ Trin ADM,144762.0,,,Square Enix Holdings,107190,99.55,Square Enix Holdings (Non-NASDAQ OTC),248998,99.55,Square Enix Holdings (Berlin),274730,99.55,Square Enix Holdings (XETRA),315728,99.55,Square D,68327,99.53,Esquire Knit,82883,99.52,Square Chain,132006,99.52,Square Industries,77119,99.5,Squarespace A,135073,99.5,Esquire Financial Holdings,136492,99.5
SR-BOLIGKREDITT AS,16598,sr boligkreditt as,sr,,,,,MSR India,102816,99.52,ASR Logistics Holdings (Non-NASDAQ OTC),234387,99.52,CSR Sponsored ADR (Dusseldorf),298384,99.51,Misr Brokerage Company,20088,99.5,Misr Consolidated Agencies,20095,99.5,ESR-REIT Dummy,178414,99.5,Israel Light and Supply,145277,99.49,BSR Real Estate Investment Trust Class B,156762,99.49,Srbolek Beograd,39505,99.48,MSR Technologies,20293,99.47
