Target Name,Target No.,Top Match Name,Top Match No.,Top Match Score,All Matched
J.P. Morgan Chase Securities Inc.,21713,J P Morgan Chase (Ireland),237423,95,"[('J P Morgan Chase (Ireland)', 95), ('Gan', 90), ('Chase', 90), ('Chase', 90), ('Gan', 90), ('Gan', 90), ('A P Group Taken Over 25/10/92', 86), ('Die Erste P', 86), ('E P T', 86), ('J H Santos', 86)]"
MIZUHO SECURITIES USA INC.,21714,Mizuho Securities,28403,90,"[('Mizuho Securities', 90), ('Danske Invest USA', 86), ('Jyske Invest USA Aktier', 86), ('Nordea Invest USA', 86), ('Alon USA Partners Com Units', 86), ('Mizuho Investors Securities', 86), ('Bank International Settlements BIZ USA Tranche (Limited Data)', 86), ('AAA Century Group USA', 86), ('Brake Headquarters USA Incorporated', 86), ('Clean Shield USA', 86)]"
"ROUNDY'S SUPERMARKETS, INC.",21716,Ark,32366,90,"[('Ark', 90), (""Roundy's Inc"", 90), (""Roundy's Inc"", 90), ('Elekeiroz S A', 86), (""Foster's Group"", 86), (""Gibson's"", 86), (""Johnson's Well Rights Applications"", 86), ('Mcleod M S', 86), ('Programni Produkti and S-MI Adsofia', 86), ('A/S Dadeko', 86)]"
RBS Capital Trust A,21717,BS,24840,90,"[('BS', 90), ('Capital A', 90), ('RBS Alternative Yield PMG Spac ETF', 90), ('A C N 059 457 279', 86), ('A C N 603 323 182', 86), ('A N G Holdings (Australian)', 86), ('A P Group Taken Over 25/10/92', 86), ('A R C Industries', 86), ('A V Buildings', 86), ('A-Cap Development', 86)]"
"Entercom Radio, LLC",21718,ENT,1607,90,"[('ENT', 90), ('Erco', 90), ('Rad', 90), ('ADI', 90), ('OM', 90), ('DIO', 90), ('RG Capital Radio', 86), ('D&D', 86), ('Consolidated Radio Holdings', 86), ('Piccadilly Radio Non Voting', 86)]"
Southern Power Company,21719,Southern Electric Power Company,39435,95,"[('Southern Electric Power Company', 95), ('Trust Company', 90), ('Capital Power', 90), ('MPA', 90), ('Southern', 90), ('Columbus Southern Power Company Defr A8 375% 25', 90), ('Capital Power', 90), ('Capital Power', 90), ('Southern', 90), ('Capital Power', 90)]"
CITIGROUP GLOBAL MARKETS INC.,21720,Citigroup Global Markets Elks,194108,95,"[('Citigroup Global Markets Elks', 95), ('Citigroup Global Markets Elks Yahoo', 95), ('CIT', 90), ('Group', 90), ('Citigroup', 90), ('Group', 90), ('Ark', 90), ('Igroup', 90), ('Group', 90), ('ITI', 90)]"
H.J. Heinz Finance Company,21721,Trust Company,4284,90,"[('Trust Company', 90), ('Bakixanov Company', 86), ('Boag J and Son', 86), ('Company On', 86), ('D J Properties', 86), ('Dominant Finance Inc', 86), ('Hyundai Finance', 86), ('J H Santos', 86), ('Nilsen O J', 86), ('Prime Finance', 86)]"
"Kronos International, Inc.",21722,Ion,73918,90,"[('Ion', 90), ('National', 90), ('Terna', 90), ('Inter', 90), ('National', 90), ('Kron', 90), ('National', 90), ('Tern', 90), ('K-Tron International', 90), ('ATI', 90)]"
METROPOLITAN LIFE GLOBAL FUNDING I,21723,Metropolitan Trust,48984,90,"[('Metropolitan Trust', 90), ('Metropolitan Life', 90), ('Metropolitan Trust', 90), ('Globa', 90), ('Metro AG', 90), ('Metro AG', 90), ('Global', 90), ('Global', 90), ('Metro AG', 90), ('Metro AG', 90)]"
Sumitomo Mitsui Banking Corporation,21724,Sumitomo Mitsui Banking,30601,100,"[('Sumitomo Mitsui Banking', 100), ('Security Bank', 90), ('King', 90), ('O-M Limited', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Mitsui', 90)]"
