Target Name,Target No.,preprocessed,Focus Text,Shortest Match Name,Shortest Match No.,Non-NASDAQ OTC Match Name,Non-NASDAQ OTC Match No.,Matched Name 1,Matched No. 1,Matched Score 1,Matched Name 2,Matched No. 2,Matched Score 2,Matched Name 3,Matched No. 3,Matched Score 3,Matched Name 4,Matched No. 4,Matched Score 4,Matched Name 5,Matched No. 5,Matched Score 5,Matched Name 6,Matched No. 6,Matched Score 6,Matched Name 7,Matched No. 7,Matched Score 7,Matched Name 8,Matched No. 8,Matched Score 8,Matched Name 9,Matched No. 9,Matched Score 9,Matched Name 10,Matched No. 10,Matched Score 10
URBAMAIS PROPERTIES E PARTICIPACOES S.A.,4449,urbamais properties e participacoes,urbamais,,,,,AMA,194,99.16,RBA Holdings,38581,99.16,AMA Group,81173,99.16,AMA Group (Non-NASDAQ OTC),243626,99.16,AMA Group (Frankfurt),267755,99.16,AM,14528,99.11,AM Group Holdings,98528,99.11,AI,107553,99.11,AI Holdings,107555,99.11,AM (Dutch Trading Service),293139,99.11
URBAN LOGISTICS REIT PLC,9775,urban logistics reit,urban,Urban,31369.0,Urban Communications (Non-NASDAQ OTC),240633.0,Urban Life,31370,99.6,Urban Like,114699,99.6,Urban Exposure,51368,99.59,Urban Exposure (Frankfurt),282689,99.59,Urbanisticki Zavod RS,4368,99.59,Suburban Lodges American,77252,99.59,Urban Television Network,132486,99.59,Urban Civic,51366,99.58,Urban Civic (Non-NASDAQ OTC),240634,99.58,Urban Civic (Berlin),290000,99.58
Urenco Finance N.V.,16238,urenco n.v.,urenco,,,,,Renco Holdings Group,103912,99.62,Renco Holdings (Frankfurt) Group,273959,99.62,NCO Group,75161,99.43,Ren (Non-NASDAQ OTC),239413,99.43,Ren (Frankfurt),273952,99.43,NCO Group (Berlin),302215,99.43,Ren (XETRA),315054,99.43,NC Holdings,112050,99.31,C Holdings,24873,99.17,O-Bank,115989,99.17
URENCO LIMITED,9278,urenco,urenco,,,,,Renco Holdings Group,103912,99.91,Renco Holdings (Frankfurt) Group,273959,99.91,NCO Group,75161,99.67,Ren (Non-NASDAQ OTC),239413,99.67,Ren (Frankfurt),273952,99.67,NCO Group (Berlin),302215,99.67,Ren (XETRA),315054,99.67,NC Holdings,112050,99.5,C Holdings,24873,99.29,O-Bank,115989,99.29
"US Ecology, Inc.",19407,us ecology,us,US Dollar Partners,138669.0,X MSCI Japan US Dollar (Non-NASDAQ OTC),243249.0,USR Technology Inc,77977,99.83,Usun Technology,123912,99.8,Maxus Technology,55882,99.77,Darius Technology,7087,99.74,Saltus Technology (XETRA),21804,99.74,Saltus Technology,21805,99.74,Abacus Technology,31888,99.74,Cadmus Technology,33060,99.74,Thecus Technology,44131,99.74,Versus Technology,58438,99.74
"USA Mobility, Inc.",19586,usa mobility,usa,Healthcare USA,196452.0,Black Mountain Gold (Non-NASDAQ OTC) USA,244190.0,Colusa - Miliket,125386,99.67,USA Mobile Communication Holdings,69008,99.61,Kausambi Vanijya,101921,99.57000000000001,Vidusa Bileca,4439,99.56,Utusan Melayu (Malaysia),31391,99.56,Medusa Mining (Toronto),215713,99.56,Medusa Mining (Depository Interest) (London),232462,99.56,Medusa Mining (XETRA),313530,99.56,Verusa Holding,123971,99.54,Verusa Holding (Non-NASDAQ OTC),240717,99.54
USCL CORPORATION,22420,uscl corporation,uscl,,,,,Muscle Pharmaceutical,130827,99.54,Muscle Pharmaceutical (Berlin),288022,99.54,Muscle Maker,137540,99.43,Muscle Maker (Stuttgart),264814,99.43,USC,31371,99.32,SC Holdings,131767,99.22,C Holdings,24873,99.12,CLP Holdings,97137,79.52000000000001,CLP Holdings (HKSE Connect Equity),217342,79.52000000000001,CLP Holdings (SZS),217343,79.52000000000001
USCO S.P.A.,12348,usco,usco,,,,,Uscom,86875,99.89,Susco,123138,99.89,Uscom (Non-NASDAQ OTC),240645,99.89,Uscom (Non-NASDAQ OTC),240646,99.89,USC,31371,99.86,SCO Group,57360,99.86,SCO Group (Frankfurt),296981,99.86,SCO Group (XETRA),308213,99.86,Uscorp,171114,99.8,Uscorp,210977,99.8
USEC Inc.,20664,usec,usec,Usec (XETRA),308921.0,,,Usec (XETRA),308921,100.0,Housecom,110272,99.67,C Holdings,24873,99.4,Housecall Medical Resources,73471,99.26,Ludwig Beck AM Rathausec Textilhaus FEL,168847,99.19,Suse,87835,85.89,Suse (XETRA),96156,85.89,Suse (Vienna Stock Exchange),274887,85.89,Rouse,67838,85.81,Amuse,107779,85.81
USF&G Capital I,21345,usf&g capital i,usf&g,,,,,USF,77968,99.33,USF (Berlin),303567,99.33,F Investment Trust Group,125685,99.12,SFCG,30056,74.57,SG&G,122606,74.57,ASFG,128167,74.57,ASFG (Frankfurt),293306,74.57,ASFG (XETRA),304603,74.57,UFI,4314,66.66,SFP International,12121,66.66
USF&G Capital III,21462,usf&g capital iii,usf&g,,,,,USF,77968,99.3,USF (Berlin),303567,99.3,F Investment Trust Group,125685,99.11,SFCG,30056,74.54,SG&G,122606,74.54,ASFG,128167,74.54,ASFG (Frankfurt),293306,74.54,ASFG (XETRA),304603,74.54,UFI,4314,66.63,SFP International,12121,66.63
