Target Name,Target No.,preprocessed,Focus Text,Shortest Match Name,Shortest Match No.,Non-NASDAQ OTC Match Name,Non-NASDAQ OTC Match No.,Matched Name 1,Matched No. 1,Matched Score 1,Matched Name 2,Matched No. 2,Matched Score 2,Matched Name 3,Matched No. 3,Matched Score 3,Matched Name 4,Matched No. 4,Matched Score 4,Matched Name 5,Matched No. 5,Matched Score 5,Matched Name 6,Matched No. 6,Matched Score 6,Matched Name 7,Matched No. 7,Matched Score 7,Matched Name 8,Matched No. 8,Matched Score 8,Matched Name 9,Matched No. 9,Matched Score 9,Matched Name 10,Matched No. 10,Matched Score 10
RESPARCS Funding Limited Partnership I,10371,resparcs funding partnership i,resparcs,,,,,Arcs,106318,99.24,Spar Group,115285,99.24,Spar Group,138354,99.24,Spar Group (Non-NASDAQ OTC),248955,99.24,Spar Group (Berlin),266211,99.24,Spar Group (Berlin),274690,99.24,Arc Group,52363,99.18,Arc International (Non-NASDAQ OTC),52364,99.18,RCS Holdings,76381,99.18,Spa International,77051,99.18
Resurs Bank Aktiebolag,17631,resurs aktiebolag,resurs,Resurs Holding,122109.0,Resurs Holding (Non-NASDAQ OTC),239437.0,Resurs Holding,122109,99.65,Resurs Holding (Non-NASDAQ OTC),239437,99.65,Resurs Holding (Frankfurt),273992,99.65,Resurs Holding (Det) Dummy,180443,99.54,Ecta Resurs B,41943,99.53,Ecta Resurs A,178279,99.53,Resurs CNC 'B',43549,99.52,Vtorresursy,40660,99.43,Selektsiya- Plemresursy,43694,99.31,URS,61684,99.3
"RETROPHIN, INC.",19693,retrophin,retrophin,,,,,PHI Group,131303,99.5,PHI Group,189805,99.5,PHI,208718,99.5,PHI Group (Berlin),288571,99.5,PHI Group (XETRA),307795,99.5,Company-OP AG,16021,99.36,Hi,26603,99.36,PH Group,75939,99.36,T Bank,22692,99.2,O-Bank,115989,99.2
REVLON ESCROW CORPORATION,22849,revlon escrow corporation,revlon,Revlon,199929.0,,,Revlon Consumer Products,67744,99.53,Revlon 'A' Rights,199930,99.48,Revlon 'A',138079,99.46,Revlon 'A' (Mexico),218687,99.46,Revlon 'A' (BRN),228542,99.46,Revlon 'A' (Frankfurt),265781,99.46,Revlon 'A' (XETRA),308093,99.46,Revlon Class B,199931,99.46,Revlon Group Merger 12/05/87,67745,99.43,Revlon,199929,99.39
RF Alts Finance I Ltd,14735,rf alts i,rf,,,,,XRF Analytical,181545,99.61,Corfacts,128930,99.59,Ratos PRF,180406,99.56,Korf Stahl,19299,99.53,Marfin Egnatia Bank,19790,99.52,Norfolk Metals,85009,99.52,Marfin Classic,145723,99.52,Marfin Classic (Stuttgart),295821,99.52,Marfin Classic (Berlin),301925,99.52,XRF Analytical 'B',44467,99.52
R-FMZ Immobilienholding GmbH,2898,r fmz immobilienholding gmbh,r,Intracom R,168220.0,R Stahl (Non-NASDAQ OTC),239314.0,Deutsche Immobilien Holding Neue Shares,294418,99.6,Rotim Immobilien,43583,99.59,Heraeus Holding GMBH,18379,99.58,Hycroft Mining Holding A,136950,99.58,MCB Agricole Holding GDR,145769,99.58,FCR Immobilien,92681,99.57000000000001,FCR Immobilien (XETRA),92682,99.57000000000001,FCR Immobilien (Non-NASDAQ OTC),245487,99.57000000000001,Erwe Immobilien,92591,99.56,Erwe Immobilien (XETRA),92592,99.56
RGA Capital Trust I,21692,rga capital i,rga,,,,,Sargas Capital,21851,99.81,Silvergate Capital A,135021,99.73,Silvergate Capital (Mexico) A,218848,99.73,Silvergate Capital (Pet) A,252338,99.73,Silvergate Capital (Frankfurt) A,266087,99.73,Morgan Stnly Capital Trust VIII,66647,99.68,Morgan Stanley Capital Trust,66644,99.63,Morgan Stanley Capital Trust IV 6.25%,60587,99.59,JP Morgan Chase Capital IX Securities 7.80,65896,99.59,Morgan Haint,74974,99.56
RGS (Aegco) Funding Corp,21170,rgs funding corp,rgs,RGS Energy Group,199945.0,,,RGS Energy GRP (Berlin),304105,99.6,Svedbergs I Dalstorp AB,180949,99.5,Wihlborgs Fastig B (Det),176958,99.47,Svedbergs I Dalstorp B,123143,99.47,Svedbergs I (Frankfurt) Dalstorp B,274891,99.47,RGS Energy Group,199945,99.46,Wihlborgs Fastigheter,116363,99.43,Wihlborgs (Frankfurt) Fastigheter,275762,99.43,Kazanorgsintez ADR (Frankfurt),283496,99.41,Kazanorgsintez ADR (XETRA),317323,99.41
RH INTERNATIONAL (SINGAPORE) CORPORATION PTE.,17918,rh corporation pte.,rh,RH,134945.0,,,Durham Corporation,64372,99.76,MGR Corporation Berhad,28274,99.73,RNC Corporation Berhad,29701,99.73,L&M Corporation (M) Berhad,27765,99.68,NCK Corporation Berhad,28649,99.68,Sportma Corporation Berhad,30468,99.67,Ganad Corporation Berhad,26172,99.65,Medas Corporation Berhad,28196,99.65,Penas Corporation Berhad,29259,99.65,Axis Incorporation Berhad,24486,99.64
Rhein-Main Securitisation Limited,12395,rhein main securitisation,rhein,Rhein Biotechnology,21570.0,,,Rheinland Versicherung,170069,99.55,Rheinisch West (AMS),170068,99.51,Rheinmetall,87662,99.5,Rheinmetall (XETRA),95340,99.5,Rheinmetall (Swiss Stock Exchange),225570,99.5,Rheinmetall (Non-NASDAQ OTC),248396,99.5,Rheinmetall (Pet),274005,99.5,Rheinmetall (Vienna Stock Exchange),274006,99.5,Rheintex Verwaltungs,21579,99.49,Rhenag Rhein (XETRA),21580,99.49
RHI AG,2174,rhi,rhi,RHI Entertainment,57179.0,RHI (Non-NASDAQ OTC),248397.0,RHI (Non-NASDAQ OTC),248397,100.0,Hi,26603,99.8,RH,134945,99.8,RH (Mexico),218690,99.8,RH (Pet),252275,99.8,RH (Frankfurt),265794,99.8,RH (XETRA),265795,99.8,Rhipe,3593,99.75,Rhipe (Frankfurt),281513,99.75,Manurhin,19772,99.55
RHI AG,2824,rhi,rhi,RHI Entertainment,57179.0,RHI (Non-NASDAQ OTC),248397.0,RHI (Non-NASDAQ OTC),248397,100.0,Hi,26603,99.8,RH,134945,99.8,RH (Mexico),218690,99.8,RH (Pet),252275,99.8,RH (Frankfurt),265794,99.8,RH (XETRA),265795,99.8,Rhipe,3593,99.75,Rhipe (Frankfurt),281513,99.75,Manurhin,19772,99.55
Rhiag - Inter Auto Parts Italia S.p.A.,12156,rhiag  inter auto parts italia,rhiag,,,,,IAG,26828,99.18,HIA,73371,99.18,IAG Holdings,101310,99.18,RHI (Non-NASDAQ OTC),248397,99.18,Hi,26603,99.12,IA,119645,99.12,RH,134945,99.12,RH (Mexico),218690,99.12,RH (Pet),252275,99.12,RH (Frankfurt),265794,99.12
"RHODES INVESTMENT, SICAV, S.A.",7993,rhodes sicav,rhodes,Rhodes,199948.0,,,Rhodes (New Europe),67762,99.67,Rhodes,199948,99.67,Rhodes Mining Canadian,216029,99.59,Rhodes Mining Warrants 01/23/98,160690,99.42,Consolidated Rhodes Resources Warrants 92,157447,99.38,Consolidated Rhodes Resources Warrants 8/91,157446,99.36,Rhodes Mining Sponsored ADR 1 ADR = 1 Share,199949,99.33,ES Group (Holdings),118639,99.29,RH,134945,99.29,RH (Mexico),218690,99.29
"Rialto Holdings, LLC",23761,rialto,rialto,Rialto Energy (XETRA),315101.0,,,Alto Group Holdings,52128,99.8,Alto Group Holdings (Berlin),284161,99.8,Rialto Energy (XETRA),315101,99.63,Al Group,98448,99.5,LT Group,106815,99.5,To Holdings,114306,99.5,IA,119645,99.5,Al Group (Temp),164711,99.5,T Bank,22692,99.29,O-Bank,115989,99.29
RIBER - KWS SEMENTES LTDA,4519,riber  kws sementes ltda,riber,Riber,95343.0,,,Riberesute,113123,99.47,Riberesute (Berlin),302848,99.47,Riber,95343,99.34,Riber (Frankfurt),274010,99.34,Riber (XETRA),315102,99.34,IBE Holdings,26829,99.22,Be,70427,99.15,Be Group,117225,99.15,Be Group (Frankfurt),268357,99.15,Be (Frankfurt),293552,99.15
RIG CAPITAL TRUST I,21891,rig capital i,rig,Ocean Rig,37673.0,Offshore Rig Services (Non-NASDAQ OTC),37690.0,Brigadier Capital,5855,99.73,Everbright Capital,7748,99.71,Brightspire Capital A,133851,99.71,Brightspire Capital (Frankfurt) A,261837,99.71,Rigas Sporta PIL,29675,99.62,Caussa Capital Right,6243,99.61,Simmonds Capital Rights,161066,99.61,Riggs Natl Rights,67776,99.6,Frigoscandia B,42190,99.59,Riggs National,76514,99.59
Rinker Materials Corporation,21307,rinker materials corporation,rinker,Rinker Group,3605.0,,,Brinker International 144A Common,203456,99.55,Rinker Group ADR 1:5,209318,99.48,Rinker Group,3605,99.35,Rinker Group (Berlin),302861,99.35,Brinker International,133853,99.34,Brinker International (Pet),251172,99.34,Brinker International (Frankfurt),261841,99.34,Brinker International (XETRA),304884,99.34,Inker,8955,99.3,Inke,101487,99.25
Rio Casca Energetica S.A.,4544,rio casca energetica,rio,Rio Algom,160703.0,Rio Silver (Non-NASDAQ OTC),248415.0,Rio Grande Energia PN,146898,99.63,Rio Grande Energia On,152621,99.63,Rio Certificates (Frankfurt),170096,99.61,Brio C Preference,177748,99.59,Patriot Scientific (Munich),288486,99.58,Patriot Scientific (XETRA),307715,99.58,Virios Therapeutics,138740,99.56,Warrior Energy Services,78226,99.56,Rio Grande Forestal,138103,99.56,Warrior Energy Services (Berlin),303686,99.56
