Target Name,Target No.,Top Match Name,Top Match No.,Top Match Score,All Matched
"BBA U.S. HOLDINGS, INC.",24641,Holdings,206120,90,"[('Holdings', 90), ('Holdings', 90), ('LDI Corporation', 90), ('Holdings', 90), ('Holdings', 90), ('Corporation Holding', 90), ('Holdings', 90), ('3Q Holdings', 86), ('A N G Holdings (Australian)', 86), ('Action Holdings (Merg 21/07/93 SEE314292)', 86)]"
"HEARTLAND DENTAL, LLC",24642,ENT,1607,90,"[('ENT', 90), ('Dental Corporation', 90), ('AR', 90), ('Art', 90), ('Art', 90), ('D&D', 90), ('Art', 90), ('Heartland', 90), ('Land', 90), ('Dental Corporation', 90)]"
"Sabal Trail Transmission, LLC",24644,Ion,73918,90,"[('Ion', 90), ('MIS', 90), ('Ans', 90), ('NSM', 90), ('Ion', 90), ('Smis Corporation', 90), ('NSM', 90), ('National Energy and Gas Transmission', 86), (""Track 'N Trail"", 86), ('Pine Trail Real Estate Investment Units A', 86)]"
CENTENE ESCROW I CORPORATION,24647,ENT,1607,90,"[('ENT', 90), ('Ten', 90), ('CR Capital', 90), ('Centene', 90), ('Fabrika Otkovaka I Armature', 86), ('FIP Infra-Estr BB VTRM Energ Sustentavel I', 86), ('I D C', 86), ('Raiffeisen Bank D D Bosna I Hercegovina', 86), ('Rio Bravo Credito Imobiliario I FII', 86), ('Unis Proizvodnja I Prerada Zice', 86)]"
"GREAT-WEST LIFECO FINANCE 2018, LP",24651,Great West Lifeco,80311,90,"[('Great West Lifeco', 90), ('Afro West Mining', 86), ('Allco Finance Group', 86), ('Beneficial Finance', 86), ('Delta West', 86), ('Ding Sheng XIN Finance', 86), ('Dominant Finance Inc', 86), ('East West Energy', 86), ('Golden West Refining', 86), ('Great Southern', 86)]"
BLUESCOPE FINANCE (AMERICAS) LLC,24654,Blue Capital,832,90,"[('Blue Capital', 90), ('Beneficial Finance', 86), ('Dominant Finance Inc', 86), ('Hyundai Finance', 86), ('Palm Beach Finance', 86), ('Prime Finance', 86), ('Socotherm Americas', 86), ('Chilectra Americas', 86), ('Endesa Americas', 86), ('Endesa Americas', 86)]"
"ALLIANT ENERGY FINANCE, LLC",24665,Energy,79025,90,"[('Energy', 90), ('All Corporation', 90), ('ERG', 90), ('ANT', 90), ('Energy', 90), ('INA', 90), ('Energy', 90), ('ERG', 90), ('ERG', 90), ('Acer Energy', 86)]"
"NBM US HOLDINGS, INC.",24666,Holdings,206120,90,"[('Holdings', 90), ('Holdings', 90), ('LDI Corporation', 90), ('Holdings', 90), ('Holdings', 90), ('Corporation Holding', 90), ('Holdings', 90), ('NMS Holdings', 89), ('A N G Holdings (Australian)', 86), ('Action Holdings (Merg 21/07/93 SEE314292)', 86)]"
"Energizer Gamma Acquisition, Inc.",24667,Izer,83977,90,"[('Izer', 90), ('Infor Acquisition Class A Restricted Voting Shares', 86), ('Mcewen Mining and Minera Andes Acquisition', 86), ('W 7 Acquisition', 86), ('CIS Acquisition', 86), ('Energizer Egypt', 86), ('Gamma Holding', 86), ('Ray Acquisition', 86), ('Bookook Future Stars Special Purpose Acquisition', 86), ('Daewoo Securities Green Korea Special Purpose Acquisition', 86)]"
"AHP HEALTH PARTNERS, INC.",24673,Art,125058,90,"[('Art', 90), ('Art', 90), ('Art', 90), ('Health', 90), ('Health', 90), ('Artner', 90), ('Capital Partners', 90), ('Art', 90), ('P3 Health Partners A', 87), ('Advanced Digital Health Mdcna Preventiva On', 86)]"
BAYER US FINANCE II LLC,24674,INA,65640,90,"[('INA', 90), ('Bayer', 90), ('S&F Capital', 90), ('Bay Capital', 90), ('Bayer', 90), ('China Finance Holding Company', 86), ('FI Imobiliario Tourmalet II Sen B', 86), ('Gregem Bond US Dollar Rise Cap', 86), ('Perls II Trust Perpetual Exchequer Resettable SEC', 86), ('Berkeley Capital II', 86)]"
SB ONE BANK,24675,Bank One,62826,95,"[('Bank One', 95), ('One Bank', 95), ('One', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90)]"
"WARNER MEDIA, LLC",24678,Media Capital,94425,90,"[('Media Capital', 90), ('AR', 90), ('Media Capital', 90), ('Media Capital', 90), ('Media Capital', 90), ('Media Capital', 90), ('Edia', 90), ('WA', 90), ('IA', 90), ('Consolidated Media Holdings', 86)]"
"LANDMARK BANCSHARES, INC.",24686,Ark,32366,90,"[('Ark', 90), ('Landmark Corporation', 90), ('Share', 90), ('Landmark Bancshares Merger Into 938370', 90), ('Security Banc', 90), ('Land', 90), ('Ares Capital', 90), ('Bancshares Portfolio Instalment', 86), ('D&D', 86), ('Alliance Bancshares California', 86)]"
ENCORE CAPITAL EUROPE FINANCE LIMITED,24689,Europe,17350,90,"[('Europe', 90), ('Incorporated (Europe)', 90), ('Core', 90), ('INA', 90), ('Core', 90), ('Euro', 90), ('Australian Coachlines Holdings (New Europe)', 86), ('Polypal Europe', 86), ('Prime Finance', 86), ('Encore Tickets', 86)]"
MAGNOLIA OIL & GAS OPERATING LLC,24690,Opera Limited,173996,90,"[('Opera Limited', 90), ('AED Oil', 86), ('Apollo Gas', 86), ('Aurora Oil and Gas', 86), ('Austex Oil', 86), ('Bass Strait Oil Trust', 86), ('Bridge Oil', 86), ('Brunswick Oil', 86), ('CH4 Gas', 86), ('Eastern Star Gas', 86)]"
Prologis Euro Finance LLC,24697,Prologis,61060,90,"[('Prologis', 90), ('INA', 90), ('S E', 90), ('Euro', 90), ('Prime Finance', 86), ('Euro Daus', 86), ('Euro Daus 1963', 86), ('Euro Invest FX', 86), ('Euro-Industries (Suspended - 01/03/93)', 86), ('Paramount Ventures and Finance A', 86)]"
"MASON FINANCE SUB, INC.",24699,MAS,115912,90,"[('MAS', 90), ('INA', 90), ('MAS', 90), ('Mason Capital', 90), ('China Finance Holding Company', 86), ('North Ryde Community Finance', 86), ('Atlantis Communications Sub Voting Shares', 86), ('Cable Satisfaction International Sub Voting Shares', 86), (""Canadian Sub-Surface Energy Services 'A'"", 86), (""Central Capital 'A' Sub Voting Convertible"", 86)]"
WELLS FARGO FINANCE LLC,24701,Wells Fargo Finance,148216,100,"[('Wells Fargo Finance', 100), ('INA', 90), ('Far', 90), ('Well', 90), ('S&F Capital', 90), ('China Finance Holding Company', 86), ('Minerva Finance and Investment', 86), ('Paramount Ventures and Finance A', 86), ('Petrobras Inernational Finance Company', 86), ('RCI Finance', 86)]"
"HLF FINANCING SARL, LLC",24704,CIN,15946,90,"[('CIN', 90), ('Financing', 90), ('INA', 90), ('F&F', 90), ('NCI Inc', 90), ('Advanced Equity (XETRA) Financing', 86), ('Fremont General Financing I Torps 9%', 86), ('Consumers Energy Financing III', 86), ('Consumers Energy Financing Trust Originated Preferred Securities 8.36%', 86), ('Pacific Telesis Financing I Trust Originated Preferred Securities 7.56%', 86)]"
"ASSERTIO THERAPEUTICS, INC.",24706,ICS,35449,90,"[('ICS', 90), ('ICS', 90), ('RTI', 90), ('UTI', 90), ('Utics', 90), ('Hera', 90), ('UTI', 90), ('SSE', 90), ('Akero Therapeutics', 87), ('Spero Therapeutics', 87)]"
