Target Name,Target No.,preprocessed,Focus Text,Shortest Match Name,Shortest Match No.,Non-NASDAQ OTC Match Name,Non-NASDAQ OTC Match No.,Matched Name 1,Matched No. 1,Matched Score 1,Matched Name 2,Matched No. 2,Matched Score 2,Matched Name 3,Matched No. 3,Matched Score 3,Matched Name 4,Matched No. 4,Matched Score 4,Matched Name 5,Matched No. 5,Matched Score 5,Matched Name 6,Matched No. 6,Matched Score 6,Matched Name 7,Matched No. 7,Matched Score 7,Matched Name 8,Matched No. 8,Matched Score 8,Matched Name 9,Matched No. 9,Matched Score 9,Matched Name 10,Matched No. 10,Matched Score 10
AFFINITY SUTTON CAPITAL MARKETS PLC,9381,affinity sutton capital markets,affinity,Affinity Internet,44728.0,Affinity Metals (Non-NASDAQ OTC),243477.0,Affinity Bancshares,135435,99.6,Affinity Bancshares (Frankfurt),260985,99.6,Affinity Internet,44728,99.58,Affinity Networks,127888,99.58,Affinity Internet (Frankfurt),293005,99.58,Affinity Internet (XETRA),309554,99.58,Affinity Metals,81032,99.57000000000001,Affinity Metals (Non-NASDAQ OTC),243477,99.57000000000001,Affinity Metals (Frankfurt),260986,99.57000000000001,Affinity Media International Units,69702,99.55
Africa Finance Corporation,16062,africa corporation,africa,Africa,23982.0,Africa (Non-NASDAQ OTC),234020.0,East Africa Gold Corporation,7433,99.78,Africa Opportunity,139230,99.72,Africa Opportunity (Berlin),267564,99.72,African Champion,14239,99.71,African Platinum,44738,99.71,African Platinum (Berlin),299407,99.71,African Copper,44731,99.69,African Copper,52025,99.69,African Copper (BOT),214878,99.69,African Copper (Toronto),214879,99.69
African Bank Limited,25566,african,african,African,52022.0,African Minerals (Non-NASDAQ OTC),243484.0,African,52022,100.0,African Bank Investment (XETRA),309565,100.0,Africa,23982,99.92,Africa (Non-NASDAQ OTC),234020,99.92,Africa (Frankfurt),276407,99.92,African Sun,124939,99.78,African Iron (Non-NASDAQ OTC),52027,99.74,Arab African International Bank,59067,99.74,African Gold,81038,99.74,African Gold,182383,99.74
African Development Bank,5692,african development,african,African,52022.0,African Minerals (Non-NASDAQ OTC),243484.0,African Bank Investments,31989,99.74,African Bank Investments (Non-NASDAQ OTC),234017,99.74,African Bank Investments (Frankfurt),276408,99.74,African Oxygen,31995,99.67,African Copper,44731,99.67,African Copper,52025,99.67,African Copper (BOT),214878,99.67,African Copper (Toronto),214879,99.67,African Oxygen (Namibian),227031,99.67,African Metals (Non-NASDAQ OTC),234028,99.67
AG Insurance SA/NV,3779,insurance sa/nv,insurance,Gulf Insurance,119224.0,Aioi Insurance (Non-NASDAQ OTC),234057.0,Trust International Insurance,138590,99.75,Insurance Company Misto,42532,99.73,Insurance House,126104,99.73,Insurancesigorta,2237,99.71,Insurance Australia Group,80634,99.71,Insurance Australia Group (Non-NASDAQ OTC),246398,99.71,Insurance Australia Group (Frankfurt),271327,99.71,Insurance Australia Group (XETRA),312793,99.71,AIA Insurance Lanka,116626,99.71,Thai Insurance NVDR,181107,99.71
"AGC Capital, Inc.",21523,agc capital,agc,,,,,Agcert International,44743,99.47,Agcert International (Berlin),299411,99.47,Agcabadi Pambiq,92,99.46,Magclick (Berlin),301902,99.42,Eagc Ventures,7419,99.42,AGCO,133636,99.4,AGCO (Mexico),216658,99.4,AGCO (BRN),223703,99.4,AGCO (Pet),250948,99.4,AGCO (Frankfurt),260998,99.4
Ageas Finance N.V.,16141,ageas n.v.,ageas,Ageas (Milan),267577.0,Ageas (Non-NASDAQ OTC),243490.0,Ageas (ex-Fortis),87583,99.67,Ageas (ex-Fortis) (Mexico),216659,99.67,Ageas (Swiss Stock Exchange),223704,99.67,Ageas (Non-NASDAQ OTC),243490,99.67,Ageas (ex-Fortis) (Frankfurt),267574,99.67,Ageas (ex-Fortis) (Vienna Stock Exchange),267575,99.67,Ageas (ex-Fortis) (XETRA),267576,99.67,Ageas (Milan),267577,99.67,Ageas (Luxembourg),284032,99.67,Ageas 'B' Strip,164662,99.48
Ageas Hybrid Financing S.A.,15168,ageas hybrid financing,ageas,Ageas (Milan),267577.0,Ageas (Non-NASDAQ OTC),243490.0,Ageas 'B' Strip,164662,99.49,Ageas Sponsored Belgium ADR 1:1,184015,99.42,Ageas Sponsored (Munich) Belgium ADR 1:1,254690,99.42,Ageas (ex-Fortis),87583,99.37,Ageas (ex-Fortis) (Mexico),216659,99.37,Ageas (Swiss Stock Exchange),223704,99.37,Ageas (Non-NASDAQ OTC),243490,99.37,Ageas (ex-Fortis) (Frankfurt),267574,99.37,Ageas (ex-Fortis) (Vienna Stock Exchange),267575,99.37,Ageas (ex-Fortis) (XETRA),267576,99.37
Ageasfinlux S.A.,15137,ageasfinlux,ageasfinlux,,,,,Ageas (ex-Fortis),87583,99.62,Ageas (ex-Fortis) (Mexico),216659,99.62,Ageas (Swiss Stock Exchange),223704,99.62,Ageas (Non-NASDAQ OTC),243490,99.62,Ageas (ex-Fortis) (Frankfurt),267574,99.62,Ageas (ex-Fortis) (Vienna Stock Exchange),267575,99.62,Ageas (ex-Fortis) (XETRA),267576,99.62,Ageas (Milan),267577,99.62,Ageas (Luxembourg),284032,99.62,GEA,17838,99.43
AGENCE FRANCAISE DE DEVELOPPEMENT EPIC,8511,agence francaise de developpement epic,agence,L Agence Automobiliere,94139.0,,,Les Agences de Papa,94212,99.46,L Agence Automobiliere,94139,99.4,Agen,99,99.19,CE Holdings,108530,99.1,NC Holdings,112050,99.1,C Holdings,24873,99.05,Panagene,121640,90.35000000000001,Futuragene,47302,90.34,Stratagene,77223,90.34,Futuragene (Berlin),286503,90.34
AGFC CAPITAL TRUST I,22263,agfc capital i,agfc,,,,,GFC,17941,99.35,AGF (EASDAQ),293012,99.35,C Holdings,24873,99.13,F Investment Trust Group,125685,99.13,FCA International,7872,79.55,FCT,25935,79.55,FCM,25934,79.44,FCX International,47095,79.44,FCX International PLC,72480,79.44,FCW Holdings,109524,79.44
AGL Capital Corporation,21647,agl capital corporation,agl,AGL Resources,58816.0,AGL Energy (Non-NASDAQ OTC),243495.0,Eagle Corporation,1488,99.75,Eagle Point Software Corporation,72052,99.73,Eagle Hill Exploration,7421,99.67,Eagle Hill Exploration (Non-NASDAQ OTC),236006,99.67,Eagle Hill Exploration (Frankfurt),278308,99.67,Eagle Hill Exploration (XETRA),311524,99.67,Eagle Capital Growth Fund,139803,99.67,Platinum Eagle Acquistion Corporation,199284,99.63,Double Eagle Entertainment Corporation,7314,99.62,AGL Capital Trust II Preferred Trust Securities,142270,99.6
Agos-Ducato S.p.A.,12264,agos ducato,agos,,,,,Hotelagos Dead Limited Data,18505,99.53,Kagoshima Bank,27367,99.5,Kagoshima Bank (Non-NASDAQ OTC),237513,99.5,Agostini's Limited,41123,99.48,Agostini S,116606,99.48,Orszagos Takar (New Europe),296361,99.48,Galapagos NV BDR,149131,99.44,Toagosei,107247,99.42,Toagosei (Non-NASDAQ OTC),249402,99.42,Galapagos,88668,99.4
AGREE LIMITED PARTNERSHIP,23325,agree partnership,agree,Agree Realty,133642.0,,,Nagreeka Exports,102876,99.61,Agree Rlty 1000 DEP,184029,99.56,Agree Realty,133642,99.55,Agree Realty (Frankfurt),261011,99.55,Agree Realty (XETRA),304323,99.55,Pharmagreen Biotechnology,131299,99.43,Nagreeka Capital and Infrastructure,102875,99.42,Dynagreen Environmental Protection Group 'H',100206,99.4,Dynagreen Environmental Protection Group 'A',154182,99.4,Dynagreen Environmental Protection Group (SSE Connect Equities) 'A',214643,99.4
Agricultural Bank Financial Assets Investment,7184,agricultural financial assets,agricultural,Agricultural Marketing,81049.0,Australian Agricultural (Non-NASDAQ OTC),243902.0,Agricultural Bank of China 'A',87343,99.7,Agricultural Bank (SSE Connect Equities) of China 'A',211669,99.7,Agricultural Bank (XETRA) of China 'A',309589,99.7,Misr Agricultural and Chemicals,20081,99.67,Misr Agricultural and Chemicals,159707,99.67,Agricultural Bank of China 'H',162196,99.67,Agricultural Bank (HKSE Connect Equity) of China 'H',219432,99.67,Agricultural Bank (SZS) of China 'H',219433,99.67,Agricultural Bank (Non-NASDAQ OTC) of China 'H',250083,99.67,Agricultural Bank (Frankfurt) of China 'H',254694,99.67
"Ahold Finance U.S.A., LLC",21537,ahold u.s.a.,ahold,Ahold ADR,142276.0,Ahold Koninklijke (Non-NASDAQ OTC),243501.0,Ahold ADR,142276,99.67,Ahold (Brussels),214889,99.59,Baholding,108156,99.48,Dunaholding N,143965,99.48,Dunaholding RT,25638,99.46,Terraholding B,30906,99.46,Ataholdinq,335,99.45,Mediaholding,120853,99.42,Ahold Koninklijke (Swiss Stock Exchange),227043,99.41,Ahold Koninklijke (Non-NASDAQ OTC),243501,99.41
Ahold Lease Series 2001-A-2-Pass Through Trust,21705,ahold lease series 2001 a 2 pass through,ahold,Ahold ADR,142276.0,Ahold Koninklijke (Non-NASDAQ OTC),243501.0,Ahold Dividend '00,14304,99.38,Ahold ADR,142276,99.33,Koninklijke Ahold DLHZ N V Sponsored ADR 1:1,188729,99.33,Koninklijke Ahold DLHZ N V (Frankfurt) Sponsored ADR 1:1,257998,99.33,Ahold Koninklijke (Swiss Stock Exchange),227043,99.32,Ahold Koninklijke (Non-NASDAQ OTC),243501,99.32,Ahold Koninklijke (Dutch Trading Service),293026,99.32,Ahold Koninklijke (VIRT-X),293027,99.32,Ahold Koninklijke (SEAQ International),293028,99.32,Koninklijke Ahold (XETRA) ADR 1:1,291744,99.31
AHUJA HIVE PRIVATE LIMITED,11998,ahuja hive private,ahuja,,,,,Hu Group Holdings,106648,99.2,Hu Group Holdings (Non-NASDAQ OTC),246227,99.2,J Trust,110632,99.11,J-Group Holdings,110634,99.11,J-Holdings,110635,99.11,J Trust (Stuttgart),271481,99.11,Yantai Dahua Holdings (Berlin),303810,88.44,Banco del Tungurahua,78764,88.36,Raheja Universal Limited,29512,79.79,Alujain Corporation,115343,79.74000000000001
AHV Access Health Vancouver Ltd.,5144,ahv access health vancouver,ahv,,,,,Bahvest Resources,108157,99.45,V Group,132515,99.07,Spectrum Resources Inc Utah,77078,79.48,Seah Holdings,122475,79.46000000000001,Neenah,60714,79.44,Sennah (Brussels),216083,79.44,Neenah (Pet),238358,79.44,Neenah (Frankfurt),280499,79.44,Tsui Wah Holdings,105420,79.43,Tsui Wah Holdings (Frankfurt),282581,79.43
AIB MORTGAGE BANK,10955,aib mortgage,aib,AIB Group,87584.0,,,Saibu Gas Holdings,113246,99.57000000000001,Saibu Gas Holdings (Frankfurt),274149,99.57000000000001,Saibu Gas (XETRA),315239,99.57000000000001,Caraiba Met,150974,99.52,Caraiba Met PNA,150976,99.52,Caraiba Met PNE,150978,99.52,Naibu Global International,49194,99.5,Naibu Global International (Stuttgart),280456,99.5,Liz Claiborne (XETRA),306850,99.48,Aibit,32117,99.47
AIG-FP Capital Funding Corp.,21978,aig fp capital funding corp.,aig,AIG Industries,14315.0,,,Taiga Building Products,22709,99.47,Baig Spinning Mills,32625,99.47,Taiga Building Products,86482,99.47,Taiga Building Products,161370,99.47,Taiga Building Products (Non-NASDAQ OTC),249184,99.47,Taiga Building (Frankfurt) Products,266432,99.47,Saigon - Ha Noi Beer Corporation,126880,99.47,Saigon Thuong Tin Commercial,124827,99.46,Saigon Fishing N,126887,99.45,Graig Shipping A,182886,99.45
