Target Name,Target No.,Top Match Name,Top Match No.,Top Match Score,All Matched
"Comcast Cable Communications Holdings, Inc.",21797,Capital Communication,15640,90,"[('Capital Communication', 90), ('Holdings', 90), ('Cable Trust', 90), ('Holdings', 90), ('Unica', 90), ('Holdings', 90), ('Munic', 90), ('Holdings', 90), ('Corporation Holding', 90), ('Holdings', 90)]"
RBS Capital Trust B,21798,BS,24840,90,"[('BS', 90), (""Acindar 'B'"", 86), (""American Plast 'B'"", 86), (""Anhyp 'B'"", 86), (""Astra 'B'"", 86), ('B Digital', 86), ('B Monospool Paper', 86), ('B Z Dolna Mitroploia', 86), ('B-63-D AD', 86), (""Bagley 'B'"", 86)]"
BNP Paribas Capital Trust VI,21799,Riba,11746,90,"[('Riba', 90), ('Paribas', 90), ('AR', 90), ('Ariba', 90), ('PA', 90), ('Bas', 90), ('Paribas', 90), ('Banque Paribas Belges Paricor Parfixi 2000 Capital', 86), ('Perpetual Growth Fund VI Mutual', 86), ('Banque Nationale de Paris Paribas', 86)]"
First Tennessee Bank National Association,21800,National,222336,90,"[('National', 90), ('National', 90), ('National', 90), ('National', 90), ('National', 90), ('Adelaide Bank', 86), ('Advance Bank Australia', 86), ('AFB Bank ASC', 86), ('Azar-Turk Bank', 86), ('Bahrain International Bank', 86)]"
PRICOA Global Funding I,21801,Icoa,130092,90,"[('Icoa', 90), ('ICO', 90), ('Globa', 90), ('Global', 90), ('Global', 90), ('L&F', 90), ('Icoa', 90), ('Antipodes Global Investment Company', 86), ('Ask Funding', 86), ('European Investors Global Property Trust Dead', 86)]"
"MUNICIPAL CORRECTIONS FINANCE, L.P.",21802,Munic,94628,90,"[('Munic', 90), ('Allco Finance Group', 86), ('Beneficial Finance', 86), ('Dominant Finance Inc', 86), ('Hyundai Finance', 86), ('Intermills (Finance)', 86), ('Palm Beach Finance', 86), ('Prime Finance', 86), ('Mackenzie Finance', 86), ('RCI Finance', 86)]"
"SG Structured Products, Inc.",21803,Structured Products,200837,95,"[('Structured Products', 95), ('Structured Products', 95), ('Structured Products', 95), ('Structured Products', 95), ('Duc', 90), ('CTS', 90), ('CTS', 90), ('Red Capital', 90), ('Capital Product', 90), ('Structured Products Tiers 2003', 88)]"
AIG-Mezzvest Funding Limited,21804,Ask Funding,318,86,"[('Ask Funding', 86), ('Criterion Dow Jones AIG Commodity Index Fund Units', 86), ('BBVA Capital Funding', 86), ('D&D', 86), ('Muni Funding Company of America 144A', 86), ('United Development Funding IV Common Shares of Beneficial Interest', 86), ('United Development Funding III Unit', 86), ('Asta Funding', 86), (""Corts Trust Bellsouth Capital Funding 'D' Corts 7.12%"", 86), ('Great Britain Property Funding Corporation', 86)]"
TEXAS COMPETITIVE ELECTRIC HOLDINGS COMPANY LL,21805,Trust Company,4284,90,"[('Trust Company', 90), ('C Holdings', 90), ('Holdings', 90), ('Holdings', 90), ('Holdings', 90), ('Holdings', 90), ('Corporation Holding', 90), ('Holdings', 90), ('3Q Holdings', 86), ('A N G Holdings (Australian)', 86)]"
MBIA Insurance Corporation,21806,IA,119645,90,"[('IA', 90), ('NC&', 90), ('NS', 90), ('MB Securities', 90), ('MBIA', 90), ('Zambia Reinsurance', 88), ('Arabia Insurance', 87), ('Arab International Insurance Company', 86), ('Bulstrad Viena Insurance Group', 86), ('Freedom Insurance Group', 86)]"
ING Security Life Institutional Funding,21807,Life,120584,90,"[('Life', 90), ('Life', 90), ('Life', 90), ('Life', 90), ('Ask Funding', 86), ('Colonial Mutual Life', 86), ('Fai Life', 86), ('Health and Life', 86), ('ING Industrial Fund', 86), ('Life Tel On', 86)]"
ComEd Financing III,21808,Comed Financing,143540,95,"[('Comed Financing', 95), ('Financing', 90), ('INA', 90), ('NCI Inc', 90), ('Income Streams III Equity Dividend', 86), ('Advanced Equity (XETRA) Financing', 86), ('D&D', 86), ('American Tax Credit Properties Units Limited Partnership III', 86), ('Fremont General Financing I Torps 9%', 86), ('United Development Funding III Unit', 86)]"
"OneBeacon U.S. Holdings, Inc.",21809,One,112488,90,"[('One', 90), ('Acon', 90), ('Holdings', 90), ('Holdings', 90), ('LDI Corporation', 90), ('Holdings', 90), ('One', 90), ('Holdings', 90), ('Eaco', 90), ('Corporation Holding', 90)]"
Miller Brewing Company,21810,Trust Company,4284,90,"[('Trust Company', 90), ('MPA', 90), ('Win', 90), ('Antipodes Global Investment Company', 86), ('Arab International Insurance Company', 86), ('Barbados Shipping and Trading Company Limited', 86), ('Bulgarian Telecommunications Company', 86), ('Company On', 86), ('Prudential Investment Company of Australia', 86), ('Sigma Company', 86)]"
Antonveneta Capital Trust I,21811,ANT,44920,90,"[('ANT', 90), ('Ta', 90), ('NVE', 90), ('Banca Antonveneta', 87), ('Fabrika Otkovaka I Armature', 86), ('FIP EM Infu XP Omega I', 86), ('FIP Infra-Estr BB VTRM Energ Sustentavel I', 86), ('I D C', 86), ('Jelen I Staklorad DD', 86), ('Raiffeisen Bank D D Bosna I Hercegovina', 86)]"
Antonveneta Capital Trust II,21812,ANT,44920,90,"[('ANT', 90), ('Ta', 90), ('NVE', 90), ('FI Imobiliario Tourmalet II Sen B', 86), ('Perls II Trust Perpetual Exchequer Resettable SEC', 86), ('B Split II Cap Shares', 86), ('Canadian Resources Income Trust II Unit', 86), ('Connor Clark and Lunn Conservative Income Fund II Units', 86), ('Connor Clark and Lunn Global Financials Fund II', 86), ('Energy Split II Capital Yield Shares', 86)]"
Boston Properties Limited Partnership,21813,Roper,67830,90,"[('Roper', 90), ('Artner', 90), ('Capital Partners', 90), ('Capital Properties', 90), ('Boston Properties', 90), ('Capital Properties', 90), ('D J Properties', 86), ('Inn Properties', 86), ('Kurts Properties', 86), ('State Properties', 86)]"
Toll Brothers Finance Corp.,21814,Toll Brothers,135166,90,"[('Toll Brothers', 90), ('Dominant Finance Inc', 86), ('Hyundai Finance', 86), ('Prime Finance', 86), ('Toll Holdings', 86), ('Lanitis Brothers', 86), ('Mackenzie Finance', 86), ('RCI Finance', 86), ('Silk Road Finance', 86), ('3A Finance', 86)]"
"Boardwalk Pipelines, LP",21815,Line,27889,90,"[('Line', 90), ('Boardwalk Securities', 90), ('Ines', 90), ('IPE', 90), ('Koch Pipelines Canadian Limited Partnership Units', 86), ('D&D', 86), ('W-W Capital', 86), ('TC Pipelines', 86), ('R R Securities', 86), ('Transcanada Pipelines First Preferred Service y', 86)]"
National Capital Trust (Delaware),21816,Delaware National Bank,71807,95,"[('Delaware National Bank', 95), ('Valley National Delaware', 95), ('AWA', 90), ('Ion', 90), ('National', 90), ('National', 90), ('ONA', 90), ('National', 90), ('ATI', 90), ('Ion', 90)]"
"Monitronics International, Inc.",21817,Monitronics International,130786,100,"[('Monitronics International', 100), ('National', 90), ('Terna', 90), ('Inter', 90), ('National', 90), ('National', 90), ('Tern', 90), ('Nitron', 90), ('National', 90), ('Tern', 90)]"
Westpac Capital Trust III,21818,West,78284,90,"[('West', 90), ('West', 90), ('West', 90), ('PA', 90), ('Income Streams III Equity Dividend', 86), ('Penfold Capital Acquisition III', 86), ('R Split III Class A', 86), ('Westpac (New Zealand) Investments', 86), ('IPF III Spor VSZ IF', 86), ('American Tax Credit Properties Units Limited Partnership III', 86)]"
"Level 3 Financing, Inc.",21819,CIN,15946,90,"[('CIN', 90), ('Financing', 90), ('INA', 90), ('NCI Inc', 90), ('Australian Masters Corporate Bond Fund Number 3', 86), ('Australian Masters Yield Fund Number 3', 86), ('Baki TMP 3', 86), ('China Southern Ruihe 3 y Open Mixed Fund', 86), ('High Level Designs Systems', 86), ('Hollinger Canadian Publishing Non Voting Split Level Share', 86)]"
