Target Name,Target No.,Top Match Name,Top Match No.,Top Match Score,All Matched
EMERA US FINANCE LP,24341,INA,65640,90,"[('INA', 90), ('Emera', 90), ('Mera', 90), ('S&F Capital', 90), ('China Finance Holding Company', 86), ('Gregem Bond US Dollar Rise Cap', 86), ('Minerva Finance and Investment', 86), ('Paramount Ventures and Finance A', 86), ('Petrobras Inernational Finance Company', 86), ('RCI Finance', 86)]"
"DUKE ENERGY FLORIDA PROJECT FINANCE, LLC",24342,Project Corporation,3397,90,"[('Project Corporation', 90), ('Energy', 90), ('Energy', 90), ('Florida Capital', 90), ('Energy', 90), ('A Pro', 90), ('Duke Energy', 90), ('Duke Energy', 90), ('Duke Energy', 90), ('Acer Energy', 86)]"
SWITCH LTD.,24344,Switch,150002,100,"[('Switch', 100), ('ITC', 90), ('Controls and Switchgear Contractors', 90), ('IT', 90), ('National Switchgears', 90), ('KTB Switch 30 Series 1', 90), ('Midas 30 Switch Dream Fund', 90), ('Midas Switch Fund 1', 90), ('Midas Switch Fund 2', 90), ('Regent KOSDAQ 30 Switch', 90)]"
"I3 VERTICALS, LLC",24347,I3 Verticals A,136957,95,"[('I3 Verticals A', 95), ('Ical', 90), ('IC', 90), ('ICA AB', 90), ('RTI', 90), ('CA', 90), ('Rtica', 90), ('ALS', 90), ('IC', 90), ('LS', 90)]"
KFC HOLDING CO.,24348,NKF Holding,20559,91,"[('NKF Holding', 91), ('TFC Holding', 91), ('KOC Holding', 91), ('FBC Holding', 91), ('KFC Holdings (Malaysia)', 90), ('KFC', 90), ('LDI Corporation', 90), ('KFC', 90), ('KFC Holdings Japan', 90), ('Corporation Holding', 90)]"
"First Financial Bank, National Association",24349,National,222336,90,"[('National', 90), ('Financial Trust Corporation', 90), ('First Financial', 90), ('National', 90), ('National', 90), ('Financial Trust Corporation', 90), ('First Financial', 90), ('Financial Trust Corporation', 90), ('First Financial', 90), ('Financial Trust Corporation', 90)]"
"ENTERGY GULF STATES LOUISIANA, LLC",24351,Stat,30528,90,"[('Stat', 90), ('Gulf', 90), ('Louis Capital', 90), ('Louis Capital', 90), ('Entergy', 90), ('Gulf Foods', 86), ('Gulf Manganese', 86), ('Gulf Monetary Group', 86), ('United Gulf Bank', 86), ('United States Residential Fund Stapled Units', 86)]"
CROWLEY BLUE WATER PARTNERS LLC,24353,Blue Capital,832,90,"[('Blue Capital', 90), ('Artner', 90), ('Capital Partners', 90), ('Blue Line Cruises', 86), ('Blue Tree On 1000', 86), ('Contango Capital Partners', 86), ('Evans and Partners Global Distruption Fund', 86), ('Eyecare Partners', 86), ('Raw Capital Partners', 86), ('Blue Gold Mining', 86)]"
"DIAGEO NORTH AMERICA, INC.",24356,North,28907,90,"[('North', 90), ('IAG', 90), ('North', 90), ('ICA AB', 90), ('AME', 90), ('Geo', 90), ('Diageo', 90), ('ICA AB', 90), ('ICA AB', 90), ('AME', 90)]"
"FBM FINANCE, INC.",24359,INA,65640,90,"[('INA', 90), ('NC&', 90), ('Allco Finance Group', 86), ('Beneficial Finance', 86), ('China Finance Holding Company', 86), ('Ding Sheng XIN Finance', 86), ('Intermills (Finance)', 86), ('North Ryde Community Finance', 86), ('Palm Beach Finance', 86), ('Mackenzie Finance', 86)]"
HILTON ESCROW ISSUER LLC,24364,Hilton Head,47845,86,"[('Hilton Head', 86), ('W-W Capital', 86), ('Hilton Hotels', 86), ('ISS', 86), ('R R Securities', 86), ('T T', 86), ('Issuer Direct', 86), ('SG Issuer Copper X2 Daily Long 31DEC99', 86), ('SG Issuer Copper X2 Daily Short 31DEC99', 86), ('SG Issuer Copper X3 Daily Long 31DEC99', 86)]"
"CONTURA ENERGY, INC.",24367,Contour Energy,71503,93,"[('Contour Energy', 93), ('Energy', 90), ('ERG', 90), ('Energy', 90), ('Energy', 90), ('ERG', 90), ('ERG', 90), ('RG Securities', 90), ('Contura Energy Warrants Series A', 90), ('Advanced Energy Systems', 86)]"
ADIENT US LLC,24368,ENT,1607,90,"[('ENT', 90), ('IE', 90), ('ADI', 90), ('Adient', 90), ('Gregem Bond US Dollar Rise Cap', 86), ('D&D', 86), ('T T', 86), ('Productive Business Solution US Dollar', 86), ('US Dollar Partners', 86), ('Sprott Physical (Toronto) Silver Trust US Dollar', 86)]"
"SHIFT4 PAYMENTS, LLC",24371,SHIFT4 Payments A,135010,95,"[('SHIFT4 Payments A', 95), ('ENT', 90), ('Hi', 90), ('NTS', 90), ('NTS', 90), ('Shift', 90), ('PA', 90), ('TS', 90), ('SHI', 90), ('FT Capital Limited', 90)]"
LAFARGEHOLCIM FINANCE US LLC,24373,Lafarge,173785,90,"[('Lafarge', 90), ('INA', 90), ('Far', 90), ('Holcim', 90), ('Lafarge', 90), ('Dominant Finance Inc', 86), ('Hyundai Finance', 86), ('Prime Finance', 86), ('Petrobras Inernational Finance Company', 86), ('RCI Finance', 86)]"
"KITE REALTY GROUP, L.P.",24374,Kite Realty Group,134496,100,"[('Kite Realty Group', 100), ('Kite Realty Group (Pet)', 95), ('Kite Realty Group (XETRA)', 95), ('Real Security', 90), ('Group', 90), ('Group', 90), ('Group', 90), ('Y&G', 90), ('Real Security', 90), ('Kite Realty Group Trust Perpetual Preferred Service A USD25', 90)]"
HILTON DOMESTIC OPERATING COMPANY INC.,24379,Trust Company,4284,90,"[('Trust Company', 90), ('Domes', 90), ('Estic', 90), ('Omesti', 90), ('Opera Limited', 90), ('Bakixanov Company', 86), ('Company On', 86), ('Contax Holding Company', 86), ('Faulding FH&Company', 86), ('King Island Company', 86)]"
HARBORONE BANK,24382,One,112488,90,"[('One', 90), ('AR', 90), ('Security Bank', 90), ('Bor', 90), ('Security Bank', 90), ('Security Bank', 90), ('Arbor', 90), ('Bor', 90), ('Security Bank', 90), ('ARB', 90)]"
VERTIV GROUP CORPORATION,24385,Group,54856,90,"[('Group', 90), ('Group', 90), ('Up', 90), ('Group', 90), ('RTI', 90), ('V Group', 90), ('A P Group Taken Over 25/10/92', 86), ('Advance Healthcare Group', 86), ('Affinity Education Group', 86), ('Air International Group', 86)]"
"QUINTILES IMS HOLDINGS, INC.",24388,Inti,18857,90,"[('Inti', 90), ('Quin Corporation', 90), ('Holdings', 90), ('Holdings', 90), ('LDI Corporation', 90), ('Holdings', 90), ('TIL', 90), ('IMS', 90), ('Holdings', 90), ('MS Holdings', 90)]"
JAGGED PEAK ENERGY LLC,24389,Jagged Peak Energy,60303,100,"[('Jagged Peak Energy', 100), ('Energy', 90), ('ERG', 90), ('Jagged Peak', 90), ('Energy', 90), ('Energy', 90), ('ERG', 90), ('ERG', 90), ('JAG', 90), ('Jagged Peak Energy (Frankfurt)', 90)]"
"COLONY CAPITAL OPERATING COMPANY, LLC",24392,Trust Company,4284,90,"[('Trust Company', 90), ('MPA', 90), ('COL', 90), ('ATI', 90), ('ATI', 90), ('Opera Limited', 90), ('Arab International Insurance Company', 86), ('Barbados Shipping and Trading Company Limited', 86), ('Bulgarian Telecommunications Company', 86), ('Company On', 86)]"
Metabank,24393,Tab,96207,90,"[('Tab', 90), ('Meta Corporation', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Capital M', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Tab', 90)]"
NATIONWIDE BANK,24412,Ion,73918,90,"[('Ion', 90), ('Security Bank', 90), ('At Trust', 90), ('Security Bank', 90), ('Security Bank', 90), ('ATI', 90), ('Ion', 90), ('Nationwide Capital', 90), ('Security Bank', 90), ('Security Bank', 90)]"
HILTON GRAND VACATIONS BORROWER LLC,24413,Hilton Grand Vacations,134363,95,"[('Hilton Grand Vacations', 95), ('Grand', 90), ('Rand Capital', 90), ('Hilton Grand (BRN) Vacations', 87), ('Hilton Grand (Pet) Vacations', 87), ('Grand Hotel Group', 86), ('Grand Hotel Varna', 86), ('Grand Banks Energy', 86), ('Grand Hotel Park', 86), ('Grand Teton', 86)]"
"FORTERRA FINANCE, LLC",24417,Forterra,125735,90,"[('Forterra', 90), ('Terra Trust', 90), ('Forte', 90), ('Forterra', 90), ('Terra Trust', 90), ('INA', 90), ('RTE', 90), ('NC&', 90), ('Forterra', 90), ('Terra Trust', 90)]"
"CONDUENT FINANCE, INC.",24418,ENT,1607,90,"[('ENT', 90), ('INA', 90), ('NC&', 90), ('Conduent', 90), ('China Finance Holding Company', 86), ('North Ryde Community Finance', 86), ('Minerva Finance and Investment', 86), ('Paramount Ventures and Finance A', 86), ('Petrobras Inernational Finance Company', 86), ('3A Finance', 86)]"
Arch Capital Finance LLC,24421,Arc Finance,98656,96,"[('Arc Finance', 96), ('AR', 90), ('INA', 90), ('NC&', 90), ('RCI Finance', 87), ('Allco Finance Group', 86), ('Beneficial Finance', 86), ('China Finance Holding Company', 86), ('Ding Sheng XIN Finance', 86), ('Intermills (Finance)', 86)]"
Tessera Holding Corporation,24422,LDI Corporation,66097,90,"[('LDI Corporation', 90), ('TES', 90), ('SSE', 90), ('Corporation Holding', 90), ('Bernheim-Comofi Take Over by B C Holding', 86), ('Bulgarian Transport Holding', 86), ('China Finance Holding Company', 86), ('Constantia Industry Holding', 86), ('Focus Energia Holding Participacoes On', 86), ('Holding Asenova Krepost', 86)]"
BofA Finance LLC,24423,INA,65640,90,"[('INA', 90), ('NC&', 90), ('Allco Finance Group', 86), ('Beneficial Finance', 86), ('China Finance Holding Company', 86), ('Ding Sheng XIN Finance', 86), ('Intermills (Finance)', 86), ('North Ryde Community Finance', 86), ('Palm Beach Finance', 86), ('Minerva Finance and Investment', 86)]"
Banco Davivienda S.A (Miami Branch),24425,Security Banc,76741,90,"[('Security Banc', 90), ('Vivien', 90), ('Banco CMF SA', 86), ('Banco do Brasil SA', 86), ('Banco Solidario', 86), ('BCR Banco On Int', 86), ('Banco Shaw', 86), ('Banco de Costa Rica', 86), ('Banco Internacional', 86), ('BBVA Banco BHIF', 86)]"
SKANDINAVISKA ENSKILDA BANKEN AB,24426,Skandinaviska Enskilda Banken A,115141,97,"[('Skandinaviska Enskilda Banken A', 97), ('Skandinaviska Enskilda Banken C', 97), ('Skandinaviska Enskilda Banken ADR 1:1', 95), ('Skandinaviska (BRN) Enskilda Banken A', 95), ('Skandinaviska (Frankfurt) Enskilda Banken C', 95), ('Skandinaviska (Frankfurt) Enskilda Banken A', 95), ('Security Bank', 90), ('Dina', 90), ('Navis', 90), ('Security Bank', 90)]"
PARK INTERMEDIATE HOLDINGS LLC,24431,Media Capital,94425,90,"[('Media Capital', 90), ('Inter', 90), ('Holdings', 90), ('Media Capital', 90), ('Holdings', 90), ('Holdings', 90), ('Media Capital', 90), ('Media Capital', 90), ('Media Capital', 90), ('Capital Park', 90)]"
VISTRA OPERATIONS COMPANY LLC,24432,Trust Company,4284,90,"[('Trust Company', 90), ('Istra', 90), ('Vistra', 90), ('Opera Limited', 90), ('Company On', 86), ('Prudential Investment Company of Australia', 86), ('Roc Oil Company', 86), ('Sigma Company', 86), ('Country Style Cooking Restaurant Chain Company Limited', 86), ('Guangzhou Rural Commercial Bank Company Limited', 86)]"
"CRH AMERICA FINANCE, INC.",24434,ICA AB,178995,90,"[('ICA AB', 90), ('AME', 90), ('INA', 90), ('CRH', 90), ('ICA AB', 90), ('ICA AB', 90), ('AME', 90), ('CRH', 90), ('China Finance Holding Company', 86), ('Sul America Nacional Seguros On', 86)]"
"COLONY NORTHSTAR, INC.",24436,North,28907,90,"[('North', 90), ('AR', 90), ('North', 90), ('COL', 90), ('Star', 90), ('Star', 90), ('Ta', 90), ('Colony Northstar 8.50% Series D Cumulative Redeemable Perpetual Preferred', 90), ('Colony Northstar 8.50% Series F Cumulative Redeemable Perpetual Preferred', 90), ('Colony Northstar 8.75% Series A Cumulative Redeemable Perpetual Preferred', 90)]"
"SOUTHWEST GAS, LLC",24438,Capital Southwest,139571,95,"[('Capital Southwest', 95), ('GA Capital', 90), ('West', 90), ('West', 90), ('Southwest Gas Capital I Torps 9.125%', 90), ('West', 90), ('Southwest Gas Holdings', 90), ('Southwest Gas Capital II Guaranteed Trust Preferred Securities', 90), ('Southwest Gas (Pet) Holdings', 90), ('Southwest Gas (Frankfurt) Holdings', 90)]"
"KEANE GROUP, INC.",24439,Group,54856,90,"[('Group', 90), ('Group', 90), ('Up', 90), ('Group', 90), ('Keane', 90), ('Kreate Group', 87), ('A P Group Taken Over 25/10/92', 86), ('Advance Healthcare Group', 86), ('Affinity Education Group', 86), ('Air International Group', 86)]"
VFH PARENT LLC,24441,ENT,1607,90,"[('ENT', 90), ('AR', 90), ('Parent Capital', 90), ('Re Capital', 90), ('Re Capital', 90), ('Parent Capital', 90), ('PA', 90), ('Buses Metropolitana SA (Parent)', 86), ('Aspect Software Parent Inc', 86), ('R R Securities', 86)]"
NICE SYSTEMS INC.,24442,Nice Systems,28722,100,"[('Nice Systems', 100), ('EMS', 90), ('Nice', 90), ('E-System', 90), ('NIC', 90), ('IC', 90), ('SY', 90), ('SY', 90), ('TEM', 90), ('NIC', 90)]"
