Target Name,Target No.,Top Match Name,Top Match No.,Top Match Score,All Matched
SABSA Holdings (Pty) Ltd,25582,Holdings,206120,90,"[('Holdings', 90), ('Holdings', 90), ('LDI Corporation', 90), ('Holdings', 90), ('BSA', 90), ('Holdings', 90), ('Corporation Holding', 90), ('Holdings', 90), ('3Q Holdings', 86), ('Action Holdings (Merg 21/07/93 SEE314292)', 86)]"
Home Obligors Mortgage Enhanced Securities (Pr,25583,Mortgage,111900,90,"[('Mortgage', 90), ('Home Building Society', 86), ('Home Energy', 86), ('Mortgage Choice', 86), ('First Home Buy and Sell Limited', 86), ('Ernst Home Centres B', 86), ('Home Media', 86), ('Home Oil', 86), ('Home Products', 86), ('Home Ticket Networks', 86)]"
Bidvestco Limited,25584,Bid Corporation,115416,90,"[('Bid Corporation', 90), ('STC', 90), ('STC', 90), ('Bid Corporation', 90), ('Bidv Securities', 90), ('Bidvest', 88), ('Bidvest', 88), ('D&D', 86), ('T T', 86), ('Investco', 82)]"
GRINDROD BANK Limited,25585,Security Bank,200310,90,"[('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('D B Corporation', 90), ('Security Bank', 90), ('Grindrod', 90), ('NK', 90)]"
Sappi Southern Africa (Proprietary) Limited,25586,Africa,23982,90,"[('Africa', 90), ('Southern', 90), ('Sappi', 90), ('Southern', 90), ('Great Southern', 86), ('Great Southern Mines', 86), ('Great Southern Oil', 86), ('Southern Equities', 86), ('Southern Star Group', 86), ('Southern Venture', 86)]"
Clindeb Investments (Proprietary) Limited,25587,Investment Trust Corporation,48177,90,"[('Investment Trust Corporation', 90), ('Trust Invest', 90), ('Linde', 90), ('Investment Trust Corporation', 90), ('Investment Trust Corporation', 90), ('Capital Investments', 90), ('Investment Trust Corporation', 90), ('Capital Investments', 90), ('Linde', 90), ('Bell IXL Investments', 86)]"
Clinic Holdings Limited,25588,C Holdings,24873,90,"[('C Holdings', 90), ('NIC', 90), ('Clinic', 90), ('IC', 90), ('Holdings', 90), ('Holdings', 90), ('NIC', 90), ('LDI Corporation', 90), ('Holdings', 90), ('IC', 90)]"
Capitec Bank Limited,25589,Capitec Bank,115173,100,"[('Capitec Bank', 100), ('AP', 90), ('Security Bank', 90), ('IT', 90), ('Tec', 90), ('Security Bank', 90), ('CA', 90), ('Security Bank', 90), ('Cap', 90), ('Security Bank', 90)]"
Shisa Investments (Pty) Limited,25590,Investment Trust Corporation,48177,90,"[('Investment Trust Corporation', 90), ('ENT', 90), ('Trust Invest', 90), ('Investment Trust Corporation', 90), ('NTS', 90), ('Investment Trust Corporation', 90), ('Capital Investments', 90), ('Investment Trust Corporation', 90), ('Capital Investments', 90), ('His', 90)]"
Anglo American SA Finance Limited,25592,Security American Finance,68037,95,"[('Security American Finance', 95), ('Anglo', 90), ('ICA AB', 90), ('American Capital', 90), ('AME', 90), ('American Capital', 90), ('American Capital', 90), ('INA', 90), ('American Capital', 90), ('Anglo American', 90)]"
Vodacom Group Limited,25594,Vodacom Group,115221,100,"[('Vodacom Group', 100), ('Group', 90), ('Da Securities', 90), ('Group', 90), ('Up', 90), ('OM', 90), ('Group', 90), ('OM Group', 90), ('Acom', 90), ('M&G', 90)]"
Phaello Finance Company (Proprietary) Limited,25595,Trust Company,4284,90,"[('Trust Company', 90), ('Allco Finance Group', 86), ('Arthur Yates and Company', 86), ('Bakixanov Company', 86), ('Beneficial Finance', 86), ('Burns Philp and Company', 86), ('Company On', 86), ('Contax Holding Company', 86), ('Ding Sheng XIN Finance', 86), ('Dominant Finance Inc', 86)]"
Bank of China Limited,25596,Bank of China 'A',87355,95,"[(""Bank of China 'A'"", 95), (""Bank of China 'H'"", 95), ('Security Bank', 90), ('Hi', 90), ('Industrial and Commercial Bank of China Asia', 90), ('Farmers Bank of China', 90), ('Industrial and Commercial Bank of China (Thai)', 90), ('International Commercial Bank of China', 90), ('Security Bank', 90), ('Security Bank', 90)]"
