Target Name,Target No.,Top Match Name,Top Match No.,Top Match Score,All Matched
"SMBC Capital Markets, Inc.",21179,AR,24258,90,"[('AR', 90), ('Ark', 90), ('C Market', 90), ('TS', 90), ('MB Securities', 90), ('SMB', 90), ('CMC Markets', 87), ('Credit Suisse PL100 Emerging Markets Infrastructure Development Trust', 86), ('Macquarie Emerging Markets Markets Infrastructure Income Fund Units', 86), ('Nordea Invest Emerging Markets', 86)]"
"System Energy Resources, Inc.",21180,System Energy Resources Incorporated,68549,100,"[('System Energy Resources Incorporated', 100), ('Energy Resources', 95), ('Energy', 90), ('ERG', 90), ('TEM', 90), ('Energy', 90), ('Energy', 90), ('ERG', 90), ('ERG', 90), ('RCE Capital', 90)]"
First Regional Bank,21181,Ion,73918,90,"[('Ion', 90), ('Regio Capital', 90), ('First', 90), ('Security Bank', 90), ('Firs', 90), ('First', 90), ('NAL Bank', 90), ('ONA', 90), ('First', 90), ('First', 90)]"
"K. Hovnanian Enterprises, Inc.",21182,Hovnanian Enterprises,206159,95,"[('Hovnanian Enterprises', 95), ('Hovnanian Enterprises', 95), ('Hovnanian Enterprises', 95), (""Hovnanian Enterprises 'A'"", 91), ('ENT', 90), ('ISE', 90), ('Enterprise', 90), ('ERP', 90), ('Rise', 90), ('ANI', 90)]"
"Hughes Supply, Inc.",21183,Hughes Supply,65570,100,"[('Hughes Supply', 100), ('Up', 90), ('LY Corporation', 90), ('PPL', 90), ('Hughes Supply (Berlin)', 90), ('China Stationery and Office Supply', 86), (""Easy Visible Supply Chain Management 'A'"", 86), ('Egyptian Marine Supply', 86), ('Interest Plastic Refrigeration Supply', 86), ('Unifert Misr Agricultural Supply', 86)]"
Illinois Central Railroad Company,21184,Trust Company,4284,90,"[('Trust Company', 90), ('Central Securities', 90), ('Central Securities', 90), ('Central Securities', 90), ('Entra', 90), ('Central Securities', 90), ('Bakixanov Company', 86), ('Central Asia Resources', 86), ('Central Coast', 86), ('Central Equity', 86)]"
CBS RADIO INC.,21185,CB Capital,6254,90,"[('CB Capital', 90), ('BS', 90), ('Rad', 90), ('ADI', 90), ('CBS', 90), ('DIO', 90), ('CBS', 90), ('Dancall Radio A', 86), ('Tele-Radio Systems', 86), ('Radio Korasidis', 86)]"
Kaiser Aluminum & Chemical Corporation,21186,Kaiser Aluminium and Chemical,65912,91,"[('Kaiser Aluminium and Chemical', 91), ('Ical', 90), ('Kaiser Corporation', 90), ('Kaiser Aluminum', 90), ('Kaiser Aluminum', 90), ('Australia New Agribusiness and Chemical Group', 86), ('Canhorn Chemical Corporation', 86), ('Phoscan Chemical', 86), ('Mansoura for Resins and Chemical Industries', 86), ('National Medical and Chemical Equipment', 86)]"
"Matson Navigation Company, Inc.",21187,Trust Company,4284,90,"[('Trust Company', 90), ('Gati', 90), ('Matson', 90), ('Company On', 86), ('Prudential Investment Company of Australia', 86), ('Roc Oil Company', 86), ('Sigma Company', 86), ('Country Style Cooking Restaurant Chain Company Limited', 86), ('Guangzhou Rural Commercial Bank Company Limited', 86), ('Petrobras Inernational Finance Company', 86)]"
BNY Mellon National Association,21188,National,222336,90,"[('National', 90), ('National', 90), ('National', 90), ('National', 90), ('National', 90), ('National 1', 86), ('National Drafting', 86), ('National Foods', 86), ('National Forge', 86), ('National Hire Group', 86)]"
