Target Name,Target No.,Top Match Name,Top Match No.,Top Match Score,All Matched
SUNNOVA ENERGY CORPORATION,24534,Nova,252107,90,"[('Nova', 90), ('Energy', 90), ('Nova', 90), ('ERG', 90), ('Energy', 90), ('Nova', 90), ('Energy', 90), ('ERG', 90), ('ERG', 90), ('Sun', 90)]"
"MIDSOUTH BANK, NATIONAL ASSOCIATION",24536,National,222336,90,"[('National', 90), ('National', 90), ('National', 90), ('Midsouth Bank', 90), ('National', 90), ('National', 90), ('Adelaide Bank', 86), ('Advance Bank Australia', 86), ('AFB Bank ASC', 86), ('Azar-Turk Bank', 86)]"
PQ GROUP HOLDINGS INC.,24540,Capital Group Holdings,128597,95,"[('Capital Group Holdings', 95), ('PS Group Holdings', 94), ('PS Group Holdings', 94), ('IQ Group Holdings', 94), ('Q P Group Holdings', 92), ('APX Group Holdings Inc', 91), ('K Group Holdings', 91), ('J-Group Holdings', 91), ('PAL Group Holdings', 91), ('Group', 90)]"
"BRECKENRIDGE TERRACE, LLC",24541,Terra Trust,147747,90,"[('Terra Trust', 90), ('RAC', 90), ('Terra Trust', 90), ('Terra Trust', 90), ('Golden Terrace Resources Suspended 18/03/92', 86), ('D&D', 86), ('R R Securities', 86), ('T T', 86), ('Breckenridge Resources Warrants', 86), ('Terrace Energy (Non-NASDAQ OTC)', 86)]"
"J. CREW BRAND, LLC",24544,Re Capital,67648,90,"[('Re Capital', 90), ('Re Capital', 90), ('CR Capital', 90), ('Brand', 90), ('CRE', 90), ('Rand Capital', 90), ('Almanij Brand Pantebreve', 86), (""Almanij Brand Formue 'B'"", 86), ('Brand Leaders Income', 86), ('Brand Marvel Worldwide Consumer Products', 86)]"
SAFEHOLD OPERATING PARTNERSHIP LP,24545,Artner,107941,90,"[('Artner', 90), ('Capital Partners', 90), ('Safehold', 90), ('Opera Limited', 90), ('CI Master Partnership', 86), ('Public Storage Canadian Properties Unit Limited Partnership', 86), ('Taylor NGL Limited Partnership', 86), ('African Partnership', 86), ('Cello Partnership', 86), ('Baxi Partnership', 86)]"
DAE FUNDING LLC,24546,Da Securities,25386,90,"[('Da Securities', 90), ('AE', 90), ('A&E Capital Funding Single Voting', 86), ('Funding Electric Vehicles', 86), ('D&D', 86), ('Dae do Furnishings', 86), ('Dae Shin Petroleum Company', 86), ('Dae Sun Distilling', 86), ('Dae Sun Shipbuilding and Engineering', 86), ('Dae Woo Electronic', 86)]"
GTE LLC,24549,GTE,65259,100,"[('GTE', 100), ('GTE Sylvania', 90), ('Tulip Slagterierne', 90), ('Gtech', 90), ('Vereinigte-Aluminium', 90), ('Agtes', 90), (""Logtek Holdings 'N'"", 90), ('Longtek Scientific', 90), ('Ukrbudenergtech', 90), ('Gtech', 90)]"
DOWDUPONT INC.,24552,Up,31359,90,"[('Up', 90), ('D&D', 86), ('W-W Capital', 86), ('T T', 86), ('Duport', 75), ('NTS', 72), ('Upson', 72), ('NTM', 72), ('Capital Point', 72), ('NTS', 72)]"
"RLJ LODGING TRUST, L.P.",24553,RLJ Lodging Trust,134950,100,"[('RLJ Lodging Trust', 100), ('RLJ Lodging Trust Cumulative Convertible Preferred Series A', 90), ('RLJ Lodging Trust (Frankfurt)', 90), ('China Lodging Group Limited', 86), ('D&D', 86), ('G&R', 86), ('Midwest Lodging Properties', 86), ('Chesapeake Lodging Trust', 86), ('Corepoint Lodging', 86), ('RLJ Acquisition Unit', 86)]"
CB ESCROW CORP.,24565,CB Capital,6254,90,"[('CB Capital', 90), ('CR Capital', 90), ('CB Corporate Commercial Bank', 86), ('CB PAK', 86), ('CB TI', 86), ('Cicm CB Canada Basket C', 86), (""Xifias Kavala's Fishery Products CB"", 86), ('Spendrups CB Converted Into 755474', 86), ('W-W Capital', 86), ('CB&T Financial Merged Into 951068', 86)]"
