Target Name,Target No.,Top Match Name,Top Match No.,Top Match Score,All Matched
"Mizuho Corporate Bank, Ltd.",22210,Security Bank,200310,90,"[('Security Bank', 90), ('Mizuho Securities', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Corporate Capital Trust', 90), ('Security Bank', 90), ('Corporate Capital Trust', 90)]"
LEND LEASE (US) CAPITAL INC.,22211,Gregem Bond US Dollar Rise Cap,2003,86,"[('Gregem Bond US Dollar Rise Cap', 86), ('Lend Lease Primelife Group', 86), ('D&D', 86), ('Lease PAK', 86), ('Natover Lease and Refinance', 86), ('Gold Property (Lease Hold)', 86), ('AEI Net Lease Income and Growth Fund L Unit Limited Partnership XX', 86), ('International Lease Finance Corporation', 86), ('Captec Net Lease Realty', 86), ('International Lease Finance Corporation', 86)]"
Ford Holdings LLC,22212,Foru Holdings,129554,92,"[('Foru Holdings', 92), ('Formida Holdings', 90), ('Holdings', 90), ('Burford Holdings', 90), ('Holdings', 90), ('Bedford Holdings', 90), ('Watford Holdings', 90), ('LDI Corporation', 90), ('Holdings', 90), ('Holdings', 90)]"
ConocoPhillips Canada Funding Company I,22213,Trust Company,4284,90,"[('Trust Company', 90), ('Conoco', 90), ('ConocoPhillips', 90), ('Arthur Yates and Company', 86), ('Ask Funding', 86), ('Bakixanov Company', 86), ('Burns Philp and Company', 86), ('Company On', 86), ('Contax Holding Company', 86), ('Faulding FH&Company', 86)]"
ConocoPhillips Canada Funding Company II,22214,Trust Company,4284,90,"[('Trust Company', 90), ('Conoco', 90), ('ConocoPhillips', 90), ('Arthur Yates and Company', 86), ('Ask Funding', 86), ('Bakixanov Company', 86), ('Burns Philp and Company', 86), ('Company On', 86), ('Contax Holding Company', 86), ('Faulding FH&Company', 86)]"
AMALGAMATED BANK,22216,AMA Corporation,91126,90,"[('AMA Corporation', 90), ('GA Capital', 90), ('AM', 90), ('Security Bank', 90), ('At Trust', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90)]"
DIAMOND STATE INSURANCE COMPANY,22217,Diamond,1405,90,"[('Diamond', 90), ('Trust Company', 90), ('Stat', 90), ('Bakixanov Company', 86), ('Company On', 86), ('DZI Insurance', 86), ('Faulding FH&Company', 86), ('HIH Insurance', 86), ('Kimberley Diamond', 86), ('King Island Company', 86)]"
Commercial Bank,22218,Trust Commercial Bank,40235,100,"[('Trust Commercial Bank', 100), ('Picic Commercial Bank', 95), ('Bowa Commercial Bank', 95), ('Dah An Commercial Bank', 95), ('E Sun Commercial Bank', 95), ('E Sun Commercial Bank', 95), ('First Commercial Bank', 95), ('First Commercial Bank', 95), ('Fu Hwa Commercial Bank', 95), ('Fubon Commercial Bank', 95)]"
First Commercial Bank,22219,First Commercial Bank,42142,100,"[('First Commercial Bank', 100), ('First Commercial Bank', 100), ('Trust Commercial Bank', 95), ('First Commercial Bank Company Limited', 95), ('First Commercial', 95), ('First', 90), ('Security Bank', 90), ('Firs', 90), ('First', 90), ('First', 90)]"
SunTrust Preferred Capital I,22220,UST,123911,90,"[('UST', 90), ('UST', 90), ('Sun', 90), ('Sun*', 90), ('D I', 90), ('UST', 90), ('Red Capital', 90), ('Suntrust Capital V Trust Preferred', 90), ('BTR Nylex Convertible Preferred', 86), ('FIP Infra-Estr BB VTRM Energ Sustentavel I', 86)]"
RBC USA HOLDCO CORPORATION,22221,DC,25491,90,"[('DC', 90), ('LDC', 90), ('RBC', 90), ('Jyske Invest USA Aktier', 86), ('Alon USA Partners Com Units', 86), ('D&D', 86), ('Bank International Settlements BIZ USA Tranche (Limited Data)', 86), ('AAA Century Group USA', 86), ('Brake Headquarters USA Incorporated', 86), ('DCI USA', 86)]"
