Target Name,Target No.,preprocessed,Focus Text,Shortest Match Name,Shortest Match No.,Non-NASDAQ OTC Match Name,Non-NASDAQ OTC Match No.,Matched Name 1,Matched No. 1,Matched Score 1,Matched Name 2,Matched No. 2,Matched Score 2,Matched Name 3,Matched No. 3,Matched Score 3,Matched Name 4,Matched No. 4,Matched Score 4,Matched Name 5,Matched No. 5,Matched Score 5,Matched Name 6,Matched No. 6,Matched Score 6,Matched Name 7,Matched No. 7,Matched Score 7,Matched Name 8,Matched No. 8,Matched Score 8,Matched Name 9,Matched No. 9,Matched Score 9,Matched Name 10,Matched No. 10,Matched Score 10
Primav Construcoes e Comercio SA,4306,primav construcoes e comercio,primav,,,,,Primavera Capital Acquisition Corporation Class B,199431,99.44,Primavera Capital Acquisition A,137937,99.43,Primavera Capital Acquisition Units,189947,99.41,Primavera Capital Acquisition Equity Warrants 19TH January 2026,189946,99.35,Prima,38344,99.29,Rima International Holdings,57189,99.24,Prim,95167,99.24,Prim (Frankfurt),273710,99.24,Prim (XETRA),314818,99.24,PRI Group,49854,99.19
PRIME INCORPORACOES E CONSTRUCOES S/A.,4393,prime incorporacoes e construcoes s/a.,prime,Prime Hospitality,67464.0,Prime Mining (Non-NASDAQ OTC),248150.0,Prime Infrastructure Group,3380,99.55,Prime Infrastructure Holdings (Non-NASDAQ OTC),239195,99.55,Prime Infrastructure Group (Frankfurt),281226,99.55,Prime Infrastructure Group (XETRA),314829,99.55,Primex Forest Industries,11386,99.55,Prime Resources,11378,99.53,Prime Resources Group,11379,99.53,Prime Petroservices,21284,99.53,Prime Resources Group (American),199438,99.53,Prime Impact Acquisition A,137938,99.53
PRIME ORION PHILS. INC.,16887,prime orion phils.,prime,Prime Hospitality,67464.0,Prime Mining (Non-NASDAQ OTC),248150.0,Prime Tourist,3383,99.65,Prime Motor Inns,199436,99.65,Prime City One Capital (Non-NASDAQ OTC),239193,99.65,Prime Proteins,29420,99.62,Prime Response,76158,99.62,Prime Response (EASDAQ),296614,99.62,Prime Response (Frankfurt),296615,99.62,Prime Companies,56922,99.61,Prime Financial Group,85520,99.61,Prime URD India,103607,99.61
Princeville State Bank,22745,princeville state,princeville,Princeville Development,67469.0,,,Princeville Development,67469,99.65,Ince Group,126079,99.38,Ince Group (Frankfurt),271241,99.38,PRI Group,49854,99.3,CE Holdings,108530,99.21,NC Holdings,112050,99.21,C Holdings,24873,99.11,V Group,132515,99.11,Prineville Bancorporation,56939,90.71000000000001,Deville,16546,85.64
Principal Bank,23385,principal,principal,Principal Hotels,49866.0,,,Principal Solar,131422,99.75,Principal Hotels,49866,99.72,EF Principal ETF,148988,99.72,Principal Capital Group,56938,99.69,Principal Capital,116046,99.69,BMA Principal Fund,142894,99.67,Principal Financial Group,133279,99.64,Principal Financial Group (Mexico),218612,99.64,Principal Financial Group (MIC),225485,99.64,Principal Financial Group (Frankfurt),265547,99.64
PRINCIPAL LIFE GLOBAL FUNDING II,23431,principal life global funding ii,principal,Principal Hotels,49866.0,,,Principal Active Global Dividend Income ETF,208900,99.67,Principal Office Fund,3388,99.64,Principal Capital NVDR,176090,99.59,Principal Real Estate Income Fund,141198,99.58,Principal Real Estate Income Fund Nav,239202,99.58,Principal Capital Foreign Board,230390,99.57000000000001,Principal Technologies,85529,99.56,BMA Principal Fund,142894,99.56,Principal Millennials ETF,189953,99.56,Principal (Mexico) Millennials ETF,220454,99.56
Principal Life Income Fundings Trusts,21889,principal life income fundings trusts,principal,Principal Hotels,49866.0,,,Principal Real Estate Income Fund,141198,99.69,Principal Real Estate Income Fund Nav,239202,99.68,Principal Office Fund,3388,99.66,Principal Millennials ETF,189953,99.58,Principal (Mexico) Millennials ETF,220454,99.58,Principal Healthcare Itrs ETF,189916,99.58,Principal Healthcare Itrs (Mexico) ETF,220453,99.58,Principal International Multi FTR Index ETF,208902,99.58,Principal Ultra- Short Active Income ETF,189955,99.58,Principal Financial Group BDR,149816,99.57000000000001
Principal Life Insurance Company,21430,principal life insurance,principal,Principal Hotels,49866.0,,,Principal Financial Group,133279,99.74,Principal Financial Group (Mexico),218612,99.74,Principal Financial Group (MIC),225485,99.74,Principal Financial Group (Frankfurt),265547,99.74,Principal Financial Group (XETRA),307904,99.74,Principal Financial Group BDR,149816,99.68,Principal Office Fund,3388,99.67,Principal Value ETF,189958,99.65,Principal Value ETF (Mexico),220458,99.65,Principal International Multi- Factor ETF,208903,99.64
Principality Building Society,9224,principality building society,principality,,,,,IPA,9167,99.19,PRI Group,49854,99.19,CIP,71173,99.19,PAL Holdings,107024,99.19,PAL Group Holdings,112621,99.19,Ali,116711,99.19,NCI Inc,207996,99.19,IT,27121,99.13,CI Group,46079,99.13,IT Group,55439,99.13
PRIORY FINANCE COMPANY LIMITED,9184,priory,priory,,,,,Prior,29424,99.91,Priorywood Holdings,49867,99.75,IOR Group,2292,99.67,PRI Group,49854,99.67,IOR,110556,99.67,Banco Rio,150712,99.67,Banco Rio (Madrid),284562,99.67,Banco Rio (Munich),293661,99.67,Alfa-Priorytet CF,231502,99.52,O-Bank,115989,99.29
PRODUCTOS TISSUE DEL PERU S.A.C,16842,productos tissue del peru s.a.c,productos,Productos Solmar,3391.0,,,Productos Solmar,3391,99.55,Productos EFE,126727,99.55,Productos EFE,182178,99.55,Productos Familia,11417,99.54,Industria Productos Alimenticios,93656,99.41,CTO,16324,99.18,Duc,16718,99.18,CTO (Berlin),300441,99.18,CTO (XETRA),311244,99.18,CT Holdings,53615,99.12
