Target Name,Target No.,preprocessed,First word,Top matched name for First word,Top matched No. for First word,Matched score for First word,Second word,Top matched name for Second word,Top matched No. for Second word,Matched score for Second word,Third word,Top matched name for Third word,Top matched No. for Third word,Matched score for Third word
BNP PARIBAS FACTOR S.A.,8527,bnp paribas factor,bnp,BNPP LC Eurpab ETF,162503,90.0,bnp paribas,Paribas,20916,91.2,bnp paribas factor,Paribas,20916,91.2
"BNP Paribas Finance, Inc.",22423,bnp paribas finance,bnp,BNPP LC Eurpab ETF,162503,89.8,bnp paribas,Paribas,20916,90.8,bnp paribas finance,Paribas,20916,90.8
BNP PARIBAS FINANSAL KIRALAMA ANONIM SIRKETI,18291,bnp paribas finansal kiralama anonim sirketi,bnp,BNPP Easy Ecpi Circular Economy Leaders Ucits E,162465,89.2,bnp paribas,Paribas,169734,85.4,bnp paribas finansal,Paribas,20916,85.4
BNP PARIBAS FORTIS,10361,bnp paribas fortis,bnp,BNPP LC Eurpab ETF,162503,90.0,bnp paribas,Paribas,169734,91.2,bnp paribas fortis,Paribas,20916,91.2
BNP Paribas Fortis Funding,15113,bnp paribas fortis funding,bnp,BNPP Easy HY Sri Fossil Free Ucits ETF di,162482,90.2,bnp paribas,Paribas,169734,88.4,bnp paribas fortis,Paribas,20916,88.4
BNP Paribas Fortis S.A.,24934,bnp paribas fortis,bnp,BNPP LC Eurpab ETF,162503,90.0,bnp paribas,Paribas,169734,91.2,bnp paribas fortis,Paribas,20916,91.2
BNP Paribas Group,8455,bnp paribas group,bnp,BNPP LC Eurpab ETF,162503,89.2,bnp paribas,Paribas,169734,91.6,bnp paribas group,Paribas,20916,91.6
BNP Paribas Home Loan SFH,8489,bnp paribas home loan sfh,bnp,BNPP LC Eurpab ETF,162503,89.4,bnp paribas,Paribas,20916,88.8,bnp paribas home,Paribas,20916,88.8
BNP Paribas Hungaria Bank Rt,10682,bnp paribas hungaria bank rt,bnp,BNPP LC Eurpab ETF,162503,89.6,bnp paribas,Paribas,169734,88.0,bnp paribas hungaria,Paribas,20916,88.0
BNP Paribas Islamic Issuance B.V.,16383,bnp paribas islamic issuance b.v.,bnp,BNPP Easy MSCI USA (Milan) Sri S-SRS PAB 5% CP ETF,255362,89.2,bnp paribas,Paribas,169734,87.0,bnp paribas islamic,Paribas,169734,87.0
BNP PARIBAS LEASE GROUP S.A.,8436,bnp paribas lease group,bnp,BNPP Easy Engy and Metals Enhcd Roll U,162468,89.8,bnp paribas,Paribas,169734,89.4,bnp paribas lease,Paribas,20916,89.4
BNP PARIBAS LEASING SOLUTIONS AS,16580,bnp paribas leasing solutions as,bnp,Bnppe Ecpi GL ESG Blue Economy Ucits ETF Cap,162504,90.0,bnp paribas,Paribas,20916,87.2,bnp paribas leasing,Paribas,169734,87.2
BNP PARIBAS PERSONAL FINANCE S.A.,8405,bnp paribas personal finance,bnp,BNPP Rici Diesel (Touche Remnant) Enhanced ETC,139516,89.8,bnp paribas,Paribas,169734,88.0,bnp paribas personal,Paribas,20916,88.0
BNP PARIBAS PERSONAL FINANCE SOUTH AFRICA LTD,25630,bnp paribas personal finance south africa,bnp,BNPP Easy Sxep 600 (Berlin) Banks Ucits ETF Class,290711,89.8,bnp paribas,Paribas,169734,85.8,bnp paribas personal,Paribas,169734,85.8
"BNP Paribas Personal Finance, S.A. de C.V., S.",15623,bnp paribas personal finance de c.v. s.,bnp,BNPP Rici Benzin (Touche Remnant) Enhanced ETC,139515,89.8,bnp paribas,Paribas,20916,86.0,bnp paribas personal,Paribas,20916,86.0
BNP Paribas Public Sector SCF,8522,bnp paribas public sector scf,bnp,BNPP LC Eurpab ETF,162503,90.2,bnp paribas,Paribas,169734,87.8,bnp paribas public,Paribas,169734,87.8
BNP Paribas Real Estate Investment Management,12298,bnp paribas real estate investment management,bnp,BNPP Rici Natural Gas (Touche Remnant) Enhanced ETC,139518,90.4,bnp paribas,Paribas,20916,85.4,bnp paribas real,Paribas,169734,85.4
BNP Paribas S.A.,10987,bnp paribas,bnp,BNPI,32892,90.6,bnp paribas,Paribas,20916,95.6,bnp paribas,Paribas,20916,95.6
BNP PARIBAS S.A.,10689,bnp paribas,bnp,BNPI,32892,90.6,bnp paribas,Paribas,20916,95.6,bnp paribas,Paribas,20916,95.6
BNP Paribas SA,9122,bnp paribas,bnp,BNPI,32892,90.6,bnp paribas,Paribas,20916,95.6,bnp paribas,Paribas,20916,95.6
