Target Name,Target No.,preprocessed,Focus Text,Shortest Match Name,Shortest Match No.,Non-NASDAQ OTC Match Name,Non-NASDAQ OTC Match No.,Matched Name 1,Matched No. 1,Matched Score 1,Matched Name 2,Matched No. 2,Matched Score 2,Matched Name 3,Matched No. 3,Matched Score 3,Matched Name 4,Matched No. 4,Matched Score 4,Matched Name 5,Matched No. 5,Matched Score 5,Matched Name 6,Matched No. 6,Matched Score 6,Matched Name 7,Matched No. 7,Matched Score 7,Matched Name 8,Matched No. 8,Matched Score 8,Matched Name 9,Matched No. 9,Matched Score 9,Matched Name 10,Matched No. 10,Matched Score 10
Man Multi-Strategy Series 3 Limited,3872,man multi strategy series 3,man,Man,19737.0,Man (Non-NASDAQ OTC),237910.0,Doman Industries 'B' Series 2,157726,99.61,Yamana Gold Warrants Series A,162101,99.61,Yamana Gold Warrants Series B,162102,99.61,Doman Industries 'B' Series 2 (Berlin),303933,99.61,Manuli Rubber Industries,19771,99.59,Manuli Rubber Industries (Stuttgart),295812,99.59,Manulife Strategic Income Opportunities Fund,9875,99.59,Manitoba Telecom Services,9867,99.58,Manitoba Telecom Services (Non-NASDAQ OTC),237919,99.58,Manitoba Telecom Services (Stuttgart),280125,99.58
Man Multi-Strategy Series 4 Limited,3873,man multi strategy series 4,man,Man,19737.0,Man (Non-NASDAQ OTC),237910.0,Doman Industries 'B' Series 2,157726,99.61,Yamana Gold Warrants Series A,162101,99.61,Yamana Gold Warrants Series B,162102,99.61,Doman Industries 'B' Series 2 (Berlin),303933,99.61,Manuli Rubber Industries,19771,99.59,Manuli Rubber Industries (Stuttgart),295812,99.59,Manulife Strategic Income Opportunities Fund,9875,99.59,Manitoba Telecom Services,9867,99.58,Manitoba Telecom Services (Non-NASDAQ OTC),237919,99.58,Manitoba Telecom Services (Stuttgart),280125,99.58
Man Multi-Strategy Series 5 Limited,3874,man multi strategy series 5,man,Man,19737.0,Man (Non-NASDAQ OTC),237910.0,Doman Industries 'B' Series 2,157726,99.61,Yamana Gold Warrants Series A,162101,99.61,Yamana Gold Warrants Series B,162102,99.61,Doman Industries 'B' Series 2 (Berlin),303933,99.61,Manuli Rubber Industries,19771,99.59,Manuli Rubber Industries (Stuttgart),295812,99.59,Manulife Strategic Income Opportunities Fund,9875,99.59,Manitoba Telecom Services,9867,99.58,Manitoba Telecom Services (Non-NASDAQ OTC),237919,99.58,Manitoba Telecom Services (Stuttgart),280125,99.58
MAN STRATEGIC HOLDINGS LIMITED,9595,man strategic,man,Man,19737.0,Man (Non-NASDAQ OTC),237910.0,Mantrac,19770,99.7,Man Sang International,102434,99.67,Man Sang International (Temp),169108,99.67,Dromana Estate (London),231962,99.67,Man Sang (Non-NASDAQ OTC) International,247057,99.67,Dromana Estate (Berlin),285803,99.67,Man Sang International (Berlin),287706,99.67,Mannatech,137381,99.64,Mannatech (Berlin),264497,99.64,Mantra Group,2650,99.63
Mandatum Henkivakuutusosakeyhtio,8214,mandatum henkivakuutusosakeyhtio,mandatum,Mandatum Bank B,19753.0,,,Mandatum Pankki OYJ,19754,99.55,Mandatum Bank B,19753,99.43,Mandatum Bank (Berlin),301917,99.4,Datum,71768,99.27,Datum (Berlin),300497,99.27,Man,19737,99.17,Man,19738,99.17,Man (XETRA),19739,99.17,AB and Company,107405,99.17,Man Group,124608,99.17
Manila North Tollways Corp,16901,manila north tollways corp,manila,Manila Electric,106831.0,Manila Electric (Non-NASDAQ OTC),237918.0,Manila Water,106832,99.53,Manila Water (Non-NASDAQ OTC),247065,99.53,Manila Jockey Club,111468,99.5,Manila Electric,106831,99.49,Manila Broadcasting,111466,99.49,Manila Electric,179639,99.49,Manila Electric (Non-NASDAQ OTC),237918,99.49,Manila Mining 'A',111469,99.47,Manila Water Company ADR 1:25,189059,99.47,Manila Electric Sponsored GDR,197773,99.47
Mantegna Finance S.r.l.,12179,mantegna s.r.l.,mantegna,,,,,Tegna,135136,99.5,Tegna (Pet),252430,99.5,Tegna (Frankfurt),266477,99.5,Man,19737,99.33,Man,19738,99.33,Man (XETRA),19739,99.33,ANT,44920,99.33,TEG Group (the),51003,99.33,Man Group,124608,99.33,Man AG,169104,99.33
Manufacturers and Traders Trust Company,21196,manufacturers and traders,manufacturers,Taal Manufacturers,30742.0,,,Manufacturers Hanover (Berlin),222204,99.78,Manufacturers Hanover (London),232435,99.78,Manufacturers Services,66283,99.72,Manufacturers National,66291,99.72,Manufacturers Services (Frankfurt),295810,99.72,Manufacturers Hannoversche Warrants,145716,99.67,Goldfine Manufacturers NVDR,178731,99.65,The Manufacturers Life Insurance,12978,99.63,Manufacturers Life Manulife Bond,183197,99.63,Manufacturers Hanover Merger Into 902242,66282,99.62
MANUFACTURERS BANK,22867,manufacturers,manufacturers,Taal Manufacturers,30742.0,,,Taal Manufacturers,30742,99.84,Food Manufacturers,47226,99.84,Manufacturers Hanover (Berlin),222204,99.76,Manufacturers Hanover (London),232435,99.76,Goldfine Manufacturers,42292,99.74,Manufacturers Services,66283,99.74,Manufacturers National,66291,99.74,Manufacturers Services (Frankfurt),295810,99.74,Fireplace Manufacturers,79078,99.72,Refrigerators Manufacturers Company,38605,99.65
Maple Leaf Sports and Entertainment Limited,5073,maple leaf sports and entertainment,maple,Maple Minerals,159541.0,Maple Leaf Foods (Non-NASDAQ OTC),247075.0,Maple Leaf (XETRA) Reforestation,313441,99.61,International Maple Leaf Springs,9098,99.6,Maple Leaf Royalties,9878,99.58,Maple Leaf Gardens,9877,99.57000000000001,Maple Leaf Electric,36719,99.56,Maple Peak Investments,84488,99.56,Maple and Company Deferred,183199,99.53,Maple Leaf Green World,84487,99.53,Maple Leaf Cement Factory,111476,99.53,Maple Leaf Green (Non-NASDAQ OTC) World,247076,99.53
