Target Name,Target No.,preprocessed,Focus Text,Shortest Match Name,Shortest Match No.,Non-NASDAQ OTC Match Name,Non-NASDAQ OTC Match No.,Matched Name 1,Matched No. 1,Matched Score 1,Matched Name 2,Matched No. 2,Matched Score 2,Matched Name 3,Matched No. 3,Matched Score 3,Matched Name 4,Matched No. 4,Matched Score 4,Matched Name 5,Matched No. 5,Matched Score 5,Matched Name 6,Matched No. 6,Matched Score 6,Matched Name 7,Matched No. 7,Matched Score 7,Matched Name 8,Matched No. 8,Matched Score 8,Matched Name 9,Matched No. 9,Matched Score 9,Matched Name 10,Matched No. 10,Matched Score 10
NGPL PIPECO LLC,22543,ngpl pipeco,ngpl,,,,,NGP,20512,99.43,NGP (Risp),169521,99.43,Swingplane Ventures,57861,99.4,Swingplane Ventures (Berlin),289577,99.4,PL Group,112801,99.31,CS Real Estate Fund Livingplus Nil Paid 10/06/16,224247,99.24,CS Real Estate Fund (Berlin) Livingplus,285563,99.2,Credit Suisse Real Estate Fund Livingplus A,138985,99.19,PLM Group,11264,79.49000000000001,PLM,21160,79.49000000000001
Nightingale Cre 2018-1 Limited,12499,nightingale cre 2018 1,nightingale,Nightingale Health B,94772.0,,,Nightingale Health B,94772,99.67,Nightingale Health (Frankfurt) B,273036,99.67,Nightingale Informatix Subscription Receipt,159917,99.46,IG Group,48013,99.17,Al Group,98448,99.17,GA Holdings,100637,99.17,IG Group Holdings,124602,99.17,NI Holdings,137627,99.17,Al Group (Temp),164711,99.17,TI Group,183594,99.17
"NIHON HOSHOU Co.,Ltd.",13194,nihon hoshou co.ltd.,nihon,Nihon Housing,112149.0,Nihon Nohyaku (Non-NASDAQ OTC),238457.0,Nihon Jyoho Create,112151,99.63,Nihon Shokuhin Kako,112160,99.62,Nihon Tokushu Toryo,112161,99.62,Nihon House Holdings,112148,99.58,Nihon Kohden,106935,99.56,Nihon Kohden (Non-NASDAQ OTC),247564,99.56,Nihon Optical,28758,99.55,Nihon Chouzai,112140,99.55,Nihon Housing,112149,99.55,Nihon Nohyaku,112154,99.55
NII Capital Corp.,22894,nii capital corp.,nii,NII Holdings,60752.0,,,Niigata Chuo Bank,28762,99.62,Niigata Kotsu,112165,99.53,NII Holdings Class B (Stuttgart),280602,99.5,Niiio Finance Group,94773,99.45,Niiio Finance Group (XETRA),94774,99.45,Niigata Engineering,28763,99.44,Niigata Engineering (Frankfurt),296211,99.44,Uniinfo Telecom Services,105487,99.44,Niitaka,112166,99.42,Niislel Urguu,28764,99.4
NII International Telecom S.C.A.,15259,nii telecom s.c.a.,nii,NII Holdings,60752.0,,,Uniinfo Telecom Services,105487,99.67,NII Holdings Class B (Stuttgart),280602,99.41,Niitaka,112166,99.4,Niigata Chuo Bank,28762,99.4,Niislel Urguu,28764,99.39,Niigata Kotsu,112165,99.39,Niit,97912,99.36,Niit,169525,99.36,Niit,169526,99.36,Niit (National India),222382,99.36
"Nikkei Kakoh. CO., Ltd",13652,nikkei kakoh.,nikkei,Shin Nikkei,30126.0,iShares Nikkei 225 (Non-NASDAQ OTC),242100.0,DWS Nikkei Garant,166438,99.53,Shin Nikkei,30126,99.5,iShares Nikkei 225 (Non-NASDAQ OTC),242100,99.45,KSM ETF (E) Nikkei 225 (4D),171948,99.45,DBX JPX Nikkei 400,223248,99.45,Lionlux Nikkei 2003,168822,99.44,Maxis NIKKEI225 ETF,172136,99.44,DBXT Nikkei 225 ETF (London),241580,99.44,Daiwa ETF Nikkei 225,171708,99.42,Yuanta Nikkei 225 ETF,177021,99.41
"Nina Company III, LLC",24329,nina iii,nina,Nina Industries,112175.0,,,Nina Industries,112175,99.61,INA - (Istituto Nazionale Assicurazioni),18701,99.55,INA,65640,99.55,INA (London),221935,99.55,INA (Frankfurt),295297,99.55,Lesnina,19503,99.53,Poenina (Dusseldorf),288626,99.53,Poenina Holding,43392,99.52,Planina Blatnica,85408,99.5,Lesnina Emmi Redne,19504,99.46
"NIPPON CAR SOLUTIONS CO., LTD.",13526,nippon car solutions,nippon,Nippon Crucible,112197.0,Nippon Ceramic (Non-NASDAQ OTC),238462.0,Nippon Carbon,112185,99.73,Nippon Carbon (Non-NASDAQ OTC),247581,99.73,Nippon Carbon (Frankfurt),273057,99.73,Nippon Carbon (XETRA),314045,99.73,Nippon Resibon,28823,99.71,Nippon Columbia,28791,99.69,Nippon Avionics,112181,99.69,Nippon Avionics (Stuttgart),273055,99.69,Nakanippon Casting,111986,99.68,Nippon Care Supply,112186,99.68
Nippon Miractran Company Limited,13654,nippon miractran,nippon,Nippon Crucible,112197.0,Nippon Ceramic (Non-NASDAQ OTC),238462.0,Nippon Katan,28812,99.79,Nippon Mining,28817,99.69,Nippon Carbon,112185,99.69,Nippon Chemiphar,112190,99.69,Nippon Filcon,112202,99.69,Nippon Grande,112205,99.69,Nippon Rad,112220,99.69,Nippon Suisan (BRN),228281,99.69,Nippon Carbon (Non-NASDAQ OTC),247581,99.69,Nippon Carbon (Frankfurt),273057,99.69
Nippon Oil Finance (Netherlands) B.V.,16137,nippon oil b.v.,nippon,Nippon Crucible,112197.0,Nippon Ceramic (Non-NASDAQ OTC),238462.0,Nippon Oil,28821,99.8,Nippon Oil (SEAQ International),222389,99.8,Nippon Oil (Frankfurt),280615,99.8,Nippon Oil (XETRA),314055,99.8,Nippon Koei,112212,99.69,Nippon Columbia,28791,99.67,Nippon Conlux,28793,99.64,Nippon Filing,28800,99.64,Nippon Filcon,112202,99.64,Nippon Signal,112230,99.64
"NiSource Capital Markets, Inc.",21249,nisource capital markets,nisource,Nisource,133417.0,,,Nisource Sails,198618,99.68,Nisource Depository Shares,189416,99.68,Nisource Units Series A,189417,99.64,Nisource Units (Frankfurt) Series A,258884,99.64,Unisource Financial Group,68923,99.6,Nisource Brazilian Depositary Receipt,149717,99.59,Nisource Premium Income Equity Securities,198617,99.56,Unisource Worldwide,68924,99.51,Nisource,133417,99.5,Nisource (MIC),225268,99.5
NiSource Finance Corp.,21651,nisource corp.,nisource,Nisource,133417.0,,,Nisource,133417,99.73,Nisource (MIC),225268,99.73,Nisource (Frankfurt),264997,99.73,Nisource (XETRA),307396,99.73,Unisource,132446,99.7,Unisource Worldwide,68924,99.67,Unisource Energy (XETRA),308859,99.67,Nisource Sails,198618,99.64,Technisource,77463,99.62,Technisource (Berlin),303349,99.62
NNK-PRIMORNEFTEPRODUKT AO,17254,nnk primornefteprodukt ao,nnk,NNK Group,103067.0,,,Innkeepers USA Trust,196839,99.46,Innkeepers USA (Frankfurt),298594,99.46,Innkeepers USA Trust Preferred Convertible A 8.625,196840,99.41,Innkeepers USA Trust Preferred Series C 8%,145136,99.39,Mannkind Warrants,207439,99.38,Shenzhen NNK Net Technology Limited,30113,99.38,Mannkind,134585,99.36,Mannkind (Tel Aviv),222207,99.36,Mannkind (BRN),225066,99.36,Mannkind (Frankfurt),264500,99.36
NOBLE HOLDING (U.S.) LLC,24528,noble holding,noble,Noble,134723.0,Noble Group (Non-NASDAQ OTC),247607.0,Noble China,10562,99.75,Noble Helium,84998,99.72,Noble Iron,84999,99.7,Noble Iron (Non-NASDAQ OTC),238485,99.7,Noble Energy,58813,99.64,Noble Romans,130979,99.64,Noble Energy (Mexico),222408,99.64,Noble Energy (BRN),228295,99.64,Noble Energy (Frankfurt),280632,99.64,Noble Energy (XETRA),307406,99.64
NOOR SUKUK COMPANY LTD,14962,noor sukuk,noor,Noor Silk Mills,37526.0,,,Noor Silk Mills,37526,99.56,Anooraq Resources (XETRA),309799,99.52,Kohinoor Looms,36172,99.5,Kohinoor Foods,102075,99.5,Kohinoor Mills,111051,99.5,Kohinoor Foods (National India),222096,99.5,Al-Noor Sugar Mills,107669,99.48,Kohinoor Genertek,36170,99.44,Kohinoor Power Company,111052,99.42,Noor Financial Investment,112297,99.42
NOOR TIER 1 SUKUK LIMITED,14984,noor tier 1 sukuk,noor,Noor Silk Mills,37526.0,,,Annoor Textile Mills,107800,99.54,Ashnoor Textile Mills,98747,99.53,Kohinoor Textile Mills,111054,99.51,Kohinoor Industries,111050,99.5,Noor Silk Mills,37526,99.5,Kohinoor Edible Oils,36169,99.49,Kohinoor Techno Engineers,27621,99.48,Kohinoor Genertek,36170,99.47,Anooraq Resources (XETRA),309799,99.47,Kohinoor Mills,111051,99.45
NorCell Sweden Holding 2 AB (publ),17582,norcell sweden holding 2,norcell,,,,,Cel,24987,99.22,ORC Group,43268,99.22,Cel,108537,99.22,ORC Group (Non-NASDAQ OTC),238839,99.22,Cel (Frankfurt),277482,99.22,Cel (Madrid),285104,99.22,ORC Group (Berlin),288352,99.22,Cel (XETRA),310693,99.22,ORC Group (XETRA),314372,99.22,RC Group,50039,99.15
