Target Name,Target No.,preprocessed,Focus Text,Shortest Match Name,Shortest Match No.,Non-NASDAQ OTC Match Name,Non-NASDAQ OTC Match No.,Matched Name 1,Matched No. 1,Matched Score 1,Matched Name 2,Matched No. 2,Matched Score 2,Matched Name 3,Matched No. 3,Matched Score 3,Matched Name 4,Matched No. 4,Matched Score 4,Matched Name 5,Matched No. 5,Matched Score 5,Matched Name 6,Matched No. 6,Matched Score 6,Matched Name 7,Matched No. 7,Matched Score 7,Matched Name 8,Matched No. 8,Matched Score 8,Matched Name 9,Matched No. 9,Matched Score 9,Matched Name 10,Matched No. 10,Matched Score 10
BESRAYA (M) SDN. BHD.,15807,besraya sdn. bhd.,besraya,,,,,ESR,17255,99.3,Ray,113041,99.3,SRA Holdings,113840,99.3,Ray,122049,99.3,SRA,174245,99.3,SRA International,200701,99.3,Ray (Non-NASDAQ OTC),239344,99.3,Be,70427,99.21,Be Group,117225,99.21,ES Group (Holdings),118639,99.21
Bestgain Real Estate Limited,25277,bestgain real estate,bestgain,,,,,Best Investment,15213,99.33,Best Investment (XETRA),15214,99.33,Best,108265,99.33,AIN Holdings,106283,99.26,STG,113889,99.26,STG Group,132058,99.26,Be,70427,99.18,GA Holdings,100637,99.18,AI,107553,99.18,AI Holdings,107555,99.18
BESTGAIN REAL ESTATE LYRA LIMITED,25292,bestgain real estate lyra,bestgain,,,,,Best Investment,15213,99.28,Best Investment (XETRA),15214,99.28,Best,108265,99.28,AIN Holdings,106283,99.21,STG,113889,99.21,STG Group,132058,99.21,Be,70427,99.15,GA Holdings,100637,99.15,AI,107553,99.15,AI Holdings,107555,99.15
BEWG (M) SDN. BHD.,15998,bewg sdn. bhd.,bewg,,,,,Be,70427,99.25,Be Group,117225,99.25,Be Group (Frankfurt),268357,99.25,Be (Frankfurt),293552,99.25,Be (XETRA),304738,99.25,Be Group (XETRA),310228,99.25,Fabeg,34466,85.46000000000001,Mijnmaatschappij Curacao Winstbew,10128,85.27,WGZ Bank AG,23654,79.44,WGL Holdings,61811,79.44
"BEX PORTFOLIO, LLC",23879,bex portfolio,bex,,,,,IBEX Technologies,83745,99.53,IBEX Technologies Inc,158889,99.53,IBEX Technologies (Non-NASDAQ OTC),246272,99.53,IBEX Technologies (Frankfurt),263809,99.53,IBEX Technologies (XETRA),312653,99.53,IBEX Global Solutions,47991,99.53,IBEX Global Solutions,182971,99.53,Robex Plastics,95369,99.52,Beximco,80431,99.5,Beximco Infusion,776,99.48
BHAMINI REAL ESTATE DEVELOPERS PRIVATE LIMITED,11975,bhamini real estate developers private,bhamini,,,,,AMI,116798,99.15,AM,14528,99.1,AM Group Holdings,98528,99.1,BH,117270,99.1,BH Bank,117272,99.1,NI Holdings,137627,99.1,NI Holdings (Frankfurt),264980,99.1,AM (Dutch Trading Service),293139,99.1,AM (Stuttgart),293140,99.1,Minim,137482,88.3
Bharat Aluminium Co Ltd,11561,bharat aluminium co,bharat,Dalmia Bharat,25452.0,,,Bharat Line,24701,99.67,Bharat Zinc,24707,99.67,Bharat Dynamics,97367,99.65,Bharat Financial Income,24698,99.62,Bharat Telecom,24706,99.61,Bharat Electronics,97368,99.59,Bharat Electronics (National India),221237,99.59,Bharat Petroleum,97201,99.57000000000001,Bharat Petroleum,165265,99.57000000000001,Bharat Petroleum,165266,99.57000000000001
Bharat Overseas Bank Ltd.,11500,bharat overseas,bharat,Dalmia Bharat,25452.0,,,Bharat Seats,99130,99.81,Bharat Forge,97369,99.74,Bharat Gears,99125,99.74,Bharat Forge,165263,99.74,Bharat Forge (National India),221238,99.74,Bharat Hotels,24700,99.71,Bharat Berg,24696,99.69,Bharat Rasayan,99128,99.69,Bharat Wire Ropes,99132,99.69,Nava Bharat Ventures,102939,99.69
BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,11774,bharti axa general insurance,bharti,Bharti Healthcare,24709.0,,,Bharti Airtel,97095,99.54,Bharti Airtel (Dummy),165268,99.54,Bharti Airtel (National India),221241,99.54,Bharti Healthcare,24709,99.53,Bharti Airtel Partly Paid,162434,99.49,Bharti Telecom,24710,99.48,Bhartia Bachat,99135,99.48,Bharti Telecom,165269,99.48,Bhartiya International,99136,99.39,Art,24322,99.19
BHF-BANK Aktiengesellschaft,7502,bhf aktiengesellschaft,bhf,,,,,Indiabhf GDR,187403,99.29,HF Company,93369,99.17,BH,117270,99.17,BH Bank,117272,99.17,HF (Frankfurt),270977,99.17,HF (Berlin),286867,99.17,F Investment Trust Group,125685,99.09,Fonterelli GMBH (XETRA),17655,79.58,Fonterelli GMBH,92764,79.58,AIG International Real Estate GMBH Company,164681,79.58
Bhira Investments Limited,15501,bhira investments,bhira,,,,,Bhiraj Office Leasehold REIT,117278,99.49,BHI Holdings,108275,99.3,BHI,117277,99.3,BHI Holdings,227252,99.3,Hi,26603,99.21,BH,117270,99.21,BH Bank,117272,99.21,RA International Group,126784,99.21,Irsa,83954,85.43,Bohra Industries,99228,79.87
BHUMI PRAKASH PRIVATE LIMITED,11993,bhumi prakash private,bhumi,,,,,Ratnabhumi Developers,103840,99.43,Hu Group Holdings,106648,99.17,BH,117270,99.17,BH Bank,117272,99.17,Hu Group Holdings (Non-NASDAQ OTC),246227,99.17,Bumi Citra Permai,99297,79.78,Bank Bumi Arta,98970,79.73,Bumitama Agri,115436,79.73,Huami Corporation,158806,79.73,Bumitama Agri (Frankfurt),268674,79.73
"Bi Hai Co., Ltd.",7122,bi hai,bi,Bi Group,45410.0,,,Binhai Investment,99163,99.83,Binhai Investment (Non-NASDAQ OTC),234678,99.83,Binhai Investment (Frankfurt),268465,99.83,Binhai Investment (XETRA),310309,99.83,Fobi AI,83128,99.77,Fobi AI (Non-NASDAQ OTC),245585,99.77,Fobi AI (Frankfurt),263180,99.77,Bigair Group,787,99.67,Bilati (Orissa),24729,99.67,BIH,52657,99.67
BIDWAL RENEWABLE PRIVATE LIMITED,11886,bidwal renewable private,bidwal,,,,,Bid,32822,99.22,Bid Investment,62966,99.22,Bi Group,45410,99.15,WA Holdings,51528,99.15,Al Group,98448,99.15,ID Holdings,110369,99.15,WA,114815,99.15,Al Group (Temp),164711,99.15,Bindal Exports,99161,82.7,Bindal Textile Mills,24737,82.67
BIE-Bank & Trust Ltd.,14761,bie &,bie,Florin BIE B,7951.0,,,IE,35464,99.57000000000001,Bi Group,45410,99.57000000000001,Biewag Investment,15247,99.55,Elbief,46826,99.55,Rubies,50236,99.55,Fabien,72426,99.55,Biesse,91561,99.55,Biesse (Stuttgart),268450,99.55,Biesse (XETRA),310301,99.55,Obie Media,75503,99.53
BIG RIGHT INVESTMENT LIMITED,10513,big right,big,Big UN,786.0,Big River Gold (Non-NASDAQ OTC),234668.0,Bigstring,128361,99.67,Big Treat,108279,99.67,Big Treat,173033,99.67,Big Turtle,52655,99.63,Big Invest Group,125171,99.63,Big Red Mining,81698,99.61,Big Ridge Gold,81699,99.61,Big River Gold,81700,99.61,Big River Gold (Non-NASDAQ OTC),234668,99.61,Big Ridge Gold (Non-NASDAQ OTC),244149,99.61
