Target Name,Target No.,preprocessed,Focus Text,Shortest Match Name,Shortest Match No.,Non-NASDAQ OTC Match Name,Non-NASDAQ OTC Match No.,Matched Name 1,Matched No. 1,Matched Score 1,Matched Name 2,Matched No. 2,Matched Score 2,Matched Name 3,Matched No. 3,Matched Score 3,Matched Name 4,Matched No. 4,Matched Score 4,Matched Name 5,Matched No. 5,Matched Score 5,Matched Name 6,Matched No. 6,Matched Score 6,Matched Name 7,Matched No. 7,Matched Score 7,Matched Name 8,Matched No. 8,Matched Score 8,Matched Name 9,Matched No. 9,Matched Score 9,Matched Name 10,Matched No. 10,Matched Score 10
MARLIN BLUE LLC,24464,marlin blue,marlin,Marlin,36736.0,Marlin Gold Mining (Non-NASDAQ OTC),237936.0,Marlin Global,140804,99.75,Marlin,36736,99.71,Marling Industries,48820,99.62,Marlin Business Services,60502,99.57000000000001,Marlin Business Services (Frankfurt),280140,99.57000000000001,Marlin Business Services (XETRA),306953,99.57000000000001,Blue Marlin Holdings,15339,99.55,Marlin Global Warrants,173838,99.55,Marlin Gold Mining (Non-NASDAQ OTC),237936,99.55,Black Marlin Energy Holdings,5695,99.53
MARLIN INTERMEDIATE HOLDINGS PLC,9590,marlin intermediate,marlin,Marlin,36736.0,Marlin Gold Mining (Non-NASDAQ OTC),237936.0,Marling Industries,48820,99.7,Marlin Business Services,60502,99.6,Marlin Business Services (Frankfurt),280140,99.6,Marlin Business Services (XETRA),306953,99.6,Marlin Gold Mining A,9908,99.56,Marlin Gold Mining (Non-NASDAQ OTC) A,237937,99.56,Marlin Gold Mining (Stuttgart) A,280141,99.56,Marlin Corporation,36737,99.54,Marlin Gold Mining (Non-NASDAQ OTC),237936,99.54,Black Marlin Energy Holdings,5695,99.53
MARTLET HOMES LIMITED,9825,martlet homes,martlet,Martlet Venture Management,9924.0,,,Martlet Venture Management,9924,99.51,Martlet Venture Mining (Berlin),301936,99.51,Art,24322,99.38,Art,32382,99.38,Art,45018,99.38,RTL Group,87816,99.38,Art Group Holdings,98697,99.38,Art,125058,99.38,Art International,193019,99.38,RTL Group (Swiss Stock Exchange),225600,99.38
MASMOVIL BROADBAND SA,8151,masmovil broadband,masmovil,Masmovil Ibercom,19814.0,Masmovil Ibercom (Non-NASDAQ OTC),247108.0,Masmovil Ibercom,19814,99.71,Masmovil Ibercom (Mexico),222216,99.71,Masmovil Ibercom (Non-NASDAQ OTC),247108,99.71,Masmovil Ibercom (Frankfurt),280156,99.71,Asmo,108014,99.36,ASM,14779,99.29,MAS,36746,99.29,ASM International,87696,99.29,ASM Group,108012,99.29,MAS,115912,99.29
"MASON FINANCE SUB, INC.",24699,mason sub,mason,Mason Resources,9928.0,Mason Resources (Non-NASDAQ OTC),237950.0,Mason Group Holdings,102504,99.71,Mason Resources,9928,99.67,Mason Resources (Non-NASDAQ OTC),237950,99.67,Mason Resources (Frankfurt),280157,99.67,Woodmasons,4571,99.63,Mason Hill Holdings,74583,99.63,Masonite International,9929,99.59,Masonite,66338,99.59,Masonite International,134597,99.59,Masonite International (New York),237951,99.59
MASSACHUSETTS MUTUAL LIFE INSURANCE COMPANY,21413,massachusetts mutual life insurance,massachusetts,Massachusetts Fincorp,74585.0,,,Massachusetts Fincorp,74585,99.64,Massachusetts Electric 4.44 Preference,140809,99.6,Eaton Vance Massachusetts Municipal Income Trust,144009,99.6,Nuveen Massachusetts Quality Municipal Income Fund,141044,99.59,Eaton Vance Massachusetts Municipal Income Trust Nav,236026,99.59,Blackrock Massachusetts Tax- Exempt Mutual Closed Fund,234731,99.59,Nuveen Massachusetts AMT-Free Municipal Income Fund,238635,99.58,SLB Massachusetts Municipal Foods SHBI Suspended 11/08/92,68195,99.57000000000001,Nuveen Massachusetts Quality Municipal Income Fund Nav,238636,99.56,Western Massachusetts Electric Company,69308,99.55
MassMutual Life Insurance Company,13547,massmutual life insurance,massmutual,Massmutual Participation Investors,66341.0,,,Massmutual Participation Investors,66341,99.58,Massmutual Select Diversified International Fund Class L,79464,99.57000000000001,Massmutual Select Diversified International Fund Class A,207491,99.57000000000001,Bank Mutual,59172,99.39,Mutual Trust Bank,84826,99.39,Mutual,111940,99.39,Bank Mutual (Berlin),284606,99.39,MAS,36746,99.21,SMU,95990,99.21,MAS,115912,99.21
MASTER ASSET VEHICLE II,5187,master asset vehicle ii,master,Master Shares,145744.0,Mackenzie Master (Non-NASDAQ OTC),237882.0,Master Plastics,36759,99.63,Master Pharmaceutical,111526,99.59,Master Graphics,75033,99.58,Master Pharmaceutical PDA,179666,99.58,Mastermailer Holdings,48838,99.57000000000001,Master Systems Computer,74590,99.57000000000001,PSH Master Limited Partnership I Units,76233,99.57000000000001,Roadmaster Steel,29706,99.56,Master Chemicals,102506,99.56,Master Shares,145744,99.56
Mata de Santa Genebra Transmissao SA,4354,mata de santa genebra transmissao,mata,JAI Mata Industries,27157.0,Cahya Mata Sarawak (Non-NASDAQ OTC),244358.0,Matasea Romana,36767,99.51,Matador Partners Group,94397,99.49,Matador Partners (BRN) Group,225088,99.49,Matador Partners (XETRA) Group,287738,99.49,Matahari Department Store,97843,99.48,Matador Exploration,9935,99.46,Matamec Exploration,9936,99.46,Matamec Exploration (Non-NASDAQ OTC),237960,99.46,Matamec Exploration,287739,99.46,Matamec Exploration (XETRA),313465,99.46
Mateus Supermercados S.A.,4361,mateus supermercados,mateus,Grupo Mateus On,80607.0,,,Grupo Mateus On,80607,99.46,MAT International,48840,99.26,At-Group,24421,99.18,At Trust,45099,99.18,T Bank,22692,99.1,Playmates Holdings,103491,90.43,Playmates Holdings (Temp),169827,90.43,Playmates Holdings (Non-NASDAQ OTC),248074,90.43,Playmates (Frankfurt),273632,90.43,Playmates Holdings (XETRA),314742,90.43
