Target Name,Target No.,Top Match Name,Top Match No.,Top Match Score,All Matched
Commonwealth Bank of Australia,22180,Commonwealth Bank of Australia,80270,100,"[('Commonwealth Bank of Australia', 100), ('Commonwealth Bank of Australia Deferred', 95), ('Commonwealth Bank of Australia Perls IV', 95), ('Commonwealth Bank of Australia Preference', 95), ('Commonwealth Bank of Australia Preference', 95), ('Commonwealth Bank of (Frankfurt) Australia', 95), ('Commonwealth Bank of (XETRA) Australia', 95), ('Security Bank', 90), ('Alia', 90), ('Security Bank', 90)]"
Berkshire Bank,22181,Security Bank,200310,90,"[('Security Bank', 90), ('Hi', 90), ('Shire', 90), ('Security Bank', 90), ('Security Bank', 90), ('Re Capital', 90), ('Re Capital', 90), ('Be', 90), ('Security Bank', 90), ('Security Bank', 90)]"
FIFTH THIRD FINANCIAL CORPORATION,22182,Third Financial,77587,95,"[('Third Financial', 95), ('Financial Trust Corporation', 90), ('FTH', 90), ('Financial Trust Corporation', 90), ('Financial Trust Corporation', 90), ('INA', 90), ('Financial Trust Corporation', 90), ('CIA', 90), ('Financial Trust Corporation', 90), ('Financial Trust Corporation', 90)]"
"The Bank of Tokyo-Mitsubishi UFJ, Ltd.",22183,Bank of Tokyo-Mitsubishi,24589,95,"[('Bank of Tokyo-Mitsubishi', 95), ('Mitsubishi', 90), ('Security Bank', 90), ('Mitsubishi UFJ Securities', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Mitsubishi', 90)]"
SIMMONS BANK,22184,Security Bank,200310,90,"[('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Mo', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('IM', 90), ('NK', 90)]"
"PRIME PACIFIC BANK, NATIONAL ASSOCIATION",22185,Pacific,37846,90,"[('Pacific', 90), ('National', 90), ('Prime Capital Corporation', 90), ('National', 90), ('Pacific', 90), ('National', 90), ('National', 90), ('Prime Capital Corporation', 90), ('Ific Bank', 90), ('Prime Capital Corporation', 90)]"
Rite Aid Lease Management Company,22186,Trust Company,4284,90,"[('Trust Company', 90), ('Management Trust', 90), ('Managem', 90), ('Rite Aid', 90), ('Bakixanov Company', 86), ('BKM Management', 86), ('Company On', 86), ('Contax Holding Company', 86), ('Faulding FH&Company', 86), ('Genesis Lease', 86)]"
Valley Bank,22187,Valley Bank,78018,100,"[('Valley Bank', 100), ('Tri-Valley Bank', 95), ('Mid Valley Bank', 95), ('Ohio Valley Bank', 95), ('All Corporation', 90), ('Security Bank', 90), ('Premier Valley Bank', 90), ('Santa Clara Valley Bank', 90), ('Security Bank', 90), ('Twin Valley Bank West', 90)]"
"Southwest Bank, An M&I Bank",22188,Security Bank,200310,90,"[('Security Bank', 90), ('West', 90), ('Security Bank', 90), ('Security Bank', 90), ('West', 90), ('West', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90)]"
Beverly Bank & Trust Company NA,22189,Trust Company,4284,90,"[('Trust Company', 90), ('Ever', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90)]"
Mellon Capital III,22190,El Corporation,1533,90,"[('El Corporation', 90), ('Income Streams III Equity Dividend', 86), ('Penfold Capital Acquisition III', 86), ('R Split III Class A', 86), ('Leopold III-Laan', 86), ('IPF III Spor VSZ IF', 86), ('American Tax Credit Properties Units Limited Partnership III', 86), ('United Development Funding III Unit', 86), ('Corts Trust III Sherwin Williams Class A 7.25%', 86), ('Sterling Bancshares Capital Trust III', 86)]"
ALLY BANK,22191,All Corporation,24093,90,"[('All Corporation', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Valley Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('LY Corporation', 90)]"
First Financial Bank,22192,First Financial Bank,92725,100,"[('First Financial Bank', 100), ('First Financial', 95), ('First Financial', 95), ('First Financial', 95), ('First Savings Bank Financial Corporation', 95), ('First Financial', 95), ('Financial Trust Corporation', 90), ('First', 90), ('Security Bank', 90), ('Firs', 90)]"
BROOKLINE BANK,22193,Security Bank,200310,90,"[('Security Bank', 90), ('Line', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Broo', 90), ('Security Bank', 90), ('Security Bank', 90), ('NK', 90)]"
Synovus Bank,22194,Security Bank,200310,90,"[('Security Bank', 90), ('SY', 90), ('SY', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('SYN', 90), ('Security Bank', 90)]"
"Sabadell United Bank, N.A.",22195,Unite Capital,13363,90,"[('Unite Capital', 90), ('United', 90), ('Security Bank', 90), ('Unit', 90), ('Security Bank', 90), ('Unit', 90), ('United', 90), ('Security Bank', 90), ('Dell', 90), ('ADE', 90)]"
Bank Leumi USA,22196,Security Bank,200310,90,"[('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Leumi Limited', 90), ('Security Bank', 90), ('NK', 90), ('Security Bank', 90)]"
National Penn Bank,22197,National-Bank,20403,95,"[('National-Bank', 95), ('National Bank', 95), ('Ion', 90), ('National', 90), ('Security Bank', 90), ('National', 90), ('ONA', 90), ('National', 90), ('Security Bank', 90), ('Security Bank', 90)]"
Prosperity Bank,22198,Prosperity Bank and Trust,76214,95,"[('Prosperity Bank and Trust', 95), ('Security Bank', 90), ('IT', 90), ('Prosper', 90), ('SP', 90), ('Prosper', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90)]"
"Sinclair Television Group, Inc.",22199,Vision,114771,90,"[('Vision', 90), ('Group', 90), ('Levi', 90), ('Group', 90), ('Television', 90), ('Vision Group', 90), ('Group', 90), ('Visio', 90), ('Vision', 90), ('Vision', 90)]"
CITIZENS BUSINESS BANK,22200,CIT,15964,90,"[('CIT', 90), ('Business Trust', 90), ('Security Bank', 90), ('Citizens', 90), ('Security Bank', 90), ('Security Bank', 90), ('Citizens', 90), ('ITI', 90), ('Business Bank', 90), ('Security Bank', 90)]"
BioMed Realty L.P.,22201,Real Security,131585,90,"[('Real Security', 90), ('OM', 90), ('Re Capital', 90), ('Re Capital', 90), ('Iomed', 90), ('Real Security', 90), ('Biomedical Realty Trust', 87), ('British Group Realty', 86), ('Sutton Group Realty Services', 86), ('Island Peninsular Realty and Enterprises Hong Kong', 86)]"
Cole Taylor Bank,22202,Security Bank,200310,90,"[('Security Bank', 90), ('COL', 90), ('Security Bank', 90), ('Security Bank', 90), ('Cole', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('NK', 90)]"
"Sun Life Financial Global Funding III, L.P.",22203,Financial Trust Corporation,195613,90,"[('Financial Trust Corporation', 90), ('Sun Life Capital Trust', 90), ('Financial Trust Corporation', 90), ('Financial Trust Corporation', 90), ('Financial Trust Corporation', 90), ('Globa', 90), ('Sun Life Financial', 90), ('Global', 90), ('Financial Trust Corporation', 90), ('Global', 90)]"
Sterling Savings Bank,22204,Security Bank,200310,90,"[('Security Bank', 90), ('Sterling Capital', 90), ('Security Bank', 90), ('Security Bank', 90), ('Savin', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('AVI', 90)]"
"OCWEN LOAN SERVICING, LLC",22205,CIN,15946,90,"[('CIN', 90), ('Bayshore Floating Rate Senior Loan Fund', 86), ('Diplomatic Corps Servicing Department', 86), ('Prince Georges Federal Savings Loan Association Marlbor', 86), ('W-W Capital', 86), ('Student Loan', 86), ('Century Federal Savings and Loan', 86), ('Citizens Savings and Loan Federal Association Richmond Virginia', 86), ('Fidelity Federal Savings and Loan', 86), ('Local Federal Savings and Loan', 86)]"
WEA Finance LLC,22206,Rea Finance,183407,91,"[('Rea Finance', 91), ('INA', 90), ('NC&', 90), ('Allco Finance Group', 86), ('Beneficial Finance', 86), ('China Finance Holding Company', 86), ('Ding Sheng XIN Finance', 86), ('Intermills (Finance)', 86), ('North Ryde Community Finance', 86), ('Palm Beach Finance', 86)]"
Indiana Business Bank,22207,Business Trust,24861,90,"[('Business Trust', 90), ('Security Bank', 90), ('Diana', 90), ('India Securities', 90), ('Security Bank', 90), ('Security Bank', 90), ('Business Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90)]"
"TRANSWESTERN PIPELINE COMPANY, LLC",22208,Trust Company,4284,90,"[('Trust Company', 90), ('Line', 90), ('West', 90), ('Tern', 90), ('West', 90), ('West', 90), ('Tern', 90), ('Bakixanov Company', 86), ('Company On', 86), ('Faulding FH&Company', 86)]"
Morgan Stanley International Incorporated,22209,National,222336,90,"[('National', 90), ('Terna', 90), ('Inter', 90), ('National', 90), ('National', 90), ('Stanley', 90), ('Tern', 90), ('Stanley', 90), ('Morgan Stanley', 90), ('National', 90)]"
