Target Name,Target No.,preprocessed,Focus Text,Matched Name 1,Matched No. 1,Matched Score 1,Matched Name 2,Matched No. 2,Matched Score 2,Matched Name 3,Matched No. 3,Matched Score 3,Matched Name 4,Matched No. 4,Matched Score 4,Matched Name 5,Matched No. 5,Matched Score 5,Matched Name 6,Matched No. 6,Matched Score 6,Matched Name 7,Matched No. 7,Matched Score 7,Matched Name 8,Matched No. 8,Matched Score 8,Matched Name 9,Matched No. 9,Matched Score 9,Matched Name 10,Matched No. 10,Matched Score 10
BBVA U.S. Senior S.A. Unipersonal,8058,bbva u.s. senior unipersonal,bbva,BBVA Bancomer Mextrac,171651,99.49,BBVA (Frankfurt) Bonus Rights,277023,99.49,BBVA (Frankfurt) Bonus Rights,277024,99.49,BBVA (Frankfurt) Bonus Rights,277025,99.49,BBVA (Frankfurt) Bonus Rights,277026,99.49,BBVA (Frankfurt) Bonus Rights,277027,99.49,BBVA (Frankfurt) Bonus Rights,277028,99.49,BBVA (Munich) Bonus Rights,284660,99.49,BBVA (Frankfurt) Bonus Rights,293524,99.49,BBVA (Frankfurt) Bonus Rights,293525,99.49
BBVA-4 PYME Fondo de Titulizacion de Activos,8047,bbva 4 pyme fondo de titulizacion de activos,bbva,BBVA - BMV Mexico Enlace RT Trac,173011,99.48,BBVA - BMV Mexico Construye RT Trac,173010,99.44,BBVA - BMV Mexico CSO Frecuente RT Trac,171650,99.44,BBVA - BMV Fibras Trac,171649,99.43,BBVA Capital Privado F C R,162420,99.43,BBVA Sponsored ADR (Frankfurt) 1:1,255180,99.42,BBVA Sponsored ADR (XETRA) 1:1,290656,99.42,BBVA Accion IBEX 35 ETF,162419,99.42,BBVA Dow Jones STOXX Euro 50,162421,99.42,BBVA Banco Frances (XETRA) Sponsored ADR 1:3,317006,99.41
BBVA-5 FTPYME Fondo de Titulizacion de Activos,8065,bbva 5 ftpyme fondo de titulizacion de activos,bbva,BBVA - BMV Mexico Enlace RT Trac,173011,99.47,BBVA - BMV Mexico CSO Frecuente RT Trac,171650,99.43,BBVA - BMV Fibras Trac,171649,99.42,BBVA Banco Frances (XETRA) Sponsored ADR 1:3,317006,99.42,BBVA Capital Privado F C R,162420,99.42,BBVA - BMV Mexico Construye RT Trac,173010,99.42,BBVA Sponsored ADR (Frankfurt) 1:1,255180,99.41,BBVA Sponsored ADR (XETRA) 1:1,290656,99.41,BBVA Accion IBEX 35 ETF,162419,99.41,BBVA Dow Jones STOXX Euro 50,162421,99.41
BBVA-6 FTPYME Fondo de Titulizacion de Activos,8075,bbva 6 ftpyme fondo de titulizacion de activos,bbva,BBVA - BMV Mexico Enlace RT Trac,173011,99.47,BBVA - BMV Mexico CSO Frecuente RT Trac,171650,99.43,BBVA - BMV Fibras Trac,171649,99.42,BBVA Banco Frances (XETRA) Sponsored ADR 1:3,317006,99.42,BBVA Capital Privado F C R,162420,99.42,BBVA - BMV Mexico Construye RT Trac,173010,99.42,BBVA Sponsored ADR (Frankfurt) 1:1,255180,99.41,BBVA Sponsored ADR (XETRA) 1:1,290656,99.41,BBVA Accion IBEX 35 ETF,162419,99.41,BBVA Dow Jones STOXX Euro 50,162421,99.41
BCP Emisiones Latam 1 S.A.,5773,bcp emisiones latam 1,bcp,BCP Cash Component,162422,99.46,BCPG Foreign Board,229927,99.46,UBS Abcpa Exchange-Traded Note,141644,99.43,BCP G-Certificate Registered (Frankfurt),165199,99.41,BCPL Railway Infrastructure,99035,99.38,BCP Torre del Greco Azioni,91426,99.38,BCP AF,41401,99.37,Altos Hornos Mexico BCP Conversion Into 322903,172868,99.36,Gfinver BCP ADR Expired 11/08/97,205597,99.34,Cremi BCP,25333,99.33
BPE Finance International Limited,14731,bpe,bpe,BP International,52780,99.8,BP,124430,99.8,BP (Tokyo),221286,99.8,BP (Swiss Stock Exchange),224005,99.8,BP (VIRT-X),231719,99.8,BP (Non-NASDAQ OTC),244273,99.8,BP (Frankfurt),268594,99.8,BP (XETRA),268595,99.8,BP (Paris-SBF),284851,99.8,Bper Banca,87603,99.46
BSES Infrastructure Finance Limited,11511,bses infrastructure,bses,Bses GDR 144A,241323,99.44,Bses GDR Repr 3 Ordinary,241324,99.42,BSE Limited,24842,99.27,BSE,97392,99.27,SES (VIRT-X),297042,99.27,BS,24840,99.19,ES Group (Holdings),118639,99.19,Abss,202212,85.4,Tower Bersama Infrastructure,98133,75.02,Tower Bersama Infrastructure (Non-NASDAQ OTC),240449,75.02
CEMEX MATERIALS LLC,23906,cemex materials,cemex,Cemex Montenegro,91792,99.65,Cemex Cedear,148803,99.59,Cemex Latam Holding (BOG),91791,99.59,Cemex CPO ADR,193880,99.57000000000001,Cemex 'B' ADR (SEAQ International),241354,99.57000000000001,Cemex Holdings Philippines,108548,99.56,Cemex SAB de Convertible,148804,99.56,Cemex ADR 1:10,185115,99.55,Cemex ADR 1:10 (Frankfurt),255430,99.55,Cemex MVC UQ,173110,99.52
Centel Capital Corporation,21014,centel capital corporation,centel,Centel Cable Television,63408,99.61,Centel Merger With 904864,63409,99.39,Entel,34350,99.32,ENT,1607,99.21,CE Holdings,108530,99.14,El Company,109292,99.14,El Company,227555,99.14,T Bank,22692,99.07,C Holdings,24873,99.07,Descente,106467,90.38000000000001
