Target Name,Target No.,preprocessed,Focus Text,Shortest Match Name,Shortest Match No.,Non-NASDAQ OTC Match Name,Non-NASDAQ OTC Match No.,Matched Name 1,Matched No. 1,Matched Score 1,Matched Name 2,Matched No. 2,Matched Score 2,Matched Name 3,Matched No. 3,Matched Score 3,Matched Name 4,Matched No. 4,Matched Score 4,Matched Name 5,Matched No. 5,Matched Score 5,Matched Name 6,Matched No. 6,Matched Score 6,Matched Name 7,Matched No. 7,Matched Score 7,Matched Name 8,Matched No. 8,Matched Score 8,Matched Name 9,Matched No. 9,Matched Score 9,Matched Name 10,Matched No. 10,Matched Score 10
OCBC Bank (Malaysia) Berhad,15851,ocbc berhad,ocbc,,,,,CBC (Batiment Construction),15704,99.43,OCB,112375,99.43,C Holdings,24873,99.17,O-Bank,115989,99.17,OCB Bancorp,56459,74.8,CBC Holding Company,128647,74.8,OCC NVDR,176003,74.78,Vseobec Uver Bank,96644,74.77,Bcibc Blue Chip Fund,193343,74.77,Stockcube,50821,74.75
OCBC Wing Hang Bank (China) Limited,7000,ocbc wing hang,ocbc,,,,,CBC (Batiment Construction),15704,99.35,OCB,112375,99.35,C Holdings,24873,99.13,O-Bank,115989,99.13,Obcina,37662,74.85,Sirocco Mining,12286,74.82000000000001,Sirocco Mining (Frankfurt),281864,74.82000000000001,CSBC Taiwan,118008,74.81,CBC Holding Company,128647,74.81,CTBC Financial Holding,115195,74.81
OCBC Wing Hang Bank Limited (Macau),15471,ocbc wing hang,ocbc,,,,,CBC (Batiment Construction),15704,99.35,OCB,112375,99.35,C Holdings,24873,99.13,O-Bank,115989,99.13,Obcina,37662,74.85,Sirocco Mining,12286,74.82000000000001,Sirocco Mining (Frankfurt),281864,74.82000000000001,CSBC Taiwan,118008,74.81,CBC Holding Company,128647,74.81,CTBC Financial Holding,115195,74.81
OCCIDENTAL DE COLOMBIA LLC,7344,occidental de colombia,occidental,Occidental Trust,28951.0,,,Occidental Development Group,56460,99.73,Occidental Petroleum,49436,99.71,Occidental Petroleum,132978,99.71,Occidental Petroleum (Mexico),218487,99.71,Occidental Petroleum (Frankfurt),222425,99.71,Occidental Petroleum (Tokyo),222426,99.71,Occidental Petroleum (BRN),225318,99.71,Occidental Petroleum (MIC),225319,99.71,Occidental Petroleum (London),232594,99.71,Occidental Petroleum (AMS),252127,99.71
Oceanografia SA de CV,15618,oceanografia de cv,oceanografia,,,,,Ocean International Holdings,37672,99.43,Ocean SA,37674,99.43,Ocean Group,126511,99.43,OCE,20685,99.29,OCE (Swiss Stock Exchange),228347,99.29,OCE (Frankfurt),280746,99.29,OCE (Dutch Trading Service),296289,99.29,OCE (VIRT-X),296290,99.29,OCE (XETRA),307501,99.29,OG International,75533,99.2
Ochiba 2015 B.V.,16386,ochiba 2015 b.v.,ochiba,,,,,Chiba Bank,106405,99.48,Chiba Bank (BRN),227385,99.48,Chiba Bank (Non-NASDAQ OTC),244594,99.48,Chiba Bank (Berlin),268944,99.48,Ochi Holdings,112384,99.4,Hi,26603,99.22,C Holdings,24873,99.12,O-Bank,115989,99.12,Ibar,35414,85.44,Ibah,73533,85.44
"OCI Specialty Co., Ltd",14484,oci specialty,oci,OCI,28957.0,OCI (Non-NASDAQ OTC),247722.0,Sofi Social 50 ETF,190830,99.58,Gsociety,73204,99.57000000000001,Reocito Capital,11702,99.57000000000001,Ocisa (1000),37681,99.56,Social Media Group,22262,99.56,OCI Partners,60823,99.56,OCI Partners (Frankfurt),280751,99.56,Social Investment Bank,86218,99.53,Associated Electrical,32450,99.53,Associated Commercial,108024,99.53
OCP S.A.,15449,ocp,ocp,Region OCP,38617.0,OCP Credit Strategy Fund Trust (Non-NASDAQ OTC) Units,238767.0,OCP Limited Data,20693,99.55,Docpharma,16635,99.5,C Holdings,24873,99.5,O-Bank,115989,99.5,Docpharma (Frankfurt),294383,99.5,Docpharma (XETRA),311444,99.5,Region OCP,38617,99.46,Docplanet Com,71938,99.38,Blocplay (Non-NASDAQ OTC) Entertainment,234844,99.24,OCP Senior Credit Fund,10772,99.24
OEBB-Infrastruktur Aktiengesellschaft,2887,oebb infrastruktur aktiengesellschaft,oebb,,,,,EB Inc,64420,99.1,BB Holdings (Berlin),299800,99.1,O-Bank,115989,99.05,Webb Interactive (Berlin) Services,303704,74.73,Boeblingen Patrimonium Defensive Nederlands Discount,5538,74.68,Dobbies Garden Centres,46639,74.66,Robbins and Myers,61167,74.66,Bobby Allison Wireless,70608,74.66,Robbins and Myers (Frankfurt),281546,74.66,Dobbies Garden Centres (Berlin),300592,74.66
Oersted Wind Power TW Holding A/S,7925,oersted wind power tw holding a/s,oersted,,,,,Erste Bank,42042,99.26,Erste Group Bank,87625,99.26,Erste Bank,92590,99.26,Erste Bank,151450,99.26,Erste Bank,166634,99.26,Erste Group Bank (Prague),212373,99.26,Erste Group Bank (Mexico),217596,99.26,Erste Group Bank (Swiss Stock Exchange),224468,99.26,Erste Group Bank (Non-NASDAQ OTC),245375,99.26,Erste Group Bank (Frankfurt),269977,99.26
