Target Name,Target No.,preprocessed,Focus Text,Shortest Match Name,Shortest Match No.,Non-NASDAQ OTC Match Name,Non-NASDAQ OTC Match No.,Matched Name 1,Matched No. 1,Matched Score 1,Matched Name 2,Matched No. 2,Matched Score 2,Matched Name 3,Matched No. 3,Matched Score 3,Matched Name 4,Matched No. 4,Matched Score 4,Matched Name 5,Matched No. 5,Matched Score 5,Matched Name 6,Matched No. 6,Matched Score 6,Matched Name 7,Matched No. 7,Matched Score 7,Matched Name 8,Matched No. 8,Matched Score 8,Matched Name 9,Matched No. 9,Matched Score 9,Matched Name 10,Matched No. 10,Matched Score 10
State Bank of Saurashtra,11489,state of saurashtra,state,State Bank,77158.0,Gold State (Non-NASDAQ OTC) Resources,245871.0,State of the Art,77162,99.69,State Bank of Victoria,3999,99.67,Estates Company of UVA,34394,99.67,State Bank of Mysore,30529,99.65,State Bank of India,97094,99.61,State Bank of India,170649,99.61,State Bank of India (National India),222830,99.61,State of Franklin Bancshares,57733,99.6,State Bank of New South Wales,4003,99.6,State Bank South Orange,77159,99.59
State Bank of the Lakes,22780,state of the lakes,state,State Bank,77158.0,Gold State (Non-NASDAQ OTC) Resources,245871.0,State of the Art,77162,99.82000000000001,State Bank of New South Wales,4003,99.71,Stater Brothers Holdings,68369,99.67,State of QLD,4000,99.67,State Bank South Orange,77159,99.67,State Street Spaces,200749,99.65,Interstate Hotels Company,65748,99.63,Interstate Hotels,79282,99.63,State Bank of Victoria,3999,99.63,Estates Company of UVA,34394,99.62
STATE ELITE GLOBAL LIMITED,25323,state elite global,state,State Bank,77158.0,Gold State (Non-NASDAQ OTC) Resources,245871.0,States Kapital,43913,99.62,State Street Unit Trust Management Global A,39611,99.62,Tristate Capital Holdings,61624,99.59,State Gas,86365,99.59,Tristate Capital Holdings (Frankfurt),282565,99.59,State of the Art,77162,99.59,Tri-State First Banc,58156,99.58,United States VR Global Com,58345,99.58,Statewide Bancorp,57734,99.57000000000001,State Bank of Victoria,3999,99.57000000000001
State Street Bank and Trust Company,21227,state street and,state,State Bank,77158.0,Gold State (Non-NASDAQ OTC) Resources,245871.0,State Street DS,191056,99.9,State Street,133222,99.86,State Street (Mexico),218932,99.86,State Street (BRN),225804,99.86,State Street (MIC),225805,99.86,State Street (Frankfurt),266290,99.86,State Street (Vienna Stock Exchange),266291,99.86,State Street (XETRA),266292,99.86,State Street Spaces,200749,99.8,Estate Closed Fund,42051,99.65
STATECA LIMITED,10998,stateca,stateca,,,,,State Bank,57732,99.83,State Bank,77158,99.83,Stat,30528,99.73,Atec,117041,99.73,Atec,128190,99.73,ECA,16802,99.6,Tec,39880,99.6,STA Group,43876,99.6,ECA (Berlin),285859,99.6,At-Group,24421,99.44
Statkraft AS,16556,statkraft as,statkraft,,,,,Kraft,27672,99.59,Kraft Bank,111110,99.59,Kraft,197403,99.59,Kraft (Frankfurt),222110,99.59,Kraft Inc,237649,99.59,Kraft Bank (Stuttgart),271806,99.59,Stat,30528,99.5,Raft International,49991,99.5,Raft International (Berlin),302771,99.5,AFT,87,99.4
STATKRAFT ENERGIAS RENOVAVEIS S.A.,4267,statkraft energias renovaveis,statkraft,,,,,Kraft,27672,99.29,Kraft Bank,111110,99.29,Kraft,197403,99.29,Kraft (Frankfurt),222110,99.29,Kraft Inc,237649,99.29,Kraft Bank (Stuttgart),271806,99.29,Stat,30528,99.24,Raft International,49991,99.24,Raft International (Berlin),302771,99.24,AFT,87,99.19
STB Cayman Capital Ltd.,14657,stb cayman capital,stb,STB Leasing,30531.0,,,Westbank Capital Trust Capital Securities,78291,99.71,Westbridge Capital,201911,99.61,Westbury Property Capital,183717,99.6,Westbrae National,80226,99.51,Westbury Metals Group,58601,99.48,Westbury Bancorp,132685,99.47,STB Chip,57738,99.46,Postbanken BA,38266,99.45,Firstbank Illinois,72678,99.44,Eastbay Income Com,72079,99.44
STB FINANCE CAYMAN LIMITED,14687,stb cayman,stb,STB Leasing,30531.0,,,STB Leasing,30531,99.57000000000001,STB Systems,77171,99.57000000000001,Postbank,3349,99.56,Westbank,78290,99.56,Westbank (Berlin),303719,99.56,STB Chip,57738,99.56,Firstbank,59926,99.53,Firstbank (Berlin),300960,99.53,Westbridge Capital,201911,99.5,Westbury Metals Group,58601,99.48
STB PREFERRED CAPITAL 2 (CAYMAN) LIMITED,14882,stb preferred capital 2,stb,STB Leasing,30531.0,,,Westbury Property Capital,183717,99.67,Westbridge Capital,201911,99.63,Westbank Capital Trust Capital Securities,78291,99.55,Westbrae National,80226,99.5,Westbury Property Units,183718,99.48,Westbond Enterprises Expired 12/02/93,161968,99.47,Plastbox Series F PDA,180200,99.45,Westbrick Products,51631,99.44,Westbridge Research Group,69291,99.43,Westbury Metals Group,58601,99.42
