Target Name,Target No.,preprocessed,Focus Text,Matched Name 1,Matched No. 1,Matched Score 1,Matched Name 2,Matched No. 2,Matched Score 2,Matched Name 3,Matched No. 3,Matched Score 3,Matched Name 4,Matched No. 4,Matched Score 4,Matched Name 5,Matched No. 5,Matched Score 5,Matched Name 6,Matched No. 6,Matched Score 6,Matched Name 7,Matched No. 7,Matched Score 7,Matched Name 8,Matched No. 8,Matched Score 8,Matched Name 9,Matched No. 9,Matched Score 9,Matched Name 10,Matched No. 10,Matched Score 10
Banca Popolare di Lodi Investor Trust III,22005,banca popolare di lodi investor iii,banca,Banca Popolare di Spoleto,14996,99.73,Banca Popolare di Sondrio,87704,99.73,Banca Popolare di Sondrio (Stuttgart),268351,99.73,Banca Popolare di Sondrio (XETRA),310223,99.73,Banca Popolare di Milano Conversion Rights,165082,99.73,Banca Popolare di Lecco,24645,99.72,Banca Popolare di Fondi,91371,99.72,Banca Popolare di Bari ORS,91369,99.72,Banca Popolare di Milano,14993,99.71,Banca Popolare di Novara,15138,99.71
Banca Popolare di Mantova SpA,12238,banca popolare di mantova spa,banca,Banca Popolare di Novara,15138,99.87,Banca Popolare di Novara,15144,99.87,Banca Popolare di Novara (Stuttgart),293537,99.87,Banca Popolare di Milano,14993,99.83,Banca Popolare di (Non-NASDAQ OTC) Milano,234525,99.83,Banca Popolare di (Frankfurt) Milano,276969,99.83,Banca Popolare di (XETRA) Milano,284538,99.83,Banca Popolare di Lajatico Scpa,91372,99.83,Banca Popolare Novara (VIRT-X),293543,99.8,Banca Popolare di Cividale Scpa,91370,99.8
Banca Popolare di Ravenna SpA,12198,banca popolare di ravenna spa,banca,Banca Popolare di Verona (VIRT-X),293538,99.83,Banca Popolare di Verona (XETRA),310144,99.83,Banca Popolare di Cividale Scpa,91370,99.8,Banca Popolare di Lajatico Scpa,91372,99.8,Banca Popolare di Novara,15138,99.79,Banca Popolare di Novara,15144,99.79,Banca Popolare di Novara (Stuttgart),293537,99.79,Banca Popolare Siracusa,15146,99.77,Banca Popolare Verona (Frankfurt),293545,99.76,Banca Popolare di Bari ORS,91369,99.76
BANCA POPOLARE DI VICENZA SOCIETA PER AZIONI,12184,banca popolare di vicenza societa per azioni,banca,Banca Popolare di Cividale Scpa,91370,99.69,Banca Popolare di Novara,15138,99.68,Banca Popolare di Novara,15144,99.68,Banca Popolare di Novara (Stuttgart),293537,99.68,Banca Popolare di Verona (VIRT-X),293538,99.68,Banca Popolare di Verona (XETRA),310144,99.68,Banca Popolare di Spoleto,14996,99.67,Banca Popolare di Sondrio,87704,99.67,Banca Popolare di Sondrio (Stuttgart),268351,99.67,Banca Popolare di Sondrio (XETRA),310223,99.67
Barclaycard Funding PLC,9074,barclaycard funding,barclaycard,RCL Group,3525,99.27,Car,24933,99.27,Arc Group,52363,99.27,Arc International (Non-NASDAQ OTC),52364,99.27,Arc Finance,98656,99.27,Car (HKSE Connect Equity),221329,99.27,Car (SZS),221330,99.27,Arc International,231567,99.27,Arc International (VIRT-X),231568,99.27,Car (Non-NASDAQ OTC),235105,99.27
"BBVA 3 FTPYME,Fondo de Titulizacion de Activos",8036,bbva 3 ftpymefondo de titulizacion de activos,bbva,BBVA - BMV Mexico Enlace RT Trac,173011,99.47,BBVA - BMV Mexico Construye RT Trac,173010,99.43,BBVA - BMV Mexico CSO Frecuente RT Trac,171650,99.43,BBVA Sponsored ADR (Frankfurt) 1:1,255180,99.42,BBVA Sponsored ADR (XETRA) 1:1,290656,99.42,BBVA Capital Privado F C R,162420,99.42,BBVA Accion IBEX 35 ETF,162419,99.41,BBVA Dow Jones STOXX Euro 50,162421,99.41,BBVA Privanza International Preferred C Gibraltar ADR 1:1,142682,99.41,BBVA Banco Frances (XETRA) Sponsored ADR 1:3,317006,99.4
BBVA Autos 1 Fondo de Titulizacion de Activos,8031,bbva autos 1 fondo de titulizacion de activos,bbva,BBVA - BMV Mexico Enlace RT Trac,173011,99.45,BBVA Dow Jones STOXX Euro 50,162421,99.44,BBVA Banco Frances (XETRA) Sponsored ADR 1:3,317006,99.43,BBVA Sponsored ADR (Frankfurt) 1:1,255180,99.42,BBVA Sponsored ADR (XETRA) 1:1,290656,99.42,BBVA Capital Privado F C R,162420,99.42,BBVA Solidez BP XVI,15130,99.41,BBVA Accion IBEX 35 ETF,162419,99.41,BBVA - BMV Mexico Construye RT Trac,173010,99.41,BBVA - BMV Mexico CSO Frecuente RT Trac,171650,99.41
BBVA Autos 2 Fondo de Titulizacion de Activos,8053,bbva autos 2 fondo de titulizacion de activos,bbva,BBVA - BMV Mexico Enlace RT Trac,173011,99.45,BBVA Dow Jones STOXX Euro 50,162421,99.44,BBVA Banco Frances (XETRA) Sponsored ADR 1:3,317006,99.43,BBVA Sponsored ADR (Frankfurt) 1:1,255180,99.42,BBVA Sponsored ADR (XETRA) 1:1,290656,99.42,BBVA Capital Privado F C R,162420,99.42,BBVA Solidez BP XVI,15130,99.41,BBVA Accion IBEX 35 ETF,162419,99.41,BBVA - BMV Mexico Construye RT Trac,173010,99.41,BBVA - BMV Mexico CSO Frecuente RT Trac,171650,99.41
BBVA Banco de Financiacion SA,8093,bbva de financiacion,bbva,BBVA Banco Frances,80425,99.56,BBVA Certificate (Frankfurt),165185,99.56,BBVA Banco Frances (Madrid),268344,99.56,BBVA Certificate (XETRA),317007,99.56,BBVA Bancomer,24637,99.55,BBVA - BMV Fibras Trac,171649,99.54,BBVA Accion IBEX 35 ETF,162419,99.51,BBVA Capital Funding,15129,99.5,BBVA Banco Frances 'B' (Non-NASDAQ OTC),234601,99.5,BBVA Banco Frances 'B' (Stuttgart),268345,99.5
