Target Name,Target No.,Top Match Name,Top Match No.,Top Match Score,All Matched
"Medialive International, Inc.",22568,Medialive International,74678,100,"[('Medialive International', 100), ('Ion', 90), ('National', 90), ('Media Capital', 90), ('Terna', 90), ('Inter', 90), ('National', 90), ('ONA', 90), ('National', 90), ('Media Capital', 90)]"
Temecula Valley Bank,22571,Temecula Valley Bank,210399,100,"[('Temecula Valley Bank', 100), ('Temecula Valley Bank Warrants', 95), ('Emec', 90), ('All Corporation', 90), ('Security Bank', 90), ('TEM', 90), ('ECU Trust', 90), ('Security Bank', 90), ('Security Bank', 90), ('Valley Bank', 90)]"
HSBC BANK USA NATIONAL ASSOCIATION,22573,National,222336,90,"[('National', 90), ('National', 90), ('National', 90), ('National', 90), ('National', 90), ('Adelaide Bank', 86), ('Advance Bank Australia', 86), ('AFB Bank ASC', 86), ('Azar-Turk Bank', 86), ('Bank Azerbaijan', 86)]"
"FPL Energy Marcus Hook, L.P.",22574,Energy,79025,90,"[('Energy', 90), ('Arcus', 90), ('Arcus', 90), ('ERG', 90), ('Arcus', 90), ('Energy', 90), ('Marc', 90), ('Energy', 90), ('ERG', 90), ('ERG', 90)]"
Cascade Natural Gas Corporation,22575,ASC Trust,304,90,"[('ASC Trust', 90), ('Cascade', 90), ('ADE', 90), ('CAS', 90), ('Cascade Natural Gas Preferred C $0.55', 90), ('Cascade National Gas', 87), (""Gas Natural 'A'"", 87), ('Apollo Gas', 86), ('CH4 Gas', 86), ('Distribucion de Gas Delcentro SA', 86)]"
CGG HOLDING (U.S.) INC,22576,LDI Corporation,66097,90,"[('LDI Corporation', 90), ('CGG', 90), ('Corporation Holding', 90), ('Banco Estado Pernambuco S/A', 86), ('Bernheim-Comofi Take Over by B C Holding', 86), ('Bulgarian Transport Holding', 86), ('China Finance Holding Company', 86), ('Constantia Industry Holding', 86), ('Dalekovodinzenjering Bratunac U STJ', 86), ('Euromayor S A de Inversiones', 86)]"
Trinity Rail Leasing IV L.P.,22577,Security Leasing Corporation,113453,90,"[('Security Leasing Corporation', 90), ('Trinity Capital', 90), ('Trinity Capital', 90), ('ASI', 90), ('Init', 90), ('Trinity Capital', 90), ('Security Leasing Corporation', 90), ('Trinity Capital', 90), ('Fibra Leasing', 86), ('Commercial Leasing B (Suspended - 24/03/93)', 86)]"
"Western Atlas, Inc.",22579,Western Atlas,69298,100,"[('Western Atlas', 100), ('Atlas', 90), ('West', 90), ('Atlas', 90), ('At Trust', 90), ('Tern', 90), ('Atlas', 90), ('West', 90), ('West', 90), ('Western Atlas Resources', 90)]"
ACCESS NATIONAL BANK,22580,Access National,58874,95,"[('Access National', 95), ('Ion', 90), ('National', 90), ('National-Bank', 90), ('Acces', 90), ('Security Bank', 90), ('National', 90), ('NAL Bank', 90), ('ONA', 90), ('National', 90)]"
"AXA Financial, Inc.",22582,AXA Financial,62778,100,"[('AXA Financial', 100), ('Financial Trust Corporation', 95), ('Financial Trust Corporation', 95), ('Financial Trust Corporation', 95), ('Financial Trust Corporation', 95), ('Financial Trust Corporation', 95), ('Financial Trust Corporation', 95), ('X Financial', 92), ('XA', 90), ('INA', 90)]"
Lernout & Hauspie Speech Products N.V.,22583,Capital Product,165502,90,"[('Capital Product', 90), ('Lernout and Hauspie Speech Products NV (EASDAQ)', 89), ('A C N 059 457 279', 86), ('A C N 603 323 182', 86), ('A V Buildings', 86), ('Disposable Products', 86), ('Petro Synthetic Products', 86), ('Stirling Products', 86), ('Babykins Products Canada', 86), ('Eastern Stone Products', 86)]"
Investors Bank,22584,Investors Bank Minn,65798,95,"[('Investors Bank Minn', 95), ('Trust Invest', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('INV', 90)]"
"GREAT AMERICAN FINANCIAL RESOURCES, INC.",22585,Great American Financial Resources,65247,100,"[('Great American Financial Resources', 100), ('Great American Financial', 95), ('Great American Financial Resources (Berlin)', 95), ('Financial Trust Corporation', 90), ('Financial Trust Corporation', 90), ('American Capital', 90), ('American Capital', 90), ('American Capital', 90), ('Financial Trust Corporation', 90), ('American Capital', 90)]"
PlainsCapital Bank,22586,Plainscapital,60996,95,"[('Plainscapital', 95), ('Security Bank', 90), ('PLA', 90), ('Security Bank', 90), ('Security Bank', 90), ('Cap', 90), ('NSC', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90)]"
Northwest Airlines Pass Through Trusts,22588,North,28907,90,"[('North', 90), ('North', 90), ('AB Airlines', 90), ('Northwest Airlines', 90), ('Hazelton Airlines', 86), ('Norfolk Airlines', 86), ('Northwest Resources', 86), ('Canadian Airlines Corporation', 86), ('Northwest Digital', 86), ('Northwest Drug Merger', 86)]"
"ARGO GROUP US, INC.",22589,Argo Group,125050,95,"[('Argo Group', 95), ('Argo Group', 95), ('Group', 90), ('AR', 90), ('Group', 90), ('Up', 90), ('Group', 90), ('Go', 90), ('RG Securities', 90), ('A P Group Taken Over 25/10/92', 86)]"
HERITAGE BANK,22594,Security Bank,200310,90,"[('Security Bank', 90), ('IT', 90), ('Tag Corporation', 90), ('Heritage', 90), ('Georgia Heritage Bank Dallas', 90), ('Security Bank', 90), ('Virginia Heritage Bank', 90), ('Security Bank', 90), ('Heritage Bank Watertown Units', 90), ('Pacific Heritage Bank', 90)]"
"BANK FIRST, NATIONAL ASSOCIATION",22595,National,222336,90,"[('National', 90), ('First', 90), ('Security Bank', 90), ('Firs', 90), ('National', 90), ('First', 90), ('National', 90), ('First', 90), ('First', 90), ('Security Bank', 90)]"
Trans-Allegheny Interstate Line Company,22597,Trust Company,4284,90,"[('Trust Company', 90), ('Inter', 90), ('Arthur Yates and Company', 86), ('Bakixanov Company', 86), ('Blue Line Cruises', 86), ('Burns Philp and Company', 86), ('Company On', 86), ('Contax Holding Company', 86), ('Europa Line Group AD', 86), ('Faulding FH&Company', 86)]"
"Laredo Petroleum, Inc.",22598,Laredo Petroleum,134525,100,"[('Laredo Petroleum', 100), ('AR', 90), ('Credo Petroleum', 90), ('Re Capital', 90), ('EDO', 90), ('Pet', 90), ('Re Capital', 90), ('Petrol', 90), ('Petrol', 90), ('Laredo', 90)]"
AMERICAN MUN PWR OHIO INC REV,22599,American Capital,69924,90,"[('American Capital', 90), ('American Capital', 90), ('American Capital', 90), ('American Capital', 90), (""American Depository Share 'A' Multi-Voting"", 86), ('American Eagle Petroleum Expired 01/09/93', 86), ('American Sensors', 86), ('BIL Bonds Class D Dollar American (SICAV) Distribution', 86), ('First Asset North American Convertibles', 86), ('First Asset Blackrock North American Dividend Achiever Trust', 86)]"
Boston Private Bank & Trust Company,22600,Trust Company,4284,90,"[('Trust Company', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Adelaide Bank', 86)]"
CHINATRUST BANK (U.S.A.),22602,T Bank,22692,90,"[('T Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('UST', 90), ('INA', 90), ('UST', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90)]"
"Volvo Group Treasury North America, Inc.",22605,North,28907,90,"[('North', 90), ('Group', 90), ('North', 90), ('Group', 90), ('Group', 90), ('Adtrans Group', 86), ('Allco Finance Group', 86), ('Alliance Group Capital', 86), ('Allmine Group Limited', 86), ('Allmine Group Limited', 86)]"
AMERIS BANK,22606,AM,14528,90,"[('AM', 90), ('Security Bank', 90), ('Sudameris Bank Saeca', 90), ('Security Bank', 90), ('Security Bank', 90), ('AME', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90)]"
"ENERGY TRANSFER COMPANY, INC.",22607,SFE,3814,90,"[('SFE', 90), ('Trust Company', 90), ('Energy', 90), ('ERG', 90), ('MPA', 90), ('Ans', 90), ('Energy', 90), ('Energy', 90), ('ERG', 90), ('ERG', 90)]"
State Bank Of Long Island,22608,Security Bank,200310,90,"[('Security Bank', 90), ('Stat', 90), ('Security Bank', 90), ('State Bank', 90), ('Security Bank', 90), ('Island Capital', 90), ('State Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90)]"
Summit Bank,22609,Summit Bank,113943,100,"[('Summit Bank', 100), ('MMI', 90), ('T Bank', 90), ('Security Bank', 90), ('IT', 90), ('Summit Securities Incorporated', 90), ('Security Bank', 90), ('Security Bank', 90), ('Summit Bank Georgia', 90), ('Security Bank', 90)]"
Safety First Trust Series 2008-3,22610,First,186249,90,"[('First', 90), ('Firs', 90), ('First', 90), ('First', 90), ('First', 90), ('First', 90), ('Safety First', 90), ('First', 90), ('First', 90), ('Safe', 90)]"
GRAMERCY PROPERTY TRUST,22612,Gramercy Property Trust,60066,100,"[('Gramercy Property Trust', 100), ('Gramercy Property Trust', 100), ('Property Capital Trust', 90), ('Property Capital Trust', 90), ('AME', 90), ('Roper', 90), ('Property Capital Trust', 90), ('Gramercy Property Trust Preferred Series B', 90), ('AME', 90), ('Gramercy Property (Frankfurt) Trust', 90)]"
CENTRUE BANK,22613,ENT,1607,90,"[('ENT', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('True Corporation', 90), ('NK', 90)]"
BBCN Bank,22614,Security Bank,200310,90,"[('Security Bank', 90), ('BCN', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('BBC', 90), ('NK', 90)]"
"CAREISMATIC BRANDS, INC.",22615,Car,24933,90,"[('Car', 90), ('NDS', 90), ('Reis', 90), ('ATI', 90), ('Brand', 90), ('ATI', 90), ('Rand Capital', 90), ('Associated Brands Income Fund', 86), ('Beta Brands', 86), ('Hiku Brands', 86)]"
Barrick Gold Financeco LLC,22616,Capital Gold,59339,90,"[('Capital Gold', 90), ('INA', 90), ('ICK', 90), ('Barrick Gold', 90), ('ACM Gold', 86), ('Aphrodite Gold', 86), ('Archaean Gold', 86), ('Atlantic Gold', 86), ('Aurora Gold', 86), ('Austar Gold', 86)]"
