Target Name,Target No.,Top Match Name,Top Match No.,Top Match Score,All Matched
Hughes Satellite Systems Corporation,23216,Hughes Satellite Systems Corporation,73486,100,"[('Hughes Satellite Systems Corporation', 100), ('EMS', 90), ('Sat', 90), ('E-System', 90), ('TEM', 90), ('E-Systems', 90), ('Satellite Security', 90), ('PLC Systems', 90), ('PLC Systems', 90), ('Stem', 90)]"
GLOBAL EAGLE ENTERTAINMENT INC.,23217,Global Eagle Entertainment,54676,100,"[('Global Eagle Entertainment', 100), ('Global Eagle Entertainment Inc Class B', 95), ('Global Eagle Entertainment Warrants', 95), ('Global Eagle Entertainment (Frankfurt)', 95), ('Eagle Trust', 90), ('Eagle Trust', 90), ('Eagle Trust', 90), ('Globa', 90), ('Global', 90), ('Global', 90)]"
"TWIN RIVER WORLDWIDE HOLDINGS, INC.",23225,World,124206,90,"[('World', 90), ('Worldwide Holdings', 90), ('Holdings', 90), ('Holdings', 90), ('Holdings', 90), ('Holdings', 90), ('World', 90), ('World', 90), ('World', 90), ('Worldwide Holdings', 90)]"
Solazyme Inc,23226,Capital M,59340,90,"[('Capital M', 90), ('Sol', 90), ('Capital A', 90), ('MEH', 72), ('Solia', 72), ('Islaz', 72), ('MEW', 72), ('Sogaz', 72), ('Mei Corporation', 72), ('MEC', 72)]"
ICICI Bank Limited,23228,Icici Bank,97088,100,"[('Icici Bank', 100), ('Icici Bank BDR', 95), ('Security Bank', 90), ('Icici', 90), ('CIC', 90), ('IC', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90)]"
"CARGO AIRCRAFT MANAGEMENT, INC",23229,Management Trust,19747,90,"[('Management Trust', 90), ('Managem', 90), ('BKM Management', 86), ('Heine Management', 86), ('Martin Aircraft', 86), ('Waste Management', 86), ('Bisset and Associates Invest Management', 86), (""Easy Visible Supply Chain Management 'A'"", 86), ('Elite Management', 86), ('Kayo Management', 86)]"
"Grifols, Inc.",23231,RIF,11762,90,"[('RIF', 90), ('Grifols Ordinary Class A', 90), ('G Capital', 90), ('LS', 90), ('G Capital', 90), (""Grifols Class 'B' Preference"", 90), ('Grifols Class B Non Voting Sponsored ADR 1:1', 90), ('Grifols Sponsored ADR 2:1', 90), (""Grifols Class 'B' S (Mexico)"", 90), ('Grifols Ordinary Class A (BRN)', 90)]"
ORITANI BANK,23232,Security Bank,200310,90,"[('Security Bank', 90), ('IT', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('NK', 90), ('Ta', 90)]"
"CITIZENS STATE BANK AND TRUST CO., ELLSWORTH,",23233,Citizens,63587,90,"[('Citizens', 90), ('State Bank', 90), ('Citizens', 90), ('Worth', 90), ('Citizens State Bank', 90), ('State Bank', 90), ('Abilene Oil and Gas', 86), ('Adelaide Bank', 86), ('Adsteam and Marine', 86), ('Advance Bank Australia', 86)]"
PROCREDIT CAPITAL FUNDING TRUST,23234,CRE,108852,90,"[('CRE', 90), ('Red Capital', 90), ('Ask Funding', 86), ('D&D', 86), ('Pro-ING', 86), ('Aegis Consumer Funding Group', 86), ('Muni Funding Company of America 144A', 86), ('United Development Funding IV Common Shares of Beneficial Interest', 86), ('United Development Funding III Unit', 86), (""Corts Trust Bellsouth Capital Funding 'D' Corts 7.12%"", 86)]"
