Target Name,Target No.,Top Match Name,Top Match No.,Top Match Score,All Matched
Verizon New Jersey Inc,21054,Verizon New Jersey,69119,100,"[('Verizon New Jersey', 100), ('Securities Trust Jersey', 90), ('Trust New Jersey', 90), ('Australia New Agribusiness and Chemical Group', 86), ('Australian Coachlines Holdings (New Europe)', 86), ('Gibralta New', 86), ('State Bank of New South Wales', 86), ('Biotechna Environmental Technology New', 86), ('Brookfield New Horizons Income Fund', 86), ('Dalton Resources Canada New', 86)]"
Verizon New York Inc.,21055,Verizon New York Income,69122,95,"[('Verizon New York Income', 95), ('Australia New Agribusiness and Chemical Group', 86), ('Australian Coachlines Holdings (New Europe)', 86), ('State Bank of New South Wales', 86), ('York Group', 86), ('York Motor', 86), ('Biotechna Environmental Technology New', 86), ('Brookfield New Horizons Income Fund', 86), ('Dalton Resources Canada New', 86), ('Datong Xincheng New Material Company Limited', 86)]"
CNA Holdings LLC,21056,RNA Holdings,239492,92,"[('RNA Holdings', 92), ('CCN Holdings', 92), ('CSA Holdings', 92), ('China Holdings', 92), ('CSA Holdings', 92), ('CNB Holdings', 92), ('CAQ Holdings', 92), ('C&N Holdings', 92), ('CNC Holdings', 92), ('ANA Holdings', 92)]"
IBM CREDIT LLC,21057,M&C,19658,90,"[('M&C', 90), ('IT', 90), ('Re Capital', 90), ('Re Capital', 90), ('CR Capital', 90), ('CRE', 90), ('Red Capital', 90), ('Credit Suisse PL100 World Water Trust', 86), ('Credit Suisse GP100 Australia Trust', 86), ('Credit Suisse PL100 Emerging Markets Infrastructure Development Trust', 86)]"
Idaho Power Company,21058,Idaho Power Company,73555,100,"[('Idaho Power Company', 100), ('Trust Company', 90), ('Capital Power', 90), ('MPA', 90), ('Idaho', 90), ('Capital Power', 90), ('Capital Power', 90), ('Capital Power', 90), ('Antipodes Global Investment Company', 86), ('Arab International Insurance Company', 86)]"
"Indiana Bell Telephone Company, Incorporated",21059,Trust Company,4284,90,"[('Trust Company', 90), ('Bell Telephone', 90), ('Diana', 90), ('India Securities', 90), ('Michigan Bell Telephone Company', 89), ('Bakixanov Company', 86), ('Bell Group', 86), ('Bell IXL Investments', 86), ('Company On', 86), ('Faulding FH&Company', 86)]"
"Indiana Gas Company, Inc.",21060,Indiana Gas Company,145115,100,"[('Indiana Gas Company', 100), ('Trust Company', 90), ('Diana', 90), ('India Securities', 90), ('MPA', 90), ('AS Company', 90), ('Antipodes Global Investment Company', 86), ('Apollo Gas', 86), ('Arab International Insurance Company', 86), ('Barbados Shipping and Trading Company Limited', 86)]"
International Lease Finance Corporation,21061,International Lease Finance Corporation,73828,100,"[('International Lease Finance Corporation', 100), ('International Lease Finance Corporation', 100), ('International Finance Corporation', 95), ('National', 90), ('Terna', 90), ('Inter', 90), ('National', 90), ('National', 90), ('Tern', 90), ('National', 90)]"
Jersey Central Power & Light Company,21062,Light,151993,90,"[('Light', 90), ('Trust Company', 90), ('Central Securities', 90), ('Capital Power', 90), ('Central Securities', 90), ('Central Securities', 90), ('Securities Trust Jersey', 90), ('Capital Power', 90), ('Capital Power', 90), ('Entra', 90)]"
"Safety-Kleen, Inc.",21063,Safety-Kleen,76628,100,"[('Safety-Kleen', 100), ('Safety-Kleen', 100), ('AFE', 90), ('Safety-Kleen Holdco', 90), ('Safe', 90), ('Safety-Kleen (Berlin)', 90), ('Safety-Kleen (Berlin)', 90), ('Environmental Safety Systems', 86), ('Pacific Safety Products', 86), ('United Safety Technology', 86)]"
"Joseph E. Seagram & Sons, Inc.",21064,Seagram Joseph E and Sons,147112,95,"[('Seagram Joseph E and Sons', 95), ('Seagram', 90), ('AGR Limited', 90), ('Agra', 90), ('Sea Limited', 90), ('Alper Consultoria E Corretora de Seguros', 86), ('BS&C Empreendimentos E Participacoes', 86), ('Channel E', 86), ('E&A', 86), ('E P T', 86)]"
