Target Name,Target No.,preprocessed,Focus Text,Shortest Match Name,Shortest Match No.,Non-NASDAQ OTC Match Name,Non-NASDAQ OTC Match No.,Matched Name 1,Matched No. 1,Matched Score 1,Matched Name 2,Matched No. 2,Matched Score 2,Matched Name 3,Matched No. 3,Matched Score 3,Matched Name 4,Matched No. 4,Matched Score 4,Matched Name 5,Matched No. 5,Matched Score 5,Matched Name 6,Matched No. 6,Matched Score 6,Matched Name 7,Matched No. 7,Matched Score 7,Matched Name 8,Matched No. 8,Matched Score 8,Matched Name 9,Matched No. 9,Matched Score 9,Matched Name 10,Matched No. 10,Matched Score 10
Clinic Holdings Limited,25588,clinic,clinic,Clinic,33400.0,Tripsitter Clinic (Non-NASDAQ OTC),249524.0,Clinic,33400,100.0,Clinicom,63630,99.86,Clinicor,71240,99.86,Rayclinic,43516,99.8,Clinicorp,53330,99.8,Mediclinic International,36822,99.75,Bioclinica,59221,99.75,Mediclinic International,124609,99.75,Mediclinic International (Johannesburg),225110,99.75,Mediclinic International (Namibian),225111,99.75
CLP Wind Farms (India) Private Limited,11598,clp wind farms private,clp,CLP Holdings,97137.0,CLP Holdings (Non-NASDAQ OTC),244745.0,CLP Holding ADR (XETRA),317081,99.49,CLP International Focus Equity ETF,185341,99.48,CLP Holdings Sponsored ADR 1:1,185340,99.47,CLP Holdings ADR (Frankfurt),255501,99.41,Stack CLP Equity Warrants EXP 16TH June 2024,155609,99.39,Oaktree CLP 6.625 Preference Series A,141081,99.37,Rentafund CLP 5 Year RSE Cumulative Preference Series B,155545,99.34,Rentafund CLP 5 Year RSE (Non-NASDAQ OTC) Cumulative Preference Series B,250668,99.34,Rentafund CLP Capital Cumulative Floating Rate Preference Series C,160688,99.32,CLPS,136144,99.31
CLWYDALYN HOUSING LIMITED,9829,clwydalyn housing,clwydalyn,,,,,Alyn,52131,99.38,Alyn (Berlin),299497,99.38,Dal International,53665,99.3,Da Securities,25386,99.21,Da Group,46473,99.21,Al Group,98448,99.21,Al Group (Temp),164711,99.21,Da Group (Frankfurt),294221,99.21,Da Group (XETRA),311283,99.21,C Holdings,24873,99.11
CM - CIC BAIL S.A.,8587,cm  cic bail,cm,CM Celje,33405.0,,,WCM Capital (Berlin),303701,99.61,CMIC Finance and Securities,41711,99.6,CMBC Capital Holdings,99795,99.58,CMBC Capital Holdings (Temp),165761,99.58,CMBC Capital (HKSE Connect Equity) Holdings,217344,99.58,CMBC Capital (SZS) Holdings,217345,99.58,CMBC Capital (SZS) Holdings (Temp),223228,99.58,CMBC Capital (Frankfurt) Holdings,269182,99.58,ECM Libra,25699,99.57000000000001,ECM Libra Group,109228,99.57000000000001
CMA CGM S.A.,8431,cma cgm,cma,CMA,1173.0,CMA (Non-NASDAQ OTC),235448.0,Acma 1,227013,99.62,CMA,1173,99.6,CMA (Non-NASDAQ OTC),235448,99.6,CMA (Berlin),285361,99.6,Xacmaz MEX,4584,99.59,CMA 'A',25202,99.57000000000001,Icma,110361,99.55,Acma,116493,99.55,Macmahon Holdings,84430,99.53,Macmahon Holdings (Non-NASDAQ OTC),247022,99.53
"CMB Financial Leasing Co., Ltd.",6786,cmb financial leasing,cmb,CMB,16011.0,,,CMBC Capital Holdings,99795,99.48,CMBC Capital Holdings (Temp),165761,99.48,CMBC Capital (HKSE Connect Equity) Holdings,217344,99.48,CMBC Capital (SZS) Holdings,217345,99.48,CMBC Capital (SZS) Holdings (Temp),223228,99.48,CMBC Capital (Frankfurt) Holdings,269182,99.48,CMB AFV1,151118,99.34,CMB,16011,99.25,CMB SA,16012,99.25,CMB,33406,99.25
CMB INTERNATIONAL LEASING MANAGEMENT LIMITED,10572,cmb leasing management,cmb,CMB,16011.0,,,CMBC Capital Holdings,99795,99.41,CMBC Capital Holdings (Temp),165761,99.41,CMBC Capital (HKSE Connect Equity) Holdings,217344,99.41,CMBC Capital (SZS) Holdings,217345,99.41,CMBC Capital (SZS) Holdings (Temp),223228,99.41,CMBC Capital (Frankfurt) Holdings,269182,99.41,CMB AFV1,151118,99.33,CMB,16011,99.24,CMB SA,16012,99.24,CMB,33406,99.24
CMCIC LEASE S.A.,8456,cmcic lease,cmcic,,,,,CMC Holdings,25203,99.43,CIC,33360,99.43,CIC Holdings,33361,99.43,CMC Securities,63641,99.43,MCI,74633,99.43,CMC,91972,99.43,CMC,97511,99.43,CMC,108693,99.43,CIC Holdings,117807,99.43,CMC,125372,99.43
CM-CIC Securities S.A.,8545,cm cic,cm,CM Celje,33405.0,,,CMIC Holdings,108695,99.8,CMIC Holdings (Non-NASDAQ OTC),244747,99.8,CMC Holdings,25203,99.67,CMC Securities,63641,99.67,CMI,63642,99.67,CMC,91972,99.67,CMC,97511,99.67,CMI,99796,99.67,CMC,108693,99.67,CMC,125372,99.67
"CMHI Finance (BVI) Co., Ltd.",25219,cmhi,cmhi,,,,,MHI Group,66503,99.86,Hi,26603,99.67,CM International,108692,99.67,C Holdings,24873,99.4,Acmh (Non-NASDAQ OTC),69588,85.89,Acmh,231458,85.89,Acmh (Berlin),283912,85.89,Acmh (XETRA),309487,85.89,Hit,18433,79.77000000000001,HIQ International,42408,79.77000000000001
CMI Global Equity Holdings B.V.,16440,cmi global equity b.v.,cmi,CMI,63642.0,CMI (Non-NASDAQ OTC),235452.0,CMIC Finance and Securities Foreign Board,231847,99.45,Fcmi Financial B,158147,99.42,Macmillan Bloedel Preferred B 8,159494,99.42,Cmistone Viet Nam,125376,99.41,Macmillan Bloedel Preferred B 10,159493,99.41,Macmillan Gold,9812,99.39,Macmillan Gold (Berlin),301897,99.39,CMI Corporation,194216,99.38,Macmillan Bloedel Second Institute Receipt,159496,99.38,Macmillan Bloedel,9811,99.36
CMOC Capital Limited,25415,cmoc capital,cmoc,,,,,MOC,28413,99.4,CMO,117862,99.4,CMO Group,125378,99.4,CMO Group (Frankfurt),269186,99.4,Mo,60623,99.29,CM International,108692,99.29,C Holdings,24873,99.15,O-Bank,115989,99.15,Tecmo,30868,85.49,Koei Tecmo Holdings,106770,85.41
CNBF Capital Trust 1,21584,cnbf capital 1,cnbf,,,,,CNB Holdings,71271,99.35,CNB,128842,99.35,CNB Bank,128843,99.35,BF Investment,99101,99.25,C Holdings,24873,99.13,F Investment Trust Group,125685,99.13,FCNB,72479,85.47,ACNB,135394,85.47,LCNB,137268,85.47,FCNB (Berlin),300899,85.47
CNCBINV 1 (BVI) LIMITED,25431,cncbinv 1,cncbinv,,,,,CBI,6258,99.5,NCB Group,28647,99.5,NCB Holdings,28648,99.5,CNC Holdings,99802,99.5,INV,110540,99.5,CBI,117575,99.5,NCB AB,179901,99.5,Bi Group,45410,99.36,NC Holdings,112050,99.36,C Holdings,24873,99.2
Coal City Capital Trust I,22295,coal city capital i,coal,Lotta Coal,55757.0,Canam Coal (Non-NASDAQ OTC),52915.0,I C C International Coalition (XETRA) Capital,18559,99.67,I C C International Coalition Capital,18560,99.67,Cobalt Coal,6614,99.6,Cobalt Coal (Non-NASDAQ OTC),235472,99.6,Cobalt Coal (Frankfurt),277825,99.6,Cobalt Coal (XETRA),311061,99.6,Coal Asia Holdings,108704,99.57000000000001,Yancoal Australia,80883,99.56,Yancoal Australia (Hong Kong),219341,99.56,Yancoal Australia (Non-NASDAQ OTC),249986,99.56
Coastal Gujarat Power Ltd,11612,coastal gujarat power,coastal,Coastal,235466.0,Coastal Energy (Non-NASDAQ OTC),235468.0,Coastal Papers,25210,99.69,Coastal Gold,6611,99.61,Coastal Bancorp,71286,99.61,Coastal Gold (Non-NASDAQ OTC),235469,99.61,Coastal Gold (Frankfurt),277822,99.61,Coastal Bancorp (Berlin),300273,99.61,Coastal Corporation (AMS),78880,99.6,Coastal Corporation,99807,99.6,Coastal Corporation (Hamburg),221426,99.6,Coastal Maine Holdings,71289,99.59
COBALTS Trust for Sprint Capital Notes,18541,cobalts for sprint capital notes,cobalts,,,,,Cobalt,63690,99.32,Cobalt Group,71291,99.32,International Cobalt,83890,99.32,International (Non-NASDAQ OTC) Cobalt,246411,99.32,International (Frankfurt) Cobalt,263963,99.32,Cobalt Group (Frankfurt),294009,99.32,LTS,111358,99.17,Al Group,98448,99.12,LT Group,106815,99.12,TS,123705,99.12
