Target Name,Target No.,preprocessed,Focus Text,Shortest Match Name,Shortest Match No.,Non-NASDAQ OTC Match Name,Non-NASDAQ OTC Match No.,Matched Name 1,Matched No. 1,Matched Score 1,Matched Name 2,Matched No. 2,Matched Score 2,Matched Name 3,Matched No. 3,Matched Score 3,Matched Name 4,Matched No. 4,Matched Score 4,Matched Name 5,Matched No. 5,Matched Score 5,Matched Name 6,Matched No. 6,Matched Score 6,Matched Name 7,Matched No. 7,Matched Score 7,Matched Name 8,Matched No. 8,Matched Score 8,Matched Name 9,Matched No. 9,Matched Score 9,Matched Name 10,Matched No. 10,Matched Score 10
"GRAY ESCROW, INC.",24763,gray escrow,gray,Vetco Gray,69138.0,,,Gray Peaks,54798,99.67,Grayd Resource,8431,99.64,Grayd Resource (Frankfurt),279092,99.64,Grayd Resource (XETRA),312316,99.64,Grays Ecommerce Group,1986,99.62,Gray Television,134301,99.62,Gray Television,196246,99.62,Gray Television (Pet),251576,99.62,Gray Television (Frankfurt),263517,99.62,Grays Ecommerce Group (Berlin),286686,99.62
GREAT PLACES HOUSING GROUP LIMITED,9543,great places housing,great,Great Spirit,54811.0,Great Atlantic Resources (Non-NASDAQ OTC),236802.0,Great Lakes Carbon,196247,99.68,Great Plains Energy,60067,99.67,Great Lakes REIT,65210,99.67,Great Plains Energy,279099,99.67,Great Plains Energy (XETRA),306187,99.67,Great China Company,54805,99.65,Greater Hudson Bank,54819,99.65,Great Lakes International,65254,99.65,Great China International (Stuttgart) Holdings,279097,99.65,Great Lakes Graphite,8439,99.65
GREATER TORONTO AIRPORTS AUTHORITY,5025,greater toronto airports authority,greater,Greater Bay,73160.0,Greater China Holdings (Non-NASDAQ OTC),236811.0,Greater Community Bancorp,73162,99.54,Greater Community (Berlin) Bancorp,301214,99.54,Greater Sacramento Bancorp,54820,99.53,Greater New York Savings Bank,73165,99.52,Greater China Subscription Rights,196256,99.51,Greater Atlantic Financial,54817,99.5,Greater Asia Resources 'B',178762,99.5,Greater Bay Area Dynamic Growth 'H',100937,99.49,Greater Cannabis,129810,99.48,Greater China Media and Entertainment,54818,99.48
Green Infra Corporate Solar Limited,11697,green infra corporate solar,green,Green Invest,1994.0,Green Cross (Non-NASDAQ OTC),236812.0,Greenbriar Corporation,73171,99.69,Green Ocean Corporation,109980,99.68,Greengreen Capital Corporation,8462,99.63,Gogreen Investment Corporation Class B,196185,99.63,Green R Properties,47524,99.62,Evergreen Corporation Class B,195455,99.61,Instangreen Corporation,27003,99.6,Greenbrier Companies,134307,99.6,Greenbrier Companies (Mexico),217809,99.6,Greenbrier Companies (Pet),251579,99.6
GREEN INFRA WIND FARM ASSETS LIMITED,11755,green infra wind farm assets,green,Green Invest,1994.0,Green Cross (Non-NASDAQ OTC),236812.0,Green Island Cement,26395,99.6,Greensignal Bio Pharma (Cancelled),26401,99.6,Greensignal Bio Pharma Limited,26402,99.6,Greenfern Industries,109984,99.58,Green A P Industries,65215,99.58,Greenfield Farms Food,54835,99.57000000000001,Green Plains Partners,136807,99.57000000000001,Green Plains Partners (Frankfurt),279109,99.57000000000001,Greenfield Farms Food (Berlin),286716,99.57000000000001,Greenwich Air Services,205801,99.56
Green Infra Wind Power Generation Limited,11827,green infra wind power generation,green,Green Invest,1994.0,Green Cross (Non-NASDAQ OTC),236812.0,Greenidge Generation Holdings A,136811,99.69,Greenidge (Stuttgart) Generation Holdings A,279119,99.69,Greenworld Wind Power,18128,99.63,Greenworld Wind (Non-NASDAQ OTC) Power,236829,99.63,Greenworld Wind (XETRA) Power,312352,99.63,Greenidge Generation Holdings Class B,196259,99.62,Green Ocean Corporation,109980,99.61,Green Innovations,54829,99.6,Green Innovations (Berlin),286703,99.6,Green Wind Energy,8460,99.6
"Green Mountain Coffee Roasters, Incorporated",19425,green mountain coffee roasters,green,Green Invest,1994.0,Green Cross (Non-NASDAQ OTC),236812.0,Green Mountain Power,65216,99.72,Green Mountain Capital,73168,99.69,Green Mountain Development,129826,99.68,Green Mount Laboratories,73169,99.67,Greenmountain,73175,99.6,Green Ocean Corporation,109980,99.6,Green Minerals,109979,99.59,Green Minerals (Frankfurt),270736,99.59,Evergreen Container Terminal,42073,99.59,Green Impact Partners,83489,99.59
Green Timbers Limited Partnership,5175,green timbers partnership,green,Green Invest,1994.0,Green Cross (Non-NASDAQ OTC),236812.0,Green Brick Partners,134304,99.76,Green Brick (XETRA) Partners,263530,99.76,Green Brick Partners (Frankfurt),263531,99.76,Green Impact Partners,83489,99.74,Green Plains Partners,136807,99.74,Green Impact (Non-NASDAQ OTC) Partners,245962,99.74,Green Impact (Berlin) Partners,263534,99.74,Green Plains Partners (Frankfurt),279109,99.74,Green Brick Partners DEP,187034,99.73,Green Plains Partners Limited Partnership Class B,205789,99.67
Greenbay Properties Ltd,15510,greenbay properties,greenbay,,,,,Green Group (Irish),26393,99.42,Green International Holdings,100945,99.42,Green International Holdings (Temp),167135,99.42,Green International Holdings (Temp),167136,99.42,Green International (Berlin) Holdings,286704,99.42,Gree,106572,99.35,Gree (Non-NASDAQ OTC),245957,99.35,Gree (Frankfurt),270732,99.35,Gree (XETRA),312330,99.35,Greenbank Ventures,83497,87.77000000000001
Greif Luxembourg Finance S.C.A.,15228,greif luxembourg s.c.a.,greif,Greif Nigeria,109988.0,,,Greif Brothers Class A,196263,99.53,Greif Brothers Class B,196264,99.53,Greif Nigeria,109988,99.5,Greif Nigeria,173474,99.5,Greiffenberger (XETRA),18130,99.49,Greiffenberger,93060,99.49,Greiffenberger (Non-NASDAQ OTC),236831,99.49,Greif 'A',134308,99.44,Greif 'B',187043,99.44,Greif 'A' (Pet),251582,99.44
GRENKE FINANCE PUBLIC LIMITED COMPANY,10941,grenke public,grenke,Grenke N,87760.0,,,Grenke N,87760,99.67,Grenke N (XETRA),93061,99.67,Grenke N (Swiss Stock Exchange),224653,99.67,Grenke N (Vienna Stock Exchange),270754,99.67,Grenkeleasing (Non-NASDAQ OTC),245981,99.62,Renk,21533,99.47,Renk (XETRA),21534,99.47,ENK (Frankfurt),166608,99.38,ENK,233430,99.38,Ren (Non-NASDAQ OTC),239413,99.38
Griffiths McBurney L.P.,5117,griffiths mcburney,griffiths,,,,,RIF,11762,99.29,FIT,34613,99.29,FFI Holdings,47118,99.29,FFI Holdings,83019,99.29,FIT,109612,99.29,FFI Holdings (Non-NASDAQ OTC),245501,99.29,IT,27121,99.2,TH Group,30936,99.2,IT Group,55439,99.2,IT Group Holdings,55440,99.2
GRIFOLS ESCROW ISSUER S.A.,8176,grifols escrow issuer,grifols,Grifols (Frankfurt),270758.0,Grifols (Non-NASDAQ OTC),245985.0,Grifols Sponsored ADR 2:1,187045,99.57000000000001,Grifols Sponsored ADR 2:1 (Frankfurt),256232,99.57000000000001,Grifols Class 'B' S (Mexico),219801,99.55,Grifols Class 'B' (Non-NASDAQ OTC) Share,250271,99.55,Grifols Ordinary Class A,88740,99.53,Grifols Class 'B' Preference,162840,99.53,Grifols Ordinary Class A (BRN),224655,99.53,Grifols Ordinary Class A (Vienna Stock Exchange),270759,99.53,Grifols Class B Share Bonus Rights,291273,99.51,Grifols (Non-NASDAQ OTC),245985,99.5
Ground International Development Limited,10206,ground development,ground,High Ground Enterprise,26613.0,,,Grounds Real (XETRA) Estate Development N,93071,99.71,Grounds Real Estate Development N,93072,99.71,Grounds Real Estate Development E,167143,99.71,Playground Ventures,85431,99.59,Playground Ventures (Non-NASDAQ OTC),248072,99.59,Playground Ventures (Frankfurt),281136,99.59,High Ground Enterprise,26613,99.55,Groundstar Resources,8488,99.53,Groundstar Resources (Non-NASDAQ OTC),245990,99.53,Groundstar Resources (Frankfurt),279136,99.53
Group Five Construction Proprietary Limited,25581,five construction proprietary,five,Group Five,35033.0,,,Five Star Products,72687,99.55,Five Star Products (Berlin),300965,99.55,Five Core Electronics,100530,99.52,Five Star Bancorp,136603,99.52,Five Star Bancorp (Frankfurt),263157,99.52,Five Star Quality Care,195718,99.51,Five Nines Ventures,7949,99.5,Asset Five Group Foreign Board,229888,99.49,Five Arrows Australia,1745,99.48,Five Core Exim,26003,99.47
GROUPAMA BANQUE S.A.,8435,groupama banque,groupama,,,,,Pama,29148,99.42,AMA,194,99.33,PAM Holdings,56630,99.33,AMA Group,81173,99.33,AMA Group (Non-NASDAQ OTC),243626,99.33,AMA Group (Frankfurt),267755,99.33,AM,14528,99.24,Up,31359,99.24,AM Group Holdings,98528,99.24,PA,112578,99.24
GROUPAMA SA,8462,groupama,groupama,,,,,Pama,29148,99.67,AMA,194,99.55,PAM Holdings,56630,99.55,AMA Group,81173,99.55,AMA Group (Non-NASDAQ OTC),243626,99.55,AMA Group (Frankfurt),267755,99.55,AM,14528,99.4,Up,31359,99.4,AM Group Holdings,98528,99.4,PA,112578,99.4
Groupe Auchan S.A.,8450,groupe auchan,groupe,Groupe Defi,2009.0,Publicis Groupe (Non-NASDAQ OTC),248194.0,Groupe Decan,18159,99.8,Groupe Coplan,18156,99.77,Groupe Champlain,8393,99.76,Groupe Partouche,93086,99.76,Groupe Partouche (Frankfurt),270771,99.76,Groupe Partouche (XETRA),312371,99.76,Groupe Claf,18155,99.75,Groupe Fnac,18163,99.75,Groupe Partouche NR,167148,99.75,Groupe Cantrex,8493,99.74
GROUPE DE JEUX AMAYA INC.,5190,groupe de jeux amaya,groupe,Groupe Defi,2009.0,Publicis Groupe (Non-NASDAQ OTC),248194.0,Groupe JAJ Limited Data,93083,99.63,Groupe Darty SA,18157,99.62,Groupe Decan,18159,99.62,Groupe Jemini,18167,99.61,Groupe Berkem,93075,99.61,Groupe Berkem (Frankfurt),270765,99.61,Groupe Cantrex A,65180,99.61,Groupe Plein Ventures Limited Data,18175,99.61,Groupe Danone Cedear,149190,99.6,Groupe Decant Jullien,18089,99.59
GROUPE DES ASSURANCES DU CREDIT MUTUEL SA,8626,groupe des assurances du credit mutuel,groupe,Groupe Defi,2009.0,Publicis Groupe (Non-NASDAQ OTC),248194.0,Groupe Assurantieconcern Europeenne,18088,99.58,Groupe de La Cite,18158,99.58,Groupe Danone Cedear,149190,99.55,Groupe Beaugarte,8392,99.52,Groupe Envergure Conseil,18162,99.52,Groupe Eurotunnel (Non-NASDAQ OTC),245992,99.51,Groupe Eurotunnel (London),286728,99.51,Groupe Eurotunnel (Ranking for Dividend) (London),291274,99.51,Groupe Eurotunnel (XETRA),312370,99.51,Groupe Decant Jullien,18089,99.51
GROUPE RESTAURANTS IMVESCOR INC.,4953,groupe restaurants imvescor,groupe,Groupe Defi,2009.0,Publicis Groupe (Non-NASDAQ OTC),248194.0,Groupe Strategies SA,18179,99.68,Groupe Carnivor,93076,99.67,Groupe Steria SCA,18178,99.64,Groupe Steria SCA (Frankfurt),279139,99.64,Groupe Steria SCA (XETRA),312372,99.64,Groupe Beaugarte,8392,99.6,Groupe Zannier,18184,99.59,Groupe Ares,18152,99.58,Groupe Sani Mobile,8499,99.58,Groupe Assurantieconcern Europeenne,18088,99.58
