Target Name,Target No.,preprocessed,Focus Text,Shortest Match Name,Shortest Match No.,Non-NASDAQ OTC Match Name,Non-NASDAQ OTC Match No.,Matched Name 1,Matched No. 1,Matched Score 1,Matched Name 2,Matched No. 2,Matched Score 2,Matched Name 3,Matched No. 3,Matched Score 3,Matched Name 4,Matched No. 4,Matched Score 4,Matched Name 5,Matched No. 5,Matched Score 5,Matched Name 6,Matched No. 6,Matched Score 6,Matched Name 7,Matched No. 7,Matched Score 7,Matched Name 8,Matched No. 8,Matched Score 8,Matched Name 9,Matched No. 9,Matched Score 9,Matched Name 10,Matched No. 10,Matched Score 10
SBERBANK UPRAVLENIYE AKTIVAMI AO,17280,sberbank upravleniye aktivami ao,sberbank,Sberbank of Russia,115116.0,Sberbank Russia (Non-NASDAQ OTC),248610.0,Sberbank-IND Rublevykh Korp OB B,176372,99.53,Sberbank Russia Preference,176369,99.52,Sberbank of Russia (London) ADR,242809,99.52,Sberbank Russia (Non-NASDAQ OTC),248610,99.51,Sberbank Russia GDR (Frankfurt),170250,99.51,Sberbank Russia GDR (XETRA),317547,99.51,Sberbank Russia ADR 1:4,209537,99.51,Sberbank Russia ADR (Frankfurt) 1:4,283683,99.51,Sberbank-in Mosbirzhi Polnoy,176370,99.5,Sberbank Russia (Pet) Sponsored ADR 1:4,254115,99.49
SBF Comercio de Produtos Esportivos S.A.,4232,sbf comercio de produtos esportivos,sbf,SBF K,141366.0,,,SBF Bostad AB (Publ) Class B,180615,99.34,SBF Bostad A,122418,99.3,DBX2ITX ESBF5S ETF (Swiss Stock Exchange),291034,99.3,Grupo SBF On,80608,99.26,Grupo SBF On (BSP),149195,99.26,Grupo SBF On,216499,99.26,SBF K,141366,99.2,SBF K (XETRA),141367,99.2,BF Investment,99101,99.11,F Investment Trust Group,125685,99.06
SBI DFHI LIMITED,12017,sbi dfhi,sbi,SBI Futures,29955.0,SBI Holdings (Non-NASDAQ OTC),248611.0,SBI Holdings HDR,170251,99.67,SBI Home Finance,104225,99.62,SBI Offshore,122421,99.6,SBI Gold ETF,163846,99.6,Isbir Holding,119892,99.57000000000001,SBI Securities,29959,99.55,SBI Securities,29960,99.55,SBI Holdings,107124,99.55,SBI Holdings (Non-NASDAQ OTC),248611,99.55,SBI Holdings (Frankfurt),274238,99.55
SBP DPR Finance Co,14856,sbp dpr co,sbp,,,,,BP International,52780,99.33,BP,124430,99.33,BP (Tokyo),221286,99.33,BP (Swiss Stock Exchange),224005,99.33,BP (VIRT-X),231719,99.33,BP (Non-NASDAQ OTC),244273,99.33,BP (Frankfurt),268594,99.33,BP (XETRA),268595,99.33,BP (Paris-SBF),284851,99.33,VSB,13640,79.51
SCA HOLDINGS LLC,24480,sca,sca,SCA Laakirchen,21887.0,Euro Disney SCA (Non-NASDAQ OTC),236273.0,Scac,21888,99.86,Scac Holdings,57346,99.86,Scan Group,113408,99.86,Osca (Frankfurt),296364,99.86,CA,59309,99.8,SC Holdings,131767,99.8,CA (Frankfurt),277291,99.8,CA (Vienna Stock Exchange),284948,99.8,CA (XETRA),304927,99.8,Nisca,28841,99.75
SCB Bank,22511,scb,scb,SCB Computer Technology,76683.0,,,SC Holdings,131767,99.8,C Holdings,24873,99.5,JSCB Ukrsots Bank,42634,99.4,SCB X Public Company Limited,115275,99.4,SCB X Public (Frankfurt) Company Limited,274260,99.4,SCBT Financial (Berlin),289102,99.35,SCB Saving Fund,43673,99.33,Uscb Financial Holdings A,138668,99.32,SCB Munkhong Fund,43672,99.3,SCB X Public Company Limited NVDR,176378,99.3
SCB Securities Company Limited,18121,scb,scb,SCB Computer Technology,76683.0,,,SC Holdings,131767,99.8,C Holdings,24873,99.5,JSCB Ukrsots Bank,42634,99.4,SCB X Public Company Limited,115275,99.4,SCB X Public (Frankfurt) Company Limited,274260,99.4,SCBT Financial (Berlin),289102,99.35,SCB Saving Fund,43673,99.33,Uscb Financial Holdings A,138668,99.32,SCB Munkhong Fund,43672,99.3,SCB X Public Company Limited NVDR,176378,99.3
Scenery Journey Limited,25410,scenery journey,scenery,,,,,SCE,39000,99.33,CE Holdings,108530,99.24,SC Holdings,131767,99.24,C Holdings,24873,99.12,Security Energy,12054,90.57000000000001,Energy Group,46890,90.57000000000001,International Energy Group,48137,90.57000000000001,Energy Holdings International,54057,90.57000000000001,Energy,79025,90.57000000000001,International Energy (Frankfurt),295410,90.57000000000001
SCF CAPITAL DESIGNATED ACTIVITY COMPANY,10997,scf capital designated activity,scf,SCF,21895.0,,,SCF Finance and Securities Foreign Board,232805,99.46,Uscf Stock Split Index Fund,201577,99.45,Uscf United States 3X Oil Fund,201580,99.43,Uscf United States 3X Short Oil Fund,201581,99.42,Uscf Restaurant Leaders Fund,201576,99.41,Uscf Midstream Energy Income Fund,191623,99.41,SCF Finance and Securities Public Company Limited,180632,99.4,Uscf Dividend Income Fund,191621,99.39,Uscf Summerhaven Shpei Index Fund,201578,99.38,SCF Finance and Securities,43675,99.37
"Schaumburg Bank & Trust Company, N.A.",23591,schaumburg & n.a.,schaumburg,,,,,RG Investment,21568,99.21,RG (1991),50138,99.21,MB Securities,126319,99.21,SC Holdings,131767,99.21,RG Securities,170064,99.21,C Holdings,24873,99.11,Burgo (Cartiere),15535,88.47,Hamburger,110086,81.72,Schlumberger Cedear,149912,79.76,Schlumberger (Brussels),3772,79.75
