Target Name,Target No.,preprocessed,Focus Text,Shortest Match Name,Shortest Match No.,Non-NASDAQ OTC Match Name,Non-NASDAQ OTC Match No.,Matched Name 1,Matched No. 1,Matched Score 1,Matched Name 2,Matched No. 2,Matched Score 2,Matched Name 3,Matched No. 3,Matched Score 3,Matched Name 4,Matched No. 4,Matched Score 4,Matched Name 5,Matched No. 5,Matched Score 5,Matched Name 6,Matched No. 6,Matched Score 6,Matched Name 7,Matched No. 7,Matched Score 7,Matched Name 8,Matched No. 8,Matched Score 8,Matched Name 9,Matched No. 9,Matched Score 9,Matched Name 10,Matched No. 10,Matched Score 10
HANASK CARD,14355,hanask card,hanask,,,,,Hana Securities,35106,99.53,Hana Bank,178818,99.53,Ask,62674,99.43,Ask Group,70175,99.43,ANA Holdings,106312,99.43,ANA Holdings (London),221054,99.43,ANA Holdings (BRN),227100,99.43,ANA Holdings (Non-NASDAQ OTC),243667,99.43,ANA Holdings (Frankfurt),267800,99.43,SK Holdings,39274,99.31
Hancock Bank,22163,hancock,hancock,Hancock Fabrics,54909.0,,,Hancock Fabrics,54909,99.64,Hancock Whitney,134324,99.64,Hancock Whitney (Frankfurt),263600,99.64,Hancock Fabrics (Berlin),301261,99.64,Hancock and Gore,83566,99.61,NCO Group,75161,99.6,OCK Group,112385,99.6,NCO Group (Berlin),302215,99.6,John Hancock Income Securities Trust,140508,99.54,Hancock John Cash Man,65321,99.5
Hancock Bank of Louisiana,22015,hancock of louisiana,hancock,Hancock Fabrics,54909.0,,,Hancock Fabrics,54909,99.63,Hancock Fabrics (Berlin),301261,99.63,Hancock John Cash Man,65321,99.63,John Hancock Financial (Frankfurt),295534,99.62,Hancock Jaffe Laboratories,236928,99.61,Hancock Whitney,134324,99.57000000000001,Hancock Whitney (Frankfurt),263600,99.57000000000001,Hancock John Financial Trends,236929,99.57000000000001,Hancock and Gore,83566,99.56,John Hancock Income Securities Trust Nav,237481,99.56
Handelsbanken Capital Markets,17540,handelsbanken capital markets,handelsbanken,Svenska Handelsbanken A,115156.0,Svenska (Non-NASDAQ OTC) Handelsbanken A,249145.0,Handelsbanken Hypotek Preference,144907,99.62,Svenska Handelsbanken AB Call Yara International 07SEP19,147598,99.62,Svenska Handelsbanken AB Put Yara International 07SEP19,147603,99.6,Andelsbanken,5104,99.59,Handelsbanken (Stockholm) Fondforvaltning,229368,99.59,Svenska Handelsbanken AB Call Statoil ASA 7SEP19,147597,99.59,Svenska Handelsbanken A,115156,99.58,Svenska (Mexico) Handelsbanken A,218970,99.58,Svenska (BRN) Handelsbanken A,225837,99.58,Svenska Handelsbanken A (Ireland),232944,99.58
HANDELSBANKEN PLC,9908,handelsbanken,handelsbanken,Svenska Handelsbanken A,115156.0,Svenska (Non-NASDAQ OTC) Handelsbanken A,249145.0,Andelsbanken,5104,99.96000000000001,Svenska Handelsbanken A,115156,99.72,Svenska Handelsbanken B,176571,99.72,Svenska (Mexico) Handelsbanken A,218970,99.72,Svenska (BRN) Handelsbanken A,225837,99.72,Svenska Handelsbanken A (Ireland),232944,99.72,Svenska (Non-NASDAQ OTC) Handelsbanken A,249145,99.72,Svenska (Frankfurt) Handelsbanken B,259685,99.72,Svenska (Frankfurt) Handelsbanken A,274892,99.72,Svenska Handelsbanken A (Helsinki),274897,99.72
Hanergy Solar Group Ltd,10271,hanergy solar,hanergy,Hanergy TFP (Frankfurt),279200.0,Hanergy Thin Film (Non-NASDAQ OTC) Power Group,236934.0,Hanergy TFP (Frankfurt),279200,99.67,Hanergy Thin Film Power Group,26526,99.56,Hanergy Thin Film (Non-NASDAQ OTC) Power Group,236934,99.56,ERG,34373,99.38,ERG,88581,99.38,ERG,109401,99.38,ERG (Non-NASDAQ OTC),205050,99.38,ERG (Non-NASDAQ OTC),236210,99.38,ERG (Frankfurt),269970,99.38,ERG (SEAQ International),294614,99.38
HANMI BANK,22693,hanmi,hanmi,Hanmi Pharmaceutical,115695.0,,,NMI Security,49328,99.75,NMI Group,56362,99.75,NMI Security (Berlin),302312,99.75,Hanmiglobal,119313,99.62,NM Holdings,37517,99.57000000000001,Hanmi Science,115696,99.56,Hanmi Financial,136856,99.5,Hanmi Financial (Berlin),263605,99.5,Hanmi Financial (XETRA),306242,99.5,Hanmi Semiconductor,115697,99.42
Hannover Finance ( Luxembourg) S.A.,15123,hannover,hannover,Hannover Papierfabriken,18291.0,Hannover Rueck (Non-NASDAQ OTC),246063.0,Hannover Rueck,87474,99.73,Hannover Rueck (XETRA),93280,99.73,Hannover House,129911,99.73,Hannover Rueck (Swiss Stock Exchange),224685,99.73,Hannover Rueck (Non-NASDAQ OTC),246063,99.73,Hannover Rueck (Vienna Stock Exchange),270865,99.73,Hannover House (Frankfurt),279205,99.73,Stadtwerke Hannover,170636,99.59,Ann,59043,99.55,Ann (Frankfurt),276644,99.55
"Hannover Finance, Inc.",21753,hannover,hannover,Hannover Papierfabriken,18291.0,Hannover Rueck (Non-NASDAQ OTC),246063.0,Hannover Rueck,87474,99.73,Hannover Rueck (XETRA),93280,99.73,Hannover House,129911,99.73,Hannover Rueck (Swiss Stock Exchange),224685,99.73,Hannover Rueck (Non-NASDAQ OTC),246063,99.73,Hannover Rueck (Vienna Stock Exchange),270865,99.73,Hannover House (Frankfurt),279205,99.73,Stadtwerke Hannover,170636,99.59,Ann,59043,99.55,Ann (Frankfurt),276644,99.55
HANOVER STREET FINANCE LIMITED,12438,hanover street,hanover,Hanover Holdings,2049.0,,,Hanover Direct,73262,99.79,Hanover Direct,196376,99.79,Hanover Druce,182915,99.74,Hanover Insurance Group,134327,99.71,Hanover Insurance (Pet) Group,251595,99.71,Hanover Insurance Group (Berlin),263609,99.71,Hanover Insurance Group (XETRA),306244,99.71,Hanover Holdings,2049,99.67,Hanover International,47667,99.67,Hanover Confessor (XETRA),306243,99.65
Hanson Australia Funding Limited,3291,hanson australia funding,hanson,Hanson,47669.0,,,Hanson Building MAT,47670,99.6,Hanson Certificate (Swiss Stock Exchange),178833,99.52,Hanson International Preferred,171779,99.5,Hanson Trust Warrants 9.94,196381,99.5,Hanson Warrants 03/09/97,144911,99.46,Hanson Warrants 30/09/97,196382,99.46,Hanson Sponsored ADR 1:5,241913,99.46,Hanson Sponsored ADR 1:5 (Berlin),303977,99.46,Hansongneo Technology,119334,99.44,Hanson John Bancorp,65329,99.42
HANSTEEN (JERSEY) SECURITIES LIMITED,12466,hansteen,hansteen,Hansteen Holdings,47671.0,,,Hansteen Holdings,47671,100.0,Hansteen Holdings (Berlin),286786,100.0,Ans,44917,99.55,Ans Group,44918,99.55,TEE International,123399,99.55,TEE International (Stuttgart),282312,99.55,NS Group,66949,99.4,NS,121444,99.4,NS Group (Berlin),302348,99.4,Hansteen Holdings Ranking for Dividend 01/01/07,182916,99.35
