Target Name,Target No.,preprocessed,Focus Text,Shortest Match Name,Shortest Match No.,Non-NASDAQ OTC Match Name,Non-NASDAQ OTC Match No.,Matched Name 1,Matched No. 1,Matched Score 1,Matched Name 2,Matched No. 2,Matched Score 2,Matched Name 3,Matched No. 3,Matched Score 3,Matched Name 4,Matched No. 4,Matched Score 4,Matched Name 5,Matched No. 5,Matched Score 5,Matched Name 6,Matched No. 6,Matched Score 6,Matched Name 7,Matched No. 7,Matched Score 7,Matched Name 8,Matched No. 8,Matched Score 8,Matched Name 9,Matched No. 9,Matched Score 9,Matched Name 10,Matched No. 10,Matched Score 10
Nordea Kredit Realkreditaktieselskab,7905,nordea kredit realkreditaktieselskab,nordea,Nordea (Ireland),233633.0,Nordea Bank (Non-NASDAQ OTC),247621.0,Nordea Invest Danske Aktier,10575,99.57000000000001,Nordea Invest Aktier,146173,99.54,Nordea Invest Healthcare,10581,99.53,Nordea Invest Emerging Markets,10576,99.52,Nordea Invest Emerging Markets,10577,99.52,Nordea Invest Aktier II,10573,99.51,Nordea Invest Fjernoeste,10579,99.5,Nordea Invest Verden,10584,99.5,Nordea Invest Global Vaekst,10580,99.48,Nordea Stable Equity Ucits (Stockholm),229536,99.48
Nordea Kreditforening,7889,nordea kreditforening,nordea,Nordea (Ireland),233633.0,Nordea Bank (Non-NASDAQ OTC),247621.0,Nordea Invest Verden,10584,99.59,Nordea Invest Fjernoeste,10579,99.53,Nordea Bank OAO,20586,99.52,Nordea Invest Emerging Markets,10576,99.51,Nordea Invest Emerging Markets,10577,99.51,Nordea Invest Japan,10582,99.5,Nordea Invest Aktier II,10573,99.5,Nordea Invest Europa,10578,99.49,Nordea Invest Healthcare,10581,99.49,Nordea Invest Aktier,146173,99.49
"Nordea North America, Inc.",22097,nordea north america,nordea,Nordea (Ireland),233633.0,Nordea Bank (Non-NASDAQ OTC),247621.0,Nordea Invest Europa,10578,99.65,Nordea Invest Aktier,146173,99.65,Nordea Invest Aktier II,10573,99.65,Nordea Invest Danmark,10574,99.63,Nordea Invest Japan,10582,99.62,Nordea Bank OAO,20586,99.6,Nordea Invest Verden,10584,99.6,Nordea Invest Emerging Markets,10576,99.6,Nordea Invest Emerging Markets,10577,99.6,Nordea Invest Healthcare,10581,99.59
Nordex Employee Holding GmbH,7846,nordex employee holding gmbh,nordex,Nordex,87805.0,Nordex (Non-NASDAQ OTC),247623.0,Nordex Explosives,10585,99.53,Nordex Unquoted,169579,99.47,Nordex Sperr,169577,99.45,Nordex Sperr (XETRA),169578,99.45,Nordex Securities Unsponsored Germany ADR 2:1,163722,99.45,Nordex Securities Unsponsored (Non-NASDAQ OTC) Germany ADR 2:1,250620,99.45,Nordex Nil Paid 26/07/22,273133,99.42,Nordex V,169580,99.39,Nordex V (XETRA),169581,99.39,Nordex,87805,99.35
Norican A/S,7917,norican a/s,norican,,,,,Orica,80733,99.62,Orica (SEAQ International),215861,99.62,Orica (BRN),225358,99.62,Orica (Non-NASDAQ OTC),247809,99.62,Orica (Frankfurt),273351,99.62,Orica (XETRA),314388,99.62,ICA AB,42475,99.43,ICA AB,178994,99.43,ICA AB,178995,99.43,ICA (Non-NASDAQ OTC),237135,99.43
Norican Global A/S,7918,norican global a/s,norican,,,,,Orica,80733,99.43,Orica (SEAQ International),215861,99.43,Orica (BRN),225358,99.43,Orica (Non-NASDAQ OTC),247809,99.43,Orica (Frankfurt),273351,99.43,Orica (XETRA),314388,99.43,ICA AB,42475,99.29,ICA AB,178994,99.29,ICA AB,178995,99.29,ICA (Non-NASDAQ OTC),237135,99.29
NORTE BRASIL TRANSMISSORA DE ENERGIA S.A.,4330,norte brasil transmissora de energia,norte,Norte Resources,10604.0,Transportadora de Gas del (Non-NASDAQ OTC) Norte 'C',240532.0,Nortel Inversora Preference,146179,99.54,Nortel Inversora (Luxembourg) ADR 'B' NE,242581,99.54,Nortegran Norte-OSA,215808,99.51,Nortegran Norte-OSA,215809,99.51,Norte Pacasmayo Trab,179986,99.5,Nortel Networks Netas Telekomunikasyon,121406,99.49,Nortel Networks (Frankfurt) Netas Telekomunikasyon,280654,99.49,Nortel Networks (XETRA) Netas Telekomunikasyon,314126,99.49,Nortel Inversora Preferred 'B',215810,99.48,Transportadora de Gas del Norte SA,153094,99.48
North Battleford Power L.P.,5203,north battleford power,north,North,3036.0,Magnetic North (Non-NASDAQ OTC) Acquisition,247035.0,Northland Power,80721,99.7,Northland Power (Non-NASDAQ OTC),247654,99.7,Northland Power (Berlin),265030,99.7,Northland Power (XETRA),314169,99.7,Northern States Power Company,66959,99.7,Northern Powergrid Holdings Company,49372,99.65,North Bancorp,75383,99.63,North-East Water 1P,49233,99.63,Northland Port (Berlin) (New Zealand),302337,99.61,Northgate Computer,75410,99.6
North Cement Co Ltd,6776,north cement co,north,North,3036.0,Magnetic North (Non-NASDAQ OTC) Acquisition,247035.0,Northern Cement,112324,99.8,North Amern Group,75380,99.69,North West Oil Group,130998,99.69,North Country Gold,10613,99.67,North M F,49362,99.67,North Penn Bancorp,60768,99.67,North European Oil Trust,137645,99.67,North-West Telecom,179989,99.67,North Country Gold (Non-NASDAQ OTC),238507,99.67,North Country Gold (Frankfurt),280660,99.67
NORTH EASTERN ELECTRIC POWER CORPN LTD,11485,north eastern electric power corpn,north,North,3036.0,Magnetic North (Non-NASDAQ OTC) Acquisition,247035.0,Northeast Electric Development,160029,99.72,Northern Electric Partly-Paid,183304,99.7,Northern Electric Partly-Paid,183305,99.7,Northern Electric 170P Paid,232571,99.69,North-West Electric,126496,99.68,North Eastern Carrying Corporation,103079,99.68,Northeast Electric Development 'H',103082,99.68,Northeast Electric (SEC) Development 'A',216548,99.68,Northeast Electric (Frankfurt) Development 'H',273167,99.68,Northeast Electric Development (XETRA) 'H',314144,99.68
