Target Name,Target No.,preprocessed,Focus Text,Shortest Match Name,Shortest Match No.,Non-NASDAQ OTC Match Name,Non-NASDAQ OTC Match No.,Matched Name 1,Matched No. 1,Matched Score 1,Matched Name 2,Matched No. 2,Matched Score 2,Matched Name 3,Matched No. 3,Matched Score 3,Matched Name 4,Matched No. 4,Matched Score 4,Matched Name 5,Matched No. 5,Matched Score 5,Matched Name 6,Matched No. 6,Matched Score 6,Matched Name 7,Matched No. 7,Matched Score 7,Matched Name 8,Matched No. 8,Matched Score 8,Matched Name 9,Matched No. 9,Matched Score 9,Matched Name 10,Matched No. 10,Matched Score 10
ECO WORLD CAPITAL ASSETS BERHAD,15999,eco world capital assets berhad,eco,Eco Systems,1509.0,American Eco (Non-NASDAQ OTC),52189.0,Lifeco Split Capital Shares,9679,99.59,Eco Capital Investments Corporation,16813,99.58,Secoo Holding Limited Class B,160938,99.58,Eco Capital Investments Corporation (XETRA),311558,99.58,Econet Wireless Class A,182772,99.56,Second Bancorp Capital Trust I,76732,99.55,Teco Capital Trust I Trups 8.5,68600,99.55,Quebecor World Preferred D,160535,99.53,Quebecor World Preferred D,160536,99.53,Old Second Capital Trust I Preferred Shares,146371,99.53
ECO101 Concessionaria de Rodovias S.A.,4410,eco101 concessionaria de rodovias,eco101,,,,,C Holdings,24873,99.06,O-Bank,115989,99.06,International 1,173638,99.06,Ecco,16804,74.47,Emco,7568,74.41,Jeco,27244,74.41,Deco,33837,74.41,Emco Group,34297,74.41,Erco,34371,74.41,Egco,41954,74.41
Ecobank Kenya Limited,13840,ecobank kenya,ecobank,Ecobank Nigeria,34157.0,,,Ecobank Ghana,92400,99.77,Ecobank Nigeria,34157,99.71,Finecobank Spa,87748,99.67,Finecobank Spa (Frankfurt),270201,99.67,Finecobank Spa (Vienna Stock Exchange),270202,99.67,Ecobank Transnational,109233,99.59,Ecobank Transnational (Ghana),217547,99.59,Ecobank Transnational (ABJ),230027,99.59,Ecobank Cote D Ivoire,125618,99.53,Finecobank Banca (Non-NASDAQ OTC) Fineco Spa,245518,99.5
Ecobank O Banco Panafricano,16033,ecobank o panafricano,ecobank,Ecobank Nigeria,34157.0,,,Ecobank Nigeria,34157,99.67,Ecobank Ghana,92400,99.65,Ecobank Transnational,109233,99.62,Ecobank Transnational (Ghana),217547,99.62,Ecobank Transnational (ABJ),230027,99.62,Finecobank Banca (Non-NASDAQ OTC) Fineco Spa,245518,99.62,Finecobank Spa,87748,99.57000000000001,Finecobank Spa (Frankfurt),270201,99.57000000000001,Finecobank Spa (Vienna Stock Exchange),270202,99.57000000000001,Ecobank Cote D Ivoire,125618,99.57000000000001
Ecoporto Holding S.A.,4282,ecoporto holding,ecoporto,,,,,Port,112850,99.4,Ort (Non-NASDAQ OTC),238861,99.32,Company-OP AG,16021,99.22,RT Group,50230,99.22,To Holdings,114306,99.22,RT Group (VIRT-X),232760,99.22,T Bank,22692,99.12,C Holdings,24873,99.12,O-Bank,115989,99.12,Porton International,49800,90.64
ECOPORTO SANTOS S.A.,4401,ecoporto santos,ecoporto,,,,,Port,112850,99.42,Ort (Non-NASDAQ OTC),238861,99.33,Company-OP AG,16021,99.24,RT Group,50230,99.24,To Holdings,114306,99.24,RT Group (VIRT-X),232760,99.24,T Bank,22692,99.12,C Holdings,24873,99.12,O-Bank,115989,99.12,Porton International,49800,90.66000000000001
ECTE - Empresa Catarinense de Transmissao de E,4190,ecte  empresa catarinense de transmissao de e,ecte,,,,,Lecteurs du Monde Limited Data,19473,99.42,Quectel Wireless Solutions 'A',89755,99.4,Quectel Wireless (SSE Connect Equities) Solutions 'A',213470,99.4,Deutsche Effecten und Wechsel- Beteiligungsgesellschaft,92350,99.4,Deutsche Effecten und Wechsel- (XETRA) Beteiligungsgesellschaft,92349,99.4,Royal Bank of Canada Prin Protected Dogs of Dow Linked,160782,99.4,Royal Bank of Canada Prin Protected Gold Share Linked Notes,160783,99.4,Effecten-Spiegel (XETRA) Preference,162696,99.39,Effecten-Spiegel Preference,162697,99.39,Direxion Connected Consumer ETF,194913,99.39
EDC FINANCE LIMITED,11020,edc,edc,,,,,Edci Holdings,53949,99.86,Edci Holdings (Frankfurt),278346,99.86,Edci Holdings (XETRA),305686,99.86,DC International,1362,99.8,DC,25491,99.8,DC Holdings (Frankfurt),269501,99.8,Sedco,68047,99.75,Edcoa,72114,99.75,Medco Holdings,111588,99.75,Tedco,183565,99.75
EDF Energy (UK) Ltd,9321,edf energy,edf,EDF,87623.0,EDF (Non-NASDAQ OTC),245222.0,Bedford Energy,128323,99.83,Redfiield Energy Unit,131599,99.65,EDF-ESA,34166,99.59,Redfin Network,57112,99.58,Redfin Network (Berlin),288841,99.58,Redfearn,50073,99.56,EDF Energies Nouvelles,16834,99.56,EDF Energies Nouvelles (Frankfurt),278349,99.56,EDF Energies Nouvelles (XETRA),311575,99.56,Redflow Deferred,152586,99.54
EDF Energy plc,9046,edf energy,edf,EDF,87623.0,EDF (Non-NASDAQ OTC),245222.0,Bedford Energy,128323,99.83,Redfiield Energy Unit,131599,99.65,EDF-ESA,34166,99.59,Redfin Network,57112,99.58,Redfin Network (Berlin),288841,99.58,Redfearn,50073,99.56,EDF Energies Nouvelles,16834,99.56,EDF Energies Nouvelles (Frankfurt),278349,99.56,EDF Energies Nouvelles (XETRA),311575,99.56,Redflow Deferred,152586,99.54
Edgen Murray Corporation,22102,edgen murray corporation,edgen,Edgen Group Class A,59757.0,,,Medgenics Warrants,197898,99.52,Edgen Group Class A,59757,99.49,Edgen Group Class A (Frankfurt),278352,99.49,Edgen Group Inc Class B,204790,99.43,Edgen Group Inc Class B,204791,99.43,Medgenics Warrants 13/02/18,207562,99.43,Medgenics (Regs),183224,99.36,Medgenics (Regs) (Frankfurt),283555,99.36,Medgenics (Regs) (XETRA),309350,99.36,UEM Edgenta,114600,99.34
