Target Name,Target No.,preprocessed,Focus Text,Shortest Match Name,Shortest Match No.,Non-NASDAQ OTC Match Name,Non-NASDAQ OTC Match No.,Matched Name 1,Matched No. 1,Matched Score 1,Matched Name 2,Matched No. 2,Matched Score 2,Matched Name 3,Matched No. 3,Matched Score 3,Matched Name 4,Matched No. 4,Matched Score 4,Matched Name 5,Matched No. 5,Matched Score 5,Matched Name 6,Matched No. 6,Matched Score 6,Matched Name 7,Matched No. 7,Matched Score 7,Matched Name 8,Matched No. 8,Matched Score 8,Matched Name 9,Matched No. 9,Matched Score 9,Matched Name 10,Matched No. 10,Matched Score 10
GCX LIMITED,3912,gcx,gcx,GCX Metals,83257.0,GCX Metals (Non-NASDAQ OTC),245733.0,GC Investment,34784,99.8,GC International,129633,99.8,X,13869,99.5,C Holdings,24873,99.5,GCX Metals,83257,99.46,GCX Metals (Non-NASDAQ OTC),245733,99.46,GCX Metals (Frankfurt),270419,99.46,RGC,3591,79.87,CGC,6395,79.87,NGC Holdings,20511,79.87
GE SCF,8524,ge scf,ge,GE-Chile,8156.0,Tian GE Interactive Holdings (Non-NASDAQ OTC),249357.0,Gesco,92939,99.73,Gesco (XETRA),92940,99.73,GES International,34848,99.67,GES International (Australian),215426,99.67,GES International (Berlin),301119,99.67,Gesco ASC,1886,99.67,Genesco,136727,99.62,Genesco (Pet),251537,99.62,Genesco (Frankfurt),263345,99.62,Genesco (XETRA),306061,99.62
GE SEACO FINANCE SRL,3712,ge seaco srl,ge,GE-Chile,8156.0,Tian GE Interactive Holdings (Non-NASDAQ OTC),249357.0,Gesco ASC,1886,99.67,Gesco N (Swiss Stock Exchange),224611,99.63,Genencor International,72935,99.6,Genencor International (Frankfurt),294912,99.6,Genencor International (XETRA),306051,99.6,Gesco,92939,99.59,Gesco (XETRA),92940,99.59,Geru Star Sport,125783,99.59,Gelsenwasser (XETRA),17858,99.58,Gelsenwasser,88687,99.58
Geberit International B.V.,16384,geberit b.v.,geberit,Geberit 'R',115164.0,Geberit AG Jona Namen (Non-NASDAQ OTC),245737.0,Geberit 2L,175127,99.73,Geberit 2L,229359,99.73,Geberit 'R',115164,99.7,Geberit 'R' (Mexico),217731,99.7,Geberit 'R' (Frankfurt),270424,99.7,Geberit 'R' (XETRA),286550,99.7,Geberit ADR 10:1 (Frankfurt),256065,99.57000000000001,Geberit AG Jona Namen (Non-NASDAQ OTC),245737,99.53,ERI Holdings,109402,99.4,Geberit Jona Unsponsored ADR 10:1,186732,99.36
GELF Bond Issuer I S.A.,15263,gelf bond issuer i,gelf,,,,,Gelfer A&J,47376,99.5,FAG Kugelfischer,17421,99.47,FAG Kugelfischer (XETRA),17422,99.47,FAG Kugelfischer Preference,166787,99.4,El Company,109292,99.2,El Company,227555,99.2,F Investment Trust Group,125685,99.11,Mountain Super (XETRA) Angel,20267,85.56,Effecten-Spiegel,92425,85.49,Effecten-Spiegel (XETRA),92426,85.49
Gemdale Ever Prosperity Investment Limited,10581,gemdale ever prosperity,gemdale,Gemdale 'A',88691.0,,,Gemdale Properties and Investment,97624,99.67,Gemdale Properties and (HKSE Connect Equity) Invcorp,217735,99.57000000000001,Gemdale Properties and (SZS) Invcorp,217736,99.57000000000001,Gemdale 'A',88691,99.47,Gemdale 'A' (SSE Connect Equities),212468,99.47,Dale,33774,99.3,Dal International,53665,99.23,Da Securities,25386,99.16,Da Group,46473,99.16,Bank MD,63005,99.16
"GEMINI SECURITIZATION CORP., LLC",22271,gemini securitization corp.,gemini,Gemini,8166.0,Gemini (Non-NASDAQ OTC),236627.0,Gemini Communication,26208,99.64,Gemini Explorations,54578,99.61,Gemini Explorations (Berlin),286555,99.61,Gemini Explorations (XETRA),306043,99.61,Gemini Therapeutics,136720,99.57000000000001,Gemini Sea Food,83266,99.57000000000001,Gemini Capital,65038,99.54,Gemini Sponsored ADR (Frankfurt),294902,99.51,Gemini II Capital Shares,79139,99.51,Gemini Energy,8167,99.5
GEMSTONES INTERNATIONAL LIMITED,25385,gemstones,gemstones,African Gemstones,4857.0,,,Stone Group Holdings,30557,99.71,Stone International,50828,99.71,Stone Group Holdings (Frankfurt),282105,99.71,Stone Group Holdings (XETRA),315783,99.71,African Gemstones,4857,99.69,Tone,114391,99.62,EMS,7594,99.5,Finance One,42130,99.5,Bank One,62826,99.5,One Bank,85136,99.5
GENEBANQUE S.A.S.,8614,genebanque,genebanque,,,,,EB Inc,64420,99.33,Q Group,49941,99.18,Q (XETRA),314901,99.18,Qume,67595,85.57000000000001,Ques,152556,85.57000000000001,Genera,8175,82.79,Meneba,10028,82.79,Geneva Finance,109823,82.79,Envea,17192,79.73,Gener,17874,79.73
GENERACION EOLICA INDIA LIMITED,11756,generacion eolica india,generacion,Casa Blanca Generacion,6211.0,Enel Generacion (Non-NASDAQ OTC) Costanera,236145.0,Enel Generacion Costanera,82815,99.62,Enel Generacion (Non-NASDAQ OTC) Costanera,236145,99.62,Empresa Generacion Termolectrica de Ventanilla,34309,99.61,Enel Generacion Chile,88570,99.59,Enel Generacion (XSC) Chile ADR 1:30,204925,99.53,Enel Generacion (Munich) Chile ADR 1:30,291155,99.53,Generac Holdings,133316,99.47,Generac Holdings (Mexico),217737,99.47,Generac Holdings (MIC),224598,99.47,Generac Holdings (Berlin),263328,99.47
