Target Name,Target No.,Top Match Name,Top Match No.,Top Match Score,All Matched
CREDIT AGRICOLE CORPORATE AND INVESTMENT BANK,18469,Investment Trust Corporation,48177,90,"[('Investment Trust Corporation', 90), ('Trust Invest', 90), ('T Bank', 90), ('Investment Trust Corporation', 90), ('Investment Trust Corporation', 90), ('Trust Investment Bank', 90), ('Investment Trust Corporation', 90), ('Credit Agricole SA', 90), ('Corporate Capital Trust', 90), ('Trust Investment Bank', 90)]"
"Cathay Life Insurance Co., Ltd.",18470,Cathay Life Insurance,41595,100,"[('Cathay Life Insurance', 100), ('Life', 90), ('IFE', 90), ('Life', 90), ('Life', 90), ('Life', 90), ('Taiyo Life Insurance', 88), ('China Life Insurance', 88), ('Arab International Insurance Company', 86), ('DZI Insurance', 86)]"
"Shin Kong Life Insurance Co., Ltd.",18472,Shin Kong Life Insurance Company Limited,43720,95,"[('Shin Kong Life Insurance Company Limited', 95), ('Life', 90), ('IFE', 90), ('Life', 90), ('Life', 90), ('Life', 90), ('SHI', 90), ('Arab International Insurance Company', 86), ('Boeblingen Investment Hong Kong and China', 86), ('DZI Insurance', 86)]"
BNP Paribas (Taipei Branch),18473,Riba,11746,90,"[('Riba', 90), ('Paribas', 90), ('Ariba', 90), ('Paribas', 90), ('Banque Paribas Belges Paricor Parfixi 2000 Capital', 86), ('Banque Paribas', 86), ('Paribas OPE', 86), ('Banque Nationale de Paris Paribas Bank Polska', 86), ('Banque Paribas SA P', 86), ('Taipei Bank', 86)]"
The Standard Bank of South Africa Limited,18474,Andar,5102,90,"[('Andar', 90), ('Africa', 90), ('Standa', 90), ('Standard Capital', 90), ('Standard Bank', 90), ('Standard Capital', 90), ('Standard Capital', 90), ('Standard Capital', 90), ('Standard Bank', 90), ('Standard Bank', 90)]"
Hotai Finance Corporation,18477,Hotai Finance,115730,100,"[('Hotai Finance', 100), ('INA', 90), ('AI', 90), ('NC&', 90), ('Ta', 90), ('China Finance Holding Company', 86), ('Ding Sheng XIN Finance', 86), ('North Ryde Community Finance', 86), ('Minerva Finance and Investment', 86), ('Paramount Ventures and Finance A', 86)]"
Nan Shan Life Insurance Company Limted,18478,Trust Company,4284,90,"[('Trust Company', 90), ('SBI Life Insurance Company', 87), ('Aeyna Life and Casualty', 86), ('Arthur Yates and Company', 86), ('Bakixanov Company', 86), ('Burns Philp and Company', 86), ('Colonial Mutual Life', 86), ('Company On', 86), ('Contax Holding Company', 86), ('DZI Insurance', 86)]"
"Fina Finance & Trading Co., Ltd.",18479,Rad,38512,90,"[('Rad', 90), ('ADI', 90), ('INA', 90), ('Ading', 90), ('Tradi', 90), ('Barbados Shipping and Trading Company Limited', 86), ('Prime Finance', 86), ('Jumbo Trading', 86), ('Petrobras Inernational Finance Company', 86), ('RCI Finance', 86)]"
"Yuanta Securities Co., Ltd.",18483,Yuanta 2 Special Purpose Acquisition,40856,90,"[('Yuanta 2 Special Purpose Acquisition', 90), ('Yuanta 4 Special Purpose Acquisition', 90), ('Yuanta Core Pacific Securities', 90), ('ANT', 90), ('Anta', 90), ('Capital A', 90), ('Yuanta Financial Holdings', 90), ('Ta', 90), ('Yuanta 7 Special Purpose Acquisition', 90), ('Yuanta 8 Special Purpose Acquisition', 90)]"
DRAGON STEEL CORPORATION,18486,El Corporation,1533,90,"[('El Corporation', 90), ('Go', 90), ('Steel', 90), ('China Steel Australia', 86), ('Smorgon Steel Group', 86), ('South American Iron and Steel', 86), ('Dragon Legend Entertainment', 86), ('Dragon Pharmaceuticals (Toronto)', 86), ('Emerald Dragon Mines', 86), (""Handan Iron and Steel 'A'"", 86)]"
"Fubon Life Insurance Co., Ltd",18489,Fubon Insurance,42205,95,"[('Fubon Insurance', 95), ('Life', 90), ('IFE', 90), ('Life', 90), ('Fubon Securities', 90), ('Life', 90), ('Life', 90), ('Arab International Insurance Company', 86), ('Bulstrad Viena Insurance Group', 86), ('DZI Insurance', 86)]"
"Taishin Securities Co.,Ltd.",18493,Hi,26603,90,"[('Hi', 90), ('AI', 90), ('Ta', 90), ('SHI', 90), ('D&D', 86), ('Taishin International Bank', 86), ('T T', 86), ('Taishin Financial Holding', 86), ('Al Sagr Co-operative Insurance', 86), ('Shin Shin', 86)]"
Cathay United Bank Company Limited,18501,Cathay United Bank Company,41597,100,"[('Cathay United Bank Company', 100), ('Trust Company', 90), ('Unite Capital', 90), ('United', 90), ('Security Bank', 90), ('Unit', 90), ('Security Bank', 90), ('Unit', 90), ('United', 90), ('Security Bank', 90)]"
"Taishin International Bank Co., Ltd.",18502,Taishin International Bank,44017,100,"[('Taishin International Bank', 100), ('Bank International', 95), ('Bank International', 95), ('National', 90), ('National-Bank', 90), ('Terna', 90), ('Security Bank', 90), ('Inter', 90), ('National', 90), ('NAL Bank', 90)]"
DBS Bank (Taiwan) Limited,18503,Aiwa,24020,90,"[('Aiwa', 90), ('BS', 90), ('Security Bank', 90), ('Taiwan Securities', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90)]"
Bank of China Taipei Branch,18505,Security Bank,200310,90,"[('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Adelaide Bank', 86), ('AFB Bank ASC', 86)]"
China Construction Bank Taipei Branch,18506,China Construction Bank 'H',97079,91,"[(""China Construction Bank 'H'"", 91), (""China Construction Bank 'A'"", 91), ('Construction Corporation', 90), ('Construction Corporation', 90), ('Adelaide Bank', 86), ('Advance Bank Australia', 86), ('AFB Bank ASC', 86), ('Australia China Holdings', 86), ('Azar-Turk Bank', 86), ('Bank Azerbaijan', 86)]"
"Bank of Communications Co., Ltd.",18508,Bank of Communications 'A',87443,95,"[(""Bank of Communications 'A'"", 95), (""Bank of Communications 'H'"", 95), (""Bank of Communications 'H' (SZS)"", 95), ('Ion', 90), ('Capital Communication', 90), ('Security Bank', 90), ('NIC', 90), ('ICA AB', 90), ('Security Bank', 90), ('Security Bank', 90)]"
"ZAT ""OTP Bank""",18523,Security Bank,200310,90,"[('Security Bank', 90), ('At Trust', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('OTP Bank', 90), ('Security Bank', 90), ('NK', 90)]"
JOINT-STOCK COMPANY ALFA-BANK,18524,Trust Company,4284,90,"[('Trust Company', 90), ('Security Bank', 90), ('Joint', 90), ('Security Bank', 90), ('Security Bank', 90), ('Alfa', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90)]"
"Publichne aktsionerne tovarystvo ""Dochirnii ba",18526,Public,29457,90,"[('Public', 90), (""BA Embotteladora 'A'"", 86), ('BA-Insight', 86), ('BA-Insight (XETRA)', 86), ('Postbanken BA', 86), ('BA Hien', 86), (""BA Merchant Services 'A'"", 86), ('Hsin BA BA', 86), ('BA Ria - Vung Tau Water Supply', 86), ('BA Ria Thermal Power', 86)]"
Public Joint Stock Company Universal Bank,18527,Trust Company,4284,90,"[('Trust Company', 90), ('Public', 90), ('Universal', 90), ('Universal Trust Bank', 90), ('Universal', 90), ('Univers', 90), ('Universal', 90), ('Universal', 90), ('Adelaide Bank', 86), ('Advance Bank Australia', 86)]"
"Public joint-stock company commercial bank ""PR",18529,Trust Company,4284,90,"[('Trust Company', 90), ('Public', 90), ('Trust Commercial Bank', 90), ('Adelaide Bank', 86), ('Advance Bank Australia', 86), ('AFB Bank ASC', 86), ('Arthur Yates and Company', 86), ('Australian Commercial Property Trust', 86), ('Azar-Turk Bank', 86), ('Bahrain International Bank', 86)]"
"Publichne aktsionerne tovarystvo ""INH Bank Ukr",18531,Public,29457,90,"[('Public', 90), ('Adelaide Bank', 86), ('Advance Bank Australia', 86), ('AFB Bank ASC', 86), ('Azar-Turk Bank', 86), ('Bahrain International Bank', 86), ('Bank Azerbaijan', 86), ('Bank of Western Australia', 86), ('Barbados National Bank', 86), ('BDR - Deutche Bank', 86)]"
Public Joint-Stock Company Astra Bank,18535,Astra Corporation,62692,90,"[('Astra Corporation', 90), ('Trust Company', 90), ('Joint', 90), ('Public', 90), ('Astra Corporation', 90), ('Astra Corporation', 90), ('Astra Corporation', 90), ('Astra Corporation', 90), ('Joint', 90), ('Adelaide Bank', 86)]"
"Publichne aktsionerne tovarystvo ""CREDI AGRIKO",18536,Public,29457,90,"[('Public', 90), ('Credi Facil Saeca', 86), ('Financiera Credi Q SA', 86), ('Cremi A', 77), ('Publico', 77), ('Publico', 77), ('Sinner', 75), ('Sonera', 75), ('Credia', 75), ('Sinter', 75)]"
JOINT STOCK COMPANY UKRAINIAN RAILWAYS,18537,Trust Company,4284,90,"[('Trust Company', 90), ('Joint', 90), ('Joint', 90), ('Arthur Yates and Company', 86), ('Bakixanov Company', 86), ('Burns Philp and Company', 86), ('Company On', 86), ('Contax Holding Company', 86), ('Faulding FH&Company', 86), ('Galata Investment Company', 86)]"
