Target Name,Target No.,Top Match Name,Top Match No.,Top Match Score,All Matched
"NRF HOLDCO, LLC",24443,DC,25491,90,"[('DC', 90), ('LDC', 90), ('D&D', 86), ('Safety-Kleen Holdco', 86), ('Hawaiian Telcom Holdco', 86), ('Pandion Therapeutics Holdco', 86), ('R R Securities', 86), ('F&F', 86), ('Byggfakta Group Nordic Holdco', 86), ('Byggfakta Group (Frankfurt) Nordic Holdco', 86)]"
"FLEX ACQUISITION COMPANY, INC.",24444,Ion,73918,90,"[('Ion', 90), ('Trust Company', 90), ('UIS', 90), ('MPA', 90), ('ITI', 90), ('Ion', 90), ('Sit', 90), ('ITI', 90), ('Flex', 90), ('Arab International Insurance Company', 86)]"
BAC LB Capital Funding Trust II,24449,B F,91340,90,"[('B F', 90), ('Ask Funding', 86), ('FI Imobiliario Tourmalet II Sen B', 86), ('Perls II Trust Perpetual Exchequer Resettable SEC', 86), ('BAC Holding International Dummy', 86), ('Berkeley Capital II', 86), ('Canadian Resources Income Trust II Unit', 86), ('Connor Clark and Lunn Conservative Income Fund II Units', 86), ('Connor Clark and Lunn Global Financials Fund II', 86), ('Energy Split II Capital Yield Shares', 86)]"
"ST. JUDE MEDICAL, LLC",24451,Ical,2166,90,"[('Ical', 90), ('Medica', 90), ('Medica', 90), ('IC', 90), ('ICA AB', 90), ('CA', 90), ('Medica', 90), ('E&M', 90), ('Dic', 90), ('IC', 90)]"
"BERRY GLOBAL FILMS, LLC",24455,Globa,73026,90,"[('Globa', 90), ('Global', 90), ('Global', 90), ('Y&G', 90), ('L&F', 90), ('LMS', 90), ('Berry', 90), ('Antipodes Global Investment Company', 86), ('Consolidated Global Investments', 86), ('European Investors Global Property Trust Dead', 86)]"
"CHANGE HEALTHCARE HOLDINGS, LLC",24456,Healthcare Holdings,47757,95,"[('Healthcare Holdings', 95), ('Healthcare Holdings', 95), ('Holdings', 90), ('Holdings', 90), ('Health', 90), ('Holdings', 90), ('Healthcare', 90), ('Health', 90), ('Change', 90), ('Holdings', 90)]"
ENVEN ENERGY CORPORATION,24461,Energy,79025,90,"[('Energy', 90), ('ERG', 90), ('Energy', 90), ('Energy', 90), ('ERG', 90), ('ERG', 90), ('NVE', 90), ('RG Securities', 90), ('Eden Energy', 87), ('Advanced Energy Systems', 86)]"
INVITATION HOMES OPERATING PARTNERSHIP LP,24463,Artner,107941,90,"[('Artner', 90), ('Capital Partners', 90), ('Invitation Homes', 90), ('Invitation Homes', 90), ('AGF Master Partnership Unit', 86), ('Brookfield Homes', 86), ('CI Master Partnership', 86), ('Taylor NGL Limited Partnership', 86), ('Viceroy Homes', 86), ('Asahi Homes', 86)]"
MARLIN BLUE LLC,24464,Blue Capital,832,90,"[('Blue Capital', 90), ('AR', 90), ('Marlin Corporation', 90), ('Marlin Corporation', 90), ('BL', 90), ('RLI', 90), ('Blue Ensign Technologies', 86), ('Blue Line Cruises', 86), ('Blue Sky Alternative Investment', 86), ('Blue Tree On 1000', 86)]"
KEARNY BANK,24465,AR,24258,90,"[('AR', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('NK', 90), ('Security Bank', 90)]"
PREMIER BANK,24467,Premier Tank,121872,92,"[('Premier Tank', 92), ('Security Bank', 90), ('Remi Securities', 90), ('IE', 90), ('Mier', 90), ('EMI', 90), ('Carolina Premier Bank Unit 11/29/2010', 90), ('Security Bank', 90), ('Security Bank', 90), ('Re Capital', 90)]"
