Target Name,Target No.,Top Match Name,Top Match No.,Top Match Score,All Matched
Altisource Residential Corp,25433,ENT,1607,90,"[('ENT', 90), ('Alti', 90), ('ESI', 90), ('TIS', 90), ('RCE Capital', 90), ('URC', 90), ('Residentia', 90), ('Source Capital', 90), ('Gateway Lifestyle Residential Parks', 86), ('United States Residential Fund Stapled Units', 86)]"
Hyprop Investments Limited,25440,Hyprop Investments,115744,100,"[('Hyprop Investments', 100), ('Hyprop Investments (Berlin)', 95), ('Investment Trust Corporation', 90), ('ENT', 90), ('Trust Invest', 90), ('Investment Trust Corporation', 90), ('NTS', 90), ('Investment Trust Corporation', 90), ('Capital Investments', 90), ('Investment Trust Corporation', 90)]"
SA Corporate Real Estate Fund,25448,SA Corporate Real Estate Fund,122226,100,"[('SA Corporate Real Estate Fund', 100), ('SA Corporate Real Estate Fund (Berlin)', 95), ('Real Estate', 90), ('Real Security', 90), ('Real Estate Fund', 90), ('Stat', 90), ('Capital Estate', 90), ('Corporate Capital Trust', 90), ('Real Security', 90), ('Corporate Capital Trust', 90)]"
Redefine Properties Limited,25462,Redefine Properties,116071,100,"[('Redefine Properties', 100), ('Redefine Properties (Berlin)', 95), ('Defi', 90), ('Redefine Properties International', 90), ('RTI', 90), ('Roper', 90), ('Fine', 90), ('Capital Properties', 90), ('Red Capital', 90), ('Redefine Properties International Ranking for Dividend', 90)]"
Pinnacle Technology Holdings Ltd,25474,Pinnacle Technology,180189,95,"[('Pinnacle Technology', 95), ('Pine Technology Holdings', 92), ('Holdings', 90), ('Holdings', 90), ('Holdings', 90), ('Holdings', 90), ('Corporation Holding', 90), ('Holdings', 90), ('Inno-Technology Holdings', 88), ('LK Technology Holdings', 88)]"
Allied Electronics Corp Ltd,25480,Allied Electronics Corporation Class C,177270,95,"[('Allied Electronics Corporation Class C', 95), ('Allied Electronics (Berlin)', 95), ('Applied Electronics', 92), ('All Corporation', 90), ('LEC', 90), ('NIC', 90), ('ICS', 90), ('ICS', 90), ('NIC', 90), ('Allied', 90)]"
TSOGO SUN HOLDINGS LIMITED,25486,Sogo,30379,90,"[('Sogo', 90), ('Holdings', 90), ('Holdings', 90), ('LDI Corporation', 90), ('Holdings', 90), ('Sun Holding', 90), ('Sun', 90), ('Sun*', 90), ('Holdings', 90), ('Corporation Holding', 90)]"
Sentula Mining Limited,25491,Mining Corporation,2830,90,"[('Mining Corporation', 90), ('ENT', 90), ('Mining Corporation', 90), ('TUL', 90), ('Brighton Mining Group', 86), ('Commonwealth Mining Investments', 86), ('Consolidated Gold Mining Areas', 86), ('Gatewat Mining Deferrable', 86), ('Goldrim Mining Australia', 86), ('International Mining Australian', 86)]"
Absa Group Limited,25493,Absa Group,115302,100,"[('Absa Group', 100), ('Group', 90), ('BS', 90), ('Group', 90), ('Up', 90), ('ASDA Group', 90), ('Group', 90), ('BSA', 90), ('Asia Capital Group', 90), ('Absa Group ADR 1:2', 90)]"
Acucap Properties Ltd,25495,Acucap Properties,31938,100,"[('Acucap Properties', 100), ('Acucap Properties (Berlin)', 95), ('RTI', 90), ('Cap', 90), ('Roper', 90), ('Ucap', 90), ('Cap', 90), ('Cap', 90), ('Ucap', 90), ('Capital Properties', 90)]"
