Target Name,Target No.,preprocessed,Focus Text,Shortest Match Name,Shortest Match No.,Non-NASDAQ OTC Match Name,Non-NASDAQ OTC Match No.,Matched Name 1,Matched No. 1,Matched Score 1,Matched Name 2,Matched No. 2,Matched Score 2,Matched Name 3,Matched No. 3,Matched Score 3,Matched Name 4,Matched No. 4,Matched Score 4,Matched Name 5,Matched No. 5,Matched Score 5,Matched Name 6,Matched No. 6,Matched Score 6,Matched Name 7,Matched No. 7,Matched Score 7,Matched Name 8,Matched No. 8,Matched Score 8,Matched Name 9,Matched No. 9,Matched Score 9,Matched Name 10,Matched No. 10,Matched Score 10
Comfrio Solucoes Logisticas S/A,4343,comfrio solucoes logisticas s/a,comfrio,,,,,Banco Rio,150712,99.18,Banco Rio (Madrid),284562,99.18,Banco Rio (Munich),293661,99.18,OM Holdings,3117,99.12,OM,43231,99.12,OM Group,60832,99.12,OM Holdings,85128,99.12,OM Holdings International,131092,99.12,OM Holdings (Kuala Lumpur),218498,99.12,OM Holdings (Non-NASDAQ OTC),247749,99.12
COMPAGNIE CREDIT FORD DU CANADA,5377,compagnie credit ford du canada,compagnie,Compagnie,125352.0,Compagnie Automotive (Non-NASDAQ OTC),235383.0,Compagnie-Nergy Ply-Foil Canada,6523,99.68,Compagnie Finance des Cardans SA,15931,99.62,Compagnie du Plain (Cipm),165721,99.61,Compagnie de Saint Gobain,165819,99.61,Compagnie de Saint Gobain (Milan),269109,99.61,Compagnie de Saint (EASDAQ) Gobain,294056,99.61,Compagnie HET Zoute,92008,99.6,Compagnie de Suresnes Limited Data,143309,99.6,Compagnie Fonciere Internationale,92007,99.59,Compagnie Financiere Tradition,115511,99.59
COMPAGNIE CREDIT FORD DU CANADA,5453,compagnie credit ford du canada,compagnie,Compagnie,125352.0,Compagnie Automotive (Non-NASDAQ OTC),235383.0,Compagnie-Nergy Ply-Foil Canada,6523,99.68,Compagnie Finance des Cardans SA,15931,99.62,Compagnie du Plain (Cipm),165721,99.61,Compagnie de Saint Gobain,165819,99.61,Compagnie de Saint Gobain (Milan),269109,99.61,Compagnie de Saint (EASDAQ) Gobain,294056,99.61,Compagnie HET Zoute,92008,99.6,Compagnie de Suresnes Limited Data,143309,99.6,Compagnie Fonciere Internationale,92007,99.59,Compagnie Financiere Tradition,115511,99.59
COMPAGNIE GENERALE D AFFACTURAGE S.A.,8641,compagnie generale d affacturage,compagnie,Compagnie,125352.0,Compagnie Automotive (Non-NASDAQ OTC),235383.0,Compagnie Generale des Asphaltes- A,16097,99.76,Compagnie General de Construction,15933,99.71,Compagnie General,71164,99.69,Compagnie General d'Install Ferr,15926,99.69,Compagnie Generale Immobiliere,33502,99.68,Compagnie Generale Geophysique (Swiss Stock Exchange),227451,99.68,Compagnie General Immobiliere France,15927,99.68,Compagnie Generale de Geophysique-VE (Mexico),221392,99.68,Compagnie GLE Garantie,15929,99.67,Compagnie Financiere de Neufcour,92006,99.66
Competition Team Technologies Limited,4576,competition team technologies,competition,,,,,Ion,2291,99.19,ETI International,54157,99.19,ITI,65830,99.19,Pet,67285,99.19,Ion,73918,99.19,ITI,97755,99.19,Ion (Berlin),287213,99.19,OMP (Berlin),302402,99.19,Company On,1218,99.13,OM Holdings,3117,99.13
Comunicacion Celular S.A.,7309,comunicacion celular,comunicacion,Mediaset Espana Comunicacion,89488.0,Mediaset Espana (Non-NASDAQ OTC) Comunicacion,247155.0,Maxcom Telecomunicaciones,173846,99.58,Maxcom Telecomunicaciones 'A',111552,99.57000000000001,Maxcom Telecomunicaciones 'A' (Non-NASDAQ OTC),247121,99.57000000000001,Almendral Telecomunicaciones SA,5007,99.54,Tecnocom Telecomunicaciones y Energia,22785,99.53,Tecnocom Telecomunicaciones y Energia,289668,99.53,Tecnocom Telecomunicaciones y Energia (XETRA),316021,99.53,Compania de Telecomunicaciones de CIL,91926,99.53,Empresa de Telecomunicaciones de Bogota,92530,99.51,Maxcom Telecomunicaciones Sponsored ADR 1:1,207509,99.51
CONASA INFRAESTRUTURA S.A.,4380,conasa infraestrutura,conasa,,,,,ASA Group Holdings,32393,99.25,ONA,37748,99.25,ASA International,52399,99.25,ASA Holdings,70152,99.25,ASA International Group,125061,99.25,ASA Group Holdings (Berlin),284365,99.25,ONA (Paris-SBF),288325,99.25,ASA Holdings (Frankfurt),293297,99.25,ASA International (Berlin),299645,99.25,Company On,1218,99.17
CONNEQT BUSINESS SOLUTIONS LIMITED,11704,conneqt business solutions,conneqt,,,,,Company On,1218,99.14,NN Group,87517,99.14,QT Group,89750,99.14,NN,137638,99.14,QT Group,169947,99.14,NN Group (BRN),225270,99.14,NN Group (Non-NASDAQ OTC),247605,99.14,QT Group (Non-NASDAQ OTC),248229,99.14,NN (Berlin),264999,99.14,NN Group (Stuttgart),273101,99.14
Consolidated Rail Corporation 1995-A Pass Thro,21347,consolidated rail corporation 1995 a pass thro,consolidated,Apollo Consolidated,253.0,Apollo Consolidated (Non-NASDAQ OTC),234281.0,Consolidated HCI Holding Corporation,6788,99.66,Consolidated Communication Corporation,46299,99.64,Consolidated Marina Explorations Warrants,143585,99.64,Stone Consolidated Corporation,12601,99.63,Consolidated Oil and Gas,53485,99.6,Consolidated Oil and Gas,63867,99.6,Consolidated Ecoprogress Technology,6754,99.59,Consolidated North Coast Industries,6769,99.59,Consolidated Properties,6791,99.58,Consolidated Communications Holdings,133990,99.58
CONSORCIO TRANSMANTARO S.A.,16814,consorcio transmantaro,consorcio,Consorcio Hogar,25265.0,,,Consorcio Aristos,108794,99.72,Consorcio ARA,108793,99.69,Consorcio Hogar,25265,99.65,Consorcio ARA 144A ADR 1:10,204172,99.61,Futura Consorcio Inmobiliario,109758,99.59,Futura Consorcio Inmobiliario,175116,99.59,Consorcio Alfa de Administracao On,148884,99.57000000000001,Consorcio Industrial de Areq Inve,108699,99.55,Consorcio Cementero del Sur Shares,108795,99.54,Consorcio ARA Registered Share ADR 1:10,204173,99.52
