Target Name,Target No.,Top Match Name,Top Match No.,Top Match Score,All Matched
Linc USA GP,23482,Linc,120620,90,"[('Linc', 90), ('Linc', 90), ('Linc', 90), ('NC&', 90), ('Danske Invest USA', 86), ('Jyske Invest USA Aktier', 86), ('Nordea Invest USA', 86), ('Alon USA Partners Com Units', 86), ('Bank International Settlements BIZ USA Tranche (Limited Data)', 86), ('AAA Century Group USA', 86)]"
ENSCO INTERNATIONAL INCORPORATED,23485,Ensco International Incorporated,72266,100,"[('Ensco International Incorporated', 100), ('Wesco International Incorporated', 95), ('Wesco International Incorporated', 95), ('International', 95), ('Enexco International', 92), ('Exco International', 92), ('Isco International', 92), ('Reco International', 92), ('Jenson International', 92), ('Endo International', 92)]"
MPT Finance Corp,23490,MTD Finance,20295,91,"[('MTD Finance', 91), ('INA', 90), ('NC&', 90), ('Allco Finance Group', 86), ('Beneficial Finance', 86), ('China Finance Holding Company', 86), ('Ding Sheng XIN Finance', 86), ('Intermills (Finance)', 86), ('North Ryde Community Finance', 86), ('Palm Beach Finance', 86)]"
Spectrum Brands Escrow Corp.,23491,Spectrum,39466,90,"[('Spectrum', 90), ('Trum', 90), ('Spectrum Brands', 90), ('Brand', 90), ('Rand Capital', 90), ('Animoca Brands', 86), ('Pacific Brands', 86), ('Spectrum Metals', 86), ('Beta Brands', 86), ('Cascadia Brands', 86)]"
"RESTORATION HARDWARE HOLDINGS, INC.",23493,Restoration Hardware,76483,95,"[('Restoration Hardware', 95), ('Holdings', 90), ('Holdings', 90), ('Holdings', 90), ('Holdings', 90), ('Corporation Holding', 90), ('Holdings', 90), ('3Q Holdings', 86), ('Acmex Holdings', 86), ('Aerosonde Holdings', 86)]"
HANJIN INTERNATIONAL CORPORATION,23494,Huajin International,101264,95,"[('Huajin International', 95), ('Anino International', 92), ('Ion', 90), ('National', 90), ('Terna', 90), ('Inter', 90), ('National', 90), ('ONA', 90), ('National', 90), ('Tern', 90)]"
CyrusOne LP,23496,Cyrusone,59635,95,"[('Cyrusone', 95), ('One', 90), ('One', 90), ('R R Securities', 86), ('Cyrusone (Frankfurt)', 86), ('Cyrusone (Pet)', 83), ('Cyrusone BDR', 80), ('Sondel', 75), ('Cerus', 72), ('Sonae Capital', 72)]"
"APX GROUP, INC.",23497,AP,14627,90,"[('AP', 90), ('Group', 90), ('Group', 90), ('Up', 90), ('Group', 90), ('APX Group Holdings Inc', 90), ('PNX Group', 89), ('API Group', 89), ('APC Group', 89), ('APA Group', 89)]"
"Devon Financing Company, L.L.C.",23501,Trust Company,4284,90,"[('Trust Company', 90), ('CIN', 90), ('Financing', 90), ('MPA', 90), ('INA', 90), ('NCI Inc', 90), ('Directv Financing Company Inc', 88), ('Antipodes Global Investment Company', 86), ('Arab International Insurance Company', 86), ('Barbados Shipping and Trading Company Limited', 86)]"
Minnesota Bank & Trust,23502,Security Bank,200310,90,"[('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('NK', 90), ('Ta', 90), ('NN', 90)]"
