Target Name,Target No.,Top Match Name,Top Match No.,Top Match Score,All Matched
TORONTO DOMINION (SOUTH EAST ASIA) LIMITED,17948,Dominion Securities,7294,90,"[('Dominion Securities', 90), ('Inion', 90), ('Accor Asia Pacific', 86), ('Asia Oil and Minerals', 86), ('Asia Pacific Digital', 86), ('Asia Pacific Special', 86), ('Burns Philp South Seas', 86), ('Central Asia Resources', 86), ('E-Pay Asia', 86), ('East African Coffee', 86)]"
INDIKA ENERGY CAPITAL II PTE. LTD.,17949,Energy,79025,90,"[('Energy', 90), ('ERG', 90), ('Energy', 90), ('Energy', 90), ('ERG', 90), ('Indika Energy', 90), ('ERG', 90), ('Acer Energy', 86), ('Allgas Energy', 86), ('Arc Energy', 86)]"
OXLEY MTN PTE. LTD.,17950,Battle MTN CDA Exchangeable,5528,86,"[('Battle MTN CDA Exchangeable', 86), ('Keppel DC REIT Managemen T PTE Limited', 86), ('Avago Technologies Finance PTE Limited', 86), ('Cumberland MTN Bancorp', 86), (""Zhejiang Jiecang Linear MTN Technology 'A'"", 86), ('T T', 86), ('MTN Nigeria Communications', 86), ('Blockchain Cap Tokenhub PTE', 86), ('S A M Trade Asia PTE', 86), ('D A P P Digital Access Pass PTE Investments Public Company', 86)]"
SINOCHEM INTERNATIONAL DEVELOPMENT PTE. LTD.,17952,National,222336,90,"[('National', 90), ('Terna', 90), ('Inter', 90), ('National', 90), ('National', 90), ('National', 90), ('International', 90), ('National', 90), ('Com Development International', 88), ('A-Cap Development', 86)]"
OUE CT TREASURY PTE. LTD.,17953,CT&T,33686,90,"[('CT&T', 90), ('Tre', 90), ('T T', 90), ('OUE', 90), ('Global CT&T Telecommunications', 86), ('Keppel DC REIT Managemen T PTE Limited', 86), ('CT Holdings', 86), ('American Performance Foods United States Treasury Fund Dead', 86), ('Delaware Treasury Reserves Investments Series', 86), ('Firstar Stellar Treasury Fund Class y', 86)]"
INNOVATE CAPITAL PTE. LTD.,17954,Nova,252107,90,"[('Nova', 90), ('Nova', 90), ('At Trust', 90), ('Nova', 90), ('Innova', 90), ('Innovate', 90), ('NN', 90), ('Nova', 90), ('Nova', 90), ('Keppel DC REIT Managemen T PTE Limited', 86)]"
"SUMITOMO MITSUI TRUST BANK, LIMITED SINGAPORE",17956,Security Bank,200310,90,"[('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Mitsui', 90), ('Sumitomo', 90), ('Security Bank', 90), ('Mito Securities', 90)]"
INDIKA ENERGY CAPITAL III PTE. LTD,17957,Energy,79025,90,"[('Energy', 90), ('ERG', 90), ('Energy', 90), ('Energy', 90), ('ERG', 90), ('Indika Energy', 90), ('ERG', 90), ('Acer Energy', 86), ('Adelphi Energy', 86), ('Allgas Energy', 86)]"
"SHANGHAI PUDONG DEVELOPMENT BANK CO., LTD. SIN",17959,Shanghai Pudong Development Bank 'A',87439,93,"[(""Shanghai Pudong Development Bank 'A'"", 93), ('T Bank', 90), ('A-Cap Development', 86), ('Action Gold Development', 86), ('Adelaide Bank', 86), ('Advance Bank Australia', 86), ('AFB Bank ASC', 86), ('Alliance Oil Development', 86), ('Azar-Turk Bank', 86), ('Bank Azerbaijan', 86)]"
Cromwell European Real Estate Investment Trust,17960,Investment Trust Corporation,48177,90,"[('Investment Trust Corporation', 90), ('Real Estate', 90), ('Trust Invest', 90), ('E-Invest', 90), ('Europe', 90), ('Investment Trust Corporation', 90), ('Investment Trust Corporation', 90), ('Incorporated (Europe)', 90), ('Investment Trust Corporation', 90), ('Cromwell European Real Estate Investment (Singapore) Trust Singaporean Dollar', 90)]"
