Target Name,Target No.,preprocessed,Focus Text,Shortest Match Name,Shortest Match No.,Non-NASDAQ OTC Match Name,Non-NASDAQ OTC Match No.,Matched Name 1,Matched No. 1,Matched Score 1,Matched Name 2,Matched No. 2,Matched Score 2,Matched Name 3,Matched No. 3,Matched Score 3,Matched Name 4,Matched No. 4,Matched Score 4,Matched Name 5,Matched No. 5,Matched Score 5,Matched Name 6,Matched No. 6,Matched Score 6,Matched Name 7,Matched No. 7,Matched Score 7,Matched Name 8,Matched No. 8,Matched Score 8,Matched Name 9,Matched No. 9,Matched Score 9,Matched Name 10,Matched No. 10,Matched Score 10
"Pernix Sleep, Inc.",19571,pernix sleep,pernix,Pernix Group,131278.0,,,Pernix Group,131278,99.67,Pernix Therapeutics Holdings,56722,99.58,Pernix Therapeutics Holdings (Frankfurt),281026,99.58,Pernix Therapeutics Holdings (XETRA),307761,99.58,NIX Incorporated,112279,99.4,IX,27142,99.29,NI Holdings,137627,99.29,NI Holdings (Frankfurt),264980,99.29,X,13869,99.15,Nixu,94817,85.52
"PERSHING ROAD DEVELOPMENT COMPANY, LLC",22021,pershing road development,pershing,Pershing Gold,60959.0,Pershing Square (Non-NASDAQ OTC) Holdings,247973.0,Pershing Resources Company,131280,99.6,Pershing Gold,60959,99.58,Pershing Gold (Toronto),215905,99.58,Pershing Gold (Frankfurt),281031,99.58,Pershing Square Tontine Holdings A,134835,99.56,Pershing Square Tontine Holdings Units,199162,99.56,Pershing Square (Mexico) Tontine Holdings A,218571,99.56,Pershing Square Tontine Holdings Units,258987,99.56,Pershing Square (Frankfurt) Tontine Holdings A,265395,99.56,Pershing Square Holdings,134834,99.55
PERSONALHUSET STAFFING GROUP AS,16587,personalhuset staffing as,personalhuset,,,,,International Personal Finance,126111,99.48,Personal Group Holdings,126576,99.48,International Personal (Warsaw) Finance,227920,99.48,Personal Group Holdings (Non-NASDAQ OTC),239004,99.48,International (Non-NASDAQ OTC) Personal Finance,246413,99.48,Personal Holdings (Non-NASDAQ OTC),247975,99.48,International Personal (Frankfurt) Finance,271347,99.48,Personal Group Holdings (Berlin),288540,99.48,International Personal (XETRA) Finance,312818,99.48,Persona,11128,99.44
PERTH AIRPORT PTY LTD,3302,perth airport pty,perth,Perth Mint Gold ETC,139093.0,,,Perth Mint Gold ETC,139093,99.56,Armstrong Jones Perth Property Fund Income Units,284,99.37,TH Group,30936,99.21,RT Group,50230,99.21,RT Group (VIRT-X),232760,99.21,T Bank,22692,99.11,Practicexpert,56883,88.58,Practicexpert (Frankfurt),296585,88.58,Practicexpert (XETRA),307878,88.58,Alrov Propert,97283,88.51
Perusahaan Perseroan (Persero) PT Perusahaan L,10796,perusahaan perseroan pt perusahaan l,perusahaan,Perusahaan Gas Negara,97945.0,Perusahaan Gas (Non-NASDAQ OTC) Negara,247977.0,Perusahaan Gas Negara TBK Part,174032,99.61,Perusahaan Sadur Timah Malaysia (Perstima),112710,99.57000000000001,Perusahaan Gas Negara,97945,99.56,Perusahaan Gas (BRN) Negara (Persero),228440,99.56,Perusahaan Gas (Non-NASDAQ OTC) Negara,247977,99.56,Perusahaan Gas (Frankfurt) Negara,273538,99.56,Perusahaan Gas (XETRA) Negara,314624,99.56,USA Bank,132503,99.15,Persea AB,180132,82.46000000000001,Persuhaan Perkebu,174031,79.73
PERVYI KONTEYNERNYI TERMINAL AO,17282,pervyi konteynernyi terminal ao,pervyi,,,,,V Group,132515,99.06,Slavyanskiy Konservnyi Zavod OAO,22196,82.71000000000001,Supervielle Sociedad General,4076,82.64,Super Vision International Warrants A,210169,82.61,Peruvian Metals,85351,82.60000000000001,Peruvian Metals (Lima),239006,82.60000000000001,Peruvian Metals (Non-NASDAQ OTC),247978,82.60000000000001,Peruvian Metals (Frankfurt),265398,82.60000000000001,Super Vision International Unit,210168,82.59,Super Vision International Warrants B,210170,82.58
PETRODRILL FIVE LIMITED,25209,petrodrill five,petrodrill,,,,,Petro Group,29286,99.5,DRI,53853,99.33,Pet,67285,99.33,DRI (Frankfurt),278257,99.33,DRI (XETRA),305612,99.33,DR Finance,109161,99.24,T Bank,22692,99.12,O-Bank,115989,99.12,Illa (Frankfurt),271194,85.46000000000001,Petrol,85358,82.74000000000001
Petrodrill Four Limited,25208,petrodrill four,petrodrill,,,,,Petro Group,29286,99.5,DRI,53853,99.33,Pet,67285,99.33,DRI (Frankfurt),278257,99.33,DRI (XETRA),305612,99.33,DR Finance,109161,99.24,T Bank,22692,99.12,O-Bank,115989,99.12,Illa (Frankfurt),271194,85.46000000000001,Petrol,85358,82.74000000000001
"Petroleos de Venezuela, S.A.",25195,petroleos de venezuela,petroleos,Petroleos (Cepsa),21026.0,,,Petroleos del Norte SA,21027,99.73,Petroleos Mexicanos,29288,99.59,Petroleos (Cepsa),21026,99.58,Petroleos (Cepsa) (Frankfurt),281051,99.58,Petroleos (Cepsa) (VIRT-X),296484,99.58,Petroleos (Cepsa) (XETRA),314656,99.58,Petrol,85358,99.43,Petrol,89682,99.43,Hispanica de Petroleos,18432,99.41,Refinaria de Petroleos Manguinhos On,85752,99.41
PETROLEOS DEL PERU - PETROPERU S.A.,16827,petroleos del peru  petroperu,petroleos,Petroleos (Cepsa),21026.0,,,Petroleos del Norte SA,21027,99.71,Petroleos Mexicanos,29288,99.5,Petroleos (Cepsa),21026,99.47,Petroleos (Cepsa) (Frankfurt),281051,99.47,Petroleos (Cepsa) (VIRT-X),296484,99.47,Petroleos (Cepsa) (XETRA),314656,99.47,Hispanica de Petroleos,18432,99.43,Refinaria de Petroleos Manguinhos On,85752,99.4,Petrol,85358,99.34,Petrol,89682,99.34
